"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d516bb46-7961-4cc9-ac3e-ffaf4b3af258","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA / ITP's"
"842e5247-fc12-4ca3-b17e-193ac9a094b7","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA / ITP's","Roofing"
"15aabfc0-5267-48d1-8b60-4568564fc36e","","folder-normal","not-started","","step","TRUE","FALSE","QA / ITP's","Roofing","Roof Fascia Capping Aluminium"
"eac1ac88-fc42-48d6-8147-656d96bbf7c2","","folder-normal","not-started","","step","TRUE","FALSE","QA / ITP's","Roofing","Roof Fascia Capping Aluminium","Soffit Cladding"
"4408716e-53c9-4964-886f-6d42ad07c556","","checklist-sectioned","not-started","Soffit Cladding checklist","checklist","FALSE","FALSE","QA / ITP's","Roofing","Roof Fascia Capping Aluminium","Soffit Cladding","Soffit Cladding"
"320a1458-7e2a-5ac3-986c-39a9efe2efeb","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Roofing","Roof Fascia Capping Aluminium","Soffit Cladding","Soffit Cladding","Material Inspection"
"671b112c-1d00-5509-8cea-4e6292e39700","","checkpoint-status","pass","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Flashing/Capping Installation Checklist","Material Inspection","Flashing Material: 0.61mm Colorbond"
"f6307e5b-9dbf-5a45-81b9-4b88f23bdd9c","","checkpoint-status","pass","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Flashing/Capping Installation Checklist","Material Inspection","Capping Material 0.61mm Colorbond to match"
"dce14eef-d610-5928-9e1b-b46449b9811e","","checkpoint-group","pass","","","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Flashing/Capping Installation Checklist","Installation"
"9907cf07-449a-50b3-b286-7cb6bc6d8a73","","checkpoint-status","pass","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Flashing/Capping Installation Checklist","Installation","Flashings / Cappings: Straight and in correct plane."
"001a219b-0151-5715-a183-bd81ed07a601","","checkpoint-status","pass","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Flashing/Capping Installation Checklist","Installation","Fixed adequately to hold flashing in place and prevent vibration in strong winds."
"5f0455ea-edd2-51c3-b855-5fc07d181b14","","checkpoint-status","pass","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Flashing/Capping Installation Checklist","Installation","Adequate lap at joins."
"088289b4-137c-5bd2-a3f2-206c0f7efcc8","","checkpoint-status","pass","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Flashing/Capping Installation Checklist","Installation","Silicone sealed under laps and where necessary to make waterproof."
"18147098-eb57-5185-95c0-1464a2c95067","","checkpoint-status","pass","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Flashing/Capping Installation Checklist","Installation","Rivets and fixings sealed where necessary"
"414e9426-f043-5367-b198-3fe7da0747f6","","checkpoint-status","pass","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Flashing/Capping Installation Checklist","Installation","Adequate support to prevent buckling."
"b1ba4bfa-bb63-5066-b822-e743f0e8ca4f","","checkpoint-status","pass","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Flashing/Capping Installation Checklist","Installation","Area clean and free of debris"
"501d87f1-cdb9-5819-b6fe-41e2454195df","","checkpoint-status","pass","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Flashing/Capping Installation Checklist","Installation","Materials in good condition"
"ab2b5030-f54d-527c-a882-604b9c57abf0","","checkpoint-group","work-in-progress","","","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Flashing/Capping Installation Checklist","Signoffs"
"54e95e69-8b41-5df9-b25c-4a9a5033a1b6","","checkpoint-status","pass","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Flashing/Capping Installation Checklist","Signoffs","Inspected and accepted by S&H authorised representative as complying with relevant Australian Standard and legislation"
"a4a720aa-2ab6-5371-8fe6-43d06ed2251d","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Flashing/Capping Installation Checklist","Signoffs","Inspected and accepted by Authorized Representative"
"20678185-f38f-522e-8e45-f2b140368960","","checkpoint-status","not-applicable","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Flashing/Capping Installation Checklist","Signoffs","Reinspection requested by Subcontractor"
"e1f76491-c421-5459-8a59-eb29d42bac61","","checkpoint-status","not-applicable","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Flashing/Capping Installation Checklist","Signoffs","Non-Conforming Items to be Rectified"
"e0b760ba-090a-59b5-bcc6-59aff2afc0ea","","checkpoint-status","not-applicable","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Flashing/Capping Installation Checklist","Signoffs","Follow up work satisfactorily"
"2bc4c603-311a-5034-960d-9ba3a9da8353","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Flashing/Capping Installation Checklist","Signoffs","All items have been completed and demonstrated satisfactorily"
"3ad9a516-90c4-48d9-8539-a5d3daa2aa05","","checklist-sectioned","not-started","Roof - Zone 1 / Roof 3 Parapet Wall Cladding checklist","checklist","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Parapet Wall Cladding"
"d7f5af12-ff07-5561-a559-282fff4c03be","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Parapet Wall Cladding","Material Inspection"
"2bb6401b-104c-5ba7-a9c4-2ba6a7fd68a3","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Parapet Wall Cladding","Material Inspection","Wall Cladding - 50mm ASKIN panel Parapet lining"
"c3d51089-a9fa-50c1-bbe4-915f49fa767f","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Parapet Wall Cladding","Material Inspection","Top hat support: 0.75mm Top Hat"
"762d5d72-57ed-5298-98bd-9ef54b4dcb8b","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Parapet Wall Cladding","Material Inspection","Flashing Material: 0.61mm Colorbond Matt"
"ea4f6e66-28c9-5c3e-81c8-b34abceb5824","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Parapet Wall Cladding","Installation"
"6e49b76e-bc26-586c-9d22-07dff30540df","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Parapet Wall Cladding","Installation","Insulated Panel Wall Cladding - Butyl Tape to Side, Top, and Bottom"
"817ea5f8-e90a-5f1c-8b35-f16a04d73e4d","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Parapet Wall Cladding","Installation","Is primary structure adequate to support cladding or secondary framing?"
"4e37d92a-2ffd-5145-adbc-9b5abc9f2cc0","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Parapet Wall Cladding","Installation","Top hats installed at correct spacings to meet Manufacturers recommendations."
"26fc395d-cff6-513f-ac25-ba09972391b3","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Parapet Wall Cladding","Installation","Wall cladding fixed to sub frame as per Manufacturer's recommendations."
"20b84033-a743-50e6-92da-b01f2f1fbfa9","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Parapet Wall Cladding","Installation","Wall cladding flashed to make watertight."
"0f3963b8-a56d-5035-9b2c-8a1cca630388","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Parapet Wall Cladding","Installation","Area clean and free of debris"
"8bc69900-f372-52df-a99c-81b3db6a6be5","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Parapet Wall Cladding","Installation","Materials in good condition"
"d9ffc87f-58fd-5e4f-948e-a090c4ce3394","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Parapet Wall Cladding","Signoffs"
"62a20691-b10e-507c-829a-837328819cb5","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Parapet Wall Cladding","Signoffs","Inspected and accepted by S&H authorised representative as complying with relevant Australian Standard and legislation"
"87ed320f-d981-502c-b42b-8e9466aba392","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Parapet Wall Cladding","Signoffs","Inspected and accepted by Authorized Representative"
"aa858bbf-6fb6-58e4-915c-a4121da71b73","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Parapet Wall Cladding","Signoffs","Reinspection requested by Subcontractor"
"c11705dd-40d0-5c6a-b90a-db3d47ce7a21","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Parapet Wall Cladding","Signoffs","Non-Conforming Items to be Rectified"
"809d7c49-b2f7-563b-b319-a8e951d84160","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Parapet Wall Cladding","Signoffs","Follow up work satisfactorily"
"bb569a84-a480-59ef-8c13-0362cdc1e1e5","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Parapet Wall Cladding","Signoffs","All items have been completed and demonstrated satisfactorily"
"e00e2e61-ccd3-423d-8ba4-c2b8d2dee218","","checklist-sectioned","not-started","Roof - Zone 1 / Roof 3 Roof Penetrations checklist","checklist","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Roof Penetrations"
"1ac2164f-6250-51f7-8f45-cdebb37b804f","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Roof Penetrations","Material Inspection"
"f0ba44e5-e262-5527-8983-b4bb06a62984","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Roof Penetrations","Material Inspection","Flashing Material: 0.61mm Colorbond"
"eef91862-61dd-5df0-b1b3-7152fff1b0e9","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Roof Penetrations","Installation"
"82a8b477-31fd-5d87-ab31-f312aef86f17","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Roof Penetrations","Installation","Penetration: Hole cut to correct size to allow clearance."
"d4494078-6bf9-5cae-933b-46eadb167145","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Roof Penetrations","Installation","Roof sheets weathered correctly"
"afe65fe5-d969-50d5-95a3-27bf938f2c99","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Roof Penetrations","Installation","Soaker flashing lapped, sealed and fixed correctly."
"81049f73-f686-521e-9593-c5ec6147baf1","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Roof Penetrations","Installation","Adequate support under soaker to prevent ponding."
"225e6b5c-699a-575a-a295-e3bd477aceab","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Roof Penetrations","Installation","Side and front aprons / upstands formed to correct size"
"370b85e1-ebe6-512d-ade1-2bff21ad9920","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Roof Penetrations","Installation","to fit the purpose."
"f00a953a-4712-5eed-88d4-2e7c92efb0ae","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Roof Penetrations","Installation","Adequate support around penetration to prevent roof"
"45cff3b8-0550-5707-ac0f-a4a3b5a0f4a4","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Roof Penetrations","Installation","sheet from buckling."
"7e3f945b-cfce-58ec-bc85-ac3de2a5b58c","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Roof Penetrations","Installation","Area clean and free of debris"
"beb92881-1198-5712-be6c-5c12f1c797ec","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Roof Penetrations","Installation","Materials in good condition"
"fdf2655e-4437-59f6-b099-8b367941ac7d","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Roof Penetrations","Signoffs"
"584f7738-70ce-5d59-850f-c17e243741ea","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Roof Penetrations","Signoffs","Inspected and accepted by S&H authorised representative as complying with relevant Australian Standard and legislation"
"ce0b4fae-9efd-5687-a5c2-76fd5a928626","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Roof Penetrations","Signoffs","Inspected and accepted by Authorized Representative"
"fb6d0b9e-ddb2-5536-96e0-0a05ed0936bf","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Roof Penetrations","Signoffs","Reinspection requested by Subcontractor"
"f2a51a90-7969-5982-9544-9c3397e0bea7","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Roof Penetrations","Signoffs","Non-Conforming Items to be Rectified"
"dac6fd5b-c97a-5553-9fc0-4d169c0e4d02","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Roof Penetrations","Signoffs","Follow up work satisfactorily"
"e2326dde-77e9-59f6-b558-1a6dbed5846e","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 1","Roof 3","Roof Penetrations","Signoffs","All items have been completed and demonstrated satisfactorily"
"b80efd7e-d469-4e9b-a4a4-8ee266c50b56","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA / ITP's","Roofing","Roofing Zone 2"
"af658683-df86-420e-a731-34677f475218","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4"
"3c14a7a9-f554-42f0-8f4b-c54162839c7c","","checklist-sectioned","work-in-progress","Roof - Zone 2 / Roof 4 Box Gutter Installation checklist","checklist","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Box Gutter Installation"
"c2007d2c-bcdf-532c-bc9d-467bcbe8069a","","checkpoint-group","work-in-progress","","","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Box Gutter Installation","Material Inspection"
"c50d7480-b6f4-5b73-8354-fa8c84df1790","","checkpoint-status","pass","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Box Gutter Installation","Material Inspection","Box Gutter Brackets:"
"0acfb93d-26b9-5f0c-89d5-797009cd6ddc","","checkpoint-status","pass","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Box Gutter Installation","Material Inspection","Box Gutter Insulation - 60mm Anticon"
"dab7c25b-640d-50c2-853f-ce0d61f90b18","","checkpoint-status","pass","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Box Gutter Installation","Material Inspection","Box Gutter Insulation - 4mm Polyair - 1200mm"
"14821f26-a673-5fd9-a70b-1fe8971c8313","","checkpoint-status","not-applicable","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Box Gutter Installation","Material Inspection","Box Gutter - Spandek gutterboard"
"99ccac1e-5a47-51db-9294-995a2dd9d405","","checkpoint-status","pass","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Box Gutter Installation","Material Inspection","Box Gutter: Stainless Steel 316"
"a55e456b-e2e3-5413-84b3-ecc1fc6c5989","","checkpoint-status","pass","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Box Gutter Installation","Material Inspection","Gutter Flashing: Stainless steel to match 316"
"b7e26eae-c969-5ff8-bc3c-d68bd920b12f","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Box Gutter Installation","Material Inspection","Syphonic Outlet"
"7e450dc7-13fe-5b80-941f-77d092786b29","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Box Gutter Installation","Material Inspection","Overflow Outlet 0.70mm 316 Stainless Steel"
"892c7afc-f25b-57a5-908f-bd098f373b6a","","checkpoint-group","pass","","","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Box Gutter Installation","Installation"
"892c86c7-5de5-51cc-a703-10c8ebba6473","","checkpoint-status","pass","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Box Gutter Installation","Installation","Gutter Brackets installed with fall as per Specification."
"e18865f1-07b0-5b7b-afab-b73f8f80c5e8","","checkpoint-status","pass","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Box Gutter Installation","Installation","Insulation installed under gutter board"
"10366f7c-8bd7-5a1f-9a05-7fa696c7f92d","","checkpoint-status","pass","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Box Gutter Installation","Installation","Deletion of Valley Gutter replace with Apron & Soaker"
"97d023be-ff50-5382-9c2f-33349c246bc2","","checkpoint-status","pass","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Box Gutter Installation","Installation","Gutter Board installed"
"8e4abf89-bab0-5e73-8f23-3f89f41fc73f","","checkpoint-status","pass","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Box Gutter Installation","Installation","Box gutter installed to sizes as shown in specification and drawings."
"1a9591c1-e510-589a-adac-884f4e8c126e","","checkpoint-status","pass","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Box Gutter Installation","Installation","Sumps installed to correct locations and sizes as specified and as shown on drawings"
"ec61ee19-13e6-5432-bed9-b006562e7ad3","","checkpoint-status","not-applicable","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Box Gutter Installation","Installation","Pops installed under the sump"
"813468b0-68e3-58a6-95b9-a936f5d59482","","checkpoint-status","pass","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Box Gutter Installation","Installation","Outlets installed to correct sizes."
"a139d434-3617-56ed-b5e5-f08ba7ca9f53","","checkpoint-status","pass","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Box Gutter Installation","Installation","Overflow outlets installed at each downpipe location and to correct size as indicated."
"1aadf28d-ecd8-5f6b-a4df-d4107f2bf240","","checkpoint-status","pass","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Box Gutter Installation","Installation","Gutter flashing installed with minimum of 100mm off from the sole of the box gutter"
"853f0d68-b982-520b-beed-d15a6ea1f498","","checkpoint-status","pass","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Box Gutter Installation","Installation","Area clean and free of debris."
"5bef1b97-421a-523c-afc4-61adf4d2fd01","","checkpoint-status","not-applicable","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Box Gutter Installation","Installation","Materials in good condition"
"ebd9f00b-11c3-50d9-8c70-a624beb03682","","checkpoint-group","work-in-progress","","","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Box Gutter Installation","Signoffs"
"9ac72ef2-9892-5899-8228-ee138693f35d","","checkpoint-status","pass","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Box Gutter Installation","Signoffs","Inspected and accepted by S&H authorised representative as complying with relevant Australian Standard and legislation"
"c48aeb42-351c-5e98-abae-0b184f18f94e","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 2","Roof 4","Box Gutter Installation","Signoffs","Inspected and accepted by Authorized Representative"
