"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"1e131c81-4472-4310-a523-a508d965cd3c","","folder-normal","pass","","step","TRUE","FALSE","Stage 1"
"fae69bb7-4c72-42e6-b281-5f1cf16c7857","","folder-normal","pass","","step","TRUE","FALSE","Stage 1","51"
"604f812b-ebf1-427e-8ecd-6f2659fc756d","","folder-normal","pass","","step","TRUE","FALSE","Stage 1","51","Ground"
"5a17034f-d6f2-4159-8a58-c62ed7e669fb","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 1","51","Ground","W01h-51"
"bb5e4441-cf49-549a-ba7d-fd704f3c97a4","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 1","51","3","W14h-51","Site Glazing Completed - Viridian Glass"
"90badb7a-24d4-5d90-990b-460afd7bee42","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 1","51","3","W14h-51","Trade Clean"
"d5a4cdbb-15f6-5be7-87d1-c848977d175d","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 1","51","3","W14h-51","Wights - Sign Off"
"d60bc19e-7f8b-4482-8215-e2f7c853b432","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 1","51","3","W15-51"
"781e14cb-ebdf-5ed1-93bc-77eb7e2f85ce","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 1","51","3","W15-51","Opening Wrapped & Prepared Correctly"
"ce65f889-a04f-5129-b31f-527e94aefaea","","checkpoint-status","not-applicable","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 1","51","3","W15-51","Weather Seals As Per Shop Drawing (provide photo reference)"
"c6948246-3b37-56e3-9ca6-dfbcddc4d15e","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 1","51","3","W15-51","Installed / Fixed As Per Shop Drawings"
"4afeb6ba-21eb-51a0-867f-aa1403e4e350","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 1","51","3","W15-51","Airseals Completed"
"45a5c9aa-c5ed-5c43-b52b-2f451a4c346a","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 1","51","3","W15-51","Site Glazing Completed - Viridian Glass"
"44f6a432-ed57-50e7-b348-71188280b36b","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 1","51","3","W15-51","Trade Clean"
"0a340f90-e2aa-553a-8746-b2699077b4c1","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 1","51","3","W15-51","Wights - Sign Off"
"675ff780-6a5e-49cb-a844-cb3fe3114a33","","folder-normal","pass","","step","TRUE","FALSE","Stage 1","52"
"085e6640-7925-4bc9-92ed-5401f2a98b92","","folder-normal","pass","","step","TRUE","FALSE","Stage 1","52","Ground"
"a7ed0c1b-87c4-4dd3-ba8d-d9d8ad2c2667","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 1","52","Ground","W01-52"
"6417b178-f149-518e-a17c-81e5b783b3a5","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 1","52","Ground","W01-52","Opening Wrapped & Prepared Correctly"
"5d82a057-f90c-5da5-882a-755c38f4f572","","checkpoint-status","pass","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 1","52","Ground","W01-52","Weather Seals As Per Shop Drawing (provide photo reference)"
"d213ef11-49ac-5f59-89c3-9d32bbc1bdcb","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 1","52","Ground","W01-52","Installed / Fixed As Per Shop Drawings"
"590629ea-62db-5903-812c-65d66673ad21","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 1","52","Ground","W01-52","Airseals Completed"
"f188fc48-8eaa-552f-8369-70907e8ac88e","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 1","52","Ground","W01-52","Site Glazing Completed - Viridian Glass"
"25622d04-b517-52b4-9bbd-a948a897e971","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 1","52","Ground","W01-52","Trade Clean"
"eb1c51b1-0d2d-58cb-b898-40ff5b78ca66","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 1","52","Ground","W01-52","Wights - Sign Off"
"ebed80c8-1316-404c-825f-b99624140faf","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 1","52","Ground","W02-52"
"22dcc5d6-5837-5f66-90ec-99ae66b92902","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 1","52","Ground","W02-52","Opening Wrapped & Prepared Correctly"
"0a16532a-79e7-5186-aa7e-e8e33cfee0f9","","checkpoint-status","pass","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 1","52","Ground","W02-52","Weather Seals As Per Shop Drawing (provide photo reference)"
"0a9d141a-9e54-5509-ba01-793ca3b4b0c8","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 1","52","Ground","W02-52","Installed / Fixed As Per Shop Drawings"
"3e7d3124-b1c9-552f-a30b-d58497c0f7b0","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 1","52","Ground","W02-52","Airseals Completed"
"6f21b96a-9fa4-5bc0-bbf7-927e025781cb","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 1","52","Ground","W02-52","Site Glazing Completed - Viridian Glass"
"85613d78-575c-5e86-8655-82f4bd4e233a","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 1","52","Ground","W02-52","Trade Clean"
"735dd654-1e8b-5d51-9ffd-bb53256d3cb6","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 1","52","Ground","W02-52","Wights - Sign Off"
"a002e2ab-8704-49df-bf01-5f46ad0a5be6","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 1","52","Ground","W03-52"
"680c1133-5f57-5ad0-95ce-03e43f75a5d5","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 1","52","Ground","W03-52","Opening Wrapped & Prepared Correctly"
"a09da6cb-8094-52b5-aed8-0eeef45c0176","","checkpoint-status","not-applicable","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 1","52","Ground","W03-52","Weather Seals As Per Shop Drawing (provide photo reference)"
"e277262d-8998-5d6e-94ed-638be804f95b","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 1","52","Ground","W03-52","Installed / Fixed As Per Shop Drawings"
"c62b361e-08cd-5a91-b0ec-b8c9e1d875c4","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 1","52","Ground","W03-52","Airseals Completed"
"b96a10b7-ef68-5b88-b87b-889593462875","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 1","52","Ground","W03-52","Site Glazing Completed - Viridian Glass"
"4a330062-29c4-52c5-b122-de037659e92a","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 1","52","Ground","W03-52","Trade Clean"
"fe13ede8-00fb-53ed-84e7-ea5cc6fca704","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 1","52","Ground","W03-52","Wights - Sign Off"
"20ead932-4df5-404a-b47d-9d246da52ca6","","folder-normal","pass","","step","TRUE","FALSE","Stage 1","52","1"
"ac562c98-c8eb-4c9b-bb88-b3e606624c32","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 1","52","1","W05-52"
"509a6f6e-eda5-5328-af71-b96827288a85","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 1","52","1","W05-52","Opening Wrapped & Prepared Correctly"
"8303d5d1-0e37-525b-a863-760db8903fc0","","checkpoint-status","not-applicable","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 1","52","1","W05-52","Weather Seals As Per Shop Drawing (provide photo reference)"
"b69c7d1e-8fb1-5b78-a8f3-1414d95d3d05","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 1","52","1","W05-52","Installed / Fixed As Per Shop Drawings"
"b9de5068-2831-5612-bb7f-fb647536f8b2","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 1","52","1","W05-52","Airseals Completed"
"ad723c8e-d73b-5ede-98af-e4d4533f939e","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 1","52","1","W05-52","Site Glazing Completed - Viridian Glass"
"1eb3575a-46ef-5a5c-97d9-bbe375703700","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 1","52","1","W05-52","Trade Clean"
"e18e9a9b-3da1-586c-a1c6-97739f555fbc","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 1","52","1","W05-52","Wights - Sign Off"
"a87fa8f9-1dc3-45bb-83c5-f3684a8f6d8d","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 1","52","1","W07-52"
"7e8ba38d-f580-5b10-8447-aac8ed5689c1","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 1","52","1","W07-52","Opening Wrapped & Prepared Correctly"
"03069f19-71b8-53e8-9abe-e0c3aaf5822f","","checkpoint-status","pass","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 1","52","1","W07-52","Weather Seals As Per Shop Drawing (provide photo reference)"
"4cfd5a65-07ad-54d8-a2d1-8be5af13ff10","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 1","52","1","W07-52","Installed / Fixed As Per Shop Drawings"
"7b1f280e-88b8-5253-9e87-5883b40d7fe3","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 1","52","1","W07-52","Airseals Completed"
"cfcb6795-e03a-5e23-90f1-69c98fa7a1ba","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 1","52","1","W07-52","Site Glazing Completed - Viridian Glass"
"bca578ce-e542-5b7f-9891-4e4a1328edb5","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 1","52","1","W07-52","Trade Clean"
"66cf2525-6e31-5c27-a0cd-4078e138ad8a","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 1","52","1","W07-52","Wights - Sign Off"
"ff8d178d-a1a3-4aad-bee1-dc752abc3b37","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 1","52","1","W08-52"
"5e3fc121-5030-5f95-8fe0-1ac7b0ccb660","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 1","52","1","W08-52","Opening Wrapped & Prepared Correctly"
"d0bef24e-734d-51f2-a651-ef2a4b8cf262","","checkpoint-status","pass","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 1","52","1","W08-52","Weather Seals As Per Shop Drawing (provide photo reference)"
"6415944b-5504-5ca7-94fe-1d352f0b4028","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 1","52","1","W08-52","Installed / Fixed As Per Shop Drawings"
"9b24d560-3888-5537-87ca-17d1e5c68c89","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 1","52","1","W08-52","Airseals Completed"
"5992ad29-2f19-5eab-a685-474208ee7bcc","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 1","52","1","W08-52","Site Glazing Completed - Viridian Glass"
"f7b9a3cd-1cf5-5940-a2b4-3b35d0918d64","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 1","52","1","W08-52","Trade Clean"
"b558f46d-096d-51de-8cc9-2eae9b0a61ab","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 1","52","1","W08-52","Wights - Sign Off"
"9e8a1561-d77a-4d78-ba96-a976684cbd6b","","folder-normal","pass","","step","TRUE","FALSE","Stage 1","52","2"
"78faaf5a-c46f-4dfd-8a15-99ba54c367dd","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 1","52","2","W06-52"
"d70cc7fb-22f2-51bc-a400-591f2a9629de","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 1","52","2","W06-52","Opening Wrapped & Prepared Correctly"
"2f6b5180-df6b-591a-84fe-c530854393cb","","checkpoint-status","not-applicable","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 1","52","2","W06-52","Weather Seals As Per Shop Drawing (provide photo reference)"
"fd2dea6b-7dad-53cc-a8df-63ca607838c8","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 1","52","2","W06-52","Installed / Fixed As Per Shop Drawings"
"b4b388db-8ca3-5a6e-882a-9e0a2626a2dd","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 1","52","2","W06-52","Airseals Completed"
"306a7e2e-001c-5894-aef9-74612df570f3","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 1","52","2","W06-52","Site Glazing Completed - Viridian Glass"
"c8b2dbe8-37dc-5d72-bd97-36a9c907a889","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 1","52","2","W06-52","Trade Clean"
"4e372029-7cbe-5a0c-9c9f-19610b1ccafe","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 1","52","2","W06-52","Wights - Sign Off"
"e51f09eb-894f-4b76-8cfa-47fec4f1f568","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 1","52","2","W09-52-2"
"3a6f69cb-b029-5b46-987a-1be4fbddefbf","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 1","52","2","W09-52-2","Opening Wrapped & Prepared Correctly"
"bba6008b-b53c-5784-a964-88dd1bcfce4e","","checkpoint-status","not-applicable","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 1","52","2","W09-52-2","Weather Seals As Per Shop Drawing (provide photo reference)"
"eeb6c2eb-fe99-5389-aa30-7e930e9fa0f0","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 1","52","2","W09-52-2","Installed / Fixed As Per Shop Drawings"
"5d5248c7-d7f2-5da4-ab22-56a4c477bb11","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 1","52","2","W09-52-2","Airseals Completed"
"7a536bce-9413-5f21-b7aa-b358530a45c0","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 1","52","2","W09-52-2","Site Glazing Completed - Viridian Glass"
"b8a6fc29-815d-5351-9ce2-57381acb9171","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 1","52","2","W09-52-2","Trade Clean"
"121b5f25-b9da-5960-8b0e-02a0f93aa3cc","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 1","52","2","W09-52-2","Wights - Sign Off"
"7a9ec303-c5f1-4dd9-b7ac-49aeed2f5b59","","folder-normal","pass","","step","TRUE","FALSE","Stage 1","52","3"
"4aabcaef-7037-4e5c-a3e4-87f0be659544","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 1","52","3","W09-52-3"
"c50c0244-3530-522d-b38d-a08cc61be23e","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 1","52","3","W09-52-3","Opening Wrapped & Prepared Correctly"
"157556e2-2cb9-54b1-9367-a94f31df9ab0","","checkpoint-status","not-applicable","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 1","52","3","W09-52-3","Weather Seals As Per Shop Drawing (provide photo reference)"
"c87e290f-bd0a-5832-b950-88aa5143b898","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 1","52","3","W09-52-3","Installed / Fixed As Per Shop Drawings"
"fa74aea4-96d8-56b2-b705-95447e92a14c","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 1","52","3","W09-52-3","Airseals Completed"
"3429b148-979c-5cc8-b8b7-86e8bf08946b","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 1","52","3","W09-52-3","Site Glazing Completed - Viridian Glass"
"48553383-e546-5b56-aaa3-3227d6cc76e5","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 1","52","3","W09-52-3","Trade Clean"
"78cc9628-b399-5dff-aecc-367aa0d1a38b","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 1","52","3","W09-52-3","Wights - Sign Off"
"9cadabf7-10ff-4427-a043-30a7b5f66a60","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 1","52","3","W13-52"
"bd9c71e8-0e5a-5cdc-ae45-32396c39168a","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 1","52","3","W13-52","Opening Wrapped & Prepared Correctly"
"51600e9d-ae88-5ecd-b8f9-e48194b9db89","","checkpoint-status","not-applicable","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 1","52","3","W13-52","Weather Seals As Per Shop Drawing (provide photo reference)"
"6f787999-0a4a-5af6-9b53-bb23603d63ec","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 1","52","3","W13-52","Installed / Fixed As Per Shop Drawings"
"a2458575-0dc2-5731-b813-57de77d334a4","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 1","52","3","W13-52","Airseals Completed"
"68c25e8a-d5e2-51fc-9373-02d22644b9bb","","checkpoint-status","not-applicable","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 1","52","3","W13-52","Site Glazing Completed - Viridian Glass"
"ba4ce943-791d-54c7-bdbf-2bc9c1b5cf8e","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 1","52","3","W13-52","Trade Clean"
"a15cb701-1f17-5636-a401-ab3a8046249a","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 1","52","3","W13-52","Wights - Sign Off"
"47891dad-3cb6-485e-b4a8-fb72778e6c41","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 1","52","3","W14-52"
"8dc2139e-e9eb-5b8f-a0b5-368e8b89c0bc","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 1","52","3","W14-52","Opening Wrapped & Prepared Correctly"
"5fb647c3-4855-5e19-bac6-277159570bbc","","checkpoint-status","not-applicable","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 1","52","3","W14-52","Weather Seals As Per Shop Drawing (provide photo reference)"
"c3f31a19-45b8-5b16-9340-e98bf63d5d75","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 1","52","3","W14-52","Installed / Fixed As Per Shop Drawings"
"3836e669-dbc6-5478-ad15-ad19c4d21540","","checkpoint-status","pass","Residential Suite:e1c5c805-307e-46e1-b63c-3445aadd0d61","","TRUE","TRUE","Stage 1","52","3","W14-52","Airseals Completed"
"f077433a-e808-584e-8a13-524c6aa0af35","","checkpoint-status","pass","Residential Suite:b754cab3-9fe2-44aa-a388-33a0694689b2","","TRUE","TRUE","Stage 1","52","3","W14-52","Site Glazing Completed - Viridian Glass"
"323188ab-9c5f-5d9a-bcd6-490aa51b8306","","checkpoint-status","pass","Residential Suite:b59821e0-248d-499f-b75f-f28c16c2b445","","TRUE","TRUE","Stage 1","52","3","W14-52","Trade Clean"
"e1874eb9-8090-54fa-9c52-701787a92c8c","","checkpoint-status","pass","Residential Suite:2a2a1b30-f501-428f-bd20-95c03ccfd883","","TRUE","TRUE","Stage 1","52","3","W14-52","Wights - Sign Off"
"5fe057a9-e851-44dd-85bb-538f4b04c5f2","","checklist-flat","pass","Residential Suite","checklist-flat","FALSE","FALSE","Stage 1","52","3","W15-52"
"6d4e4979-26c3-5318-b28a-52354b3c4b1a","","checkpoint-status","pass","Residential Suite:36b39726-5dbb-4555-a4e7-d9e9a328bc77","","TRUE","TRUE","Stage 1","52","3","W15-52","Opening Wrapped & Prepared Correctly"
"9a74a942-fa4a-5bbf-a2f1-0a4805c8966f","","checkpoint-status","not-applicable","Residential Suite:a1dd8f97-d392-4a0e-b03f-cb88d29ff49c","","TRUE","TRUE","Stage 1","52","3","W15-52","Weather Seals As Per Shop Drawing (provide photo reference)"
"e6572b72-b948-58e2-afff-82c2559470c9","","checkpoint-status","pass","Residential Suite:a11d5101-7888-4e47-9417-bc68307ebcfd","","TRUE","TRUE","Stage 1","52","3","W15-52","Installed / Fixed As Per Shop Drawings"
