resource,type,Add Step,Add Post,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6
Penetrations ITP,checklist,,,,,,2317,,
Penetrations ITP,checklist,,,,,,2318,,
Penetrations ITP,checklist,,,,,,2319,,
Penetrations ITP,checklist,,,,,,2320,,
Penetrations ITP,checklist,,,,,,2321,,
Penetrations ITP,checklist,,,,,,2322,,
Penetrations ITP,checklist,,,,,,2323,,
Penetrations ITP,checklist,,,,,,2324,,
Penetrations ITP,checklist,,,,,Level 24,,,
Penetrations ITP,checklist,,,,,,DDA,,
,step,,,,Fire Collar Installation,,,,
,step,,,,,Basement,,,
Penetrations ITP,checklist,,,,,,DDA,,
Penetrations ITP,checklist,,,,,,Female Toilets,,
Penetrations ITP,checklist,,,,,,Male Toilets,,
,step,,,,,Ground,,,
Penetrations ITP,checklist,,,,,,DDA,,
,step,,,,,Level 1,,,
Penetrations ITP,checklist,,,,,,DDA,,
Penetrations ITP,checklist,,,,,,101,,
Penetrations ITP,checklist,,,,,,102,,
Penetrations ITP,checklist,,,,,,103,,
Penetrations ITP,checklist,,,,,,104,,
Penetrations ITP,checklist,,,,,,105,,
Penetrations ITP,checklist,,,,,,106,,
Penetrations ITP,checklist,,,,,,107,,
Penetrations ITP,checklist,,,,,,108,,
Penetrations ITP,checklist,,,,,,109,,
Penetrations ITP,checklist,,,,,,110,,
Penetrations ITP,checklist,,,,,,111,,
Penetrations ITP,checklist,,,,,,112,,
Penetrations ITP,checklist,,,,,,113,,
Penetrations ITP,checklist,,,,,,114,,
Penetrations ITP,checklist,,,,,,115,,
Penetrations ITP,checklist,,,,,,116,,
Penetrations ITP,checklist,,,,,,117,,
Penetrations ITP,checklist,,,,,,118,,
Penetrations ITP,checklist,,,,,,119,,
Penetrations ITP,checklist,,,,,,120,,
Penetrations ITP,checklist,,,,,,121,,
Penetrations ITP,checklist,,,,,,122,,
Penetrations ITP,checklist,,,,,,123,,
Penetrations ITP,checklist,,,,,,124,,
,step,,,,,Level 2,,,
Penetrations ITP,checklist,,,,,,Laundry,,
Penetrations ITP,checklist,,,,,,Kitchen,,
Penetrations ITP,checklist,,,,,,201,,
Penetrations ITP,checklist,,,,,,202,,
Penetrations ITP,checklist,,,,,,203,,
Penetrations ITP,checklist,,,,,,204,,
Penetrations ITP,checklist,,,,,,205,,
Penetrations ITP,checklist,,,,,,206,,
Penetrations ITP,checklist,,,,,,207,,
Penetrations ITP,checklist,,,,,,208,,
Penetrations ITP,checklist,,,,,,209,,
Penetrations ITP,checklist,,,,,,210,,
Penetrations ITP,checklist,,,,,,211,,
Penetrations ITP,checklist,,,,,,212,,
Penetrations ITP,checklist,,,,,,213,,
Penetrations ITP,checklist,,,,,,214,,
Penetrations ITP,checklist,,,,,,215,,
Penetrations ITP,checklist,,,,,,216,,
Penetrations ITP,checklist,,,,,,217,,
Penetrations ITP,checklist,,,,,,218,,
Penetrations ITP,checklist,,,,,,219,,
Penetrations ITP,checklist,,,,,,220,,
Penetrations ITP,checklist,,,,,,221,,
Penetrations ITP,checklist,,,,,,222,,
Penetrations ITP,checklist,,,,,,223,,
Penetrations ITP,checklist,,,,,,224,,
Penetrations ITP,checklist,,,,,,225,,
Penetrations ITP,checklist,,,,,,226,,
Penetrations ITP,checklist,,,,,,227,,
,step,,,,,Level 3,,,
Penetrations ITP,checklist,,,,,,DDA,,
Penetrations ITP,checklist,,,,,,Kitchen,,
Penetrations ITP,checklist,,,,,,301,,
Penetrations ITP,checklist,,,,,,302,,
Penetrations ITP,checklist,,,,,,303,,
Penetrations ITP,checklist,,,,,,304,,
Penetrations ITP,checklist,,,,,,305,,
Penetrations ITP,checklist,,,,,,306,,
Penetrations ITP,checklist,,,,,,307,,
Penetrations ITP,checklist,,,,,,308,,
Penetrations ITP,checklist,,,,,,309,,
Penetrations ITP,checklist,,,,,,310,,
Penetrations ITP,checklist,,,,,,311,,
Penetrations ITP,checklist,,,,,,312,,
Penetrations ITP,checklist,,,,,,313,,
Penetrations ITP,checklist,,,,,,314,,
Penetrations ITP,checklist,,,,,,315,,
Penetrations ITP,checklist,,,,,,316,,
Penetrations ITP,checklist,,,,,,317,,
Penetrations ITP,checklist,,,,,,318,,
Penetrations ITP,checklist,,,,,,319,,
Penetrations ITP,checklist,,,,,,320,,
Penetrations ITP,checklist,,,,,,321,,
Penetrations ITP,checklist,,,,,,322,,
Penetrations ITP,checklist,,,,,,323,,
Penetrations ITP,checklist,,,,,,324,,
Penetrations ITP,checklist,,,,,,325,,
Penetrations ITP,checklist,,,,,,326,,
Penetrations ITP,checklist,,,,,,327,,
,step,,,,,Level 4,,,
Penetrations ITP,checklist,,,,,,Commercial Kitchen,,
Penetrations ITP,checklist,,,,,,DDA,,
Penetrations ITP,checklist,,,,,,Ambulant Bathroom,,
Penetrations ITP,checklist,,,,,,Servery,,
,step,,,,,Level 5,,,
Penetrations ITP,checklist,,,,,,DDA,,
Penetrations ITP,checklist,,,,,,Kitchen,,
Penetrations ITP,checklist,,,,,,501,,
Penetrations ITP,checklist,,,,,,502,,
Penetrations ITP,checklist,,,,,,503,,
Penetrations ITP,checklist,,,,,,504,,
Penetrations ITP,checklist,,,,,,505,,
Penetrations ITP,checklist,,,,,,506,,
Penetrations ITP,checklist,,,,,,507,,
Penetrations ITP,checklist,,,,,,508,,
Penetrations ITP,checklist,,,,,,509,,
Penetrations ITP,checklist,,,,,,510,,
Penetrations ITP,checklist,,,,,,511,,
Penetrations ITP,checklist,,,,,,512,,
Penetrations ITP,checklist,,,,,,513,,
Penetrations ITP,checklist,,,,,,514,,
Penetrations ITP,checklist,,,,,,515,,
Penetrations ITP,checklist,,,,,,516,,
Penetrations ITP,checklist,,,,,,517,,
Penetrations ITP,checklist,,,,,,518,,
Penetrations ITP,checklist,,,,,,519,,
Penetrations ITP,checklist,,,,,,520,,
Penetrations ITP,checklist,,,,,,521,,
Penetrations ITP,checklist,,,,,,522,,
Penetrations ITP,checklist,,,,,,523,,
Penetrations ITP,checklist,,,,,,524,,
Penetrations ITP,checklist,,,,,,525,,
,step,,,,,Level 6,,,
Penetrations ITP,checklist,,,,,,Laundry,,
Penetrations ITP,checklist,,,,,,Kitchen,,
Penetrations ITP,checklist,,,,,,Cleaners Room,,
Penetrations ITP,checklist,,,,,,601,,
Penetrations ITP,checklist,,,,,,602,,
Penetrations ITP,checklist,,,,,,603,,
Penetrations ITP,checklist,,,,,,604,,
Penetrations ITP,checklist,,,,,,605,,
Penetrations ITP,checklist,,,,,,606,,
Penetrations ITP,checklist,,,,,,607,,
Penetrations ITP,checklist,,,,,,608,,
Penetrations ITP,checklist,,,,,,609,,
Penetrations ITP,checklist,,,,,,610,,
Penetrations ITP,checklist,,,,,,611,,
Penetrations ITP,checklist,,,,,,612,,
Penetrations ITP,checklist,,,,,,613,,
Penetrations ITP,checklist,,,,,,614,,
Penetrations ITP,checklist,,,,,,615,,
Penetrations ITP,checklist,,,,,,616,,
Penetrations ITP,checklist,,,,,,617,,
Penetrations ITP,checklist,,,,,,618,,
Penetrations ITP,checklist,,,,,,619,,
Penetrations ITP,checklist,,,,,,620,,
Penetrations ITP,checklist,,,,,,621,,
Penetrations ITP,checklist,,,,,,622,,
Penetrations ITP,checklist,,,,,,623,,
Penetrations ITP,checklist,,,,,,624,,
,step,,,,,Level 7,,,
Penetrations ITP,checklist,,,,,,DDA,,
Penetrations ITP,checklist,,,,,,Cleaners,,
Penetrations ITP,checklist,,,,,,701,,
Penetrations ITP,checklist,,,,,,702,,
Penetrations ITP,checklist,,,,,,703,,
Penetrations ITP,checklist,,,,,,704,,
Penetrations ITP,checklist,,,,,,705,,
Penetrations ITP,checklist,,,,,,706,,
Penetrations ITP,checklist,,,,,,707,,
Penetrations ITP,checklist,,,,,,708,,
Penetrations ITP,checklist,,,,,,709,,
Penetrations ITP,checklist,,,,,,710,,
Penetrations ITP,checklist,,,,,,711,,
Penetrations ITP,checklist,,,,,,712,,
Penetrations ITP,checklist,,,,,,713,,
Penetrations ITP,checklist,,,,,,714,,
Penetrations ITP,checklist,,,,,,715,,
Penetrations ITP,checklist,,,,,,716,,
Penetrations ITP,checklist,,,,,,717,,
Penetrations ITP,checklist,,,,,,718,,
Penetrations ITP,checklist,,,,,,719,,
Penetrations ITP,checklist,,,,,,720,,
Penetrations ITP,checklist,,,,,,721,,
Penetrations ITP,checklist,,,,,,722,,
Penetrations ITP,checklist,,,,,,723,,
Penetrations ITP,checklist,,,,,,724,,
,step,,,,,Level 8,,,
Penetrations ITP,checklist,,,,,,DDA,,
Penetrations ITP,checklist,,,,,,Cleaners,,
Penetrations ITP,checklist,,,,,,801,,
Penetrations ITP,checklist,,,,,,802,,
Penetrations ITP,checklist,,,,,,803,,
Penetrations ITP,checklist,,,,,,804,,
Penetrations ITP,checklist,,,,,,805,,
Penetrations ITP,checklist,,,,,,806,,
Penetrations ITP,checklist,,,,,,807,,
Penetrations ITP,checklist,,,,,,808,,
Penetrations ITP,checklist,,,,,,809,,
Penetrations ITP,checklist,,,,,,810,,
Penetrations ITP,checklist,,,,,,811,,
Penetrations ITP,checklist,,,,,,812,,
Penetrations ITP,checklist,,,,,,813,,
Penetrations ITP,checklist,,,,,,814,,
Penetrations ITP,checklist,,,,,,815,,
Penetrations ITP,checklist,,,,,,816,,
Penetrations ITP,checklist,,,,,,817,,
Penetrations ITP,checklist,,,,,,818,,
Penetrations ITP,checklist,,,,,,819,,
Penetrations ITP,checklist,,,,,,820,,
Penetrations ITP,checklist,,,,,,821,,
Penetrations ITP,checklist,,,,,,822,,
Penetrations ITP,checklist,,,,,,823,,
Penetrations ITP,checklist,,,,,,824,,
,step,,,,,Level 9,,,
Penetrations ITP,checklist,,,,,,Laundry,,
Penetrations ITP,checklist,,,,,,Kitchen,,
Penetrations ITP,checklist,,,,,,Cleaners Room,,
Penetrations ITP,checklist,,,,,,901,,
Penetrations ITP,checklist,,,,,,902,,
Penetrations ITP,checklist,,,,,,903,,
Penetrations ITP,checklist,,,,,,904,,
Penetrations ITP,checklist,,,,,,905,,
Penetrations ITP,checklist,,,,,,906,,
Penetrations ITP,checklist,,,,,,907,,
Penetrations ITP,checklist,,,,,,908,,
Penetrations ITP,checklist,,,,,,909,,
Penetrations ITP,checklist,,,,,,910,,
Penetrations ITP,checklist,,,,,,911,,
Penetrations ITP,checklist,,,,,,912,,
Penetrations ITP,checklist,,,,,,913,,
Penetrations ITP,checklist,,,,,,914,,
Penetrations ITP,checklist,,,,,,915,,
Penetrations ITP,checklist,,,,,,916,,
Penetrations ITP,checklist,,,,,,917,,
Penetrations ITP,checklist,,,,,,918,,
Penetrations ITP,checklist,,,,,,919,,
Penetrations ITP,checklist,,,,,,920,,
Penetrations ITP,checklist,,,,,,921,,
Penetrations ITP,checklist,,,,,,922,,
Penetrations ITP,checklist,,,,,,923,,
Penetrations ITP,checklist,,,,,,924,,
,step,,,,,Level 10,,,
Penetrations ITP,checklist,,,,,,DDA,,
Penetrations ITP,checklist,,,,,,Cleaners,,
Penetrations ITP,checklist,,,,,,1001,,
Penetrations ITP,checklist,,,,,,1002,,
Penetrations ITP,checklist,,,,,,1003,,
Penetrations ITP,checklist,,,,,,1004,,
Penetrations ITP,checklist,,,,,,1005,,
Penetrations ITP,checklist,,,,,,1006,,
Penetrations ITP,checklist,,,,,,1007,,
Penetrations ITP,checklist,,,,,,1008,,
Penetrations ITP,checklist,,,,,,1009,,
Penetrations ITP,checklist,,,,,,1010,,
Penetrations ITP,checklist,,,,,,1011,,
Penetrations ITP,checklist,,,,,,1012,,
Penetrations ITP,checklist,,,,,,1013,,
Penetrations ITP,checklist,,,,,,1014,,
Penetrations ITP,checklist,,,,,,1015,,
Penetrations ITP,checklist,,,,,,1016,,
Penetrations ITP,checklist,,,,,,1017,,
Penetrations ITP,checklist,,,,,,1018,,
Penetrations ITP,checklist,,,,,,1019,,
Penetrations ITP,checklist,,,,,,1020,,
Penetrations ITP,checklist,,,,,,1021,,
Penetrations ITP,checklist,,,,,,1022,,
Penetrations ITP,checklist,,,,,,1023,,
Penetrations ITP,checklist,,,,,,1024,,
,step,,,,,Level 11,,,
Penetrations ITP,checklist,,,,,,DDA,,
Penetrations ITP,checklist,,,,,,Cleaners,,
Penetrations ITP,checklist,,,,,,1101,,
Penetrations ITP,checklist,,,,,,1102,,
Penetrations ITP,checklist,,,,,,1103,,
Penetrations ITP,checklist,,,,,,1104,,
Penetrations ITP,checklist,,,,,,1105,,
Penetrations ITP,checklist,,,,,,1106,,
Penetrations ITP,checklist,,,,,,1107,,
Penetrations ITP,checklist,,,,,,1108,,
Penetrations ITP,checklist,,,,,,1109,,
Penetrations ITP,checklist,,,,,,1110,,
Penetrations ITP,checklist,,,,,,1111,,
Penetrations ITP,checklist,,,,,,1112,,
Penetrations ITP,checklist,,,,,,1113,,
Penetrations ITP,checklist,,,,,,1114,,
Penetrations ITP,checklist,,,,,,1115,,
Penetrations ITP,checklist,,,,,,1116,,
Penetrations ITP,checklist,,,,,,1117,,
Penetrations ITP,checklist,,,,,,1118,,
Penetrations ITP,checklist,,,,,,1119,,
Penetrations ITP,checklist,,,,,,1120,,
Penetrations ITP,checklist,,,,,,1121,,
Penetrations ITP,checklist,,,,,,1122,,
Penetrations ITP,checklist,,,,,,1123,,
Penetrations ITP,checklist,,,,,,1124,,
,step,,,,,Level 12,,,
Penetrations ITP,checklist,,,,,,Laundry,,
Penetrations ITP,checklist,,,,,,Kitchen,,
Penetrations ITP,checklist,,,,,,Cleaners Room,,
Penetrations ITP,checklist,,,,,,1201,,
Penetrations ITP,checklist,,,,,,1202,,
Penetrations ITP,checklist,,,,,,1203,,
Penetrations ITP,checklist,,,,,,1204,,
Penetrations ITP,checklist,,,,,,1205,,
Penetrations ITP,checklist,,,,,,1206,,
Penetrations ITP,checklist,,,,,,1207,,
Penetrations ITP,checklist,,,,,,1208,,
Penetrations ITP,checklist,,,,,,1209,,
Penetrations ITP,checklist,,,,,,1210,,
Penetrations ITP,checklist,,,,,,1211,,
Penetrations ITP,checklist,,,,,,1212,,
Penetrations ITP,checklist,,,,,,1213,,
Penetrations ITP,checklist,,,,,,1214,,
Penetrations ITP,checklist,,,,,,1215,,
Penetrations ITP,checklist,,,,,,1216,,
Penetrations ITP,checklist,,,,,,1217,,
Penetrations ITP,checklist,,,,,,1218,,
Penetrations ITP,checklist,,,,,,1219,,
Penetrations ITP,checklist,,,,,,1220,,
Penetrations ITP,checklist,,,,,,1221,,
Penetrations ITP,checklist,,,,,,1222,,
Penetrations ITP,checklist,,,,,,1223,,
Penetrations ITP,checklist,,,,,,1224,,
,step,,,,,Level 13,,,
Penetrations ITP,checklist,,,,,,DDA,,
Penetrations ITP,checklist,,,,,,Cleaners,,
Penetrations ITP,checklist,,,,,,1301,,
Penetrations ITP,checklist,,,,,,1302,,
Penetrations ITP,checklist,,,,,,1303,,
Penetrations ITP,checklist,,,,,,1304,,
Penetrations ITP,checklist,,,,,,1305,,
Penetrations ITP,checklist,,,,,,1306,,
Penetrations ITP,checklist,,,,,,1307,,
Penetrations ITP,checklist,,,,,,1308,,
Penetrations ITP,checklist,,,,,,1309,,
Penetrations ITP,checklist,,,,,,1310,,
Penetrations ITP,checklist,,,,,,1311,,
Penetrations ITP,checklist,,,,,,1312,,
Penetrations ITP,checklist,,,,,,1313,,
Penetrations ITP,checklist,,,,,,1314,,
Penetrations ITP,checklist,,,,,,1315,,
Penetrations ITP,checklist,,,,,,1316,,
Penetrations ITP,checklist,,,,,,1317,,
Penetrations ITP,checklist,,,,,,1318,,
Penetrations ITP,checklist,,,,,,1319,,
Penetrations ITP,checklist,,,,,,1320,,
Penetrations ITP,checklist,,,,,,1321,,
Penetrations ITP,checklist,,,,,,1322,,
Penetrations ITP,checklist,,,,,,1323,,
Penetrations ITP,checklist,,,,,,1324,,
,step,,,,,Level 14,,,
Penetrations ITP,checklist,,,,,,DDA,,
Penetrations ITP,checklist,,,,,,Cleaners,,
Penetrations ITP,checklist,,,,,,1401,,
Penetrations ITP,checklist,,,,,,1402,,
Penetrations ITP,checklist,,,,,,1403,,
Penetrations ITP,checklist,,,,,,1404,,
Penetrations ITP,checklist,,,,,,1405,,
Penetrations ITP,checklist,,,,,,1406,,
Penetrations ITP,checklist,,,,,,1407,,
Penetrations ITP,checklist,,,,,,1408,,
Penetrations ITP,checklist,,,,,,1409,,
Penetrations ITP,checklist,,,,,,1410,,
Penetrations ITP,checklist,,,,,,1411,,
Penetrations ITP,checklist,,,,,,1412,,
Penetrations ITP,checklist,,,,,,1413,,
Penetrations ITP,checklist,,,,,,1414,,
Penetrations ITP,checklist,,,,,,1415,,
Penetrations ITP,checklist,,,,,,1416,,
Penetrations ITP,checklist,,,,,,1417,,
Penetrations ITP,checklist,,,,,,1418,,
Penetrations ITP,checklist,,,,,,1419,,
Penetrations ITP,checklist,,,,,,1420,,
Penetrations ITP,checklist,,,,,,1421,,
Penetrations ITP,checklist,,,,,,1422,,
Penetrations ITP,checklist,,,,,,1423,,
Penetrations ITP,checklist,,,,,,1424,,
,step,,,,,Level 15,,,
Penetrations ITP,checklist,,,,,,Laundry,,
Penetrations ITP,checklist,,,,,,Kitchen,,
Penetrations ITP,checklist,,,,,,Cleaners Room,,
Penetrations ITP,checklist,,,,,,1501,,
Penetrations ITP,checklist,,,,,,1502,,
Penetrations ITP,checklist,,,,,,1503,,
Penetrations ITP,checklist,,,,,,1504,,
Penetrations ITP,checklist,,,,,,1505,,
Penetrations ITP,checklist,,,,,,1506,,
Penetrations ITP,checklist,,,,,,1507,,
Penetrations ITP,checklist,,,,,,1508,,
Penetrations ITP,checklist,,,,,,1509,,
Penetrations ITP,checklist,,,,,,1510,,
Penetrations ITP,checklist,,,,,,1511,,
Penetrations ITP,checklist,,,,,,1512,,
Penetrations ITP,checklist,,,,,,1513,,
Penetrations ITP,checklist,,,,,,1514,,
Penetrations ITP,checklist,,,,,,1515,,
Penetrations ITP,checklist,,,,,,1516,,
Penetrations ITP,checklist,,,,,,1517,,
Penetrations ITP,checklist,,,,,,1518,,
Penetrations ITP,checklist,,,,,,1519,,
Penetrations ITP,checklist,,,,,,1520,,
Penetrations ITP,checklist,,,,,,1521,,
Penetrations ITP,checklist,,,,,,1522,,
Penetrations ITP,checklist,,,,,,1523,,
Penetrations ITP,checklist,,,,,,1524,,
,step,,,,,Level 16,,,
Penetrations ITP,checklist,,,,,,DDA,,
Penetrations ITP,checklist,,,,,,Cleaners,,
Penetrations ITP,checklist,,,,,,1601,,
Penetrations ITP,checklist,,,,,,1602,,
Penetrations ITP,checklist,,,,,,1603,,
Penetrations ITP,checklist,,,,,,1604,,
Penetrations ITP,checklist,,,,,,1605,,
Penetrations ITP,checklist,,,,,,1606,,
Penetrations ITP,checklist,,,,,,1607,,
Penetrations ITP,checklist,,,,,,1608,,
Penetrations ITP,checklist,,,,,,1609,,
Penetrations ITP,checklist,,,,,,1610,,
Penetrations ITP,checklist,,,,,,1611,,
Penetrations ITP,checklist,,,,,,1612,,
Penetrations ITP,checklist,,,,,,1613,,
Penetrations ITP,checklist,,,,,,1614,,
Penetrations ITP,checklist,,,,,,1615,,
Penetrations ITP,checklist,,,,,,1616,,
Penetrations ITP,checklist,,,,,,1617,,
Penetrations ITP,checklist,,,,,,1618,,
Penetrations ITP,checklist,,,,,,1619,,
Penetrations ITP,checklist,,,,,,1620,,
Penetrations ITP,checklist,,,,,,1621,,
Penetrations ITP,checklist,,,,,,1622,,
Penetrations ITP,checklist,,,,,,1623,,
Penetrations ITP,checklist,,,,,,1624,,
,step,,,,,Level 17,,,
Penetrations ITP,checklist,,,,,,DDA,,
Penetrations ITP,checklist,,,,,,Cleaners,,
Penetrations ITP,checklist,,,,,,1701,,
Penetrations ITP,checklist,,,,,,1702,,
Penetrations ITP,checklist,,,,,,1703,,
Penetrations ITP,checklist,,,,,,1704,,
Penetrations ITP,checklist,,,,,,1705,,
Penetrations ITP,checklist,,,,,,1706,,
Penetrations ITP,checklist,,,,,,1707,,
Penetrations ITP,checklist,,,,,,1708,,
Penetrations ITP,checklist,,,,,,1709,,
Penetrations ITP,checklist,,,,,,1710,,
Penetrations ITP,checklist,,,,,,1711,,
Penetrations ITP,checklist,,,,,,1712,,
Penetrations ITP,checklist,,,,,,1713,,
Penetrations ITP,checklist,,,,,,1714,,
Penetrations ITP,checklist,,,,,,1715,,
Penetrations ITP,checklist,,,,,,1716,,
Penetrations ITP,checklist,,,,,,1717,,
Penetrations ITP,checklist,,,,,,1718,,
Penetrations ITP,checklist,,,,,,1719,,
Penetrations ITP,checklist,,,,,,1720,,
Penetrations ITP,checklist,,,,,,1721,,
Penetrations ITP,checklist,,,,,,1722,,
Penetrations ITP,checklist,,,,,,1723,,
Penetrations ITP,checklist,,,,,,1724,,
,step,,,,,Level 18,,,
Penetrations ITP,checklist,,,,,,Laundry,,
Penetrations ITP,checklist,,,,,,Kitchen,,
Penetrations ITP,checklist,,,,,,Cleaners Room,,
Penetrations ITP,checklist,,,,,,1801,,
Penetrations ITP,checklist,,,,,,1802,,
Penetrations ITP,checklist,,,,,,1803,,
Penetrations ITP,checklist,,,,,,1804,,
Penetrations ITP,checklist,,,,,,1805,,
Penetrations ITP,checklist,,,,,,1806,,
Penetrations ITP,checklist,,,,,,1807,,
Penetrations ITP,checklist,,,,,,1808,,
Penetrations ITP,checklist,,,,,,1809,,
Penetrations ITP,checklist,,,,,,1810,,
Penetrations ITP,checklist,,,,,,1811,,
Penetrations ITP,checklist,,,,,,1812,,
Penetrations ITP,checklist,,,,,,1813,,
Penetrations ITP,checklist,,,,,,1814,,
Penetrations ITP,checklist,,,,,,1815,,
Penetrations ITP,checklist,,,,,,1816,,
Penetrations ITP,checklist,,,,,,1817,,
Penetrations ITP,checklist,,,,,,1818,,
Penetrations ITP,checklist,,,,,,1819,,
Penetrations ITP,checklist,,,,,,1820,,
Penetrations ITP,checklist,,,,,,1821,,
Penetrations ITP,checklist,,,,,,1822,,
Penetrations ITP,checklist,,,,,,1823,,
Penetrations ITP,checklist,,,,,,1824,,
,step,,,,,Level 19,,,
Penetrations ITP,checklist,,,,,,DDA,,
Penetrations ITP,checklist,,,,,,Cleaners,,
Penetrations ITP,checklist,,,,,,1901,,
Penetrations ITP,checklist,,,,,,1902,,
Penetrations ITP,checklist,,,,,,1903,,
Penetrations ITP,checklist,,,,,,1904,,
Penetrations ITP,checklist,,,,,,1905,,
Penetrations ITP,checklist,,,,,,1906,,
Penetrations ITP,checklist,,,,,,1907,,
Penetrations ITP,checklist,,,,,,1908,,
Penetrations ITP,checklist,,,,,,1909,,
Penetrations ITP,checklist,,,,,,1910,,
Penetrations ITP,checklist,,,,,,1911,,
Penetrations ITP,checklist,,,,,,1912,,
Penetrations ITP,checklist,,,,,,1913,,
Penetrations ITP,checklist,,,,,,1914,,
Penetrations ITP,checklist,,,,,,1915,,
Penetrations ITP,checklist,,,,,,1916,,
Penetrations ITP,checklist,,,,,,1917,,
Penetrations ITP,checklist,,,,,,1918,,
Penetrations ITP,checklist,,,,,,1919,,
Penetrations ITP,checklist,,,,,,1920,,
Penetrations ITP,checklist,,,,,,1921,,
Penetrations ITP,checklist,,,,,,1922,,
Penetrations ITP,checklist,,,,,,1923,,
Penetrations ITP,checklist,,,,,,1924,,
,step,,,,,Level 20,,,
Penetrations ITP,checklist,,,,,,DDA,,
Penetrations ITP,checklist,,,,,,Cleaners,,
Penetrations ITP,checklist,,,,,,2001,,
Penetrations ITP,checklist,,,,,,2002,,
Penetrations ITP,checklist,,,,,,2003,,
Penetrations ITP,checklist,,,,,,2004,,
Penetrations ITP,checklist,,,,,,2005,,
Penetrations ITP,checklist,,,,,,2006,,
Penetrations ITP,checklist,,,,,,2007,,
Penetrations ITP,checklist,,,,,,2008,,
Penetrations ITP,checklist,,,,,,2009,,
