"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"0a2ef68f-234f-4489-bf49-dbad693ac7dd","","folder-normal","","","step","TRUE","FALSE","Site QA"
"0eed8881-9539-426c-ae07-54f99fd3fc01","","folder-normal","","","step","TRUE","FALSE","Site QA","Documents for Reference"
"5a392417-1968-41f8-abb0-3ef9d1d26582","","checklist-flat","","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Welder Certificates"
"146e238b-3017-4bf6-956c-4d5f0a72ff59","","checklist-flat","","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Extruder Calibrations & Conformity"
"00563a5c-4b02-4e95-9d5f-8cbd2c39a5bf","","checklist-flat","","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Extruder Serial Numbers"
"d1532e47-1b04-43ad-8001-12fb6c49ddb8","","checklist-flat","","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","LEISTER Tool Serial Numbers - Weldplast "
"24eca42d-d299-4b34-903f-0909d118411c","","checklist-flat","","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Goodburn Spark Tester"
"babd67bf-3a95-4dc8-a7f6-05b674a2c095","","checklist-flat","","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Repair Works Guideline"
"64829cba-c0ac-4a08-8bb7-80c892b7810c","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings."
"c9a11949-58e8-42c9-811d-dfe8d22e3480","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500"
"9dbd897b-1d95-4bf5-8466-d8dbc9d6856c","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500","1 to 25"
"49835229-b004-4e76-991a-839b217a4b78","","checklist-flat","","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","351 to 375","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"29c05f2d-92c4-46f9-b0a3-63e0b58264b7","","checklist-flat","","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","351 to 375","Welding Record - Phase 1"
"a1646599-449a-48c7-8893-84a0d0d9aa13","","checklist-flat","","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","351 to 375","Welding Record - Phase 2"
"cb6bbb20-f95d-4d18-865a-fe25c262438b","","checklist-flat","","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","351 to 375","Electronic Testing - Phase 1"
"1ba0e1b0-1660-421a-adea-91362d921563","","checklist-flat","","QA - Electronic Testing (Phase 2)","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","351 to 375","Electronic Testing - Phase 2"
"ef99354b-e49f-4f34-b661-932438db0c7c","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500","351 to 375","Defect Repair"
"abee5e28-57f6-4339-9a2e-9b908fbb3281","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500","376 to 400"
"0e9c2474-2ab7-49c3-84bf-5633f9d4ff5c","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500","376 to 400","Prestart"
"8dd06e92-62da-4347-a76b-6889cc820908","","checklist-flat","","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","376 to 400","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"f63c2ae4-ac9b-4cbb-862f-5d6d8b968a04","","checklist-flat","","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","376 to 400","Welding Record - Phase 1"
"666d6464-a1ca-46ff-9b2b-979c69078f01","","checklist-flat","","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","376 to 400","Welding Record - Phase 2"
"c25fad1a-cb1d-4e76-b10e-d1381b5c1467","","checklist-flat","","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","376 to 400","Electronic Testing - Phase 1"
"e7ef43a1-b3c1-4c76-a277-57e46ee0883a","","checklist-flat","","QA - Electronic Testing (Phase 2)","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","376 to 400","Electronic Testing - Phase 2"
"26eee43f-4b3d-4791-ac86-96dbd92816e0","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500","376 to 400","Defect Repair"
"564aca9a-a43b-4583-a4c7-eae6567cd68e","","checklist-flat","","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","376 to 400","Daily Prestart - Date:30/5/23"
"6f1cbcf1-7e3c-4475-8bc5-bd9b7c7d997f","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500","401 to 425"
"80b049f9-e86f-470f-b608-a62b4e499726","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500","401 to 425","Prestart"
"e737e76c-c2f1-424c-8299-5ca894872b60","","checklist-flat","","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","401 to 425","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"a3085c1f-c7c4-455c-a3bf-9a4415a3614d","","checklist-flat","","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","401 to 425","Welding Record - Phase 1"
"971bda2d-7cc2-4d43-89c4-159f59bdcb4f","","checklist-flat","","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","401 to 425","Welding Record - Phase 2"
"d168298a-a53a-4ac8-9b51-37acdec64683","","checklist-flat","","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","401 to 425","Electronic Testing - Phase 1"
"d7b7b0b9-32b0-41e2-88b0-5e2114095663","","checklist-flat","","QA - Electronic Testing (Phase 2)","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","401 to 425","Electronic Testing - Phase 2"
"da4814c0-6546-43b0-9918-1399ef52dabd","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500","401 to 425","Defect Repair"
"a63aad62-85e1-4b7c-b2dd-594617d9fd48","","checklist-flat","","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","401 to 425","Daily Prestart - Date:31/5/23"
"7d611cd4-8c2f-4593-92c1-2f28ab04430c","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500","426 to 450"
"32876c9a-4a6c-45ea-b739-0369130a3b57","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500","426 to 450","Prestart"
"670be8e8-911d-4729-bd4d-9d0137ef7b6b","","checklist-flat","","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","426 to 450","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"3ca66229-bb3f-49bc-b47a-e26a57782bcb","","checklist-flat","","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","426 to 450","Welding Record - Phase 1"
"5752f428-fe17-4768-8223-6469a51ebf43","","checklist-flat","","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","426 to 450","Welding Record - Phase 2"
"f27bbc6c-89f9-4bca-8452-c707b94dc8eb","","checklist-flat","","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","426 to 450","Electronic Testing - Phase 1"
"6cd2b8a7-32b4-4208-83af-7b5c9d9c9596","","checklist-flat","","QA - Electronic Testing (Phase 2)","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","426 to 450","Electronic Testing - Phase 2"
"8e9293da-6371-4991-b3be-2a5054384f9d","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500","426 to 450","Defect Repair"
"a8219ffa-4eab-469d-934f-770c55a36817","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500","451 to 475"
"a274a96e-9ce7-4e79-8430-35b8885346df","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500","451 to 475","Prestart"
"845a562a-cb1b-4116-a68d-8728acadd055","","checklist-flat","","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","451 to 475","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"a12d9f9f-9360-480c-a2a1-8e04902bcf4e","","checklist-flat","","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","451 to 475","Welding Record - Phase 1"
"3bd8260c-9078-43df-b4d8-0e4d09fb800f","","checklist-flat","","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","451 to 475","Welding Record - Phase 2"
"69034206-335b-47ba-a2bc-379eae918881","","checklist-flat","","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","451 to 475","Electronic Testing - Phase 1"
"036983c8-63e9-4bdd-b2ae-d47d65e4f8a2","","checklist-flat","","QA - Electronic Testing (Phase 2)","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","451 to 475","Electronic Testing - Phase 2"
"55d8da9d-a79c-41b2-898d-7afc060b15d5","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500","451 to 475","Defect Repair"
"62ec9a16-3245-40b0-a7b9-5c9d5a59762f","","checklist-flat","","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","451 to 475","Daily Prestart - Date:1/6/23"
"ac7f038e-5534-444b-9908-fb49122caa28","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500","476 to 500"
"b32ef71d-f0a5-45e7-b58d-a8a8ca54a106","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500","476 to 500","Prestart"
"f2f754fa-66a6-4948-b962-22f6dea94572","","checklist-flat","","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","476 to 500","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"059a2b87-cd4e-40ef-a866-1fd420452f75","","checklist-flat","","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","476 to 500","Welding Record - Phase 1"
"d76ad45b-2b18-4f24-9956-229383ad6f2f","","checklist-flat","","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","476 to 500","Welding Record - Phase 2"
"c8414546-2f8a-40e6-94cd-4a4e972b45a4","","checklist-flat","","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","476 to 500","Electronic Testing - Phase 1"
"a66eeee8-492a-4acd-849e-657261fef39a","","checklist-flat","","QA - Electronic Testing (Phase 2)","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","476 to 500","Electronic Testing - Phase 2"
"e4fa0dbd-b020-4271-a86c-bb31cf3a6855","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500","476 to 500","Defect Repair"
"a08e3f7c-5161-41d5-a26a-c02774a9d8b2","","checklist-flat","","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","476 to 500","Daily Prestart - Date:2/6/23"
"807deba9-432a-47db-86ca-068bdfceb2dc","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 501 - 1000"
"04b9725c-1462-47fd-8725-4979b6af710f","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 501 - 1000","501 to 525"
"87ea0bf2-95b9-4d16-87dd-529c3826f29b","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 501 - 1000","501 to 525","Prestart"
"22dbdd8a-25bd-4c26-81ac-ab15ddef8ed2","","checklist-flat","","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","501 to 525","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"c495d3fd-328b-43ff-83b9-76e89f3a60c7","","checklist-flat","","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","501 to 525","Welding Record - Phase 1"
"2cf41078-7e24-45d4-99e5-e315406bd75b","","checklist-flat","","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","501 to 525","Welding Record - Phase 2"
"153d3c2f-b784-4ce4-a042-67b32ead1a65","","checklist-flat","","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","501 to 525","Electronic Testing - Phase 1"
"5d764137-4d25-4d27-8666-575c50f58e7e","","checklist-flat","","QA - Electronic Testing (Phase 2)","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","501 to 525","Electronic Testing - Phase 2"
"b21097a3-686b-4a86-95aa-3c1f151ec70c","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 501 - 1000","501 to 525","Defect Repair"
"a29fb97d-2f45-4618-b605-915f4bd5dd26","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 501 - 1000","526 to 550"
"2e3a2785-e7c1-46d1-b56f-56c24da53fbf","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 501 - 1000","526 to 550","Prestart"
"185be60a-6a80-4c12-94b1-c672bcdeb119","","checklist-flat","","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","526 to 550","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"87056bea-0824-428e-8a2d-1024e4934abc","","checklist-flat","","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","526 to 550","Welding Record - Phase 1"
"3905c66a-363e-4eaf-9a87-22629534eeb7","","checklist-flat","","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","526 to 550","Welding Record - Phase 2"
"f6844b1e-0452-4208-b7c7-06fcf4346750","","checklist-flat","","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","526 to 550","Electronic Testing - Phase 1"
"d4f28124-b34f-4508-8bce-ea62720075bf","","checklist-flat","","QA - Electronic Testing (Phase 2)","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","526 to 550","Electronic Testing - Phase 2"
"733b1c17-040e-441f-90d9-3316d5431caa","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 501 - 1000","526 to 550","Defect Repair"
"d14d5e22-338c-40bc-933a-026cfc0814e2","","checklist-flat","","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","526 to 550","Daily Prestart - Date:7/6/23"
"6ff6b3a0-e587-4d32-92e4-94e9ed6b0879","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 501 - 1000","551 to 575"
"0e7df08f-3b68-4ce4-84c1-b92e05ac68ad","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 501 - 1000","551 to 575","Prestart"
"6345a466-fc86-4b04-8928-a9d802737804","","checklist-flat","","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","551 to 575","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"76cad424-721d-47cc-8c97-233c831c4f57","","checklist-flat","","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","551 to 575","Welding Record - Phase 1"
"dc60184e-3a4b-4259-87c4-090ed0a14c43","","checklist-flat","","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","551 to 575","Welding Record - Phase 2"
"2186af04-a898-40c5-af30-48fb66ee31fa","","checklist-flat","","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","551 to 575","Electronic Testing - Phase 1"
"c2e4c2d7-92f0-4e6c-9a77-986c51a151e6","","checklist-flat","","QA - Electronic Testing (Phase 2)","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","551 to 575","Electronic Testing - Phase 2"
"1c80df16-5b06-4c12-a4c8-548d74889cc1","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 501 - 1000","551 to 575","Defect Repair"
"65c6c083-2a55-440b-bf0e-a3dba26a569b","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 501 - 1000","576 to 600"
"391b0b57-f583-49ff-a024-351307a74338","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 501 - 1000","576 to 600","Prestart"
"b1bfa5d7-86ce-4a87-9c30-31992a0257af","","checklist-flat","","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","576 to 600","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"47db7bf9-b8c0-4fed-a92e-50f9008917b8","","checklist-flat","","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","576 to 600","Welding Record - Phase 1"
"b2d21bc7-d78d-40f4-ad2a-d7ce30f66215","","checklist-flat","","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","576 to 600","Welding Record - Phase 2"
"05a7cb0c-85a1-4b1e-a5e1-b73357ff1247","","checklist-flat","","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","576 to 600","Electronic Testing - Phase 1"
"0ed14735-87bb-4223-b6d2-3a6b694621f0","","checklist-flat","","QA - Electronic Testing (Phase 2)","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","576 to 600","Electronic Testing - Phase 2"
"fd0e1449-a059-4fdc-bc29-b79acc2cfecb","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 501 - 1000","576 to 600","Defect Repair"
"49b87bd2-7607-4642-882b-0f4bd7ad0b03","","checklist-flat","","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","576 to 600","Daily Prestart - Date:8/6/23"
"5e7f32ef-f812-4b3f-b6cb-8f8ec9a566ff","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 501 - 1000","601 to 625"
"ec02b1bd-553a-4deb-8855-30d4d54cc30f","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 501 - 1000","601 to 625","Prestart"
"50623af4-aeca-437c-9fdb-9d782e055415","","checklist-flat","","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","601 to 625","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"3b56977a-7e8e-4db2-8d43-afe7e8c17bbc","","checklist-flat","","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","601 to 625","Welding Record - Phase 1"
"69923a3f-c1d4-46a5-b113-30fb5ca20926","","checklist-flat","","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","601 to 625","Welding Record - Phase 2"
"da9c4839-c90b-43ec-b757-a3371fafd85f","","checklist-flat","","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","601 to 625","Electronic Testing - Phase 1"
"0907e096-b655-4cb7-8ed9-d4f291b47939","","checklist-flat","","QA - Electronic Testing (Phase 2)","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","601 to 625","Electronic Testing - Phase 2"
"9de0eb6d-3385-4aa6-b317-284c6d34be47","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 501 - 1000","601 to 625","Defect Repair"
"c4078dee-0d4e-452d-9f2e-f8f0aeeb5478","","checklist-flat","","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","601 to 625","Daily Prestart - Date:9/6/23"
"03fac1ee-acc0-4408-a0b8-b1859823ed6c","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 501 - 1000","626 to 650"
"6ca156bb-e12d-417e-8924-ac0662b22feb","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 501 - 1000","626 to 650","Prestart"
"e8a5432a-bda8-4a65-a4b0-eb26593e0f6a","","checklist-flat","","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","626 to 650","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"01c07080-7a26-4118-861f-6743a03c77ab","","checklist-flat","","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","626 to 650","Welding Record - Phase 1"
"b492ba97-68d7-4696-8ce9-35991cc20780","","checklist-flat","","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","626 to 650","Welding Record - Phase 2"
"72e647fa-924b-4d24-bc19-371cd3a63712","","checklist-flat","","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","626 to 650","Electronic Testing - Phase 1"
"da90fa74-4858-4931-85ac-1e6463818d30","","checklist-flat","","QA - Electronic Testing (Phase 2)","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","626 to 650","Electronic Testing - Phase 2"
"fd5579e5-e9d5-485c-bb8a-aa67a7d24d46","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 501 - 1000","626 to 650","Defect Repair"
"d4ffe32e-fdd4-4d7d-99d8-d19c0bd3964b","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 501 - 1000","651 to 675"
"ef5ec3c2-9dbc-47c8-b15b-5f6192d7b88b","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 501 - 1000","651 to 675","Prestart"
"d9010dda-0aa1-48f2-be63-635a61147f7a","","checklist-flat","","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","651 to 675","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"58bd25bb-049e-450a-addb-caadc1eebcee","","checklist-flat","","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","651 to 675","Welding Record - Phase 1"
"fd7f0f08-9abb-4269-9776-88eba060077d","","checklist-flat","","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","651 to 675","Welding Record - Phase 2"
"16df433a-45d0-442c-9abf-4fa90cd8ea60","","checklist-flat","","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","651 to 675","Electronic Testing - Phase 1"
"bf4c4ecb-bbb5-460a-b418-e432feb2300c","","checklist-flat","","QA - Electronic Testing (Phase 2)","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","651 to 675","Electronic Testing - Phase 2"
"c369d4bb-e9b2-4754-9f94-c816fdbc91bc","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 501 - 1000","651 to 675","Defect Repair"
"79badbb5-516a-4a39-9c8e-fe1a52edf6e9","","checklist-flat","","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","651 to 675","Daily Prestart - Date:12/6/23"
"f4a53d5c-332d-46b8-8362-a722a6488733","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 501 - 1000","676 to 700"
"355b34f1-4354-4df7-9b72-f79dc8e416eb","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 501 - 1000","676 to 700","Prestart"
"245743b6-3deb-443b-b879-d6d6a65faff8","","checklist-flat","","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","676 to 700","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"b55d54ac-1ad3-4de8-b8b9-9c9bb1e3d381","","checklist-flat","","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","676 to 700","Welding Record - Phase 1"
"4a06f7e3-4ca0-4165-8d31-e53d5c0b5f7b","","checklist-flat","","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","676 to 700","Welding Record - Phase 2"
"efbd95c3-6f5c-4e71-b025-c8b1507c8074","","checklist-flat","","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","676 to 700","Electronic Testing - Phase 1"
"eed974fd-7e45-469a-9b4b-5d99b96c4a9c","","checklist-flat","","QA - Electronic Testing (Phase 2)","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","676 to 700","Electronic Testing - Phase 2"
"3156ca39-46a8-4937-8810-b0fe734b9279","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 501 - 1000","676 to 700","Defect Repair"
"ad528fae-c1ef-473c-a322-372956fd224f","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 501 - 1000","701 to 725"
"ff7522fa-bd0a-40d1-b3fb-af88d4fcb1b0","","folder-normal","","","step","TRUE","FALSE","Site QA","Rings.","Rings 501 - 1000","701 to 725","Prestart"
"667d9eee-9989-4c3b-a1bb-5918fe4288b2","","checklist-flat","","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","701 to 725","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"b1168e22-e82a-4ca3-a656-caf834c4fd3a","","checklist-flat","","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 501 - 1000","701 to 725","Welding Record - Phase 1"
