"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"3ab4f696-a60e-4a29-a9d3-3698d34b5a61","","not-started","","folder","TRUE","FALSE","Site QA/ITC's"
"dd7b4b90-ca9c-4f9f-8aa2-90529fc53d53","","not-started","","folder","TRUE","FALSE","Site QA/ITC's","GROUND"
"f7c9053d-4aae-423b-ac18-561945955980","","not-started","","folder","TRUE","FALSE","Site QA/ITC's","GROUND","ZONE 1"
"7307e1ab-751a-442c-afb3-4e272d6b149f","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6","checklist","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.001 AUDIOL"
"a127ed93-9191-5f4c-a3be-3f383682fed7","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f","section","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.001 AUDIOL","Room Checklist"
"c2a204f0-a012-5766-8bfd-35cec7161c52","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:98f5e5e8-73e1-426c-abc6-3e0b93dad4d2","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.005 OBSV","Room Checklist","Frame Ceilings"
"0a564e7c-af04-5af4-9f6c-6629663a69e2","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:fcc5b159-d9a7-4655-836a-6e93ab700085","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.005 OBSV","Room Checklist","Service Ceiling Tiles Installed (if applicable)"
"eba2a057-d917-523a-bff5-d5c3b6f82327","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:d878a31d-244d-478d-a4b8-f8448960599e","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.005 OBSV","Room Checklist","Bulk Tile / Sheet Ceiling"
"dba7ebce-dc48-575a-aae1-edad64fe96c2","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:934a0e7a-5010-4b3e-937d-9ea3bd04e795","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.005 OBSV","Room Checklist","Final Inspection"
"6c46d222-f824-49a0-800e-d4f3e335a376","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6","checklist","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.006 CONS"
"b15625c2-92b0-58f4-9b7e-875d706c8347","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f","section","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.006 CONS","Room Checklist"
"be84e546-4432-59d0-bf64-569189ec318e","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:279f94db-a55b-408a-b4c0-d18f0b58371c","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.006 CONS","Room Checklist","Setout"
"2c6fa855-685a-5480-9191-4e1fa1b36f07","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:6c486c63-a152-465e-a133-4dd5ca535866","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.006 CONS","Room Checklist","Soffit Insulation"
"4091e1a5-04cb-5cb6-a1c1-ccf28b9ea1bf","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:b4fa5a06-cd55-4d70-b2e6-161dd839241f","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.006 CONS","Room Checklist","Frame Walls"
"d37ae4b1-c10f-540f-af77-47c082d19eb6","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:abdf22ef-6ab9-407f-83b3-5c78911d51f6","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.006 CONS","Room Checklist","Install Noggins"
"8f966efc-72e6-59ec-acbd-1b81ad2708d6","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:72b61898-83fd-4446-b249-ed7dbbe0bf93","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.006 CONS","Room Checklist","Acoustic wall junctions photographed (1 photo per corner) and wall insulation"
"8c6ac4a9-ca19-5ccc-9c46-706c210b5bce","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:efd71e5d-1e74-49b5-af3f-6c649f2d9d1d","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.006 CONS","Room Checklist","Specialist wall linings installed – Yes / No / NA option?"
"8c4f2b94-81c3-5baf-ae6d-d2bde7a06e73","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:cb05cdd1-1e52-42eb-aea7-55a0130affb2","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.006 CONS","Room Checklist","Plaster wall Sheeting"
"7c5a9718-e79c-5d3d-8bc8-32ec3a26f53d","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:47befba7-a4b7-497f-81b5-6a42aa758886","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.006 CONS","Room Checklist","Stop and Sand"
"486e78c3-d07d-5460-b08a-d73d52e540e8","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:98f5e5e8-73e1-426c-abc6-3e0b93dad4d2","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.006 CONS","Room Checklist","Frame Ceilings"
"e13e96a8-46ef-5ef5-ada7-e9994ae50c47","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:fcc5b159-d9a7-4655-836a-6e93ab700085","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.006 CONS","Room Checklist","Service Ceiling Tiles Installed (if applicable)"
"5b94593f-c71b-5606-91ea-0e288fe067bd","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:d878a31d-244d-478d-a4b8-f8448960599e","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.006 CONS","Room Checklist","Bulk Tile / Sheet Ceiling"
"22c80a23-b0de-599f-9c95-186fff6a136e","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:934a0e7a-5010-4b3e-937d-9ea3bd04e795","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.006 CONS","Room Checklist","Final Inspection"
"20412074-f457-429e-ba4d-b9a2e504135a","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6","checklist","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.007 CONS"
"17de72ae-3e21-550b-962f-037149f4490a","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f","section","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.007 CONS","Room Checklist"
"0b82671c-5739-5da7-a3c7-04d228250c3a","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:279f94db-a55b-408a-b4c0-d18f0b58371c","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.007 CONS","Room Checklist","Setout"
"dc09d9a3-31b3-5716-9fdd-15820c5bface","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:6c486c63-a152-465e-a133-4dd5ca535866","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.007 CONS","Room Checklist","Soffit Insulation"
"7bc0f017-8b7b-53d0-bb96-e83259483889","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:b4fa5a06-cd55-4d70-b2e6-161dd839241f","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.007 CONS","Room Checklist","Frame Walls"
"6ec79411-f6b7-553e-ad6b-884ed5bc0814","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:abdf22ef-6ab9-407f-83b3-5c78911d51f6","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.007 CONS","Room Checklist","Install Noggins"
"8aec28be-0dd5-5b81-b6d7-97296363e8dc","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:72b61898-83fd-4446-b249-ed7dbbe0bf93","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.007 CONS","Room Checklist","Acoustic wall junctions photographed (1 photo per corner) and wall insulation"
"944f6842-5093-57f3-b16c-a30af1594bba","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:efd71e5d-1e74-49b5-af3f-6c649f2d9d1d","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.007 CONS","Room Checklist","Specialist wall linings installed – Yes / No / NA option?"
"a1ec74f3-9146-5b49-b5e7-89fe04c7fe4b","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:cb05cdd1-1e52-42eb-aea7-55a0130affb2","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.007 CONS","Room Checklist","Plaster wall Sheeting"
"a1224736-beee-5da9-9016-3d34aa3af1ff","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:47befba7-a4b7-497f-81b5-6a42aa758886","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.007 CONS","Room Checklist","Stop and Sand"
"77a50647-20cb-5641-8a40-46217e4630b1","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:98f5e5e8-73e1-426c-abc6-3e0b93dad4d2","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.007 CONS","Room Checklist","Frame Ceilings"
"47ae588a-8af3-57c6-b117-b06df4e29d6a","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:fcc5b159-d9a7-4655-836a-6e93ab700085","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.007 CONS","Room Checklist","Service Ceiling Tiles Installed (if applicable)"
"3ed610d6-4377-5293-8996-3621b0df5ac0","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:d878a31d-244d-478d-a4b8-f8448960599e","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.007 CONS","Room Checklist","Bulk Tile / Sheet Ceiling"
"d0412ed3-63a0-5b84-850e-ef7c27d90672","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:934a0e7a-5010-4b3e-937d-9ea3bd04e795","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.007 CONS","Room Checklist","Final Inspection"
"ef16228b-ee67-4ae1-803f-ee72d886c726","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6","checklist","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.008 ST EQP"
"d2101f79-56bd-5926-bedd-b0d2cbe63ff2","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f","section","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.008 ST EQP","Room Checklist"
"b40359c8-ad95-5f60-9465-eaae21ffbdfe","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:279f94db-a55b-408a-b4c0-d18f0b58371c","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.008 ST EQP","Room Checklist","Setout"
"75a2049a-2562-5c41-bcf7-850786375666","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:6c486c63-a152-465e-a133-4dd5ca535866","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.008 ST EQP","Room Checklist","Soffit Insulation"
"935cd1d9-5f3c-53ef-be81-39304369e3f6","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:b4fa5a06-cd55-4d70-b2e6-161dd839241f","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.008 ST EQP","Room Checklist","Frame Walls"
"16e0ce24-f090-5933-9e30-e59acb841a32","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:abdf22ef-6ab9-407f-83b3-5c78911d51f6","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.008 ST EQP","Room Checklist","Install Noggins"
"38c6e575-7f8f-513e-b2cf-c46f25bffc21","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:72b61898-83fd-4446-b249-ed7dbbe0bf93","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.008 ST EQP","Room Checklist","Acoustic wall junctions photographed (1 photo per corner) and wall insulation"
"69da6ea0-b9c3-5537-ae00-6d277fd430af","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:efd71e5d-1e74-49b5-af3f-6c649f2d9d1d","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.008 ST EQP","Room Checklist","Specialist wall linings installed – Yes / No / NA option?"
"05105b19-a639-56ad-ba57-5cb2be15b648","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:cb05cdd1-1e52-42eb-aea7-55a0130affb2","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.008 ST EQP","Room Checklist","Plaster wall Sheeting"
"21632956-a95f-5ec7-bc15-ceed2441a0fb","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:47befba7-a4b7-497f-81b5-6a42aa758886","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.008 ST EQP","Room Checklist","Stop and Sand"
"63c40d45-442a-5efd-beff-939bd40cd96f","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:98f5e5e8-73e1-426c-abc6-3e0b93dad4d2","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.008 ST EQP","Room Checklist","Frame Ceilings"
"c7dfe64e-ce3e-5bec-9be8-9a1a27f56599","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:fcc5b159-d9a7-4655-836a-6e93ab700085","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.008 ST EQP","Room Checklist","Service Ceiling Tiles Installed (if applicable)"
"51772d5b-31b9-580b-a2e7-6619c8769c26","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:d878a31d-244d-478d-a4b8-f8448960599e","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.008 ST EQP","Room Checklist","Bulk Tile / Sheet Ceiling"
"8334b92d-8302-5e92-ac59-af6f0fb66dd0","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:934a0e7a-5010-4b3e-937d-9ea3bd04e795","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.008 ST EQP","Room Checklist","Final Inspection"
"fe86956e-893b-41d6-93ea-5f2333a13001","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6","checklist","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.009 CONS"
"372f8863-f0fb-541b-979b-9df80d3e7096","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f","section","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.009 CONS","Room Checklist"
"44bd5db8-ad8d-5194-b2ef-d85b68b3c8a0","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:279f94db-a55b-408a-b4c0-d18f0b58371c","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.009 CONS","Room Checklist","Setout"
"d2cf0218-83fb-5491-8611-214a3bfaed90","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:6c486c63-a152-465e-a133-4dd5ca535866","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.009 CONS","Room Checklist","Soffit Insulation"
"fe2a58eb-3369-5195-89db-b4543646f6b5","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:b4fa5a06-cd55-4d70-b2e6-161dd839241f","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.009 CONS","Room Checklist","Frame Walls"
"c8ad186e-9f55-5386-8163-3d86f4f27b35","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:abdf22ef-6ab9-407f-83b3-5c78911d51f6","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.009 CONS","Room Checklist","Install Noggins"
"b52b3f71-d59e-5093-be2e-eac613b3a81a","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:72b61898-83fd-4446-b249-ed7dbbe0bf93","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.009 CONS","Room Checklist","Acoustic wall junctions photographed (1 photo per corner) and wall insulation"
"32640a8f-a689-5686-a54a-c1d0fc871553","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:efd71e5d-1e74-49b5-af3f-6c649f2d9d1d","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.009 CONS","Room Checklist","Specialist wall linings installed – Yes / No / NA option?"
"6b28024d-85c5-5057-b647-dbe9ce3dc98c","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:cb05cdd1-1e52-42eb-aea7-55a0130affb2","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.009 CONS","Room Checklist","Plaster wall Sheeting"
"20c6f596-b7e2-5315-bb63-5839f6e057ae","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:47befba7-a4b7-497f-81b5-6a42aa758886","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.009 CONS","Room Checklist","Stop and Sand"
"74c54c2e-b953-56f6-b05d-6645cd61b9fa","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:98f5e5e8-73e1-426c-abc6-3e0b93dad4d2","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.009 CONS","Room Checklist","Frame Ceilings"
"33d40780-49e6-55ac-ac51-01e23f3d5738","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:fcc5b159-d9a7-4655-836a-6e93ab700085","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.009 CONS","Room Checklist","Service Ceiling Tiles Installed (if applicable)"
"dbe3019f-b0db-5905-841e-b63acde26b20","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:d878a31d-244d-478d-a4b8-f8448960599e","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.009 CONS","Room Checklist","Bulk Tile / Sheet Ceiling"
"91c4bb95-8fea-558d-b434-b68485f99717","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:934a0e7a-5010-4b3e-937d-9ea3bd04e795","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.009 CONS","Room Checklist","Final Inspection"
"cace9e06-8cca-4374-bf5f-af5d8d55e6d9","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6","checklist","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.009 MEDIC"
"cd6364e0-3119-5c20-83b5-ce85f84014d8","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f","section","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.009 MEDIC","Room Checklist"
"a2a6d57d-f540-5955-bc19-562766b609e8","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:279f94db-a55b-408a-b4c0-d18f0b58371c","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.009 MEDIC","Room Checklist","Setout"
"59e48d22-b5bf-56a2-981d-1c3d96b744ab","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:6c486c63-a152-465e-a133-4dd5ca535866","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.009 MEDIC","Room Checklist","Soffit Insulation"
"0be9ad6e-1201-5d26-83e8-e5fc26fd2429","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:b4fa5a06-cd55-4d70-b2e6-161dd839241f","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.009 MEDIC","Room Checklist","Frame Walls"
"b2377b09-0eac-5b21-871b-bcb3686b6855","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:abdf22ef-6ab9-407f-83b3-5c78911d51f6","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.009 MEDIC","Room Checklist","Install Noggins"
"6f7fac3d-5489-5c99-8195-e80a26cb63a6","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:72b61898-83fd-4446-b249-ed7dbbe0bf93","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.009 MEDIC","Room Checklist","Acoustic wall junctions photographed (1 photo per corner) and wall insulation"
