"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"1aaed0a5-fc27-470d-ad90-a08ba3523b78","","fail","","folder","TRUE","FALSE","Site QA"
"c297c7aa-cdbc-4f11-8f95-f5215168c7eb","","fail","","folder","TRUE","FALSE","Site QA","Multigate Office"
"75865981-7e93-491b-ba1b-6df16f3d58e7","","pass","","folder","TRUE","FALSE","Site QA","Multigate Office","Structure"
"81e3d7c0-4f4e-422a-ae17-d94b07ca5b8b","","pass","","folder","TRUE","FALSE","Site QA","Multigate Office","Structure","Excavation (Compacted Fill)"
"0261fff3-f86e-4c19-bda6-ce59be8ed14a","","pass","Excavation - GPL-QSE-ITP-STRUC-003 (Rev 00)","checklist","FALSE","FALSE","Site QA","Multigate Office","Structure","Excavation (Compacted Fill)","East"
"5ba8777d-e62e-59a1-a9e5-3a3a34cd11a9","","pass","","section","FALSE","FALSE","Site QA","Multigate Office","Structure","Excavation (Compacted Fill)","East","Prior to Works"
"713efe08-81f9-576b-accf-6b08844fa5b6","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Base","During Works","Confirm waterproofing product and detail is installed as per design (if required)"
"dd69bdfd-c1b7-5520-b929-9b3ba32dd0b1","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Base","During Works","Attach Waterproofers ITP"
"62c8444d-1869-5893-8f38-bfc939e55cad","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Base","During Works","Confirm lightning protection installed to footings as per Electricians requirements"
"0b06d7f4-85d4-500d-9843-27607be3a61c","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Base","During Works","Check top RL for all reinforcement to ensuring adequate cover. Confirm with Concreter"
"7742dea0-d514-5796-bb74-d7b37ceca5b4","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Base","During Works","Confirm starter bars to columns/walls/stair are installed in correct location"
"cac06aa7-a506-520d-8d5a-54c701e52a95","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Base","During Works","Attach Formworkers ITP"
"06d51ddf-7b03-57bc-abd7-4d770ddbdce0","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Base","During Works","Attach Reo Fixers ITP"
"56dcbb4c-7a96-5fe2-ba6e-5cb98be1e93b","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Base","During Works","Attach Principal Structural Engineer Inspection Report and confirm all actions are closed out"
"3839faf0-464b-54ae-bf89-f6aa2895908a","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Base","During Works","Confirm Private Certifier inspection of building foundations completed"
"efc715b4-242f-53eb-b38e-e82b77f75048","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Base","During Works","Confirm correct concrete supplied (attach docket)"
"033c6489-0bb3-5a13-88b1-3ba7e9a21e19","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Base","During Works","Confirm correct concrete supplied (attach docket)"
"92b036b7-9531-5483-8db9-5efae1c92e24","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Base","During Works","Confirm concrete tester onsite to take samples"
"24183e89-e4c6-5e6c-8460-153ea0129734","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Base","During Works","Confirm vibrating is occurring evenly"
"aacfdf61-1784-5396-bedb-4507b0fe1370","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Base","During Works","Attach Concreter ITP"
"060ae8ce-9914-5e04-abf7-d348cbc7d649","","pass","","section","FALSE","FALSE","Site QA","Multigate Office","Structure","Footings","OSD Base","After Works"
"24fc290c-4dfe-5968-a47c-233c79eaa770","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Base","After Works","Confirm stripping is complete and all exposed faces are clear of formwork"
"97941451-12bf-50e8-b248-9119602a72f6","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Base","After Works","Confirm vibration was adequate – no air pockets, agg evenly distributed."
"60e55f83-dd0a-55ac-b77c-36b1f17942bf","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Base","After Works","Obtain as-built survey (attach survey)"
"4ee99c9f-81e1-5c64-95ff-64bf0fdd3e2d","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Base","After Works","Confirm tolerance of finished concrete surfaces are as follows:"
"13e72122-d765-57b3-84d6-bd3b37266acf","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Base","After Works","Obtain all concrete tests at 4 days, and attach test results"
"95e45240-672a-5863-bb4e-720156f16a50","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Base","After Works","Obtain all concrete tests at 7 days, and attach test results"
"5a527846-fb8a-5a9d-8ca3-0d0f8911b2e7","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Base","After Works","Obtain all concrete tests at 28 days, and attach test results"
"ae68f668-e89c-5319-9fed-0be7780bd8d2","","pass","","section","FALSE","FALSE","Site QA","Multigate Office","Structure","Footings","OSD Base","Sign Off"
"4892d777-dd6f-5352-831e-dee679141d29","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Base","Sign Off","Orwell Sign Off"
"f6fc2586-3c22-56e2-ae37-fa7457093281","","pass","","signoff","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Base","Sign Off","Request Sign Off"
"97c10866-8b03-4052-8d1b-f8dda606eaa9","","pass","Verticals - GPL-QSE-ITP-STRUC-006 (Rev 00)","checklist","FALSE","FALSE","Site QA","Multigate Office","Structure","Footings","OSD Tank Walls"
"83c6291b-1b22-5be3-a6fa-e2972f1df5e5","","pass","","section","FALSE","FALSE","Site QA","Multigate Office","Structure","Footings","OSD Tank Walls","Prior to Works"
"5a786947-844f-5bb6-816c-c80f73f281e0","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Tank Walls","Prior to Works","Confirm set-out of verticals (attach survey plan)"
"da470b42-615c-5d69-9d9a-6e63341e9d95","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Tank Walls","Prior to Works","Confirm cast-in starter bars are in correct location"
"22d9e8df-6960-53c7-bbe8-274b9aeba0c5","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Tank Walls","Prior to Works","Confirm MPa, slump and agg size of concrete"
"b3d86877-f95b-588c-a25c-920188a5e38d","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Tank Walls","Prior to Works","Check quantity of concrete required prior to ordering"
"8609c935-6a94-5be8-b72a-9eba6e206dc6","","pass","","section","FALSE","FALSE","Site QA","Multigate Office","Structure","Footings","OSD Tank Walls","During Works"
"f124f919-4b9d-5bd1-af19-c777814cb45d","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Tank Walls","During Works","Check reinforcement to ensuring adequate cover"
"5db63e40-f804-5adc-8b56-4da22f7642ce","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Tank Walls","During Works","Confirm vertical and horizontal starter bars are installed in correct location"
"728b4696-7360-5672-865d-289bcbbe2dfd","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Tank Walls","During Works","Attach Reo Fixers ITP"
"9c80ce07-dee1-5bae-9fa8-44ac780e6782","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Tank Walls","During Works","Attach Principal Structural Engineer Inspection Report, and confirm that all actions are closed out with photos sent to engineer"
"8919aeb4-ce52-5db0-8bae-5d99dc167522","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Tank Walls","During Works","Confirm all hydraulic cast-in services are installed (i.e. downpipes)"
"209773a3-d85a-5e10-8af1-ebf98899e73b","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Tank Walls","During Works","Attach Hydraulic ITP"
"6a2cf49d-5e7f-52b5-a8fb-c9b0639b0b12","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Tank Walls","During Works","Confirm position of block outs, penetrations etc are installed, as noted on:"
"60a21bc9-bd3f-56fb-973f-8d0d1493b5b7","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Tank Walls","During Works","Confirm formwork shutters are clean and will provide required class finish"
"ae302404-7b66-5cba-b5ff-345fe92a4e22","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Tank Walls","During Works","Attach Formworkers ITP"
"c4034425-cf6c-5e37-84aa-44766a5524cf","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Tank Walls","During Works","Attach Formwork Engineer sign off certificate confirming compliance with design & AS3610"
"49b32657-51b7-51e0-b3a3-7a1844a5bf7b","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Tank Walls","During Works","Confirm RL to top of vertical is acknowledged by Formworkers and Concrete Placer"
"3a32999e-aeee-5413-a24c-bc19909091b4","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Tank Walls","During Works","Confirm correct concrete supplied (attach docket)"
"4bd3f740-5760-577f-884b-499ecc20a498","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Tank Walls","During Works","Confirm concrete tester onsite to take samples"
"121045ee-65a0-5ce9-a6ed-23373bd76122","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Tank Walls","During Works","Confirm vibrating is occurring evenly"
"d9de37c2-1c84-5a88-b3d0-e71f4e852ec3","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Tank Walls","During Works","Attach Concreter ITP"
"baf295bd-2715-5627-9919-7df8ab4832f9","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Tank Walls","During Works","Ensure a representative from each of the following is on site and witnessing the pour:"
"2e74d048-4415-58fc-b0ed-db297948b6ed","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Tank Walls","During Works","Ensure Formworkers clean any slurry runs at bottom of walls immediately after pour"
"341777ef-fbbf-54f1-a960-8c851d2fec73","","pass","","section","FALSE","FALSE","Site QA","Multigate Office","Structure","Footings","OSD Tank Walls","After Works"
"f3a5626b-075e-5ab5-af7c-b94d61c40a16","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Tank Walls","After Works","Confirm stripping is complete and all exposed faces are clear of formwork"
"997ef8d4-12ef-5e07-937c-d9d593d455ef","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Tank Walls","After Works","Confirm vibration was adequate – no air pockets, agg evenly distributed."
"ce176284-b3aa-50b0-b394-43d1772283bf","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Tank Walls","After Works","Obtain as-built survey (attach survey)"
"2268baab-4b5a-52a7-9ed0-900f2da646ca","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Tank Walls","After Works","Obtain all concrete tests at 1 days, and attach test results"
"7e38f56c-2972-5db2-8dd8-ac13d17d5f20","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Tank Walls","After Works","Obtain all concrete tests at 4 days, and attach test results"
"6b7186a4-97dc-59d9-ae95-52a2351d9e10","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Tank Walls","After Works","Obtain all concrete tests at 7 days, and attach test results"
"1cb8cbb0-5e62-55e0-998d-b5adccb6aac5","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Tank Walls","After Works","Obtain all concrete tests at 28 days, and attach test results"
"821a7a95-bce5-5c4d-93b6-4c86652e7abc","","pass","","section","FALSE","FALSE","Site QA","Multigate Office","Structure","Footings","OSD Tank Walls","Sign Off"
"91d9f28a-fd8c-5032-9e5c-d230147e9a85","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Tank Walls","Sign Off","Orwell Sign Off"
"5916c7a7-701d-5268-8ade-76b2bf7f1c53","","pass","","signoff","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","OSD Tank Walls","Sign Off","Request Sign Off"
"a2f69587-06ec-405f-9981-3e28dbc9fc98","","pass","Footings & Bases - GPL-QSE-ITP-STRUC-004 (Rev 00)","checklist","FALSE","FALSE","Site QA","Multigate Office","Structure","Footings","Crane Base"
"063897bf-eb52-573e-ae50-d6801875fdd0","","pass","","section","FALSE","FALSE","Site QA","Multigate Office","Structure","Footings","Crane Base","Prior to Works"
"4bfb4172-5418-5830-aa1e-1891232c9c55","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","Crane Base","Prior to Works","Attach markup plan of footings & bases covered by this ITP"
"6029870e-e6c9-5aaf-9854-b7ae955f113f","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","Crane Base","Prior to Works","Confirm set-out of footings & bases has been completed (attach survey plan)"
"4a375290-6ec6-585f-ac5b-e204c9be2678","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","Crane Base","Prior to Works","Confirm RL of underside of footing & bases"
"fb8660ab-cc64-573c-91b9-2ab606a366aa","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","Crane Base","Prior to Works","Geotech inspection and bearing capacity of base"
"22305689-acc5-5856-adfe-cdff3f7435a0","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","Crane Base","Prior to Works","Confirm MPa, slump and agg size of concrete"
"d4821565-38b8-5f05-94c8-f55b2e56f57e","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","Crane Base","Prior to Works","Check quantity of concrete required prior to ordering"
"c10e7a94-01f2-510b-8f15-5e69b3c4bd92","","pass","","section","FALSE","FALSE","Site QA","Multigate Office","Structure","Footings","Crane Base","During Works"
"232c8253-934d-5749-9e9f-fb456e9f8bab","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","Crane Base","During Works","Confirm waterproofing product and detail is installed as per design (if required)"
"eef6fd59-568b-5561-a3bf-13ed7882021e","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","Crane Base","During Works","Attach Waterproofers ITP"
"a34dcc98-93a2-50cd-b4a8-8bc4d5100ad9","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","Crane Base","During Works","Confirm lightning protection installed to footings as per Electricians requirements"
"dbcd97fc-fce7-5df4-9a86-68138761f5db","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","Crane Base","During Works","Check top RL for all reinforcement to ensuring adequate cover. Confirm with Concreter"
"ee4a0756-fd09-50d9-b8c3-aa289df1298e","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","Crane Base","During Works","Confirm starter bars to columns/walls/stair are installed in correct location"
"05b09351-2e3f-5401-b3bd-1d0ef37dda81","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","Crane Base","During Works","Attach Formworkers ITP"
"075acbc4-2407-5f30-bcea-6ba17b6eafe1","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","Crane Base","During Works","Attach Reo Fixers ITP"
"33cc9f27-4f0e-55d1-b1c8-fa2e608b1dc1","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","Crane Base","During Works","Attach Principal Structural Engineer Inspection Report and confirm all actions are closed out"
"415a14ce-fcdb-515a-88a8-67038c1114eb","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","Crane Base","During Works","Confirm Private Certifier inspection of building foundations completed"
"41d8a20a-2abb-563d-98be-d1d82bd0ca08","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","Crane Base","During Works","Confirm correct concrete supplied (attach docket)"
"fd241423-5cda-5e6c-8946-91d6690968b8","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","Crane Base","During Works","Confirm correct concrete supplied (attach docket)"
"a7d359c7-1649-5577-97fe-34084cb32777","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","Crane Base","During Works","Confirm concrete tester onsite to take samples"
"c05f8bd2-2deb-58db-9e37-09c8b73e8e7c","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Footings","Crane Base","During Works","Confirm vibrating is occurring evenly"
