"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d5e4ea84-8d21-40ff-9274-5228b9685b4c","","checklist-flat","work-in-progress","SYS - PT - Overall Pre-set","checklist-flat","FALSE","FALSE","Overall Pre-set"
"b0e1cccd-e9fc-5fc9-becb-8b9e6d396f32","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Overall Pre-set","Overall Pre-set"
"23c6456d-84cd-51a0-b2a5-ed0b01c89e45","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-set","System information:"
"2d650379-6245-5604-9d4e-8e674b2f2720","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-set","SSP Attached"
"5acdd6d7-fd35-5a35-9ce3-48eca1713c25","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-set","Task Analysis Attached"
"1f807f9a-9565-5fb6-bf50-82a2d5979d18","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-set","Relevant Drawings Attached"
"ce106812-b477-4220-a8df-ebe208a728b0","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA"
"eab2d2b3-6a21-4fc2-b1ff-a397da4ff8f4","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Block 01"
"119f158f-5e20-428f-98cb-d084523cc1e7","","folder-normal","pass","","step","TRUE","FALSE","QA","Block 01","RoofSafe Rail System"
"2b0844de-8025-4e52-9db1-782ed56d1392","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Block 01","RoofSafe Rail System","Pre-Fit Off Checklist - Rail 01"
"a35ee7ce-5b72-578d-8498-9419755c6c23","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #49","Photos taken of installed item"
"b89e3125-2f0e-501e-acc4-5be2c9131ea5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #49","Installed as per PBI drawings supplied and manufacturer's requirements"
"62f4518b-699c-4783-8c32-34d844bc5d09","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #50"
"1c5544f0-162e-5939-b2bb-796a0f94d4a4","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #50","Confirm the structure is in accordance with the details supplied by PBI"
"af95efc0-8e5f-50c5-9317-656681e45615","","holdpoint","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #50","EMAIL PM"
"d84a9a26-5f71-5ead-9cd4-e028088086dc","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #50","Photos taken of installed item"
"bc840a47-894c-5837-b400-443d0155bad5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #50","Installed as per PBI drawings supplied and manufacturer's requirements"
"37c5caae-cd2b-49e1-9ecf-96a8e1fb0f23","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #51"
"741cabe5-2e99-507e-a84b-af057cf395b5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #51","Confirm the structure is in accordance with the details supplied by PBI"
"e6393da5-b1a4-503e-abad-b0c188fc7915","","holdpoint","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #51","EMAIL PM"
"ee9a6200-6d4f-5cab-8854-237c961d51d5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #51","Photos taken of installed item"
"00166bc9-c769-5390-9b71-0c091461cd5a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #51","Installed as per PBI drawings supplied and manufacturer's requirements"
"f65fde8a-6969-4f17-bc7b-4d2a15672bc4","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #52"
"567128c5-db12-57ba-b1b3-278435a40e02","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #52","Confirm the structure is in accordance with the details supplied by PBI"
"37b6c706-ffd9-5ea5-a24a-632f509f4935","","holdpoint","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #52","EMAIL PM"
"b844f25f-ab07-5850-b7f9-d922e457b082","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #52","Photos taken of installed item"
"b95a3187-972a-583a-8ee1-4033bf0b6885","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #52","Installed as per PBI drawings supplied and manufacturer's requirements"
"4d0521df-2be9-45a9-ac66-dcdb8edcb61b","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #53"
"0a106ba0-7ba4-500b-a53e-6a311e4561dd","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #53","Confirm the structure is in accordance with the details supplied by PBI"
"70a2698b-9f75-5550-a010-f4e24b836e88","","holdpoint","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #53","EMAIL PM"
"b92fb4b1-d279-5161-9113-cf951ba4e783","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #53","Photos taken of installed item"
"05d07475-af9f-5cf9-9511-b0c296cfc683","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #53","Installed as per PBI drawings supplied and manufacturer's requirements"
"564ab2fc-f23f-4a93-89a9-6c5817f59325","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #54"
"3afd0d1f-84b5-5725-8e50-79cc75673ba9","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #54","Confirm the structure is in accordance with the details supplied by PBI"
"250fb0cd-9dd0-535e-8eda-f7c022dff2b3","","holdpoint","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #54","EMAIL PM"
"12115269-508f-5e93-865c-a032c640596e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #54","Photos taken of installed item"
"f50b3680-a60a-577c-bbd9-1cf8daef94d5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #54","Installed as per PBI drawings supplied and manufacturer's requirements"
"d0e028d9-4e33-412a-859a-3b5917e1bd25","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #55"
"31bec87d-e4da-5354-8f97-36945d4ee142","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #55","Confirm the structure is in accordance with the details supplied by PBI"
"e5f50555-2b4b-58dc-a74b-ec4bb41731ca","","holdpoint","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #55","EMAIL PM"
"a12488a3-5f4a-525e-aeeb-1a73618da9c9","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #55","Photos taken of installed item"
"27888f71-8afa-5d5a-8700-06b2e723dd04","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #55","Installed as per PBI drawings supplied and manufacturer's requirements"
"d1972e49-e2d7-4804-a50a-f087a7ac0246","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #56"
"e0e615b2-35b2-5144-9508-8e0b66de77bb","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #56","Confirm the structure is in accordance with the details supplied by PBI"
"2433f85b-60c2-5a81-884c-00f0058b6dc2","","holdpoint","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #56","EMAIL PM"
"ab40c9fd-bca5-5899-8053-5824e4cd4cad","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #56","Photos taken of installed item"
"c54ba552-5cb6-50f9-aa23-1d3f24ca3dbd","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #56","Installed as per PBI drawings supplied and manufacturer's requirements"
"487b2dcc-2c20-4273-b5f2-82a628ea505c","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #57"
"e08718ba-5c1a-5f87-a36f-c0e0c438027f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #57","Confirm the structure is in accordance with the details supplied by PBI"
"aae4123e-e69f-5621-9472-ef7d78ba03cd","","holdpoint","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #57","EMAIL PM"
"05490644-c9ca-51e5-a6fe-a6f42e3e2e92","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #57","Photos taken of installed item"
"b248b3a8-088a-54d6-b681-e0707d9a2e15","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #57","Installed as per PBI drawings supplied and manufacturer's requirements"
"e06f3ff5-ff64-4aed-92d3-4a976795d03d","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #58"
"40d5ec9d-0dda-5d84-bba5-f7e2a13af567","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #58","Confirm the structure is in accordance with the details supplied by PBI"
"a267e9b6-752f-56a8-a982-2f49216df019","","holdpoint","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #58","EMAIL PM"
"47e13165-a0fb-5aad-bfdc-90ce648b50ff","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #58","Photos taken of installed item"
"f9638fa9-d38d-5697-9416-503a0fcb7beb","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #58","Installed as per PBI drawings supplied and manufacturer's requirements"
"629c45b8-d8e0-4906-a5f0-b65fef8e824f","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #59"
"b9ecb2c2-55ba-5ff5-a31d-05ea629e211d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #59","Confirm the structure is in accordance with the details supplied by PBI"
"ab787505-950f-5e6a-97e3-90a74623a8ab","","holdpoint","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #59","EMAIL PM"
"ea3f557e-faed-5da7-b626-e69c80a38bf1","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #59","Photos taken of installed item"
"81ae4655-b115-5a90-b193-a5aea416f9ee","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #59","Installed as per PBI drawings supplied and manufacturer's requirements"
"50564ca1-6cf3-4f37-afb4-28b7a39595e8","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #60"
"620603af-c360-5dd0-a776-95928c7d0166","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #60","Confirm the structure is in accordance with the details supplied by PBI"
"8531be52-e53b-5909-a763-ef544f10883b","","holdpoint","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #60","EMAIL PM"
"3184bc72-18b0-5e63-af8e-0c877643d598","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #60","Photos taken of installed item"
"4f958a08-969f-5935-9146-a9bf51209162","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #60","Installed as per PBI drawings supplied and manufacturer's requirements"
"5f95b834-9f7a-47b2-b2d8-3675a13be2f3","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #61"
"90a0de25-fbe0-5ab2-a234-31071d76c275","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #61","Confirm the structure is in accordance with the details supplied by PBI"
"d11e1515-77f8-5872-a4fe-17d0d0d5c7a7","","holdpoint","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #61","EMAIL PM"
"30daa480-37de-512b-a2b1-e55a6832fc3b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #61","Photos taken of installed item"
"ec1a9644-40dc-5f36-8006-7e04c358d545","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #61","Installed as per PBI drawings supplied and manufacturer's requirements"
"c70d4f59-9a9e-4139-8723-51b1c4e30afd","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #62"
"e448b687-e9c5-5e52-b91c-d39cf028c83a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #62","Confirm the structure is in accordance with the details supplied by PBI"
"326bd13d-0755-50ed-8a76-4fab98c6537f","","holdpoint","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #62","EMAIL PM"
"571327c2-db13-596f-934e-1f2112a31c13","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #62","Photos taken of installed item"
"35916751-f2de-5401-a9bb-023a6a5ce8a6","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #62","Installed as per PBI drawings supplied and manufacturer's requirements"
"c3eadd92-3c0d-4fb3-8861-316b5c8b6c56","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #63"
"9d8e571c-335d-5b4b-8945-f91a42d8a4a6","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #63","Confirm the structure is in accordance with the details supplied by PBI"
"3d0f702e-ba6d-593b-b563-f255cb57ffa0","","holdpoint","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #63","EMAIL PM"
"96011017-bdfb-522a-a54a-c9d1a045b181","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #63","Photos taken of installed item"
"9af4f246-117b-51ab-bff4-5413b131e209","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #63","Installed as per PBI drawings supplied and manufacturer's requirements"
"7f31b44f-494f-411f-b297-8660576220c7","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #64"
"031247e5-e096-5472-83fc-f2898275ffed","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #64","Confirm the structure is in accordance with the details supplied by PBI"
"3dbe9b63-8caa-5360-b972-16da86c0a2ac","","holdpoint","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #64","EMAIL PM"
"8f2b589c-0014-5bc8-b067-ac69daa51918","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #64","Photos taken of installed item"
"53365e3f-12d6-576f-98dd-07ef98aabdb1","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #64","Installed as per PBI drawings supplied and manufacturer's requirements"
"ba29340b-9b2b-4d7a-8597-ca5f1b04bd38","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #65"
"3e61f307-7714-5ec9-82b0-5b066a28fe79","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #65","Confirm the structure is in accordance with the details supplied by PBI"
"1b20e425-65bb-5f24-868b-edbeb48df666","","holdpoint","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #65","EMAIL PM"
"05741331-00e4-5a41-a1cc-e5399d3951b0","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #65","Photos taken of installed item"
"e9365b0c-afe8-5530-acdd-991aa9ea6a4e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #65","Installed as per PBI drawings supplied and manufacturer's requirements"
"528a31c9-db1f-450d-aefb-4ed3bcb90bc7","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #66"
"ab08fd97-10b3-5da2-8827-47d36275163c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #66","Confirm the structure is in accordance with the details supplied by PBI"
"7a7ba41a-bdd0-570d-ad0d-ecb690754f83","","holdpoint","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #66","EMAIL PM"
"aac7e632-369f-5b17-b11e-add6279bb6f6","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #66","Photos taken of installed item"
"2c08d73c-55ba-5c21-85f8-7e2f4e3480c5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #66","Installed as per PBI drawings supplied and manufacturer's requirements"
"193d2890-7b0f-4384-a5af-aff525a0beea","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #67"
"e5c0b1fb-9d29-5fdd-a0f2-da4f6dcfb4e3","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #67","Confirm the structure is in accordance with the details supplied by PBI"
"e9e22a48-f183-5330-b51b-438927399326","","holdpoint","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #67","EMAIL PM"
"16f9da1f-2363-5e98-b319-8fc78f7c2aa5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #67","Photos taken of installed item"
"d1ac4a77-fe51-5448-8144-9a95f9695ca3","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #67","Installed as per PBI drawings supplied and manufacturer's requirements"
"87ecc9dd-a25d-4e66-92bb-839bf2473b43","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #68"
"148b634f-36f9-5019-8b1c-75c5efda03a3","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #68","Confirm the structure is in accordance with the details supplied by PBI"
"ed1f36cd-5041-5875-beb1-cd07a3413ce0","","holdpoint","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #68","EMAIL PM"
"8df02c86-4b4d-549f-bc21-41e0b4585fb3","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #68","Photos taken of installed item"
"2394fbe4-844e-5e9a-85b2-66152956fe3d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #68","Installed as per PBI drawings supplied and manufacturer's requirements"
"6ab1fe9f-e1f5-4ca3-99a3-0b06689f25d4","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #69"
"7cb50e75-b4f5-5675-9ed0-090eea7f9c28","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #69","Confirm the structure is in accordance with the details supplied by PBI"
"5788efea-5448-504c-aec4-744cba1f784f","","holdpoint","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #69","EMAIL PM"
"b4d78605-c7b9-57af-9159-e36da1b3fb19","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #69","Photos taken of installed item"
"94929500-210e-5d50-98e9-94992190d611","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #69","Installed as per PBI drawings supplied and manufacturer's requirements"
"6efdc649-5380-4acf-9e53-1bf77e64ffd6","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #70"
"80c986a1-80e4-5256-9f04-4e0e7953ed94","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #70","Confirm the structure is in accordance with the details supplied by PBI"
"f332b5ba-fd0d-5694-925e-46d1732e2007","","holdpoint","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #70","EMAIL PM"
"02b91440-c31f-5fe1-80c9-aa5f7880703b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #70","Photos taken of installed item"
"b1c34d8d-937e-5ba8-b719-c7bcd3498916","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #70","Installed as per PBI drawings supplied and manufacturer's requirements"
"584e9bc4-0172-4d73-b342-ff3de56aa4c6","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #71"
"c2b96267-6ee9-573e-b6c0-cec77ae3a855","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #71","Confirm the structure is in accordance with the details supplied by PBI"
"1d3127ef-f97c-50a2-b44d-5b0b65675fa4","","holdpoint","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #71","EMAIL PM"
"6746f27d-28c1-5893-8309-e83c94601bad","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #71","Photos taken of installed item"
"3833c878-72fa-5b83-bebd-711c945482eb","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Block 02","Spanning Brackets","Fit Off Checklist - Pair of Spanning Brackets #71","Installed as per PBI drawings supplied and manufacturer's requirements"
"df257087-08fc-45e9-959e-268a412441e2","","checklist-flat","work-in-progress","Data Plate, Access Point (Rails and Line Systems)","checklist-flat","FALSE","FALSE","QA","Data Plate, Access Point"
"40bea5fe-643d-5ab9-a85b-7bae05cfe540","","checkpoint-status","pass","","","TRUE","TRUE","QA","Data Plate, Access Point","Details of Data Plate"
"74ae3ad7-2129-5ce0-b6c0-f94ff7ecd8a4","","checkpoint-status","pass","","","TRUE","TRUE","QA","Data Plate, Access Point","1 photo required of Data Plate"
"52b00ab3-71bc-53af-8efd-f5a8bc4273a9","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Data Plate, Access Point","Details of Access Point"
"5a14c195-9a0f-5059-b26c-421fd0f10979","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Data Plate, Access Point","1 photo required of Access Area"
