resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,,
,,,,,,,,,,,,T06,Holyoake EC-125 600x600,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,112-0A-CLA-AHU005-VAV-014,Holyoake HCV - 175,Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,VAV QA checklist,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00CLA044,Consult ,S05,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T05,Holyoake EC-125 450x450,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,SD,Smoke Damper  550x450,Smoke Damper    ,Smoke Damper QA check list,,
,,,,,,,,,,,,SD,Smoke Damper  350x350,Smoke Damper    ,Smoke Damper QA check list,,
,,,,,,,,,,,,FD,Fire Damper 350x350,Fire Damper ,Fire Damper QA check list,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00CLA001,Meeting 12m2,S05,Holyoake CFPP 600/30 600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T06,Holyoake EC-125 600x600,Extract/Transfer Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,112-0A-CLA-AHU005-VAV-012,Holyoake HCV-150,Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,VAV QA checklist,,
,,,,,,,,,,,,112-0A-AHU005-ATT-012,NCS Cylindrical Attenuator HP-2D-M 600L x Ø315,210 L/s Attenuator ,Attenuator QA Checklist ,,
,,,,,,,,,,,,FD,Fire Damper 450x350,Fire Damper ,Fire Damper QA check list,,
,,,,,,,,,,,,FD,Fire Damper 450x350,Fire Damper ,Fire Damper QA check list,,
,,,,,,,,,,,,FD,Fire Damper 750x400,Fire Damper ,Fire Damper QA check list,,
,,,,,,,,,,,,FD,Fire Damper 400x400,Fire Damper ,Fire Damper QA check list,,
,,,,,,,,,,,,SD,Smoke Damper 450x350,Smoke Damper ,Smoke Damper QA check list,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00CLB002,Office -  Clinical Workroom,S06,Holyoake CFPP 450/24 600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,112-0A-AHU007-ATT-008,NCS Cylindrical Attenuator HP-2D-M 600L x Ø315,145 L/s Attenuator ,Attenuator QA checklist,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00CLA48,Corridor ,T06,Holyoake EC-125 600x600,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R07,Holyoake EC-125 600x600,Return Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T06,Holyoake EC-125 600x600,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T06,Holyoake EC-125 600x600,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T06,Holyoake EC-125 600x600,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T06,Holyoake EC-125 600x600,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,112-0A-CLA-AHU005-FCU-010,Temperzone IMDL 130Y,FCU 30 L/S OA,FCU Install QA,FCU Template ,
,,,,,,,,,,,,112-0A-CLA-AHU005-VAV-013,Holyoake HCV-200,Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,VAV QA checklist,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00CLA047,Corridor,T01,Holyoake EC-125 200x200,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,112-0A-CLA-AHU005-VAV-011,Holyoake HCV-175,Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,VAV QA checklist,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00CLA010,Toilet - Accessible ,T01,Holyoake EC-125 200x200,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,E01,Holyoake EC-125 200x200,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00CLA011,Waiting - General,S04,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,E02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,FD,Fire Damper 300x300,Fire Damper ,Fire Damper QA check list,,
,,,,,,,,,,,,FD,Fire Damper 400x400,Fire Damper ,Fire Damper QA check list,,
,,,,,,,,,,,,FD,Fire Damper 450x400,Fire Damper ,Fire Damper QA check list,,
,,,,,,,,,,,,FD,Fire Damper 250x250,Fire Damper ,Fire Damper QA check list,,
,,,,,,,,,,,,FD,Fire Damper 850x300,Fire Damper ,Fire Damper QA check list,,
,,,,,,,,,,,,SD,Smoke Damper 300x300,Smoke Damper ,Smoke Damper QA check list,,
,,,,,,,,,,,,SD,Smoke Damper 400x400,Smoke Damper ,Smoke Damper QA check list,,
,,,,,,,,,,,,SD,Smoke Damper 450x400,Smoke Damper ,Smoke Damper QA check list,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00CLA045,Consult,FD,Fire Damper 850x300,Fire Damper ,Fire Damper QA check list,,
,,,,,,,,,,,,SD,Smoke Damper 250x250,Smoke Damper ,Smoke Damper QA check list,,
,,,,,,,,,,,,S05,Holyoake CFPP 600/30  600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00CLA013,Consult,S05,Holyoake CFPP 600/30  600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T06,Holyoake EC-125 600x600,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,FD,Fire Damper Ø250,Fire Damper    ,Fire Damper QA check list,,
,,,,,,,,,,,,SD,Smoke  Damper Ø250,Smoke Damper   ,Smoke Damper QA check list,,
,,,,,,,,,,,,FD,Fire Damper 250x250,Fire Damper    ,Fire Damper QA check list,,
,,,,,,,,,,,,SD,Smoke Damper 250x250,Smoke Damper   ,Smoke Damper QA check list,,
,,,,,,,,,,,,OUT202,,Oxygen Outlet,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,OUT502,,Medical Vacuum Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00CLA016,Toilet - Accessible ,T02 ,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,E02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00CLA015,Toilet - Patient ,EO1,Holyoake EC-125 200x200,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00CLA014,Toilet - Patient ,E01,Holyoake EC-125 200x200,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00CLA017,Consult,S05,Holyoake CFPP 600/30  600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T06,Holyoake EC-125 600x600,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,112-0A-CLA-AHU005-VAV-029,Holyoake HCV-225,Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,VAV QA checklist,,
,,,,,,,,,,,,OUT202,,Oxygen Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,OUT502,,Medical Vacuum Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,,,,,,
,,,,,,,,,,Ceiling,,,,Ducting ,Steel duct Install QA,,
,,,,,,,,,,,,,,Flexiduct,Flexi duct QA check list,,
,,,,,,,,,,,,,,Chilled Water Black Steel,Steel Pipe QA Checklist ,,
,,,,,,,,,,,,,,Low Temperature Heated Water  Black Steel,Steel Pipe QA Checklist ,,
,,,,,,,,,,,,,,Drain Condensate PVC,PVC Pipework Intall,,
,,,,,,,,,,,,,,Motorised Valve Low Temperature Heated Water (x3),part of pipe QA,,
,,,,,,,,,,,,,,Motorised Valve Chilled Water,part of pipe QA,,
,,,,,,,,,,,,DVAC,,Dental Vacuum PVC/PET,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications "
,,,,,,,,,,,,VAC,,Medical Vacuum Copper,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications "
,,,,,,,,,,,,O2,,Oxygen Copper,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications "
,,,,,,,,,,,,,,,,,
,,,,,,,,Zone 6,,,,,,,,,
,,,,,,,,,,00FHO024,Coirridor ,S06,Holyoake CFPP 450/24 600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00TRC019,Interview,T02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S04,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,112-0A-TRC-AHU010-VAV-020,Holyoake HCV-125,Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,VAV QA checklist,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00TRC017,Toilet - Paitent ,T01 ,Holyoake EC-125 200x200,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,E01 ,Holyoake EC-125 200x200,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00TRC009,Paitent Bay - Holding 9m2,S04,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,OUT202,,Oxygen Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,OUT502,,Medical Vacuum Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00TRC026,Patient bay - Holding 9m2,S04,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,OUT202,,Oxygen Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,OUT502,,Medical Vacuum Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00TRC020,Patient bay - Holding 6m2,S04,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,OUT202,,Oxygen Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,OUT502,,Medical Vacuum Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00TRC024,Store - Equipment Dirty,DG01,Holyoake DG-52 600x300,Door Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,E02,Holyoake EC-125,Extract/Transfer Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,SD,Ø200 Smoke Damper,Smoke Damper ,Smoke Damper QA check list,,
,,,,,,,,,,,,112-0A-FHO-AC-003,Avon Electric Frico ARFEC3520E18 2000mm,Electric Air Curtain ,Air Curtain Check list,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00TRC032,Corridor ,R04,Holyoake EC-125 600x300,Return Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T01,Holyoake EC-125 200x200,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,FD ,Fire Damper Ø200,Fire Damper,Fire Damper QA check list,,
,,,,,,,,,,,,FD ,Fire Damper Ø150,Fire Damper,Fire Damper QA check list,,
,,,,,,,,,,,,SD,Smoke Damper Ø200,Smoke Damper,Smoke Damper QA check list,,
,,,,,,,,,,,,SD,Smoke Damper Ø150,Smoke Damper,Smoke Damper QA check list,,
,,,,,,,,,,,,AA,Holyoake CFPP 450/24 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,112-0A-TRC-AHU010-VAV-019,Holyoake HCV-175,Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,VAV QA checklist,,
,,,,,,,,,,,,112-0A-TRC-AHU010-VAV-018,Holyoake HCV-225,Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,VAV QA checklist,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00TRC015,Whanau ,S04,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,112-0A-TRC-AHU010-VAV-016,Holyoake HCV-125,Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,VAV QA checklist,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00TRC005,Clean Utility/Medication - Sub,R06,Holyoake EC-125 600x600,Return Grille  ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S07,Holyoake CFPP 450/24 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T01,Holyoake EC-125 200x200,Extract/Transfer Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,SD,Smoke Damper Ø250,Smoke Damper ,Smoke Damper QA check list,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00TRC012,Store - Equipment ,E02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,FD ,Fire Damper Ø200,Fire Damper ,Fire Damper QA check list,,
,,,,,,,,,,,,FD ,Fire Damper 250x250,Fire Damper ,Fire Damper QA check list,,
,,,,,,,,,,,,FD ,Fire Damper 850x300,Fire Damper ,Fire Damper QA check list,,
,,,,,,,,,,,,FD ,Fire Damper 450x400,Fire Damper ,Fire Damper QA check list,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00TRC001,Dirty Utility - Sub,T02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,E02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,112-0A-TRC-AHU010-FCU-011,Temperzone IMDL 130Y,FCU 30 L/S OA,FCU Install QA,FCU Template ,
,,,,,,,,,,,,SD,Smoke Damper 300x300,Smoke Damper,Smoke Damper QA check list,,
,,,,,,,,,,,,SD,Smoke Damper 600x300,Smoke Damper,Smoke Damper QA check list,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00TRC018,Ensuite - Accessible ,E02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00TRC016,Toilet - Staff,E01,Holyoake EC-125 200x200,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00TRC010,Bay - Linen ,T06,Holyoake EC-125 600x600,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R06,Holyoake EC-125 600x600,Return Grille  ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00TRC022,Patient bay - Holding 6m2,S03,Holyoake CFPP 600C/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00TRC030,Patient bay - Holding 6m2,S04,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00TRC029,Patient bay - Holding 6m2,S05,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00TRC023,Patient bay - Holding 6m2,S05,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00TRC027,Patient bay - Holding 6m2,S04,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,112-0A-TRC-AHU010-VAV-015,Holyoake HCV-200 ,Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,VAV QA checklist,,
,,,,,,,,,,,,OUT202,,Oxygen Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,
,,,,,,,,,,,,OUT502,,Medical Vacuum Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00TRC028,Patient bay - Holding 6m2,S04,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,SD,Smoke Damper 600x300,Smoke Damper ,Smoke Damper QA Checklist ,,
,,,,,,,,,,,,OUT202,,Oxygen Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test "
,,,,,,,,,,,,OUT502,,Medical Vacuum Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test "
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00TRC025,Patient bay - Holding 9m2,S04,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R06,Holyoake EC-125 600x600,Return Grille  ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,OUT202,,Oxygen Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test "
,,,,,,,,,,,,OUT502,,Medical Vacuum Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test "
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00TRC021,Patient Bay - Holding 6m2,S04,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,OUT202,,Oxygen Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test "
,,,,,,,,,,,,OUT502,,Medical Vacuum Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test "
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00TRC008,Patient bay - Holding 9m2,S04,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,112-0A-TRC-AHU010-VAV-017,Holyoake HCV-150,Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,VAV QA checklist,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00TRC007 ,Staff Station 12m2,S05,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,Ceiling ,,,,Ducting ,Steel duct Install QA,,
,,,,,,,,,,,,,,Flexiduct,Flexi duct QA check list,,
,,,,,,,,,,,,,,Chilled Water Black Steel,Steel Pipe QA Checklist ,,
,,,,,,,,,,,,,,Low Temperature Heated Water  Black Steel,Steel Pipe QA Checklist ,,
,,,,,,,,,,,,,,Drain Condensate PVC,PVC Pipework Intall,,
,,,,,,,,,,,,,,Motorised Valve Low Temperature Heated Water (x2),part of pipework QA,,
,,,,,,,,,,,,DVAC,,Dental Vacuum PVC/PET,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications "
,,,,,,,,,,,,VAC,,Medical Vacuum Copper,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications "
,,,,,,,,,,,,O2,,Oxygen Copper,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications "
,,,,,,,,,,,,CO2,,Co2 copper ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications "
,,,,,,,,,,,,MA,,Medical Air Copper,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications "
,,,,,,,,,,,,AGS,,Anesthetic Gas Scavenging Copper ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications "
,,,,,,,,,,,,,,,,,
,,,,,,,,Zone 7,,,,,,,,,
,,,,,,,,,,00CLB029,Cosult - Treatment ,S05,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T06,Holyoake EC-125 600x600,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,112-0B-CLB-AHU007-VAV-023,Holyoake HCV-150,Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,VAV QA checklist,,
,,,,,,,,,,,,SD,Smoke Damper 500x350,Smoke Damper ,Smoke Damper QA check list,,
,,,,,,,,,,,,OUT202,,Oxygen Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,OUT502,,Medical Vacuum Outlet ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B7a Functional Test of Terminal Units, HTM 02-01 B8 Design Flow Performance Test HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications HTM 02-01 - Functional Test of NIST connectors, HTM 02 01 B15 "
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00CLB027,Play Area,S07,Holyoake CFPP 450/24 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,112-0B-CLB-AHU007-VAV-024,Holyoake HCV-200,Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,VAV QA Checklist ,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00CLB026,1 Bed - Observation ,S05,Holyoake CFPP 600/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
