"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c1f52327-f3e6-4c99-8c3a-40e9734fad46","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"98e23f3c-6e6a-4f06-bacb-39dd5d3b2fbc","","not-started","","folder","TRUE","FALSE","Site QA","Level 1"
"b6e668a5-166c-4124-8595-084dc85b9b2e","","not-started","","folder","TRUE","FALSE","Site QA","Level 1","Zone 1 - A1511"
"d68a472f-3116-4fc9-ba69-be8e1e2d037f","","not-started","","folder","TRUE","FALSE","Site QA","Level 1","Zone 1 - A1511","1028 - Sterile Store"
"b15166e9-9c44-4880-9e62-d5d7d0a2613a","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3065A - Ensuite 7"
"27f3b255-0b5d-4af5-a822-bd72ef949d01","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3065A - Ensuite 7","Preparation"
"9a344677-7e06-493f-9633-6e2e4ec9d3d3","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3065A - Ensuite 7","Floor Vinyl"
"b5db74ae-4993-426f-bb8c-9123685e830d","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3065A - Ensuite 7","Wall Covering"
"780feb69-bbec-4372-b367-65d8e5e4544c","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3067 - Bedroom 8"
"5a90168e-013a-4ffd-abb5-5f64ec4bf443","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3067 - Bedroom 8","Preparation"
"447acfb5-e269-4446-b332-d3c01490c0f5","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3067 - Bedroom 8","Floor Vinyl"
"63e49da7-5d20-40de-b854-ed8546578248","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3067 - Bedroom 8","Wall Covering"
"208670b3-cd7d-4cdc-bc6f-419d1edad06b","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3067A - Ensuite 8"
"17e7305a-5b79-426b-80cf-4e6ed8b63fe4","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3067A - Ensuite 8","Preparation"
"1ce67ecb-6335-492b-a208-1c737bc57bca","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3067A - Ensuite 8","Floor Vinyl"
"ab5c0145-7d8a-42f2-a681-04c8bb4aef1e","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3067A - Ensuite 8","Wall Covering"
"a455b6be-4239-4e56-a90c-b000edb8e7c5","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3068 - Bedroom 9"
"040d1fce-fc06-4c39-9c40-4ad16e048d59","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3068 - Bedroom 9","Preparation"
"4ef2d357-0e79-4f7e-8c86-a3c4720b798b","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3068 - Bedroom 9","Floor Vinyl"
"c42d439d-c441-41ef-a34a-7f8e93cae937","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3068 - Bedroom 9","Wall Covering"
"0aaea233-bb43-49be-8e50-2cefb6b403a5","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3068A - Ensuite 9"
"3f483022-35e0-45ac-9546-527fd971b9c2","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3068A - Ensuite 9","Preparation"
"f850fe4a-57ab-4c56-b2c8-a527bc3ae0fa","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3068A - Ensuite 9","Floor Vinyl"
"6ce1f3d1-a344-4576-9abf-230556f36ade","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3068A - Ensuite 9","Wall Covering"
"99ae2fa8-c245-49b7-88ca-40db19a4e988","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3069 - Bedroom 10"
"c394254a-4813-4f13-b306-a40f041dce38","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3069 - Bedroom 10","Preparation"
"a8e67c5f-89ed-46e1-bbfb-92ff7f87f896","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3069 - Bedroom 10","Floor Vinyl"
"0ce85bdb-3474-4cbd-8d14-49eeea499c09","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3069 - Bedroom 10","Wall Covering"
"c2d723d5-90ec-481e-9d45-f2f3cedd5836","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3069A - Ensuite 10"
"e1143043-e264-496c-ab92-b50087eaeb33","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3069A - Ensuite 10","Preparation"
"85e4ad01-3883-40c4-82d3-92a8702ee9b2","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3069A - Ensuite 10","Floor Vinyl"
"3836cdc6-f660-40a8-90b2-54746b5a6c08","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3069A - Ensuite 10","Wall Covering"
"4fa97064-97eb-42c2-9c97-d75809bda34a","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3070 - Bedroom 11"
"1c5abdf3-de42-4adf-967e-82b8b8e2e6e7","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3070 - Bedroom 11","Preparation"
"26139cb1-c732-431c-9657-80ac3e7560cf","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3070 - Bedroom 11","Floor Vinyl"
"273b5632-8a17-46be-a6e8-cada6103a6ec","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3070 - Bedroom 11","Wall Covering"
"6e91237b-4992-46ee-b24c-c36ff9788544","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3070A - Ensuite 11"
"f6083a83-d2f8-43e6-b2ba-8fbe9c650a85","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3070A - Ensuite 11","Preparation"
"ff6cb0be-9231-411a-be74-470a682ae5e0","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3070A - Ensuite 11","Floor Vinyl"
"7c030a8a-d98e-435d-a1a6-8a9d4bc50493","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3070A - Ensuite 11","Wall Covering"
"3e40edb8-29b5-42bd-a0cb-5a647b406b84","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3043 - Bedroom 21"
"17c47ecc-26fc-44ca-9911-0b06a54fc535","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3043 - Bedroom 21","Preparation"
"19cd2091-9f5a-4cd7-b61a-2759f81b648a","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3043 - Bedroom 21","Floor Vinyl"
"3a4c2fd3-b262-4652-802f-393bb22edd7b","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3043 - Bedroom 21","Wall Covering"
"179caaec-c804-446c-865d-1380e87a6054","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3043A - Ensuite 21"
"ad7d44db-ba89-4d1b-96c8-aa647d78e0e3","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3043A - Ensuite 21","Preparation"
"8ef14196-147c-48e4-b9ce-52dbaad6f4f1","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3043A - Ensuite 21","Floor Vinyl"
"176973da-8762-4548-9245-f19803dfc7b3","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3043A - Ensuite 21","Wall Covering"
"853436b6-110f-40b7-a974-8c4bf4cc66ce","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3042 - Bedroom 22"
"aaf4ca3f-cc81-47c4-935a-9c3c078c1639","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3042 - Bedroom 22","Preparation"
"a42eafdf-4461-4cb8-8905-c65422bf37f7","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3042 - Bedroom 22","Floor Vinyl"
"0ffc8c26-45a3-4cc8-8df8-6a160e5e3afa","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3042 - Bedroom 22","Wall Covering"
"3d53f9b0-ce21-4378-8058-7b53fef56e0e","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3042 - Ensuite 22"
"37a6b8da-26cb-4f59-b36f-759bb73acb16","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3042 - Ensuite 22","Preparation"
"b1d0deb5-b609-49c8-896c-2c18caf3218e","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3042 - Ensuite 22","Floor Vinyl"
"369a668d-cec5-4173-9914-68f870c1ad46","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3042 - Ensuite 22","Wall Covering"
"87571195-7046-46c6-bffc-1d93976d3261","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3041 - Bedroom 23"
"7e2ff3f9-f97f-44f2-a1d2-d6a80632a18e","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3041 - Bedroom 23","Preparation"
"7fe68abf-8428-475b-aa4d-350f56d79833","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3041 - Bedroom 23","Floor Vinyl"
"dcb4b4f6-e2a5-4e1e-9a46-bcbdfdacfea2","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3041 - Bedroom 23","Wall Covering"
"204485c8-8170-4997-9ce9-94af66f00699","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3041A - Ensuite 23"
"63f722be-ca0e-4d16-b208-a166c7c50368","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3041A - Ensuite 23","Preparation"
"d6164719-3d82-48a8-bd39-b02699429346","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3041A - Ensuite 23","Floor Vinyl"
"4fae91e3-69cf-4d9c-92bc-e0897847ae68","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3041A - Ensuite 23","Wall Covering"
"617726f4-619c-4cee-9d89-e7c6b31c397c","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3040 - Bedroom 24"
"875989f1-6e22-45d8-9174-c5ebad87f820","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3040 - Bedroom 24","Preparation"
"a0113d8b-876e-4a77-9c16-6c0cae014c94","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3040 - Bedroom 24","Floor Vinyl"
"703ff3aa-fabc-43e6-aa20-78f1bea6aa43","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3040 - Bedroom 24","Wall Covering"
"5a65cc7c-e98a-47a6-804c-8b0b1ce16231","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3040A - Ensuite 24"
"225f6056-61c8-4d4a-a50f-22e7216d4154","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3040A - Ensuite 24","Preparation"
"1fea1698-a3a0-4c19-a0e5-36891b417ddb","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3040A - Ensuite 24","Floor Vinyl"
"eb3cba5e-0428-4a0d-a57f-4b4f246b3945","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3040A - Ensuite 24","Wall Covering"
"7fdafb4b-1373-45ca-a238-3448179bedf8","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532"
"7b65cead-639f-42d7-b1f4-64915e540ced","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3098 - Visitor lounge"
"c27e8e6b-8766-4dbf-98a7-b9ab55699ace","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3098 - Visitor lounge","Preparation"
"e127378a-2620-4720-8a1b-8eba672003b5","","not-started","Carpet Tile Installation","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3098 - Visitor lounge","Carpet tiles"
"357d72fa-6128-4ee6-9a1f-63e1054b824c","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3077 - Corridor"
"c8399818-1ae2-431f-86b6-650a89225a94","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3077 - Corridor","Preparation"
"a03254c3-21ad-4d5d-9ed0-a05d79fb5e14","","not-started","Carpet Tile Installation","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3077 - Corridor","Carpet tiles"
"a7636755-a402-4193-b24c-b11e62b83bd5","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3223 - Patients WC / Shower"
"27510e7b-777f-4dab-a743-5450f5b845dc","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3223 - Patients WC / Shower","Preparation"
"80e2cdf4-e091-4929-ae52-39ddbd1a6279","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3223 - Patients WC / Shower","Floor Vinyl"
"9e51b1d8-e8df-4e2e-9f73-b0522883745e","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3223 - Patients WC / Shower","Wall Covering"
"e6129fe5-42e8-4cf5-8682-17283c63a19a","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3222 - ICU 3"
"36fa0e1f-4ae5-45e1-aefc-fb471b368cc0","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3222 - ICU 3","Preparation"
"624a4a5f-6c57-414e-aa5b-c06c58838fdf","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3222 - ICU 3","Floor Vinyl"
"e2fefb11-ad25-46d4-8d07-ee51560e90a4","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3222 - ICU 3","Wall Covering"
"7902a3b7-4549-4766-98eb-2f85d1479464","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3221 - ICU 2"
"d1673923-37ad-4b0e-a6b6-89a0c635f861","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3221 - ICU 2","Preparation"
"7de6df8b-1796-4e62-8350-1a26135ccf30","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3221 - ICU 2","Floor Vinyl"
"5746fe74-65eb-47ab-8344-8005c94df110","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3221 - ICU 2","Wall Covering"
"830425f8-0267-46b2-9a67-c4b4958a95f0","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3220 - ICU 1"
"61206188-207f-453b-9f54-5ccda395cfe7","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3220 - ICU 1","Preparation"
"3b81436a-c0df-4c86-9b75-fc3ad07860f4","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3220 - ICU 1","Floor Vinyl"
"dd038f50-579b-4234-8f1d-200c1cb5145a","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3220 - ICU 1","Wall Covering"
"209abe9b-c83b-4d1d-801a-7f571218b204","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3080 - Equipment room"
"a12f92f4-1b56-4543-b40b-d14e2b10d2fb","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3080 - Equipment room","Preparation"
"bd022938-32f4-489e-85fc-6dbc03e7838c","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3080 - Equipment room","Floor Vinyl"
"4768659f-7942-4731-87fc-35666a3d013a","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3080 - Equipment room","Wall Covering"
"71b4ddf8-5956-4417-819d-3f4e74291bda","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3079 - Utility"
"f5d9da9f-3098-4b17-a3f7-ffe899c78a60","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3079 - Utility","Preparation"
"96b20f7c-4d2a-48e0-b23c-83e349702063","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3079 - Utility","Floor Vinyl"
"74a4983b-c016-4051-a4df-217dadcf239b","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3079 - Utility","Wall Covering"
"6f6a58f2-6e35-4940-bf5b-ce932df3c7b7","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3082 - Trolley Bay"
"b893f3fa-d9fc-4626-9a73-982fee122031","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3082 - Trolley Bay","Preparation"
"76b15349-967f-454a-a3ad-74d46768403a","","not-started","Carpet Tile Installation","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3082 - Trolley Bay","Carpet tiles"
"973d2d19-1db4-47f3-8b3b-7d69cbaae797","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3074 - Corridor"
"7b0201ab-65e7-41e3-9dc0-2638f98ca77f","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3074 - Corridor","Preparation"
"a26672e1-66fc-450a-b287-b49cadec1891","","not-started","Carpet Tile Installation","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3074 - Corridor","Carpet tiles"
"96da259c-c074-4d35-81e7-f708f3aa8a5a","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3220A - ICU 1 Ensuite"
"b4c7b027-97f6-40bd-9a47-5098cd76f503","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3220A - ICU 1 Ensuite","Preparation"
"7cd3814e-a8c0-4e30-a934-c93eb337aceb","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3220A - ICU 1 Ensuite","Floor Vinyl"
"385dcfa3-f777-4f71-bca4-c9970ba4d042","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3220A - ICU 1 Ensuite","Wall Covering"
"a142ff7f-a1be-4ff4-bada-954f3a92932d","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3201 - Dirty Utility"
"4e4d6b22-05b7-4618-9093-786e9e4c629d","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3201 - Dirty Utility","Preparation"
"705dabb5-9f44-4940-9787-d93067ea2bd3","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3201 - Dirty Utility","Floor Vinyl"
"1fcb744a-3754-4d8b-83cf-54e7a45ec9f4","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3201 - Dirty Utility","Wall Covering"
"4c8e5b89-5db3-444f-8df4-5bb6351f4320","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3203 - Handover area"
"2eb9eaf1-2881-4e3c-a9ef-0fa8b46b4d32","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3203 - Handover area","Preparation"
"84823abe-c70a-4183-bb42-151a0d608c9a","","not-started","Carpet Tile Installation","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3203 - Handover area","Carpet tiles"
"94bb4d48-6152-4c51-93f4-564b85670cfb","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3202 - Lobby Staff Change"
"f7d405f3-6e38-4dd6-a12b-e274af99338b","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3202 - Lobby Staff Change","Preparation"
"57cc3547-65d2-480f-8e50-c8ec6c2e7244","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3202 - Lobby Staff Change","Floor Vinyl"
"2487b1a5-fd6c-4d96-88b7-6b5457c1aeab","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3202 - Lobby Staff Change","Wall Covering"
"5bb9390e-1dbb-4198-8632-5b5c5ab14612","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3204 - Staff Change"
"1577ae72-1590-4cfe-9e66-5b599e5a4a4a","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3204 - Staff Change","Preparation"
"33f310dd-8e34-4355-9214-9c7d9f81c68f","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3204 - Staff Change","Floor Vinyl"
"c66202ba-e433-4066-9e30-3db655f40b2a","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3204 - Staff Change","Wall Covering"
"f804c5fc-c529-4bff-b211-6b0a63598f66","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3205 - ICU Staff"
"c9d13c14-0f23-4054-9d6b-50244d3d16a8","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3205 - ICU Staff","Preparation"
"566f6417-718e-4513-8b06-f87711bb12f3","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3205 - ICU Staff","Floor Vinyl"
"5b1e3ef2-f7a2-4b8f-93fc-fc7050f11fe0","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3205 - ICU Staff","Wall Covering"
"f249d4f3-2cad-4368-a38a-b949ec3c3534","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3078 - Pantry"
"a6eb9951-cc10-4b83-82e1-621301b4c0aa","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3078 - Pantry","Preparation"
"3da3caf9-1586-427f-8a9c-a6db1dbe69df","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3078 - Pantry","Floor Vinyl"
"f42a5c1f-eea1-450b-ac37-5c9bc748041e","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3078 - Pantry","Wall Covering"
"d6e90b82-a0e3-412b-890d-34831b82fe03","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3075 - Clean Consumables"
"50018945-ec16-40d7-940d-c012c188a40f","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3075 - Clean Consumables","Preparation"
"965d0b17-257d-4729-ae0a-42864df924a4","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3075 - Clean Consumables","Floor Vinyl"
"6ed6be50-254b-4f8f-aafa-7690a4d4019f","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3075 - Clean Consumables","Wall Covering"
"93d0c4f1-dc48-47ec-89ed-d00129f1b929","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3073 - Medication"
"acbfb772-6b62-4c5a-9ad2-212fcb516c2e","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3073 - Medication","Preparation"
"d86744e5-bb8c-4abd-8936-1685e7711791","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3073 - Medication","Floor Vinyl"
"2a189bb9-880d-40a4-840b-a66e65ce4e6c","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3073 - Medication","Wall Covering"
"960449e4-51f7-42ba-8da1-d43e435f601e","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3097 - Bedroom 20"
"5d6a8bfa-1c02-456b-967a-6744a2645ff7","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3097 - Bedroom 20","Preparation"
