type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Lot map,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
section,2.0 Pavement Construction,,,,,,,,,,,,,
checkpoint,2.1 - Layer classification,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• VR Clause 304,,,,,,,,,,,,,
label,• IFC Drawings,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Is the pavement intended to be Lower Subbase or Upper Subbase?,"Lower subbase,Subbase,Base",,,,,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
checkpoint,2.2 - Construction - Jointing,,,,,,,,,,,,,
label,Ref docs: VR Clause 304.07,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
label,• Transverse - Offset by not less than 2 m to any underlying pavement layers.,,,,,,,,,,,,,
label,• Longitudinal - Offset by not less than 150 mm to any underlying pavement layers. Located within 300 mm of the traffic lane lines or within 300 mm of the centre of a traffic lane.,,,,,,,,,,,,,
button,• Has all of the above been completed correctly and to a high standard?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: W,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Construction photos,,,,,,,,,,,,,
holdpoint,WITNESS POINT,,,,,,,,,,,,,
checkpoint,2.3 - Placement of Material,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• VR Clause 304.06,,,,,,,,,,,,,
label,• IFC Drawings,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
label,• Place and compact layers so that the surface finish is smooth and uniform. ,,,,,,,,,,,,,
label,• The width of each side of the pavement shall not be less than the specified offset width or more than 50 mm outside the specified offset width when measured at right angles from the centre line or design line.,,,,,,,,,,,,,
label,• No point > 8 mm below a 3 m straight edge in any direction,,,,,,,,,,,,,
label,• No point >10 mm below a 6 m straight edge in any direction,,,,,,,,,,,,,
button,"• Has all of the above been completed correctly, to a high standard and approved? ","Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: I,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Construction photos,,,,,,,,,,,,,
checkpoint,2.4 - Moisture,,,,,,,,,,,,,
label,Ref docs: VR Clause 304.08(a),,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,"• Has the material maintained at optimum moisture content (>85%), with additional water being added if required during compaction?","Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: I,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Test report,,,,,,,,,,,,,
checkpoint,2.5 - Testing – Stability (Proof Roll),,,,,,,,,,,,,
label,Ref docs: VR Clause 304.08(b),,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
label,• Area shall withstand test rolling without visible deformation or springing.,,,,,,,,,,,,,
button,"• Has all of the above been completed correctly, to a high standard and approved by relevant authority?","Yes,No,N/A",,,,,,,,,,,,
label,• If ‘no’ please see below,,,,,,,,,,,,,
label,• If ‘yes’ please proceed to 2.7,,,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: PE,,,,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Proof roll report,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
checkpoint,2.6 - Identification of soft wet or unstable material,,,,,,,,,,,,,
label,Ref docs: VR Clause 304.08,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
textbox,"• What quantity of soft, wet or unstable material is present? (m2)",m2,,,,,,,,,,,,
textbox,"• What quantity of soft, wet or unstable material is present? (m3)",m3,,,,,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: PE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Survey report,,,,,,,,,,,,,
checkpoint,2.7 - Treatment of unsuitable material (Testing of material to be agreed on site),,,,,,,,,,,,,
label,Ref docs: VR Clause 304.08,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Has rectification process been submitted to VicRoads for Review?,"Yes,No,N/A",,,,,,,,,,,,
textbox,• What was the rectification process used?,,,,,,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Proof roll report,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
checkpoint,2.8 - Protection of compacted layer,,,,,,,,,,,,,
label,Ref docs: VR Clause 304.09,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
label,• Surface of each compacted layer in good order/condition & free from contamination until the subsequent pavement work is to commence.,,,,,,,,,,,,,
button,• Has all of the above been completed? ,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: I,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
section,3.0 Testing,,,,,,,,,,,,,
checkpoint,3.1 - Testing – Compaction,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• VR Clause 304.08(b),,,,,,,,,,,,,
label,• 304.10,,,,,,,,,,,,,
label,• 304.11,,,,,,,,,,,,,
label,• Table 304.111,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
label,• Characteristic Density Ratio % (six tests per lot): Not less than 98.0% Modified (Scale A),,,,,,,,,,,,,
label,• Characteristic Density Ratio % (six tests per lot): Not less than 97.0% Modified (Scale B),,,,,,,,,,,,,
label,"• For layer directly beneath bituminous surface, not less than 100.0 for scale A and 98.0 for scale B",,,,,,,,,,,,,
button,• Has all of the above been proven to meet and/or exceed minimum tested requirements? ,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: As required by section 3.2,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,CYP D&C JV - Key: R,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• NATA Test Report,,,,,,,,,,,,,
checkpoint,3.2 - Testing – Reduced Frequency,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• VR Clause 304.11,,,,,,,,,,,,,
label,• Table 304.111,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
label,• Test every lot for acceptance until three consecutive lot of like material and/or work have passed the requirements.,,,,,,,,,,,,,
label,"• For Subbase, one Characteristic Density Ration % (six tests) will be completed for every second lot.",,,,,,,,,,,,,
label,"• Testing will be completed at the minimum frequency until such time as a lot fails to achieve the specified requirements. After a failed result, all subsequent lots will be tested until three consecutive lots of like material and work have achieved the specified standard, at which time the frequency of testing may revert to the minimum frequency",,,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,CYP D&C JV - Key: R,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
textbox,"• If using reduced frequency, provide lot number of previous lot tested:",,,,,,,,,,,,,
section,4.0 Completion,,,,,,,,,,,,,
checkpoint,4.1 - Survey as built,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• VR Clause 304.06,,,,,,,,,,,,,
label,• Table 304.061,,,,,,,,,,,,,
label,• Table 304.062,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
label,"• Surface after completion shall be smooth and uniform, free of segmented areas and conforming to grade, thickness and cross-section shown on the drawings.",,,,,,,,,,,,,
label,• Surface level checked for compliance with 304.06:,,,,,,,,,,,,,
label,○ Mean +6 mm to -10 mm with a max std deviation of 10 mm (Scale A),,,,,,,,,,,,,
label,○ Min 80 measurements per lot (Scale A),,,,,,,,,,,,,
label,○ Mean +8 mm to -16 mm with a max std deviation of 15 mm (Scale B),,,,,,,,,,,,,
label,○ Min 40 measurements per lot (Scale B),,,,,,,,,,,,,
button,• Has all of the above been proven to meet and/or exceed requirements set out in contract? ,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Survey Conformance Certificate,,,,,,,,,,,,,
section,5.0 Work Lot Close Out ,,,,,,,,,,,,,
checkpoint,5.1 - Test Reports,,,,,,,,,,,,,
label,Ref docs: VR Clause 304,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
label,"• All Test reports received and Reviewed as per Requirements for Testing and Acceptance of Surface Level Measurement, Compaction and Post-compaction Gradings and PIs (Clauses 304.06, 304.08, 304.10 and 304.11)",,,,,,,,,,,,,
button,• Has all of the above been proven to meet and/or exceed minimum tested requirements? ,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
button,• NATA Endorsed Test Reports ,"Yes,No,N/A",,,,,,,,,,,,
checkpoint,5.2 - Product Non-Conformance,,,,,,,,,,,,,
label,Ref docs: CMP,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
label,• All Product Non-Conformance(s) recorded and closed (if applicable),,,,,,,,,,,,,
button,• Has all of the above been proven to meet and/or exceed minimum tested requirements? ,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
button,• NCR reports,"Yes,No,N/A",,,,,,,,,,,,
checkpoint-no-status,Lot acceptance:,,,,,,,,,,,,,
textbox,Works complete (signer SS),,,,,,,,,,,,,
textbox,Date works complete,,,,,,,,,,,,,
textbox,Lot conforms (signer PE),,,,,,,,,,,,,
textbox,Date lot closed,,,,,,,,,,,,,
textbox,NCR/s no. raised,,,,,,,,,,,,,
textbox,Date NCR closed for this lot,,,,,,,,,,,,,
,,,,,,,,,,,,,,
checklist,SYM-ITP-003 - Asphalt Placement 1 (Rev A),,,,,,SYM-ITP-003 - Asphalt Placement 1 (Rev A),,,,,,,
section,1.0 Pre-start activities,,,,,,,,,,,,,
checkpoint,1.1 - Determine lot size,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
textbox,• What is the lot size?,,,m2,,,,,,,,,,
label,• Maximum Lot Size = per days production,,,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Lot map,,,,,,,,,,,,,
checkpoint,1.2 - Asphalt Mix Designs Approval and Compliance ,,,,,,,,,,,,,
label,Ref docs: VR Clause 407.05 to 407.10,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Is the asphalt mix design considered “General” and does it conform with VicRoads Section 407? Has mix design been approved by CYP D&C JV? ,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each possession,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Mix Design Approval,,,,,,,,,,,,,
textbox,• Aconex Reference No,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
checkpoint,1.3 - Conformance of previous layer,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Has the previous layer passed acceptance criteria?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
textbox,• Lot reference no:,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
checkpoint,1.4 - Temperature conditions,,,,,,,,,,,,,
label,Ref docs: VR Clause 407.13,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,"• For intermediate and base courses surface to be above 5 degrees Celsius. For wearing course installation, surface to be greater then 10 degrees Celsius. Has the above criteria been met?","Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
checkpoint,1.5 - Existing pit levels,,,,,,,,,,,,,
label,Ref docs: VR Clause 407.14,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Have the existing pits been raised/lowered to meet the surface level of Asphalt?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
section,2.0 Hot Mix Asphalt Installation ,,,,,,,,,,,,,
checkpoint,2.1 - Commencement of Placing,,,,,,,,,,,,,
label,Ref docs: VR Clause 407.18,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
label,• The placement of asphalt on the sub-base or granular base for a new pavement or for an overlay of an existing bituminous surfaced pavement shall not commence until approval to proceed is obtained from CYP D&C JV.,,,,,,,,,,,,,
button,• Approval to proceed?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
checkpoint,2.2 - Construction - Jointing,,,,,,,,,,,,,
label,Ref docs: VR Clause 407.17,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
label,• All transverse joints shall be offset from layer to layer by at least 2 m. ,,,,,,,,,,,,,
label,• Longitudinal joints in the wearing course shall coincide with the location of intended traffic lane lines.,,,,,,,,,,,,,
label,• Longitudinal joints in intermediate and base courses shall be offset from layer to layer by not less than 150 mm and shall be within 300 mm of the traffic lane line or the centre of traffic lane.,,,,,,,,,,,,,
label,"• Where new pavement abuts an existing full depth asphalt pavement, the existing pavement shall be removed in steps to achieve an offset from layer to layer of not less than 150 mm.",,,,,,,,,,,,,
button,• Has all of the above been completed?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: I,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,CYP D&C JV - Key: I,,,,,,,,,,,,,
checkpoint,2.3 - Matching Existing Pavement Surface at Junctions,,,,,,,,,,,,,
label,Ref docs: VR Clause 407.17 (d),,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
label,"• At junctions where the new asphalt mat is required to match the level of existing pavement surface at the limits of work, chases shall be cut into the existing pavement by cold planing as specified in Section 402.",,,,,,,,,,,,,
button,• Does new Asphalt Layer match the existing pavement surface with chases cut?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: I,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
checkpoint,2.4 - Paving and Compaction of Asphalt,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• VR Clause 407.20,,,,,,,,,,,,,
label,• IFC Drawings,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
label,• Asphalt shall be spread in layers at the compacted thicknesses shown on the drawings or specified.,,,,,,,,,,,,,
label,• Asphalt shall be uniformly compacted Compaction shall not commence until the asphalt has cooled sufficiently to support the rollers without undue displacement.,,,,,,,,,,,,,
button,• Has all of the above been completed? ,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: I,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
section,3.0 Completion and Compliance,,,,,,,,,,,,,
checkpoint,3.1 - Compaction Testing – Six Tests ,,,,,,,,,,,,,
label,Ref docs: VR Clause Table 407.221,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
label,• Thickness < 50 mm: 94.0% Characteristic Density Ratio,,,,,,,,,,,,,
label,• Thickness > 50mm: 96.0% Characteristic Density Ratio,,,,,,,,,,,,,
button,• Has testing been completed and report received? Do results match requirements?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot ,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• NATA Test Report: Compaction Tests ,,,,,,,,,,,,,
checkpoint,3.2 - Finished Surface Levels ,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• VR Clause 407.23,,,,,,,,,,,,,
label,• Table 407.231,,,,,,,,,,,,,
label,• Table 407.232,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
label,"• The mean surface level and the variation in surface level for the base, intermediate and wearing courses within each lot shall meet the requirements (mean +/- 5mm, standard deviation 8mm)",,,,,,,,,,,,,
label,• Rectification of surface levels shall not commence until approval to proceed is obtained from the Superintendent.,,,,,,,,,,,,,
button,• Is finished surface level acceptable and survey conformance report received? ,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
label,• Conformance Report (Finished surface level and thickness),,,,,,,,,,,,,
