"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e89f6a09-c360-4b0c-9098-e42655ea6633","","folder-normal","","","step","TRUE","FALSE","Site QA"
"7fdf9b96-6be4-43de-9d22-88c6bfe8ce60","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A"
"ee31a614-25c9-48ca-ae9a-5bd87add9b22","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","Basement 1"
"bb2bc9b4-adcd-4e43-8994-ccb30e09c076","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","Basement 1","Common door"
"a151ab45-8fed-4f92-9b37-95c270d3f28a","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G09A","Door","BEDROOM 2"
"3a057c0b-b05b-4990-88c1-2ef570943e62","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G09A","Door","BATHROOM"
"b01fb83c-c48b-4e96-b704-6a6a9e4dd5c9","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G09A","Door","ENSUITE"
"96cf4293-7603-4ee6-a7b6-c9741bb32b1e","","checklist-flat","","Cavity Slider Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G09A","Door","PANTRY"
"3708b890-9d62-4e07-a41a-f6d911b47407","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G09A","Skirting"
"cc5f847b-c0ea-445d-903a-689bdb15f9a5","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G09A","Skirting","LIVING ROOM"
"9336fb0c-825d-4be4-b6a5-c93f1965c74f","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G09A","Skirting","BEDROOM 1"
"590d8d2f-ffba-4337-8229-b18c773fc054","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G09A","Skirting","BEDROOM 2"
"eb9cd830-9f01-48c2-bc48-5968344829f3","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G09A","Skirting","PANTRY"
"a61a8980-7541-439f-a2fd-c81b79ae5b2d","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G09A","Sanitary"
"63c1627d-e828-45f5-8879-56f626f9fe9e","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G09A","Sanitary","ENSUITE"
"40151052-0183-40fc-b65d-6a11feb3320b","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G09A","Sanitary","BATHROOM"
"f64de328-a024-4d1c-b7c4-4d74737754c0","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G09A","Robe Jamb"
"10c79d62-6968-4b76-9cfc-567133108f75","","checklist-flat","","Robe Jamb Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G09A","Robe Jamb","BEDROOMS"
"88033dba-309f-4f17-a3a9-2bef2b4c2f50","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G10A"
"44e070f8-f4d2-48a7-a4fd-5042b983a7d5","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G10A","Door"
"fc27a390-a982-4759-a6e2-aed966f31413","","checklist-flat","","Entry Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G10A","Door","ENTRY"
"f4271c4d-7a33-4d7b-8c9d-fd5a10faa52b","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G10A","Door","BEDROOM 1"
"30d3dec4-cd71-4aff-bb59-a1a008cffb17","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G10A","Door","BEDROOM 2"
"f76da16a-04b3-4b7e-ab49-ed818fff8915","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G10A","Door","BATHROOM"
"b1ca15a4-323e-4f05-89da-a7782fd18c5f","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G10A","Door","ENSUITE"
"0102f5c4-a73c-44b5-9e07-b8a04d344fc0","","checklist-flat","","Cavity Slider Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G10A","Door","PANTRY"
"39477c92-02ab-4946-81cd-3a3f7fb8b226","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G10A","Skirting"
"7105e096-ac03-452e-b2e0-69c642a012d4","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G10A","Skirting","LIVING ROOM"
"763bb4d6-8731-49d0-89c7-d8d2330eba33","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G10A","Skirting","BEDROOM 1"
"b656a29c-5d23-4f0f-a711-b6273655f965","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G10A","Skirting","BEDROOM 2"
"7617e3bc-48eb-4f0a-b426-d9b31811e6c7","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G10A","Skirting","PANTRY"
"4048c131-d067-4efa-a6b2-a743c018f1a0","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G10A","Sanitary"
"4501c255-88ae-40ea-8c27-2087f482b388","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G10A","Sanitary","ENSUITE"
"015bdb78-2af0-48d2-b96d-52f3d1cdf130","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G10A","Sanitary","BATHROOM"
"92a87ce5-a65e-45dc-9e5c-116dbdc3692c","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G10A","Robe Jamb"
"8c3c8cfc-8bc5-449d-902d-0950b8c8287d","","checklist-flat","","Robe Jamb Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G10A","Robe Jamb","BEDROOMS"
"1a18cc62-0224-44c6-acfd-dd715beee4b5","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G11A"
"8cb18d73-fc56-4ed4-8bff-ef6b1922f071","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G11A","Door"
"754fd16d-a201-4e7e-9fd5-cf3aba66d403","","checklist-flat","","Entry Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G11A","Door","ENTRY"
"0edad8c1-54df-447d-a2b4-5b87c9e104f0","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G11A","Door","BEDROOM 1"
"f4707943-ddd1-4672-94b8-4ad29e52abac","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G11A","Door","BEDROOM 2"
"b4c7aa2e-93d2-43fe-8751-b9abe4597312","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G11A","Door","BATHROOM"
"bf3bb9fe-4a34-4bdb-947b-5acafaf40f12","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G11A","Door","ENSUITE"
"5458cfd5-a554-4ed3-b2d9-767625d9f709","","checklist-flat","","Cavity Slider Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G11A","Door","PANTRY"
"4d269976-850d-4d08-965e-fb9c12fa21c9","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G11A","Skirting"
"51ad1c8f-e8ec-49f4-a8be-72f251e5bc9d","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G11A","Skirting","LIVING ROOM"
"e54ab3be-9ca2-43bf-bc6e-aec3811151cf","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G11A","Skirting","BEDROOM 1"
"3a6ff4aa-c49c-4ed2-8dda-b89c9e687b8b","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G11A","Skirting","BEDROOM 2"
"d63b6059-8d96-4b07-9c81-111ecc845001","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G11A","Skirting","PANTRY"
"335379dd-2142-484e-96ce-ca6a26ac3dec","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G11A","Sanitary"
"994a4099-ef43-4661-b62a-546b55ac7782","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G11A","Sanitary","ENSUITE"
"1b141922-7da3-4d26-b581-0acb09e75abe","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G11A","Sanitary","BATHROOM"
"c155e0f8-e957-4283-9546-3ed64ac82aea","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G11A","Robe Jamb"
"22d732b1-edba-4cd3-981e-1dd833dfa9c7","","checklist-flat","","Robe Jamb Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G11A","Robe Jamb","BEDROOMS"
"f78729b9-28f7-4909-a1a5-fd19831c366c","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G12A"
"55ccc443-82e7-402b-a0f6-4e2af7419945","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G12A","Door"
"044dda0b-6b3c-454f-bc3a-c20cb61671c1","","checklist-flat","","Entry Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G12A","Door","ENTRY"
"67a41a1e-adde-4652-bf34-5e500d3ddda8","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G12A","Door","BEDROOM 1"
"06bb183e-6443-4b29-bdb4-3266203a7518","","checklist-flat","","Cavity Slider Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G12A","Door","BATHROOM"
"33f0cb97-1a5a-4e00-b5ac-0046eef8948c","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G12A","Skirting"
"71c22a2a-fd54-4279-9391-749cec6fa930","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G12A","Skirting","LIVING ROOM"
"b5cab6c2-9199-4018-ab0e-1669573d989d","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G12A","Skirting","BEDROOM 1"
"5e28772a-29b1-4ead-9a25-3985b2dee176","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G12A","Sanitary"
"ed91e342-3095-4c7a-bb32-29699813972b","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G12A","Sanitary","BATHROOM"
"7243ee1d-ae87-4559-9fa6-82670cd7fd97","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G12A","Robe Jamb"
"73aaa81c-3ebb-4037-986f-f372a36390c3","","checklist-flat","","Robe Jamb Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G12A","Robe Jamb","BEDROOMS"
"f4883f5f-4761-49cc-9f5c-7f6d75224680","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G13A"
"f419aa56-b04a-4e26-89cb-ef720970db59","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G13A","Door"
"e8fb1597-fd56-43b9-a3d3-1b83e923c15e","","checklist-flat","","Entry Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G13A","Door","ENTRY"
"21b564b7-1d0e-445d-b500-1fe0e4b6bfb9","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G13A","Door","BEDROOM 1"
"e031c738-7f79-433e-bac8-274c8c15dc56","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G13A","Door","BEDROOM 2"
"be1510b7-3da8-48ba-817e-8ada731627f8","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G13A","Door","BATHROOM"
"95604734-1834-4c3e-8f64-3e3459d4a059","","checklist-flat","","Cavity Slider Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G13A","Door","ENSUITE"
"26d7d692-92df-4a03-b61a-96045d8e056d","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G13A","Skirting"
"477a094e-4b9c-472c-9b70-f891e320e94f","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G13A","Skirting","LIVING ROOM"
"ca8fc0fe-7158-4588-aabf-27b69432e165","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G13A","Skirting","BEDROOM 1"
"a1f93fb4-94d4-4f71-a3c4-0721d9f38735","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G13A","Skirting","BEDROOM 2"
"292c9e03-13cc-4e89-9a72-54b5ea13dc82","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G13A","Sanitary"
"e7af4c5c-7ee0-4df2-891b-3d1c1c2060f2","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G13A","Sanitary","BATHROOM"
"de6b9871-97be-429f-a682-b4bf4d010861","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G13A","Sanitary","ENSUITE"
"9a49af22-5ab9-4c61-bde0-e431b75a240d","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G13A","Robe Jamb"
"20c2418b-8c26-4066-9c95-410612509bf1","","checklist-flat","","Robe Jamb Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G13A","Robe Jamb","BEDROOMS"
"e575ef06-b534-4fd4-815d-3b805cabd337","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G14A"
"c16722d5-35d0-41bb-a840-ebcc439d6bd3","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G14A","Door"
"480f7877-4b9c-4a07-8469-209f344dbb92","","checklist-flat","","Entry Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G14A","Door","ENTRY"
"72fc0310-0aa6-4ced-9c7f-db93ad87363d","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G14A","Door","BEDROOM 1"
"ce65780b-7920-49f9-ad3d-1ae22ac7213c","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G14A","Door","BEDROOM 2"
"ad12c1d6-a6de-422c-8418-a101ebec9cbb","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G14A","Door","BATHROOM"
"546e7208-98df-4f5c-810b-31e2d726742c","","checklist-flat","","Cavity Slider Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G14A","Door","ENSUITE"
"23671492-292d-44ee-8922-1a1df940f7fc","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G14A","Skirting"
"3932eb63-7c46-4ced-841f-e60b845e1831","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G14A","Skirting","LIVING ROOM"
"de597108-737a-4c94-b372-28f4512c9c41","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G14A","Skirting","BEDROOM 1"
"a8c39715-3d55-4390-840b-c3e53205ddc1","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G14A","Skirting","BEDROOM 2"
"ece40362-4ec0-4454-9054-180cf8b655d4","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G14A","Sanitary"
"cd343907-a2b4-41b6-a548-4a6f00312fc6","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G14A","Sanitary","BATHROOM"
"dcf87515-cb1b-4bf2-90eb-76732a5c1eac","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G14A","Sanitary","ENSUITE"
"65073e94-259d-4d0a-aede-c2995a08fac5","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G14A","Robe Jamb"
"5361e878-dc43-42b4-8161-b4bda408f6d1","","checklist-flat","","Robe Jamb Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G14A","Robe Jamb","BEDROOMS"
"8e0c496e-2d34-4597-bc5f-2c859e30cfee","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G15A"
"d77e57a0-e699-441b-8388-55e3f5ab0136","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G15A","Door"
"fc7cacbc-5492-444e-a3fa-4adcb5fc3102","","checklist-flat","","Entry Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G15A","Door","ENTRY"
"6d79cf69-1aff-4b30-9f01-ef117f5303fe","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G15A","Door","BEDROOM 1"
"cc754af7-afce-470e-9c75-60d265dd4e20","","checklist-flat","","Cavity Slider Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G15A","Door","BATHROOM"
"7159c85b-9d5a-47e1-a179-02ad09a0b99a","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G15A","Door","LAUNDRY"
"58db9923-d9e1-4104-962c-1767ccd968b4","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G15A","Skirting"
"2c3b5b25-a2c3-4406-a7f1-4c49a6f545ff","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G15A","Skirting","LIVING ROOM"
"6258bce4-1e7b-4ff4-b460-c337c26b3a70","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G15A","Skirting","BEDROOM 1"
"5ac194ec-ed0b-4861-a0ac-6af1e3a8ec84","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G15A","Sanitary"
"626d390b-6772-4067-b514-e5f3d3e09675","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G15A","Sanitary","BATHROOM"
"0272f0a1-051b-4949-a414-7c118a44ddc3","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G15A","Robe Jamb"
"866661ca-9337-4b3a-ac75-e36a2bd4766b","","checklist-flat","","Robe Jamb Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G15A","Robe Jamb","BEDROOMS"
"bb980a1b-e6b3-4565-b111-5e223c708cae","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G16A"
"4d211d12-5aa9-452c-b441-7e778f925d45","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G16A","Door"
"5e1b9d48-39a4-4411-a661-4e91239ba5ed","","checklist-flat","","Entry Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G16A","Door","ENTRY"
"644c1043-8132-4077-b103-236941671c75","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G16A","Door","BEDROOM 1"
"fd4c1a5e-a91f-4805-962d-ea28593e9219","","checklist-flat","","Cavity Slider Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G16A","Door","BATHROOM"
"699dc238-890f-4d51-a113-245d08644bac","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G16A","Door","LAUNDRY"
"ac31ab36-142d-4acf-91dd-dbb5baab459d","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G16A","Skirting"
"7c0bb4bf-6481-4b12-9a79-056509df5bf9","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G16A","Skirting","LIVING ROOM"
"15b9b8f2-081b-4b5a-88fc-eef8291c2c7d","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G16A","Skirting","BEDROOM 1"
"2984e035-8aff-44d0-a819-37c0da3849fe","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G16A","Sanitary"
"510c10ee-4c9a-482c-8842-2e0b1adc96e9","","checklist-flat","","Sanitary Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G16A","Sanitary","BATHROOM"
"a38a6b81-8fc2-4cb5-9d07-6b2bbf6fc23c","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G16A","Robe Jamb"
"c50c88f6-ba79-49ef-8731-4802b919e718","","checklist-flat","","Robe Jamb Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G16A","Robe Jamb","BEDROOMS"
"e6ce6f89-958e-49eb-9b71-9cae6f37e645","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G17A"
"7a020238-d862-4134-9244-2c4f0c1624eb","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G17A","Door"
"7c46aa50-d113-417a-b1a8-4882db4deff0","","checklist-flat","","Entry Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G17A","Door","ENTRY"
"37b4c10c-9913-4977-9569-4fa8c8712f20","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G17A","Door","BEDROOM 1"
"33d36392-5af6-4061-816c-9750cc72a436","","checklist-flat","","Cavity Slider Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G17A","Door","BATHROOM"
"fd402cf3-a991-4c6e-abd0-b1cc4ed0d87e","","checklist-flat","","Split-jamb Door Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G17A","Door","LAUNDRY"
"911489c8-3836-4aee-9f1f-0e894ca475ae","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G17A","Skirting"
"22f5c91a-e4aa-40bb-97b3-d8c9502e5fa7","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G17A","Skirting","LIVING ROOM"
"d015b685-1b8c-49a0-ab69-d361362c2bae","","checklist-flat","","Skirting Checklist","checklist-flat","FALSE","FALSE","Site QA","BUILDING A","APT. G17A","Skirting","BEDROOM 1"
"2ae9e84d-624c-488d-91d4-1273532804a3","","folder-normal","","","step","TRUE","FALSE","Site QA","BUILDING A","APT. G17A","Sanitary"
