"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"14562b8e-e7e4-486c-8d2c-b7efa16730bd","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01"
"1a99604a-8f65-4c98-a2f3-1102830f0a84","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Basement"
"f5be140f-f4dc-41fd-83f9-5085b6be93bf","","checklist-flat","work-in-progress","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Bike Store"
"863ad967-ad49-400d-b687-27f9e93c8286","","checklist-flat","work-in-progress","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Store"
"8fd87b92-d32e-4019-a43f-83d5f817af62","","checklist-flat","work-in-progress","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","MSB"
"720ef1bc-ca0f-45e9-9fa1-bf4e7a4b3798","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Rubbish Store"
"389aabf9-97a2-4147-b156-6f715f3c2f92","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Generator Room"
"33632080-d606-4f09-87a9-0948989672a1","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Gardners"
"776a8533-663d-4d77-9d2e-85dbc6d238b5","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Commerc ial  Laundry"
"9a72301a-9b3d-448a-a700-5482f22ebb96","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Linen"
"62a9220d-ca41-4f4d-9012-418659d802a2","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Kitchen"
"81aacbdc-a3ff-4cb4-9f64-774a1775ec5a","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Pantry"
"b5cff65b-77a9-46c0-a804-8609cd665cb6","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Dishwashing"
"5e4083d2-d8d1-473f-9c39-789892f8e09c","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Resident Workshop"
"b1fcea22-31f2-4865-a1fd-17f780c35890","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Buggy Store"
"97792628-bd66-458e-a442-5b9ceb2d8f9c","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Staff Corridoor"
"ca76deb5-76df-4ba5-a3f9-2e72c4d22ad5","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Public Corridoor"
"0f552404-239f-40c3-b7eb-14a6243a4087","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","SPK CV"
"a1603e1f-af39-4ab8-beec-a8f65919e1bd","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Domestic Hot Water Plant"
"4f1b94d2-763f-4d8f-9510-e2e8792c66e1","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Locker Store"
"a950add1-6994-4f52-88e1-dc95c8a0b7b1","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Change Rooms"
"b33e572a-2f49-4cfa-9219-755f425f2402","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Gym"
"4c9ee913-d758-4090-9bd5-97580b39a7b5","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Plant Room"
"8375e8e6-518d-4fbd-ab2f-054d9c7c5ec4","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Fire Break Tank & Pump Room"
"40b2ae20-b27b-49ce-9155-85119a5b4083","","checklist-flat","not-started","Stairwell Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Stairwell 2"
"0e92e138-aa7f-4a53-a165-0a6ba69c722c","","checklist-flat","not-started","Stairwell Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Stairwell 5"
"2d63e610-0edc-45d8-b48a-cf4d59d67f34","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Basement","Lift Lobby 1"
"07c1c33e-c80f-4c87-a2b0-aebc176b7088","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Ground Level"
"f67dce23-7c1e-4d21-bf67-51edbdfb8333","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Ground Level","Serviced Apartments (ALS G26 - ALS  G32)"
"31155e17-8959-4e13-a89e-7c886a809d40","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Ground Level","Serviced Apartments (ALS G26 - ALS  G32)","ALS - G26"
"508cad07-41df-47c3-b4ad-e2e94abc359c","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Ground Level","Care Rooms (CARE AC G1 -  CARE G20)","CARE - G14"
"6e46e9be-064f-41b9-9089-5db446380166","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Care Rooms (CARE AC G1 -  CARE G20)","CARE - G14","Rough In"
"5431fe02-8306-45cb-a91b-ccca145fdca5","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Care Rooms (CARE AC G1 -  CARE G20)","CARE - G14","Installation"
"41303a12-d2bc-4933-95a4-0117a9cc42f9","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Care Rooms (CARE AC G1 -  CARE G20)","CARE - G14","Fit Off"
"465780d7-e786-421d-91ed-5aaf544ec0af","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Ground Level","Care Rooms (CARE AC G1 -  CARE G20)","CARE - G15"
"ae4b0efa-827b-4423-8b65-3d4d0f69fb56","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Care Rooms (CARE AC G1 -  CARE G20)","CARE - G15","Rough In"
"e36d038c-bc7a-4f8b-b550-b77fff7439f2","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Care Rooms (CARE AC G1 -  CARE G20)","CARE - G15","Installation"
"af80904f-63ca-4515-99b9-9219e1bf7f9e","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Care Rooms (CARE AC G1 -  CARE G20)","CARE - G15","Fit Off"
"759eeb01-cf82-46e3-b5dc-c9948e860776","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Ground Level","Care Rooms (CARE AC G1 -  CARE G20)","CARE - G16"
"a7f22f0d-20bd-46ee-922c-c6bb6316fbd1","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Care Rooms (CARE AC G1 -  CARE G20)","CARE - G16","Rough In"
"467d113b-b3be-451e-ae76-1733bba7c3d3","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Care Rooms (CARE AC G1 -  CARE G20)","CARE - G16","Installation"
"48db89f4-a03e-406c-b6fc-c7f664fcbf7f","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Care Rooms (CARE AC G1 -  CARE G20)","CARE - G16","Fit Off"
"615fb45a-19a3-4af7-a555-bbf224aa2583","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Ground Level","Care Rooms (CARE AC G1 -  CARE G20)","CARE - G17"
"a8481426-402b-4904-8b50-6f839fed1fc2","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Care Rooms (CARE AC G1 -  CARE G20)","CARE - G17","Rough In"
"fb88640b-0cca-44b9-8a98-db11114c8f72","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Care Rooms (CARE AC G1 -  CARE G20)","CARE - G17","Installation"
"d5320503-1712-4a37-855f-41c9dfd65f9b","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Care Rooms (CARE AC G1 -  CARE G20)","CARE - G17","Fit Off"
"fb7dbd77-3c2f-4536-b9f7-f1b9193a6b04","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Ground Level","Care Rooms (CARE AC G1 -  CARE G20)","CARE - G18"
"e21205a3-927c-48d8-abc8-66191c8f0511","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Care Rooms (CARE AC G1 -  CARE G20)","CARE - G18","Rough In"
"bf16d9ce-de10-4f3e-85e2-cfdc1327f090","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Care Rooms (CARE AC G1 -  CARE G20)","CARE - G18","Installation"
"3aea5128-1946-4ad3-9630-7f5ca2828fa8","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Care Rooms (CARE AC G1 -  CARE G20)","CARE - G18","Fit Off"
"5b5a569b-c787-472a-b619-1ac51c248acd","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Ground Level","Care Rooms (CARE AC G1 -  CARE G20)","CARE - G19"
"473fbc2e-4464-4101-a289-7fb771f45f84","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Care Rooms (CARE AC G1 -  CARE G20)","CARE - G19","Rough In"
"91760f14-5e6a-4a15-899d-06c2c90e8cdd","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Care Rooms (CARE AC G1 -  CARE G20)","CARE - G19","Installation"
"41fe40ec-7cc6-4233-98a6-fb4ff8d01958","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Care Rooms (CARE AC G1 -  CARE G20)","CARE - G19","Fit Off"
"6d0f0add-c8e6-44e2-a790-b0ec8c672d91","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Ground Level","Care Rooms (CARE AC G1 -  CARE G20)","CARE - G20"
"6bcc8911-a74d-4465-b8dd-578e3715aca5","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Care Rooms (CARE AC G1 -  CARE G20)","CARE - G20","Rough In"
"bfcbb2e7-c96a-4174-ac6f-932e6e43e0d1","","checklist-flat","not-started","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Care Rooms (CARE AC G1 -  CARE G20)","CARE - G20","Installation"
"75c774f8-552f-4b36-8e81-434935a83a35","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Care Rooms (CARE AC G1 -  CARE G20)","CARE - G20","Fit Off"
"ed8a12c8-c51f-4608-8983-90e493f2cc5d","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Ground Level","Apartments  (ILU G21 - ILU G25)"
"8284c88d-78bc-4a6b-bc51-adbc8f711191","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Ground Level","Apartments  (ILU G21 - ILU G25)","ILU - G21"
"4d1ffd35-5629-425d-8e22-8ae7752c223a","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Apartments  (ILU G21 - ILU G25)","ILU - G21","Rough In"
"d6ca5e56-7ffd-42db-97a3-53bfedcd9902","","checklist-flat","work-in-progress","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Apartments  (ILU G21 - ILU G25)","ILU - G21","Installation"
"9c69b92e-1b5b-4d93-a663-e84b665c5cd0","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Apartments  (ILU G21 - ILU G25)","ILU - G21","Fit Off"
"0f993f2f-8204-4db3-a652-d3457d45d060","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Ground Level","Apartments  (ILU G21 - ILU G25)","ILU - G22"
"c5be2b2d-f5c3-4fbb-9ce0-e282618c1cd2","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Apartments  (ILU G21 - ILU G25)","ILU - G22","Rough In"
"38dea392-b83a-4f2e-a547-40c4a39f5c67","","checklist-flat","work-in-progress","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Apartments  (ILU G21 - ILU G25)","ILU - G22","Installation"
"55d42a88-c267-449e-b41b-054c0aed6c68","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Apartments  (ILU G21 - ILU G25)","ILU - G22","Fit Off"
"ba9fe968-b1e8-4f0c-89eb-b7670bf028fc","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Ground Level","Apartments  (ILU G21 - ILU G25)","ILU - G23"
"efe9a5b2-a5f1-403d-b16b-97dc86f9486d","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Apartments  (ILU G21 - ILU G25)","ILU - G23","Rough In"
"737775b6-b82a-4b03-9830-6882856d1e5b","","checklist-flat","work-in-progress","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Apartments  (ILU G21 - ILU G25)","ILU - G23","Installation"
"26008e9c-d5e2-44a7-ae7e-3382f3decdbe","","checklist-flat","not-started","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Apartments  (ILU G21 - ILU G25)","ILU - G23","Fit Off"
"52a0a0cd-858f-425e-a0ad-acead42d5ac8","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Ground Level","Apartments  (ILU G21 - ILU G25)","ILU - G24"
"3cc55006-db81-462c-a713-dd29edd07dfc","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Apartments  (ILU G21 - ILU G25)","ILU - G24","Rough In"
"255da2fd-16f4-481a-93aa-aaec454a7ff0","","checklist-flat","work-in-progress","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Apartments  (ILU G21 - ILU G25)","ILU - G24","Installation"
"6d7f2d91-92d5-40f4-a436-8b3bc435d459","","checklist-flat","work-in-progress","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Apartments  (ILU G21 - ILU G25)","ILU - G24","Fit Off"
"fcbe0002-2d00-47eb-b172-1b8566f24372","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Ground Level","Apartments  (ILU G21 - ILU G25)","ILU - G25"
"3025642c-0562-4310-a981-dc7e52f639fc","","checklist-flat","pass","Apartment Rough In Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Apartments  (ILU G21 - ILU G25)","ILU - G25","Rough In"
"de907dfb-7da2-4533-9294-94266ad189a2","","checklist-flat","work-in-progress","Apartment Installation Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Apartments  (ILU G21 - ILU G25)","ILU - G25","Installation"
"71e6b305-6601-4516-adb0-9ee3b6a8a041","","checklist-flat","work-in-progress","Apartment Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Apartments  (ILU G21 - ILU G25)","ILU - G25","Fit Off"
"580f78a3-6390-4758-a032-34e67160e667","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Ground Level","Common Areas"
"1138d322-99ef-446d-8c86-2e6ebd72ec09","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Ground Level","Common Areas","Area  A"
"14012a7d-b1c0-4c4a-a38e-3f10aabc3432","","checklist-flat","work-in-progress","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  A","Theatre"
"215db294-c9a1-45a8-8a89-8173c07d3736","","checklist-flat","work-in-progress","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  A","Craft Room"
"6803a647-7f8c-438e-a5e6-abc29f6fccd3","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  A","Salon"
"61be99fe-867c-435b-8547-78224694c534","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  A","Beauty"
"178cb866-71d7-46a1-8b54-df4a962d60c0","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  A","Lobby G.34"
"335c3702-6e21-4567-a588-413d272dbfbb","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  A","Lobby G.38"
"199fdf06-6702-4737-bd28-c8f070bbf1e4","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  A","Stair 1  G.29"
"a4685e5f-1f50-4cf3-aeab-285973809353","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  A","Library"
"283aa197-6056-4557-a3d5-bf41115f9614","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  A","General Office"
"1c073984-4343-4684-8e82-6b2dc81de721","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  A","Copy Room"
"d7c58f44-c505-4a0f-9b57-e266d14e885c","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  A","Reception"
"1402876b-8ff2-433b-862b-9609e8c0de0f","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  A","Lobby G.56"
"3a32f2a5-c010-45e9-b78f-21ed81633bc8","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  A","Corridor G.28"
"bb9b05fb-d397-42a8-b8bb-1ce4f0bf03a9","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  A","Res Laundry"
"fc3e56f9-50cc-4466-8f8b-14e457698dd4","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Level","Common Areas","Area  B"
"30b7e8ae-1f4c-4c24-a06d-47184a145752","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  B","Corridor G.20"
"7d938285-8ff0-49fe-9c52-bb86588be59a","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  B","Corridor G.21"
"7e27643d-7d51-4aa3-a13d-4155bd07c111","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  B","Café"
"fc26bf27-31b6-4646-927c-cf217dc3c09e","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  B","Stair 2"
"28cc7869-5e0f-445b-9893-a25ed6b79f4f","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  B","Lift 1"
"0873e4c8-9a16-40be-aac2-aaf942845282","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  B","Comms Cupboard"
"8553f305-dfa8-411a-bc6d-827d4853d6aa","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  B","Electrical Cupboard"
"67388e43-2f04-4602-b75b-e8e7b0f8947a","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  B","Hydrant Cupboard"
"f9e722b0-2ae0-4b95-9476-cef5cbeab6b3","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  B","Toilets"
"b672188b-8879-4a42-ab01-c86d21ec7d8b","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  B","Concierge"
"fd51790b-094c-45fb-b5f0-3914ffabdfb2","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  B","Walker Store"
"be968bbf-fd14-4b49-9e91-7460621d0693","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  B","Activities"
"557dba02-4870-4b35-a67b-07470037213a","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  B","Activities Store"
"df4ea19e-ba54-4220-85d8-00f623733df7","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  B","Billiards Room"
"5ad00792-d5c0-41be-955b-2a39bb5faf27","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  B","Bar"
"6bad333b-bf70-49f0-b9d3-80d8f76e1997","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  B","Bar Store"
"fd249fc2-30e9-447c-adc3-98c64a85188c","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  B","Stair 3"
"f14cada5-63fe-4b4b-b091-1ee77d1e29e0","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  B","Lounge"
"1476a2fe-b0e9-42f0-9559-9f642749de44","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  B","Dining"
"69c30830-0365-4167-9f32-60a62b98aae6","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  B","Servery"
"ca6bc85c-a650-4bbf-8d2b-8f3699564000","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  B","Fire Control Centre"
"0a3add61-9068-4b81-a155-29a95b66be04","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Level","Common Areas","Area  C"
"cf1207fa-3ab7-46c0-8b73-b0edbaf2e4de","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  C","Dementia Terrace"
"0850d76a-bd9f-4cb1-8316-29d42fb929e4","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  C","Sluice"
"30ae0972-784e-40ec-8248-fbecdf1ed0c1","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  C","Corridoor G.05"
"8dcb4957-1832-4596-864f-98def523985e","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  C","Stair 5"
"af0a80fc-4aea-4bca-854b-ac7a724ea6e9","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  C","Linen & San Store Room"
"7434b730-11af-428e-b992-e91a13453be6","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  C","Cleaners"
"f7b0c121-9ffa-4222-8558-bbfdc0c083c7","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  C","WC"
"7c5b773e-9e9e-438d-ba7e-aa19e46baa9c","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  C","Lounge Area"
"1f81d7d9-fbfb-453b-98dc-dc1489618c13","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  C","Staff WC Block"
"62814ea2-1d46-4862-8325-c42c9205eded","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  C","Stair 4"
"8962cbf2-e4c5-4f2a-8c97-783eec12b593","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  C","Meeting"
"574d55b1-c709-4fb7-bdbb-8cb483622ffb","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  C","Manager"
"720ae9c2-17c7-4b6b-97de-c47bc56b3b5b","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area  C","Sales"
"af87eb09-179c-4ce6-b6cb-804bdfa76307","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Ground Level","Common Areas","Area D"
"386878bc-1e18-4649-9816-d85139af0750","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area D","Dementia Terrace"
"321a6dfb-7692-4ec3-92ed-c7f552083375","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area D","Staff Room"
"d14422d2-2d90-4111-9735-5728b4274760","","checklist-flat","work-in-progress","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area D","Corridoor G.61"
"c46eb75c-4ab8-4134-a48c-3e241186b78d","","checklist-flat","pass","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area D","Lift 2"
"81c092e2-b998-439a-88ac-eae906c239f4","","checklist-flat","pass","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area D","Lift 3"
"26abad30-4f34-47b8-a5e3-4de0cfc5248d","","checklist-flat","work-in-progress","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area D","Electrical Cupboard"
"460abbb5-6715-4c53-9561-50ad01f6ca86","","checklist-flat","pass","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area D","Secure Lobby"
"5699c9b8-448d-44c3-896f-8dfa7bb3b9c3","","checklist-flat","pass","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area D","Comms Cupboard"
"58e07a6c-6359-4474-9f7c-4d9bc6c6f7b4","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area D","Store Room"
"8673af2b-231c-4e05-a83e-5da8ce058a0f","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area D","WM"
"813d703d-2d49-4e8c-a94f-33f5893eab12","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area D","Hub"
"f46d91a6-fac1-474a-a729-8177c7d21a98","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area D","Nurse Station"
"0d973c58-1c6b-4dc5-86ef-580ff1714034","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area D","Treatment Room"
"ef915f69-000b-4961-89b2-eefa672ec92e","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Level","Common Areas","Area D","Dining / Kitchen Area"
