"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f54d08c9-d36a-4117-90a5-cbf9b16de40e","","pass","","folder","TRUE","FALSE","Manufacture QA"
"5a9b7da0-8160-4248-9ce4-7fa13130709a","","pass","","folder","TRUE","FALSE","Manufacture QA","BB.1"
"21899a42-b1ec-4c6c-9c9d-352e67696c46","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWA.1-16","The DECA Inspector sign off"
"c5402679-85cc-4d08-b009-ca7f53241b20","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-16","Concrete Delivery Checklist"
"d3cb4524-d891-44e8-b4c9-4ce21b8139b8","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-16","Post-pour Checklist"
"3a40dadc-b906-4133-8ff5-3b858e07253d","","pass","","folder","TRUE","FALSE","Manufacture QA","EWA.1-17"
"f381ddeb-7cfc-4047-8ed0-744a93a29b15","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-17","Pre-Pour Checklist 1"
"d837b67b-78d2-4335-b9df-f694a668e656","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWA.1-17","The DECA Inspector sign off"
"13230d86-3020-4bd1-9d80-dc9df473f2e6","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-17","Concrete Delivery Checklist"
"e0a4c128-c63c-46ac-b971-2fe469aff85e","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-17","Post-pour Checklist"
"a80c3072-4123-4dfd-9cda-450deb9f97cb","","pass","","folder","TRUE","FALSE","Manufacture QA","EWA.1-18"
"2b501639-f86c-4328-9968-e7716444094c","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-18","Pre-Pour Checklist 1"
"51d68d00-08c1-4b5d-bffa-a4f00c76b9aa","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWA.1-18","The DECA Inspector sign off"
"ace53163-e466-4fda-ac46-23945318e293","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-18","Concrete Delivery Checklist"
"8b19c53b-0506-48e2-bc84-694c743c73ad","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-18","Post-pour Checklist"
"b58819ae-6279-44c0-9a55-5f71b6cbc589","","pass","","folder","TRUE","FALSE","Manufacture QA","EWA.1-19"
"a4b19e11-368f-4711-82fb-c561cf08b66c","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-19","Pre-Pour Checklist 1"
"e077d06d-685c-470b-b54e-e5688c270b02","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWA.1-19","The DECA Inspector sign off"
"2fc34b38-f628-498e-b735-f806b9129087","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-19","Concrete Delivery Checklist"
"2c2eda1d-26b5-47ad-b170-285908e721bb","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-19","Post-pour Checklist"
"211713b5-232f-40fd-a5de-f6a21996778d","","pass","","folder","TRUE","FALSE","Manufacture QA","EWA.1-20"
"b4f6d482-2b9d-4afc-8da0-ae12dd2ca647","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-20","Pre-Pour Checklist 1"
"d02f9cea-e0ff-4c4b-a64d-a4a0439dcbef","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWA.1-20","The DECA Inspector sign off"
"15081f1e-e79e-4be2-b29f-0ee433de5c1c","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-20","Concrete Delivery Checklist"
"3a4ab33b-7262-4cd6-a658-c42d94cf4871","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWA.1-20","Post-pour Checklist"
"0d3b0a04-6c08-4d4c-bc9f-03923c9f7f8d","","pass","","folder","TRUE","FALSE","Manufacture QA","EWB.1-1"
"4a974369-dcdb-4af8-b777-4a3e0ef10967","","pass","zSYS - Pre-Pour Checklist 1 (Remaining Units) (old version)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-1","Pre-Pour Checklist 1"
"fe41fd7d-62ea-4eac-a5b3-aa058044e342","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWB.1-1","The DECA Inspector sign off"
"0bfbe0f2-1e12-4847-83dc-6e7da75b7f9b","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-1","Concrete Delivery Checklist"
"63d88594-cbe4-4387-b2b5-08c5f41c4336","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-1","Post-pour Checklist"
"ed70d8f4-63a3-45f3-9127-c8e54a1e9711","","pass","","folder","TRUE","FALSE","Manufacture QA","EWB.1-2"
"b3422d1f-6809-43ec-a39d-767ce269c992","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-2","Pre-Pour Checklist 1"
"9151ccf2-927c-42f8-9baa-cebb4595d1c5","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWB.1-2","The DECA Inspector sign off"
"5b2c1439-88a4-494a-b3d3-02db2a1b9a48","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-2","Concrete Delivery Checklist"
"e416a89f-1839-4136-94e9-df27f38789e8","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-2","Post-pour Checklist"
"78b90b0f-f926-4330-a12f-8fb9dedec4ed","","pass","","folder","TRUE","FALSE","Manufacture QA","EWB.1-4"
"b2ada4fe-28b5-4ad9-8e1c-983029adfd3f","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-4","Pre-Pour Checklist 1"
"633b6600-b175-4bc2-86de-a3e5174e5375","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWB.1-4","The DECA Inspector sign off"
"34800393-e79c-4e4c-a1d7-cfe392bbb99c","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-4","Concrete Delivery Checklist"
"e0567969-9e3c-460c-b323-a22aec900ecb","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-4","Post-pour Checklist"
"491227b3-2532-442d-b60c-9c81341baed1","","pass","","folder","TRUE","FALSE","Manufacture QA","EWB.1-3"
"5251c2d1-e159-477a-be20-c20dcc26307b","","pass","zSYS - Pre-Pour Checklist 1 (Remaining Units) (old version)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-3","Pre-Pour Checklist 1"
"409b22d4-2a99-4ec1-b5fe-a4c6d30b918e","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWB.1-3","The DECA Inspector sign off"
"a6a58020-ab2e-4ca1-820e-1cbce0d3d75a","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-3","Concrete Delivery Checklist"
"67d5b0c4-8f4b-4b1d-b9df-705b72454bf3","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-3","Post-pour Checklist"
"53fee543-822c-473f-bff4-e44237d21d81","","pass","","folder","TRUE","FALSE","Manufacture QA","EWB.1-5"
"a0448a74-1b70-4e60-b176-7d85dc28fdb8","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-5","Pre-Pour Checklist 1"
"c2153bd4-6cc5-46eb-86fa-e3e6b6a2749b","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWB.1-5","The DECA Inspector sign off"
"e6a923f2-89ba-4def-995d-4c83da36238f","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-5","Concrete Delivery Checklist"
"c5bc2d7e-a2db-4318-8788-0a110ce8f66b","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-5","Post-pour Checklist"
"f596ea23-6b63-4979-b692-0577a0985ea8","","pass","","folder","TRUE","FALSE","Manufacture QA","EWB.1-6"
"95400102-aba6-4e53-a579-0e64f9e98faf","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-6","Pre-Pour Checklist 1"
"ad77abd3-cdba-446f-8b7e-d35d238917b9","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWB.1-6","The DECA Inspector sign off"
"40c8ed00-addb-465a-8e6a-77636c4acd27","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-6","Concrete Delivery Checklist"
"5bed8579-f50e-41cb-8f0d-e21cec2d5360","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-6","Post-pour Checklist"
"04d80e04-9c24-4895-9186-1f31adb63280","","pass","","folder","TRUE","FALSE","Manufacture QA","EWB.1-7"
"80d20945-cf40-4b94-8bb0-7e459a2dd1db","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-7","Pre-Pour Checklist 1"
"2fe73926-d1b3-4567-b500-21a5256e758c","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWB.1-7","The DECA Inspector sign off"
"76924dbb-7af0-4f46-8ea8-21f0a4db2e8c","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-7","Concrete Delivery Checklist"
"4ffefaad-5b73-46be-8db1-3d92e8ea3bfa","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-7","Post-pour Checklist"
"b1493564-0706-40dc-ae77-88ed36a984c4","","pass","","folder","TRUE","FALSE","Manufacture QA","EWB.1-8"
"88e97cb2-d783-4edc-baaf-0acbc21933f7","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-8","Pre-Pour Checklist 1"
"5a657ac0-764f-4ffb-b891-f3afef023265","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWB.1-8","The DECA Inspector sign off"
"748d3d12-153b-4230-8b0b-187ee2e27a5a","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-8","Concrete Delivery Checklist"
"54ff71c0-5534-49ac-9909-8d9511505396","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-8","Post-pour Checklist"
"a370c05a-164f-4892-99b8-0c21801c5570","","pass","","folder","TRUE","FALSE","Manufacture QA","EWB.1-9"
"88c7719e-02fb-491a-85a2-110c2f4e82ac","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-9","Pre-Pour Checklist 1"
"31162874-5289-412b-818f-664d57701657","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWB.1-9","The DECA Inspector sign off"
"ce193da9-5d86-43e1-88fa-06e52166b683","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-9","Concrete Delivery Checklist"
"cf877a1e-185b-4b59-a998-9b534c45460b","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-9","Post-pour Checklist"
"f3b8c275-6c32-4dc2-8a08-db1595e3dc0a","","pass","","folder","TRUE","FALSE","Manufacture QA","EWB.1-10"
"476bb8a2-0250-4110-b00d-703fc4ddddd7","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-10","Pre-Pour Checklist 1"
"8348d76f-7f0c-4e5b-9a7f-5543a35c9c4b","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWB.1-10","The DECA Inspector sign off"
"43dba939-7915-41cf-a88a-dcb61b302a63","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-10","Concrete Delivery Checklist"
"e8f576a2-b175-413d-aefc-8bd5bb43b8c7","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-10","Post-pour Checklist"
"f7440ca7-8ca2-4784-89d3-e475b9ed1c02","","pass","","folder","TRUE","FALSE","Manufacture QA","EWB.1-11"
"0f80d594-3e42-461b-b279-eb0bb4df2e8e","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-11","Pre-Pour Checklist 1"
"f6be8e75-a01c-4481-b063-9839d52219c0","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWB.1-11","The DECA Inspector sign off"
"51f0b28b-338e-46ca-b499-84d48c9bfb09","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-11","Concrete Delivery Checklist"
"344e81d9-7be0-4f1b-8fb6-7977ad910251","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-11","Post-pour Checklist"
"be1b4662-60ce-4bbc-9be5-deb6f0be4415","","pass","","folder","TRUE","FALSE","Manufacture QA","EWB.1-12"
"79cf2c93-f36e-4d69-bf7c-0df1bcaff1f8","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-12","Pre-Pour Checklist 1"
"ecc516d0-9407-42a6-a175-e9689a7e998d","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWB.1-12","The DECA Inspector sign off"
"9e843635-e638-48e9-bedf-e385fb57114b","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-12","Concrete Delivery Checklist"
"0ccb3ee9-2030-4469-bfc2-8977f6887466","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-12","Post-pour Checklist"
"383c08b6-6b7e-45b4-b1f4-7cc2d6ecd689","","pass","","folder","TRUE","FALSE","Manufacture QA","EWB.1-13"
"ebad07cd-df45-485b-8f67-49952030ea07","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-13","Pre-Pour Checklist 1"
"ffa83255-6dd9-4c2c-b87a-9e1aa177291c","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWB.1-13","The DECA Inspector sign off"
"6206763a-aa5f-46ad-b6f1-5695d02755c3","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-13","Concrete Delivery Checklist"
"a255c7fa-e3f4-467c-8d6f-a9f9b59215a7","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-13","Post-pour Checklist"
"d4680abd-08cf-4a6d-a86d-67e37dcf55e1","","pass","","folder","TRUE","FALSE","Manufacture QA","EWB.1-14"
"69a997c1-bd7a-4946-8f3c-3759efbbfd42","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-14","Pre-Pour Checklist 1"
"2773db91-c69f-45fc-bc91-94d475871b26","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWB.1-14","The DECA Inspector sign off"
"cdb55afa-5ac1-4533-abdb-5147a214f4a0","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-14","Concrete Delivery Checklist"
"0c79aa0e-8d3a-4329-b9f1-155f7efebf2c","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-14","Post-pour Checklist"
"c3bf7040-3eb3-4891-90ad-5065bc210a79","","pass","","folder","TRUE","FALSE","Manufacture QA","EWB.1-15"
"795e2cec-312d-441b-a49e-ab22754eb28e","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-15","Pre-Pour Checklist 1"
"395cb25d-7243-4bda-b3b1-34a0cc4478df","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWB.1-15","The DECA Inspector sign off"
"6a382e6d-cf9a-4ef8-bffd-a1c92d2bcbcd","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-15","Concrete Delivery Checklist"
"2a5a52dc-1252-48ba-864c-256ce08d1aad","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-15","Post-pour Checklist"
"95433455-894d-4889-a92f-edc228096ea7","","pass","","folder","TRUE","FALSE","Manufacture QA","EWB.1-16"
"d7dcb3bc-6318-4ea8-81da-5b7f56de2112","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-16","Pre-Pour Checklist 1"
"5c4d6797-79ec-4056-b9cc-21e918e50221","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWB.1-16","The DECA Inspector sign off"
"629887ac-d13e-4855-9887-8222e6a1358a","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-16","Concrete Delivery Checklist"
"8c29b22f-13dd-49d1-a74d-4143cb302988","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-16","Post-pour Checklist"
"56f63906-3be6-42b3-bb09-e015ec6e8a62","","pass","","folder","TRUE","FALSE","Manufacture QA","EWB.1-17"
"d0d70a25-b9b5-46e3-b960-534efcbe72c9","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-17","Pre-Pour Checklist 1"
"3ed82d09-14f9-4c84-ad1e-a194104749bc","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWB.1-17","The DECA Inspector sign off"
"2f649dc2-a9e2-4a2c-b51d-5eacb9689bc0","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-17","Concrete Delivery Checklist"
"71c5a148-4872-4122-b43e-162a4d13b488","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-17","Post-pour Checklist"
"2d609eb5-4fd9-4935-9d97-aaf7be7d5ba9","","pass","","folder","TRUE","FALSE","Manufacture QA","EWB.1-18"
"1e1a9996-64a8-42c1-92de-006d65b0ff58","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-18","Pre-Pour Checklist 1"
"be73976d-626f-4f68-884d-f8d47319f925","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWB.1-18","The DECA Inspector sign off"
"94390224-daa0-4197-98a5-1953c6a0fc71","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-18","Concrete Delivery Checklist"
"8a1046f1-8c77-4b1b-876b-b4d8e7944aa9","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-18","Post-pour Checklist"
"356c36ed-0a0d-4861-85b0-849fa702542d","","pass","","folder","TRUE","FALSE","Manufacture QA","EWB.1-19"
"3b8fa24f-d555-4b4d-a4c6-2464cbaffbe3","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-19","Pre-Pour Checklist 1"
"9319b273-080a-4534-9172-9230bcd1906d","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWB.1-19","The DECA Inspector sign off"
"c2c5b265-21d5-47d8-a6ff-d91bcd64d03b","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-19","Concrete Delivery Checklist"
"30f74d80-dfb0-4295-830f-b2f36c49e36c","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-19","Post-pour Checklist"
"98561026-c2f2-4024-ad88-6ff810990356","","pass","","folder","TRUE","FALSE","Manufacture QA","EWB.1-20"
"643e1c10-d225-46b6-a2f5-cc43671d2d69","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-20","Pre-Pour Checklist 1"
"a4857ead-79a6-42aa-9188-2aa5d2f361a2","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","EWB.1-20","The DECA Inspector sign off"
"bb5b6b7d-1c3e-4864-b8fe-aca95242c5e4","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-20","Concrete Delivery Checklist"
"23d4fd39-8d3c-402a-8681-4b4a2db97a03","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","EWB.1-20","Post-pour Checklist"
"0b9624f4-62e2-41cc-b8dd-d2525851581a","","pass","","folder","TRUE","FALSE","Manufacture QA","SW.1-1"
"f876bc46-736b-433b-98b5-b9daa4109a8e","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","SW.1-1","Pre-Pour Checklist 1"
"846504a4-180c-4883-86f8-8692cd1e09f7","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","SW.1-1","The DECA Inspector sign off"
"17f7d0a0-b241-4fe8-86cf-b8585c80c142","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","SW.1-1","Concrete Delivery Checklist"
"3123f261-0735-4c23-937b-3fb54e1307b0","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","SW.1-1","Post-pour Checklist"
"49e98304-ebce-4a74-aaf4-a3ed1c978412","","pass","","folder","TRUE","FALSE","Manufacture QA","SW.1-2"
"610c3832-d0af-4b53-ac8d-356848f5cd9c","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","SW.1-2","Pre-Pour Checklist 1"
"e590a61b-26d1-4033-ae0b-c9025d97ac63","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","SW.1-2","The DECA Inspector sign off"
"02de6ac3-ed72-4154-ae8a-5e846f6832a1","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","SW.1-2","Concrete Delivery Checklist"
"c39cccd0-92ab-43e8-b181-c4865c9852b3","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","SW.1-2","Post-pour Checklist"
"b457310d-b493-4734-8fac-a1ed3a9c2257","","pass","","folder","TRUE","FALSE","Manufacture QA","SW.1-3"
"d8103112-580d-444d-91d4-c05368a30356","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","SW.1-3","Pre-Pour Checklist 1"
"e8fcdb79-f95f-45cf-81cf-b282afead99f","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","SW.1-3","The DECA Inspector sign off"
"36441240-6d33-48b9-8e0b-89cc5fd1229b","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","SW.1-3","Concrete Delivery Checklist"
"2142b6b4-191f-46eb-a25f-1aace811cf42","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","SW.1-3","Post-pour Checklist"
"398539be-336b-4616-b537-177f6851a8da","","pass","","folder","TRUE","FALSE","Manufacture QA","SW.1-4"
"eb36c5ab-fe52-4e51-9aca-089fe9b94c0c","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","SW.1-4","Pre-Pour Checklist 1"
"5a3ff045-18d3-4826-b638-010a5281313f","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","SW.1-4","The DECA Inspector sign off"
"21ac5848-b694-49ea-bff9-f8114856af3b","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","SW.1-4","Concrete Delivery Checklist"
"4da2f628-c86f-4a6e-9721-1bfba0559d15","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","SW.1-4","Post-pour Checklist"
"77eca623-5b38-4ef4-b1ce-5d3e50e2548f","","pass","","folder","TRUE","FALSE","Manufacture QA","SW.1-5"
"0eeb517f-ce8e-4b45-81ca-4e7448ddc663","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","SW.1-5","Pre-Pour Checklist 1"
"556b4667-96dd-4218-ba1c-46d75c40e819","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","SW.1-5","The DECA Inspector sign off"
"67bcd704-2a50-4337-8dd8-f07ecd3c8157","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","SW.1-5","Concrete Delivery Checklist"
"92323f2f-70a8-4411-9f9f-ae6566d2eb7c","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","SW.1-5","Post-pour Checklist"
"a32c3677-d38e-40cf-9c7e-fa447f6c1f1d","","pass","","folder","TRUE","FALSE","Manufacture QA","SW.1-6"
"fb773473-233f-41a1-9bf1-cd7b0d8b5fa0","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","SW.1-6","Pre-Pour Checklist 1"
"3dc59336-b095-4151-a58f-f98160e4cfe3","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","SW.1-6","The DECA Inspector sign off"
"c7769308-0bac-4672-8152-fdfeb597aa46","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","SW.1-6","Concrete Delivery Checklist"
"b9fd3091-04f5-4ae0-a37a-778b119caa74","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","SW.1-6","Post-pour Checklist"
"be35d3a1-b932-43e5-91ab-d300ed1d6dec","","pass","","folder","TRUE","FALSE","Manufacture QA","SW.1-7"
"cb5416ca-1f02-42ea-9ffe-361fafc02cb3","","pass","Pre-Pour Checklist 1 (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","SW.1-7","Pre-Pour Checklist 1"
"1a8aab17-b2ae-4f25-ac26-f3a31c227a29","","pass","DECA Inspector sign off","checklist","FALSE","FALSE","Manufacture QA","SW.1-7","The DECA Inspector sign off"
"8cddbd2e-3ae0-4165-9451-a11f23a4d353","","pass","Concrete Delivery Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","SW.1-7","Concrete Delivery Checklist"
"aeaa9ae9-7fb4-4515-ac96-efc2f6d3af3d","","pass","Post-pour Checklist (Remaining Units)","checklist","FALSE","FALSE","Manufacture QA","SW.1-7","Post-pour Checklist"
