"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"a52bebed-a08d-494f-b777-33c66b65a1bd","","fail","","folder","TRUE","FALSE","Site QA"
"fa149cf2-0d3c-4a8d-b021-e7fdf0fa8486","","pass","","folder","TRUE","FALSE","Site QA","Basement"
"5f37cc6f-3967-532b-b6fb-746056421317","","pass","QA - Sewer Stacks / Storm water stacks","checklist","FALSE","FALSE","Site QA","Basement","Sewer Stacks / Storm Water Stacks"
"59b2a98e-40e0-50a4-8447-31b68466421a","","pass","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Basement","Commissioning"
"c13370b0-c293-4282-bf55-40a16f4cd828","","pass","","folder","TRUE","FALSE","Site QA","Lower Ground"
"848d8aed-79f6-4025-ad4a-e1f4fbf4d56c","","pass","Basement & LG Rough in Checklist","checklist","FALSE","FALSE","Site QA","Lower Ground","Plumbing Rough-In"
"4b190447-4959-58ea-b12e-5d422d58f95a","","pass","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Lower Ground","Fit Off"
"005e7e39-9976-50a8-a59c-36dd3ed57794","","pass","QA - Sewer Stacks / Storm water stacks","checklist","FALSE","FALSE","Site QA","Lower Ground","Sewer Stacks / Storm Water Stacks"
"e8808c02-728f-57dc-9b8a-0b3475c8d855","","pass","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Lower Ground","Commissioning"
"57b31524-11b0-49e3-ae32-ea15dea3fbf6","","pass","","folder","TRUE","FALSE","Site QA","Block C - Lower Ground"
"acacbbf2-06de-4c6b-b8c9-9bc2b4acd1d3","","pass","","folder","TRUE","FALSE","Site QA","Block C - Lower Ground","Lobby"
"15c2e1ad-bd92-54b2-9c1f-55c1271dbb45","","pass","QA - Meter Cupboard / Copper Riser","checklist","FALSE","FALSE","Site QA","Block C - Lower Ground","Lobby","Meter Cupboard / Copper Riser"
"a4f4a117-0567-473b-b9fb-66bc8206700c","","pass","","folder","TRUE","FALSE","Site QA","Block C - Lower Ground","CLG.01"
"6000171a-5287-522f-8ebd-78b84944c05d","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C - Lower Ground","CLG.01","Plumbing Rough-In"
"252e741e-d7af-48a2-a946-3f998cac35fc","","pass","Plumbing Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C - Lower Ground","CLG.01","Fit Off"
"ec576bcf-18fa-56d5-9b1e-9da04bd1a000","","pass","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C - Lower Ground","CLG.01","Commissioning"
"f536577c-a37d-458c-8e2a-6a4250c3c80f","","pass","","folder","TRUE","FALSE","Site QA","Block C - Lower Ground","CLG.02"
"1393f4cc-ca74-50b6-83ea-5c408b8ce9f8","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C - Lower Ground","CLG.02","Plumbing Rough-In"
"8c556f70-b7ea-4b87-8e64-694117dcc444","","pass","Plumbing Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C - Lower Ground","CLG.02","Fit Off"
"ca79fbd6-55ff-587d-bedb-5b85b12e16c6","","pass","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C - Lower Ground","CLG.02","Commissioning"
"34b464b7-7bf7-4705-8ee8-f25376b0da75","","fail","","folder","TRUE","FALSE","Site QA","Block A"
"5bcfa4da-5337-4f39-be05-e03859a2c434","","fail","","folder","TRUE","FALSE","Site QA","Block A","Ground Floor"
"b9a84ee3-4514-463b-b6c3-a22d58747314","","not-started","","folder","TRUE","FALSE","Site QA","Block A","Ground Floor","Lobby"
"ef03d93f-fbf7-4b64-bd7b-27d2a60fc134","","fail","","folder","TRUE","FALSE","Site QA","Block D","Level 3"
"7c706a0e-6edb-477b-ab84-e8df621934ec","","fail","","folder","TRUE","FALSE","Site QA","Block D","Level 3","D3.21"
"1a152118-be44-51dd-8b59-f7f88326633f","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 3","D3.21","Plumbing Rough-In"
"11252aa6-e32e-5321-a131-b455af59865a","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 3","D3.21","Fit Off"
"517d73c7-c135-5c99-843a-9257c3fa5d35","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 3","D3.21","Commissioning"
"eb1e1828-108f-484c-9892-6b4fb06d4e4c","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block D","Level 3","D3.22"
"2cf446f2-6d12-5417-be8d-047fb5d250d1","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 3","D3.22","Plumbing Rough-In"
"ad3b54a2-f04c-5cdc-bc7e-c6e08addb5ce","","work-in-progress","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 3","D3.22","Fit Off"
"b0ed924e-62c8-5354-92ff-eff07db82351","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 3","D3.22","Commissioning"
"c33ef5e7-315c-4644-bc6b-e573a2f5c400","","fail","","folder","TRUE","FALSE","Site QA","Block D","Level 3","D3.23"
"94012566-9004-5c4b-8511-f99f7a6f744c","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 3","D3.23","Plumbing Rough-In"
"687def3c-917a-595a-a89d-cc6ff7f99e4e","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 3","D3.23","Fit Off"
"75fe723e-5fc2-5338-9ff9-b9d7715ffb0b","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 3","D3.23","Commissioning"
"15067af0-1469-4fc3-b307-c9dd1b7e29a3","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block D","Level 3","D3.24"
"698a040f-c85f-54c9-a15b-0d30d520e41e","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 3","D3.24","Plumbing Rough-In"
"0ee27100-7bfc-5ec6-b243-1946adc66e68","","work-in-progress","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 3","D3.24","Fit Off"
"2dc420d6-7cc0-5881-8fb7-cb1f3b44babd","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 3","D3.24","Commissioning"
"1753a598-5750-4572-95d9-f1d1a70e8003","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block D","Level 3","D3.25"
"6e4fecfc-4055-5ac3-af28-295f1fa26eee","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 3","D3.25","Plumbing Rough-In"
"920d2825-0caf-5e29-89f0-a61fb60482d9","","work-in-progress","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 3","D3.25","Fit Off"
"c1bcf98b-3353-5b58-9229-89f3870b3522","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 3","D3.25","Commissioning"
"aede85a2-8ad7-4bfd-901a-8a1c7c1a901d","","fail","","folder","TRUE","FALSE","Site QA","Block D","Level 3","D3.26"
"73364d1b-f003-56d0-b508-9199e9fe4b01","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 3","D3.26","Plumbing Rough-In"
"093a14d5-8d58-5f8b-98ea-edaa4c3cebfd","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 3","D3.26","Fit Off"
"f5a33c2c-6d35-596d-b2e5-aef908bd1593","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 3","D3.26","Commissioning"
"a341865f-0c58-40d2-9df1-8f09d8c154be","","fail","","folder","TRUE","FALSE","Site QA","Block D","Level 3","D3.27"
"c0d89e4b-3820-5c7e-a7a6-906448a86e2c","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 3","D3.27","Plumbing Rough-In"
"997a4f74-2bb9-59ca-bf7b-3449d8b6d153","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 3","D3.27","Fit Off"
"3e5c632b-3a66-560c-bebb-9a625c9a1c5d","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 3","D3.27","Commissioning"
"3c7b4107-e4a5-45e7-ba27-0c7aacb9ab08","","fail","","folder","TRUE","FALSE","Site QA","Block D","Level 3","D3.28"
"7b67016f-0d88-5579-b0d3-2b9d475d2de2","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 3","D3.28","Plumbing Rough-In"
"165f4e13-d481-5e36-abb6-d30d963220f4","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 3","D3.28","Fit Off"
"3ad7eae4-3e8c-5011-bdb0-d3ec36cdce72","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 3","D3.28","Commissioning"
"324d9523-a8e1-4554-83f4-bd47a061493c","","fail","","folder","TRUE","FALSE","Site QA","Block D","Level 4"
"23afbbb7-f213-4878-b1f2-d989e63c15e1","","fail","","folder","TRUE","FALSE","Site QA","Block D","Level 4","D4.21"
"5b6c7e6d-440d-5138-9a07-380ff169e659","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 4","D4.21","Plumbing Rough-In"
"c0908e73-f37b-55ac-8b6b-8936a25a3bad","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 4","D4.21","Fit Off"
"36d9db09-05ed-58d5-8f27-92947de790e4","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 4","D4.21","Commissioning"
"3c3225ae-8425-499f-9357-7ab2ccc46de4","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block D","Level 4","D4.22"
"257611d3-f4a3-5b74-85a9-8d888ae6e7f5","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 4","D4.22","Plumbing Rough-In"
"cceee8d7-bec1-5829-9fe3-1a4183857a22","","work-in-progress","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 4","D4.22","Fit Off"
"e87b16a9-5bc9-56d6-8f52-67d8616627d9","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 4","D4.22","Commissioning"
"f440a67b-2f61-40d5-aa58-c3e4264e65fd","","fail","","folder","TRUE","FALSE","Site QA","Block D","Level 4","D4.23"
"b31fdaf6-ecff-540e-b55b-e388e262a69b","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 4","D4.23","Plumbing Rough-In"
"1c196d15-d14e-5337-b38f-089ef845e91c","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 4","D4.23","Fit Off"
"ff14d70a-12e6-586a-9b86-b047b746c3c2","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 4","D4.23","Commissioning"
"dc31eb13-aad2-4ed1-8e55-9a0fe5acdbc0","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block D","Level 4","D4.24"
"9321229f-1185-5253-a508-738d20d5fac4","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 4","D4.24","Plumbing Rough-In"
"89813da9-4631-5aa3-9265-7656cd3c01e1","","work-in-progress","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 4","D4.24","Fit Off"
"e503c769-185c-539a-8406-77493daa9b72","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 4","D4.24","Commissioning"
"c21ce752-346a-4d23-8de0-be2f097bee9e","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block D","Level 4","D4.25"
"b051d8c6-a0b8-56c3-b6e4-00462aa9d5d9","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 4","D4.25","Plumbing Rough-In"
"38e2e2f1-c900-537b-b10d-15da2f1bf626","","work-in-progress","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 4","D4.25","Fit Off"
"7422ee19-d158-5c51-bd31-21216b0b1a50","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 4","D4.25","Commissioning"
"fbc7adc5-7c67-4d7e-99ad-1554cd2773a5","","fail","","folder","TRUE","FALSE","Site QA","Block D","Level 4","D4.26"
"7f0f4b1e-7fb0-5b86-a750-0ce275c3cf1e","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 4","D4.26","Plumbing Rough-In"
"5ad25026-0ba7-551c-b8b8-c9ff7b3b2592","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 4","D4.26","Fit Off"
"e1129c01-c997-5cdc-8ded-a736ca7310b3","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 4","D4.26","Commissioning"
"26fdc908-7590-47cc-b268-00fb44faf882","","fail","","folder","TRUE","FALSE","Site QA","Block D","Level 4","D4.27"
"829cf0bc-5374-5413-aab3-c80ca871cb53","","not-started","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 4","D4.27","Plumbing Rough-In"
"c8903016-314a-5ffc-80c2-1816051c3c00","","fail","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 4","D4.27","Fit Off"
"09f85f8f-a8f4-5de3-afb4-fedc7b46ff4e","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 4","D4.27","Commissioning"
"56f56069-9b1e-47a1-873f-15fcf19d629c","","not-started","","folder","TRUE","FALSE","Site QA","Block D","Level 4","D4.28"
"051ddf98-d327-5994-9a30-bd804adb8d40","","not-started","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 4","D4.28","Plumbing Rough-In"
"b38b5cae-0b36-5a0d-ab00-dedc4ead408b","","not-started","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 4","D4.28","Fit Off"
"60a64f52-1914-57ec-9638-91b5baa4e14e","","not-started","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block D","Level 4","D4.28","Commissioning"
"cadba632-3732-4021-918a-c85f23688b3a","","no-status-not-started","","folder","TRUE","FALSE","Penetrations"
"88521a74-1138-44aa-9d8f-b063fbce96e3","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Basement"
"2768bce9-7ea1-4334-b34f-40f0891dde2d","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C - Lower Ground"
"a585a2ca-e942-4d49-97cb-c0f1a05686b8","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C - Lower Ground","Lobby"
"eb1e742c-2fbf-44e2-b1cb-4248d7d12dcc","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C - Lower Ground","Corridor"
"093a386e-87b8-481a-9f9e-62439596f9aa","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C - Lower Ground","CLG.01"
"394322ec-0314-446d-b0a9-5aedd39cc072","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C - Lower Ground","CLG.02"
"dbb25d02-3980-4418-af9e-6da08518b89b","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A"
"27d8097f-51b7-4ff5-ab86-bfe3d49d80d2","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Ground Floor"
"a2d6a8ff-021e-43ec-b016-b85f853c5642","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Ground Floor","Lobby"
"a65873f5-b415-4a8b-94be-634ef4b791bd","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Ground Floor","Corridor"
"b3f861c9-68c2-4f54-9489-4d7d7f50a010","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Ground Floor","AG.01"
"447c18b0-fb48-43cb-ae65-15147c2d7cf8","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Ground Floor","AG.02"
"114c3daf-7d1a-4f70-9abd-1d35273e4695","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Ground Floor","AG.03"
"0054b234-c00f-4908-b20c-f11dc8b679b1","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Ground Floor","AG.04"
"1b6259ed-b267-4e42-b362-67d257f5e869","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Ground Floor","AG.05"
"2b017065-6493-487b-8e49-506a349437f3","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Ground Floor","AG.06"
"26df47e8-6bea-4f18-a68b-73e3c51ba8ff","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Ground Floor","AG.07"
"70133145-9e06-47e3-9a9d-f79f32f4ecda","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Ground Floor","AG.08"
"3b288726-4b23-4fab-bba3-1ee96ad3fc9d","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Level 1"
"d178a9e1-4c67-4c93-a76f-57d68c4f6605","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Level 1","Corridor"
"5f589464-f44a-4cd5-a210-c5d8e1b4db49","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Level 1","A1.01"
"67a5f442-3ae1-4393-abb5-f2f6a7440034","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Level 1","A1.02"
"d465b015-bd5d-43f1-b0af-149d999b27e9","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Level 1","A1.03"
"bcde422e-37ef-4d36-9a5e-cb85b0d87acd","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Level 1","A1.04"
"26937dd7-e8ea-456c-b2e5-e0b9b0129b3a","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Level 1","A1.05"
"b606d14b-f896-465c-9c8b-de15b846031b","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Level 1","A1.06"
"2d1aad86-29a4-46ab-b24b-f96af4afed72","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Level 1","A1.08"
"8e49ca29-2c2a-4f5e-895f-e5255d57998d","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Level 2"
"2d621b63-1afc-4fff-9bf8-798bd500f399","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Level 2","Corridor"
"537c2e79-1075-4daa-b42f-6f6b82e0cde9","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Level 2","A2.01"
"ab75cea8-f317-4ae7-9d40-aab63951f62a","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Level 2","A2.02"
"e45fd1e5-7e8c-4605-80a6-1cee1858e40c","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Level 2","A2.03"
"67605086-e0b4-40f2-b0d4-d56d06b9273d","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Level 2","A2.04"
"bd1eb96a-ec7b-40a5-b01e-95832767fb08","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Level 2","A2.05"
"3cbe2fdd-43e1-4463-af84-fe5cc75b70a5","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Level 2","A2.06"
"78e39b92-1509-48a6-8a1f-faf3aab5e246","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Level 2","A2.08"
"92b19e77-80d5-4998-92c2-7762816c8268","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Level 3"
"1c70eadb-bcc6-40f1-a604-3db38292312c","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Level 3","Corridor"
"e31740c4-0e03-4f21-b613-0e5c2d1c6e3b","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Level 3","A3.01"
"2c24ffa7-d60c-4c0b-80c8-e7190ad83c8c","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Level 3","A3.02"
"1a2383ce-df42-4675-9989-702e4e066966","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Level 3","A3.03"
"2649b6c4-fd8c-428c-b27d-701f69229f0f","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Level 3","A3.04"
"4794df5a-2f58-4451-8fc1-ef450dbc8a78","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Level 3","A3.05"
"f869a356-e37f-45b3-92d3-07860bd5ab21","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Level 3","A3.06"
"0a2224da-5611-406c-a113-0237e68bba9d","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Level 3","A3.08"
"4bbf63d3-835b-43d0-84c3-e2f76de20f4a","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Level 4"
"bbbbc437-9f85-452f-8b07-dba85e07a891","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Level 4","Corridor"
"bcc3ba89-9d5e-4e1c-a292-c22b922fb7f0","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Level 4","A4.01"
"9c0ec2c6-bbe6-420a-a3be-0865f5910590","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Level 4","A4.02"
"794b0622-648b-4d00-a7ce-c5d1c49ea168","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Level 4","A4.03"
"1b041532-a84c-41c6-af49-79ce51827e67","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Level 4","A4.04"
"efb53d9f-130f-4697-9413-ecb1c3511bc0","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Level 4","A4.05"
"e8e243c5-067f-40a2-8b12-abd0af46cc55","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Level 4","A4.06"
"8ab7be79-08bf-4c5e-949a-5404c96682c0","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Level 4","A4.08"
"0be971fb-956a-4425-9eba-48b7b7b34cae","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block A","Roof"
"fca6012a-660e-455f-ab21-d811e5685a11","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block B"
"27c50c9d-f49b-45c6-be61-9aecb5209dd4","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block B","Ground Floor"
"f7f59f68-e512-4453-b7e6-acc14e46b0ad","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block B","Ground Floor","Lobby"
"3d973df5-410f-4baf-b1cd-b541daf60cf6","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block B","Ground Floor","Corridor"
"0209390b-bf4e-4edb-aeb9-9ff21bb1699d","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block B","Ground Floor","BG.09"
"98520e84-f1de-4448-b96d-4deb1b132873","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block B","Ground Floor","BG.10"
"43f8c75d-3a63-4fb7-9d24-cc441e820ca7","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block B","Ground Floor","BG.11"
"d525a21c-2f19-4a9a-866e-442380937b22","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block B","Ground Floor","BG.12"
"4ab3ae95-65e9-4775-a7df-fd14e5992a5e","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block B","Level 1"
"f40188f6-9164-4acc-ad62-84473c5eab61","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block B","Level 1","Corridor"
"1eec4ae8-d766-495f-abb9-82c9401ba468","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block B","Level 1","B1.09"
"16381e09-997d-4d9b-a231-20a1647fa58e","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block B","Level 1","B1.10"
"0d23d44c-2328-4ab2-84a1-d099d047a380","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block B","Level 1","B1.11"
"e8085a37-4cb5-4109-8c5e-a01600b675a1","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block B","Level 1","B1.12"
"8f7ae8c2-b526-46c5-89ee-f80a3618fbb8","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block B","Level 2"
"3a283c14-c901-49b8-89e2-1aaedcf3bbd2","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block B","Level 2","Corridor"
"338285a9-9fc9-49c0-bb54-6bbef7cc56e4","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block B","Level 2","B2.09"
"5000027d-3e31-4f88-bdca-5c114ac64ef8","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block B","Level 2","B2.10"
"bd556770-b3c2-4fdb-8da5-85c23c51ba76","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block B","Level 2","B2.11"
"9fa90d5d-931e-4567-9035-edcc95bb8a85","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block B","Level 2","B2.12"
"2d842f27-b725-486d-9c4e-be57a8e920d2","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block B","Level 3"
"8c3044cd-ae82-41eb-aa42-f133b34e5dc6","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block B","Level 3","Corridor"
"c52f986d-70d3-4252-9ef4-e4cd6e2caac8","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block B","Level 3","B3.09"
"9ac8720b-d295-4684-948b-65b0edadb405","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block B","Level 3","B3.10"
"65f5b208-3451-4ec9-b73d-eac1662a03ee","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block B","Level 3","B3.11"
"4dad1133-54c9-4c76-ab97-8089b11fc81c","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block B","Level 3","B3.12"
"6aa5cdeb-6587-4a93-9234-06aba61b2586","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block B","Level 4"
"d8da39cb-344c-43b4-851e-8f5f481d22fc","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block B","Level 4","Corridor"
"c3dbfb63-bd91-457b-80f4-ca7150b6be91","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block B","Level 4","B4.09"
"fcd2c90f-41c6-4ab9-9431-dce47ecd5f64","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block B","Level 4","B4.10"
"e3c06a90-41fa-4cc2-9ac4-78b8e7622c38","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block B","Level 4","B4.11"
"5698a10b-4df7-4c2f-bb11-a657fa09b451","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block B","Level 4","B4.12"
