"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6ae5f494-0463-4ad5-a3a5-774cae30d614","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"dc0a4c0a-46ef-4245-aa19-7d7403b19b8c","","work-in-progress","","folder","TRUE","FALSE","Site QA","Stormwater"
"75d1e6f2-5e53-427d-b5b3-5f88de3242c5","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Stormwater","N0"
"59bee503-33bd-43a6-8172-ad1241fe0f37","","work-in-progress","","folder","TRUE","FALSE","Site QA","Stormwater","N1"
"a4817768-0cf0-4b05-a3c2-0292069c3fdd","","work-in-progress","2972ed2e599407c858d0bfefe6ec741c358aa6d9a4f802e41ef3b8b5a65826ee","checklist","FALSE","FALSE","Site QA","Stormwater","N1","ITP - Stormwater"
"ea39b08e-b815-5072-be34-43b2cef55b58","","work-in-progress","","section","FALSE","FALSE","Site QA","Stormwater","N1","ITP - Stormwater","1. Pre-construction (P&G / EStablishment"
"72179a16-33a9-5255-97f8-2cc6c111182c","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Reinforcement","Reid bar couplers tightened fully and filled with EPCON C8 Extreme"
"5c4caf0a-ba62-54e5-b16f-747f780e80d9","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Reinforcement","Reinforcing adequately tied"
"697b9811-975c-590a-8ad3-2add44acfb81","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Reinforcement","Chairs or spacers fixed in place"
"60b4b800-4b61-516e-a027-a5909b3ce0b2","","not-started","","section","FALSE","FALSE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Embedded items"
"52a427c4-7627-5956-874d-3b181b2ed8c5","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Embedded items","Block-outs, ducts & cast in items installed"
"503a0e7d-cd39-5206-8852-35e3dabf2906","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Embedded items","Correct position, level & alignment"
"c8041c20-a204-5ddd-8ce7-17b033d07134","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Embedded items","Securely fixed in place"
"3727838e-a0c9-52c4-a829-1187beec4543","","not-started","","section","FALSE","FALSE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Construction Joints"
"c3e6592a-dc96-5f4a-b4f6-6924cd815c99","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Construction Joints","Correct location"
"531b31fd-ac2b-51b7-bed8-544d44df6016","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Construction Joints","Adequately prepped"
"2c131a7f-fc41-5431-a26e-860630c7bd77","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Construction Joints","Joint board installed"
"f9c3554f-641c-4893-9349-785083c74803","","not-started","Concrete Pre-pour Inspection","checklist","FALSE","FALSE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection"
"e7e12a5c-de88-5e27-9bea-b9e2b47c331f","","not-started","","section","FALSE","FALSE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Preliminary"
"86bceda8-aaa7-5c42-90cd-e31150ab5a7e","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Preliminary","Engineer notified of pour"
"3769a5ac-0543-514f-b71a-0f864723cfd9","","not-started","","section","FALSE","FALSE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Formwork"
"4da6a825-3a02-59af-b587-156c1f284bb0","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Formwork","Installed as per formwork design"
"ca5cda0e-9927-5f3f-a5b5-f13bbb8fff15","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Formwork","Permit to load issued"
"af07a032-da73-5619-9077-2f3f6af92544","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Formwork","Dimensions correct"
"71f19c1d-bc20-58cd-ba59-d79e04ba7bcc","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Formwork","Position and orientation correct"
"e87c2e91-bdce-5ae5-a2eb-96f20df15836","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Formwork","Forms vertical, plumb and true"
"cf7eacf7-07f9-59d0-b697-c7c1938fabdb","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Formwork","Forms coated with release agent"
"f5ce1bb0-e211-5bf5-a87a-9848152821b1","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Formwork","Forms clean and clear of debris"
"f4d12af0-e659-58a7-943f-5f6197f1918e","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Formwork","Joints sealed"
"681629d1-5853-5e31-943b-f390361519f0","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Formwork","Pour level marks"
"cffa8290-9a7a-5fc1-bc90-3e9a8b4af7e7","","not-started","","section","FALSE","FALSE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Reinforcement"
"9d003fdb-da31-5967-a791-ff36f82f2f8a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Reinforcement","Correct grade reinforcement"
"f89e3661-5ed9-584f-a3e0-923254c1b117","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Reinforcement","Correct bar size"
"b9669b8b-21ae-55cb-aed9-b7308984f281","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Reinforcement","Correct number of bars"
"ef407c02-3683-58b7-ab41-9b048bdfb4a0","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Reinforcement","Correct spacing"
"19df6dc9-6e93-5a29-af1d-a6a5658cb5af","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Reinforcement","Starters bars included"
"13cc7ced-0f48-545c-8c04-267b5e5afee6","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Reinforcement","Correct cover (min 75mm against ground, 50mm where protected from soil during casting, 40mm otherwise. max 100mm end cover on hoizontal bars)"
"23f33580-172d-5357-9d61-8bdf8234650c","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Reinforcement","Correct weld lengths (min 10 x bar diameter)"
"8122f5bf-6332-5f63-86d8-a5dc714a1ec6","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Reinforcement","Correct lap length (min 50 x bar diamenter or as per drawing)"
"d1947f76-ef6e-5f1e-8d6c-99986e280f82","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Reinforcement","Correct lap position (staggered appropriately)"
"433af244-c576-5776-b34b-43c88c302592","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Reinforcement","Longitudinal bars terminate with 90 or 180 deg hook)"
"f49635e4-f601-5f82-aadd-ad10f8f70854","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Reinforcement","Reid bar couplers tightened fully and filled with EPCON C8 Extreme"
"cfcf5bcc-7d22-50c3-9ba8-ccf658e517a0","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Reinforcement","Reinforcing adequately tied"
"f37b0196-5900-5cc3-b907-39487c420a0d","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Reinforcement","Chairs or spacers fixed in place"
"240a15f5-69ad-5f22-ac55-b95c57b90681","","not-started","","section","FALSE","FALSE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Embedded items"
"d6d80214-5e9d-5f5c-be08-1686a505bf90","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Embedded items","Block-outs, ducts & cast in items installed"
"73934b8d-0da9-589e-a077-145c259e33ec","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Embedded items","Correct position, level & alignment"
"22105fb9-c922-5f2d-a5d5-d08d667b6282","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Embedded items","Securely fixed in place"
"10f815c8-8eac-5c2f-836a-0751655b5ca2","","not-started","","section","FALSE","FALSE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Construction Joints"
"118c019f-82b7-5253-a19e-79b56d824773","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Construction Joints","Correct location"
"4e61432d-ee0d-5016-92f8-fa17e1b78cfd","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Construction Joints","Adequately prepped"
"b538a227-48d1-56a6-9830-4356b619219a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N1","Concrete Pre-pour Inspection","Construction Joints","Joint board installed"
"6c5a08ad-8035-4718-9971-b557e514e446","","work-in-progress","","folder","TRUE","FALSE","Site QA","Stormwater","N2"
"5390a5a1-67e5-49a9-9391-74241fcb10a7","","work-in-progress","2972ed2e599407c858d0bfefe6ec741c358aa6d9a4f802e41ef3b8b5a65826ee","checklist","FALSE","FALSE","Site QA","Stormwater","N2","ITP - Stormwater"
"d69d45c2-f268-5469-816a-0f0bd0610212","","not-started","","section","FALSE","FALSE","Site QA","Stormwater","N2","ITP - Stormwater","1. Pre-construction (P&G / EStablishment"
"c87ca77a-e4dd-5735-9909-8cc3b53429c4","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","1. Pre-construction (P&G / EStablishment","1.1 - Extent of Line Setout"
"5e00ce4e-f130-51dd-b946-30331c694652","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","1. Pre-construction (P&G / EStablishment","1.2 - Environmental Protection"
"728ea8b4-9fa9-5ed3-98b2-fa7543d7519f","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","1. Pre-construction (P&G / EStablishment","1.3 - Stakeholder"
"d3edfd26-4cb9-5b58-80a8-c65af415052f","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","1. Pre-construction (P&G / EStablishment","1.4 - Permits"
"1727d001-4ee4-58d3-8539-9082c071b826","","not-started","","signoff","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","1. Pre-construction (P&G / EStablishment","AUTHORITY HOLDPOINT"
"406b5151-cb03-5aae-8f27-a62600413fc6","","work-in-progress","","section","FALSE","FALSE","Site QA","Stormwater","N2","ITP - Stormwater","2. Material, Personnel & third party approval"
"a7068510-4a67-5a03-8b41-0f8193716276","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","2. Material, Personnel & third party approval","2.1 - Pipes, Fittings and Pre-cast Structures"
"ef070172-edb0-53be-b3d7-457d2ecaf591","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","2. Material, Personnel & third party approval","2.2 - Bedding/Side & Haunch/Overlay/Backfill Material Compliance"
"2b278b67-ec83-5155-9223-1dd8426ec5a1","","not-started","","signoff","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","2. Material, Personnel & third party approval","AUTHORITY HOLDPOINT"
"160d66ed-8d3a-5ffc-ad92-0f69a03592fc","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","2. Material, Personnel & third party approval","2.3 - Undercut Backfill Material"
"f8809910-fa46-5ab4-a4ad-d485d9dfb419","","not-started","","signoff","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","2. Material, Personnel & third party approval","AUTHORITY HOLDPOINT"
"9cbc72a5-07c3-5326-bf59-d1708c1bb2e1","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","2. Material, Personnel & third party approval","2.4 - Geotextile/Geogrid"
"cae7d015-7286-57be-8944-5df07d835dd1","","work-in-progress","","section","FALSE","FALSE","Site QA","Stormwater","N2","ITP - Stormwater","3.1 SW Pipeline Construction"
"ad158ec4-06cf-5472-9a2a-9bb7e94f78b3","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.1 SW Pipeline Construction","3.1.1 - Foundation Compliance"
"589023ac-22c5-54b0-8c37-fc86505dda5f","","work-in-progress","","signoff","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.1 SW Pipeline Construction","AUTHORITY HOLDPOINT"
"7dc8a727-bed0-51ea-ada0-e0a286db361c","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.1 SW Pipeline Construction","3.1.2 - Undercut Backfill Compliance"
"5788e205-3b86-5afc-a155-c25ae6f59930","","not-started","","signoff","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.1 SW Pipeline Construction","AUTHORITY HOLDPOINT"
"95149a80-1fa7-5dd6-9abf-00e587c5ebc0","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.1 SW Pipeline Construction","3.1.3 - Bedding Compaction Testing"
"0bde06f7-227f-53ed-96e8-da7aecffb553","","work-in-progress","","signoff","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.1 SW Pipeline Construction","AUTHORITY HOLDPOINT"
"e16f1247-ad66-5469-b2e8-b10289b0bda9","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.1 SW Pipeline Construction","3.1.4 - Haunch Zone Compaction Testing Haunch Zone shall extend from top of bedding to 0.3 times the outside dia of pipe"
"d4535dba-7217-5b1b-8824-9aabe8244cc1","","work-in-progress","","signoff","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.1 SW Pipeline Construction","AUTHORITY HOLDPOINT"
"9e7ea03e-8c1d-5739-9a90-7c7c21cbb690","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.1 SW Pipeline Construction","3.1.5 - Side Zone Compaction Testing Side Zone shall extend from top of Haunch Zone to 0.5 times the outside dia of pipe"
"fe92d533-4830-51f7-ba4b-f492e6e7e408","","work-in-progress","","signoff","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.1 SW Pipeline Construction","AUTHORITY HOLDPOINT"
"e145402d-c2cf-5781-8c64-d2df9db7bde8","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.1 SW Pipeline Construction","3.1.6 - Overlay Compaction Testing Overlay zone shall extend from top of Side Zone to 600mm above the top of the pipe. 2 lifts of 300mm should be placed."
"a63e0bb0-39dc-58d9-bfe7-5d98ca05417a","","work-in-progress","","signoff","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.1 SW Pipeline Construction","AUTHORITY HOLDPOINT"
"8537291f-2155-5728-b455-8ddd54c67a37","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.1 SW Pipeline Construction","3.1.7 - Backfill Inspection"
"950450ac-68b5-5627-811d-c584915a698d","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.1 SW Pipeline Construction","3.1.8 - Survey"
"52baf022-f0a7-50e3-a3f1-68c99e5278f2","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.1 SW Pipeline Construction","3.1.9 - Backfill Compaction Testing"
"c8a565bb-03b0-5a24-ae6c-5d90172c36c3","","work-in-progress","","signoff","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.1 SW Pipeline Construction","AUTHORITY HOLDPOINT"
"8fc1b57a-3306-5551-8904-d1e9794783a1","","work-in-progress","","section","FALSE","FALSE","Site QA","Stormwater","N2","ITP - Stormwater","3.2 SW Manhole Construction"
"c28c1f7d-5232-5477-9680-604a1aa77427","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.2 SW Manhole Construction","3.2.1 - Foundation Compliance"
"4fa1b24c-44aa-5c3f-9773-7e034980c1c0","","work-in-progress","","signoff","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.2 SW Manhole Construction","AUTHORITY HOLDPOINT"
"3f6f01e0-47c9-581f-b7c4-4a5268e11d98","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.2 SW Manhole Construction","3.2.2 - Undercut Backfill Compliance"
"e7c69a41-a441-544e-a578-42472ad72856","","work-in-progress","","signoff","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.2 SW Manhole Construction","AUTHORITY HOLDPOINT"
"d0742cfa-ccb3-5972-8c80-1b02084e1c01","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.2 SW Manhole Construction","3.2.3 - Bedding Compaction Testing"
"de3b2f43-4be2-5134-b525-15d05cf913a9","","work-in-progress","","signoff","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.2 SW Manhole Construction","AUTHORITY HOLDPOINT"
"a347ab45-1043-57a9-8061-d916a3b438ca","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.2 SW Manhole Construction","3.2.4 - Backfill Inspection"
"271a5d90-2f37-55f0-bcaa-ef8e1b389705","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.2 SW Manhole Construction","3.2.5 - Survey"
"219f8ad9-7aaa-587e-9b95-b2e921c93098","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.2 SW Manhole Construction","3.2.6 - Backfill Compaction Testing"
"1c42a1f9-4d74-5070-b150-6c30a62c7923","","work-in-progress","","signoff","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.2 SW Manhole Construction","AUTHORITY HOLDPOINT"
"b8dc275d-31b6-537c-b988-c2870cb299af","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.2 SW Manhole Construction","3.2.7 - Haunching"
"afdc0c72-12d0-5850-9433-1f648cb121b1","","not-started","","section","FALSE","FALSE","Site QA","Stormwater","N2","ITP - Stormwater","3.3 SW Catchpit Construction"
"21880442-358c-5dfc-9124-4eef626ca606","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.3 SW Catchpit Construction","3.3.1 - Foundation Compliance"
"b50fff0f-c5a8-5e3f-9a61-36c09934a781","","not-started","","signoff","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.3 SW Catchpit Construction","AUTHORITY HOLDPOINT"
"3546fb2b-2b95-5efc-89e7-b9fda2c31a7c","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.3 SW Catchpit Construction","3.3.2 - Undercut Backfill Compliance"
"1eef3bad-2043-5d77-8bb2-6369b5309168","","not-started","","signoff","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.3 SW Catchpit Construction","AUTHORITY HOLDPOINT"
"4d9edc5c-5b12-578d-bcdf-fd7f7a5a59dd","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.3 SW Catchpit Construction","3.3.3 - Bedding Compaction Testing"
"0f80ca63-ca44-50e6-aa2e-feaccbae999f","","not-started","","signoff","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.3 SW Catchpit Construction","AUTHORITY HOLDPOINT"
"0d044a5e-cba8-5b6a-b4c3-0b209825fc1e","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.3 SW Catchpit Construction","3.3.4 - Backfill Inspection"
"9bc95d20-5ef3-5584-a1bb-66183194e16e","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.3 SW Catchpit Construction","3.3.5 - Survey"
"d6463250-6b58-54a7-967e-ccf640d05263","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.3 SW Catchpit Construction","3.3.6 - Backfill Compaction Testing"
"6835654b-63ea-5ff7-85f9-03b3b1c48bf5","","not-started","","signoff","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.3 SW Catchpit Construction","AUTHORITY HOLDPOINT"
"b305bf2a-2f96-5ae0-ab51-d28f5b140276","","not-started","","section","FALSE","FALSE","Site QA","Stormwater","N2","ITP - Stormwater","3.4 Riprap & Boulders Installation"
"1313035b-a254-5b6b-a124-3d89faf139d6","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.4 Riprap & Boulders Installation","3.4.1 - Rip-Rap Material"
"a223409b-7ddb-5524-a3b1-97ff1e558268","","not-started","","signoff","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.4 Riprap & Boulders Installation","AUTHORITY HOLDPOINT"
"714229a6-f712-5311-b7e5-7d0078937172","","not-started","","checkpoint","TRUE","TRUE","Site QA","Stormwater","N2","ITP - Stormwater","3.4 Riprap & Boulders Installation","3.4.2 - Soil Rip-Rap Material"
