"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"518af03f-84a5-4f27-87b2-4bf913aa93b8","","folder-normal","pass","","step","TRUE","FALSE","In-Ground Works"
"7824f13e-1208-4ea2-baae-7792d14add68","","folder-normal","pass","","step","TRUE","FALSE","In-Ground Works","South & West"
"96bedfd2-c0f8-4f73-a33c-d52368f20593","","checklist-sectioned","pass","Excavation & Shoring - GPL-QSE-ITP-STRUC-001 (Rev 02)","checklist","FALSE","FALSE","In-Ground Works","South & West","South - Shoring + Excavation"
"9511dbed-3060-5a2f-b02a-c10170d08ef4","","checkpoint-group","pass","","","FALSE","FALSE","In-Ground Works","South & West","South - Shoring + Excavation","Shoring - Prior to Works Commencing"
"235c1998-20b1-414d-ad92-b9ffe15839cb","","checklist-sectioned","pass","Pad Footings, Strip Footings, Lift Pits & Piles - GPL-QSE-ITP-STRUC-002 (Rev 03)","checklist","FALSE","FALSE","Structure","Pads","Crane"
"8898b768-1a5d-5ca7-a11b-73c4e3369da1","","checkpoint-group","pass","","","FALSE","FALSE","Structure","Pads","Crane","Prior to Concrete Pour"
"47c51afc-2c9d-5fa2-979c-732bb16aec9d","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Pads","Crane","Prior to Concrete Pour","Attach mark-up plan (Refer to Pad Register)"
"a5491cbe-92fd-5ae6-9110-f62ff3fff280","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Pads","Crane","Prior to Concrete Pour","Confirm RL of sub-base"
"a261b487-24e7-587d-b57e-f324ff625ff8","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Pads","Crane","Prior to Concrete Pour","Confirm position of footing is in accordance with architectural setout design"
"f77b36f1-fc61-5b46-800d-2f3ace752bf5","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Pads","Crane","Prior to Concrete Pour","Confirm starter bars to columns and walls installed in correct location"
"76e1bbe7-69bd-59d5-ab5b-e03999a606f1","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Pads","Crane","Prior to Concrete Pour","Check for reinforcement cover as per structural documents (especially at steps and ramps)"
"77ec4a51-a7e1-5b47-b7de-f9c872e30592","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Pads","Crane","Prior to Concrete Pour","Obtain certificate from Structural Engineer and Geotechnical Engineer prior to concrete pour Attach certificates"
"7289961d-e58e-502a-8125-6cd740848980","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Pads","Crane","Prior to Concrete Pour","Confirm strength of concrete off structural drwaings prior to ordering"
"e547aa3f-b4a4-5219-995c-fa12df2d0493","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Pads","Crane","Prior to Concrete Pour","Confirm waterproofing details installed as per manufacturer's specifications Attach waterproofer's completed ITP (Applicable to Lift Pit Only)"
"febc83d3-11f3-5bc5-905f-a241e73e2965","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Pads","Crane","Prior to Concrete Pour","Attach piling contractor ITP"
"ed024b69-c775-59b1-925b-cd2a152f3d10","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Pads","Crane","Prior to Concrete Pour","Attach photos prior to concrete pour"
"71cae2dd-4aa5-5693-8cb2-28265f40e902","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Pads","Crane","Prior to Concrete Pour","HOLDPOINT - OK to Pour"
"980c4a4f-520e-5976-ad02-7db75d2cb8fc","","checkpoint-group","pass","","","FALSE","FALSE","Structure","Pads","Crane","During Concrete Pour"
"f9d3c95b-9b16-5e87-9349-df759ced75d6","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Pads","Crane","During Concrete Pour","Confirm Concrete Tester onsite to take samples"
"4dd35940-a64e-5b32-9cbe-ed8a55c8a20f","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Pads","Crane","During Concrete Pour","Ensure during pour that no water to be added to the concrete mix whether in the truck or pump (If there is evidence of this happening the concrete in the stated shall be rejected and replaced at the subcontractor's expense, including the delay time of the concrete pour)"
"d27bab2e-2068-563d-a036-5c4e38f9199a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Pads","Crane","During Concrete Pour","Confirm supervision of pour by waterproofing contractor Attach sign off Applicable to lift pit only"
"d4df8916-ef15-5d09-a45a-6800b55fbc3d","","checkpoint-group","pass","","","FALSE","FALSE","Structure","Pads","Crane","After Concrete Pour"
"0118ee99-7bb5-599e-8bc9-2de7f669c9af","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Pads","Crane","After Concrete Pour","Confirm tolerance of finished concrete surfaces"
"20a6ceb8-69aa-5a7a-a236-dc0a8a7e34cf","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Pads","Crane","After Concrete Pour","Obtain all concrete tests to be carried out on all concrete pours Attach Concrete Docket"
"3985e9ab-472f-5ceb-86c1-7221f8d2925b","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Pads","Crane","After Concrete Pour","Check concrete strength results complete with specification 14d… 28d…"
"9ccd1439-c55a-5f68-8d09-69e5b3711816","","checkpoint-group","pass","","","FALSE","FALSE","Structure","Pads","Crane","Sign Offs"
"8c7757fd-a6df-528a-9433-da9a5c706674","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Pads","Crane","Sign Offs","Subcontractor Sign Off"
"c80d14e4-74b6-59b4-abf3-3798c145f8f0","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Pads","Crane","Sign Offs","Orwell Sign Off"
"2502158f-c58d-59d4-9bf7-a6b238d473c3","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Pads","Crane","Sign Offs","GPL-QSE-ITP-STRUC-002 (Rev 03) Pad Footings, Strip Footings, Lift Pits & Piles"
"7a38afc9-86f7-42af-8e6d-750862768e29","","checklist-sectioned","not-applicable","Pad Footings, Strip Footings, Lift Pits & Piles - GPL-QSE-ITP-STRUC-002 (Rev 03)","checklist","FALSE","FALSE","Structure","Pads","Lift"
"f6f46573-13ef-54c9-8a35-612bc92aa97c","","checkpoint-group","not-applicable","","","FALSE","FALSE","Structure","Pads","Lift","Prior to Concrete Pour"
"8e270ed9-10a0-5c56-afab-4ca4c9ab1355","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Pads","Lift","Prior to Concrete Pour","Attach mark-up plan (Refer to Pad Register)"
"da90b47d-4bfc-5fe2-ba59-5e43973b8c96","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Pads","Lift","Prior to Concrete Pour","Confirm RL of sub-base"
"e6d4510b-59ea-5130-a37a-4d722293bc9a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Pads","Lift","Prior to Concrete Pour","Confirm position of footing is in accordance with architectural setout design"
"65b61e94-86df-5827-a8a0-2d629baefcb2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Pads","Lift","Prior to Concrete Pour","Confirm starter bars to columns and walls installed in correct location"
"11455c09-af54-5a15-90ce-488a822e48f9","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Pads","Lift","Prior to Concrete Pour","Check for reinforcement cover as per structural documents (especially at steps and ramps)"
"5b68c9c9-0848-5dee-9696-86f933e116b7","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Pads","Lift","Prior to Concrete Pour","Obtain certificate from Structural Engineer and Geotechnical Engineer prior to concrete pour Attach certificates"
"a841a8ee-77a0-5c02-811d-d0fe2a072f28","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Pads","Lift","Prior to Concrete Pour","Confirm strength of concrete off structural drwaings prior to ordering"
"15466f3a-6439-54f8-94df-84529a07f0bc","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Pads","Lift","Prior to Concrete Pour","Confirm waterproofing details installed as per manufacturer's specifications Attach waterproofer's completed ITP (Applicable to Lift Pit Only)"
"f50018eb-c06d-55d4-b66d-e47dc501c13f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Pads","Lift","Prior to Concrete Pour","Attach piling contractor ITP"
"ec71654f-89f1-5acd-9c9d-8c7991c37558","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Pads","Lift","Prior to Concrete Pour","Attach photos prior to concrete pour"
"b033e9a1-7424-5148-bcf5-e19c5f0c0d28","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Pads","Lift","Prior to Concrete Pour","HOLDPOINT - OK to Pour"
"d6432d48-4687-530c-8b17-0bf3fe7fb7dd","","checkpoint-group","not-applicable","","","FALSE","FALSE","Structure","Pads","Lift","During Concrete Pour"
"a67437ed-a7c2-525f-b2e2-76c337fdecd9","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Pads","Lift","During Concrete Pour","Confirm Concrete Tester onsite to take samples"
"a29437b7-c86e-573a-ae73-64d8bf771573","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Pads","Lift","During Concrete Pour","Ensure during pour that no water to be added to the concrete mix whether in the truck or pump (If there is evidence of this happening the concrete in the stated shall be rejected and replaced at the subcontractor's expense, including the delay time of the concrete pour)"
"3585d9b8-b7ef-57ed-9624-ffc9e7fe34b3","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Pads","Lift","During Concrete Pour","Confirm supervision of pour by waterproofing contractor Attach sign off Applicable to lift pit only"
"e588f1c8-0bf0-514b-931d-6629f994309c","","checkpoint-group","not-applicable","","","FALSE","FALSE","Structure","Pads","Lift","After Concrete Pour"
"ff674857-dbff-501f-a949-196a4a2e1e68","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Pads","Lift","After Concrete Pour","Confirm tolerance of finished concrete surfaces"
"d0b5be18-2198-5bf5-ba83-d78cadae4124","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Pads","Lift","After Concrete Pour","Obtain all concrete tests to be carried out on all concrete pours Attach Concrete Docket"
"c2593db4-3a6a-58bd-bb44-6c1290361251","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Pads","Lift","After Concrete Pour","Check concrete strength results complete with specification 14d… 28d…"
"b482bdca-c736-5802-a78c-ee740ab5df13","","checkpoint-group","not-applicable","","","FALSE","FALSE","Structure","Pads","Lift","Sign Offs"
"e9ba71ed-8ee4-5a58-990f-17aa65a039b5","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Pads","Lift","Sign Offs","Subcontractor Sign Off"
"89f8b01f-e0c1-5b5c-9580-9ed73158da44","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Pads","Lift","Sign Offs","Orwell Sign Off"
"5f20c442-fa0b-5a3b-8909-8468eb64484d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Pads","Lift","Sign Offs","GPL-QSE-ITP-STRUC-002 (Rev 03) Pad Footings, Strip Footings, Lift Pits & Piles"
"d5a32fc0-34bb-4843-8562-c1e2e17141a4","","folder-normal","work-in-progress","","step","TRUE","FALSE","Structure","Basement 1"
"4d03919a-ad5e-461b-8a71-1d15b686a43e","","checklist-sectioned","pass","Suspended Slab - GPL-QSE-ITP-STRUC-005 (Rev 03)","checklist","FALSE","FALSE","Structure","Basement 1","Slab"
"ef9cb8d9-f743-53aa-92b9-1df60d574820","","checkpoint-group","pass","","","FALSE","FALSE","Structure","Basement 1","Slab","Prior to Deck Handover"
"d156ebcd-a231-507f-8161-a23f0c137e34","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 1","Slab","Prior to Deck Handover","Confirm deck is safe, handrails installed and edge protection is provided to full perimeter of deck"
"68cc72f3-97bc-567b-8bd0-59e7034ac94f","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 1","Slab","Prior to Deck Handover","Confirm means of access to deck, 2 x stretcher stair access"
"1cc555bc-8ac7-5fc7-998f-6508b355f440","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 1","Slab","Prior to Deck Handover","Confirm Formworkers Deck Handover Certificate and ITP is received and sighted"
"90a6b63f-eaae-54d0-aa25-7bc825fd33e5","","checkpoint-group","pass","","","FALSE","FALSE","Structure","Basement 1","Slab","Prior to Concrete Pour"
"91354c27-4a86-5a63-b04c-0273a1f74181","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 1","Slab","Prior to Concrete Pour","Confirm As-Built Survey of deck is complete"
"1d1e8fb5-ec79-5667-b501-ef7e6babf290","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 1","Slab","Prior to Concrete Pour","Confirm Formworker has received As-Built Survey of deck, and has rectified errors prior to any trades commencing on deck"
"b6a86a4a-1eae-5ef3-a47c-466db043acd0","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 1","Slab","Prior to Concrete Pour","Confirm all beams and decks constructed as per Structural Concrete Profiles"
"74543fba-8780-5f87-a35f-f4a0e12dd03d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Basement 1","Slab","Prior to Concrete Pour","Install slip joints to all load bearing walls and corbels where required"
"b1faea34-8b0c-53e4-b91c-a61d562d9b1d","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 1","Slab","Prior to Concrete Pour","Clean off decks and beams prior to pour, and ensure all exposed off-form soffits are free of any dust, stains and rust marks  Hose down if necessary"
"cd4578ad-acff-51b5-bf58-f1eeafcbf772","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Basement 1","Slab","Prior to Concrete Pour","Check if concrete has falls, and ensure shutters, timbers, spacers are used to create folds where necessary  Cross-check the following drawings:"
"e4442f51-389a-5327-94bd-486b15a7e4ea","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 1","Slab","Prior to Concrete Pour","Check top RLs for all reinforcement, ensuring adequate concrete cover  Confirm with Concreter"
"a445b0a0-44fb-54b1-aa97-eedaca741e23","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 1","Slab","Prior to Concrete Pour","Confirm that plastic bar chairs are used everywhere, particularly at exposed off-form soffits"
"dcbac28b-6bc1-541b-9e60-40b6153c4a19","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 1","Slab","Prior to Concrete Pour","Attach Formwork ITP"
"740a7548-058c-5aa4-aa9e-c64328014d37","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 1","Slab","Prior to Concrete Pour","Attach Formwork Engineer's sign off certificate  Confirm that certificate references props, braces and compliance with design & AS3610"
"9bf59892-a31b-5dd9-9a40-b67878bb0104","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 1","Slab","Prior to Concrete Pour","Attach Hydraulic ITP (for cast-in elements), include relevant mark-ups"
"aed686e4-6dd9-5104-b89e-ee30bd3f3ba5","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 1","Slab","Prior to Concrete Pour","Attach Electricians ITP (for cast-in elements), include relevant mark-ups"
"a3534894-8650-596d-be6a-d4f67bb6ba6f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Basement 1","Slab","Prior to Concrete Pour","Attach Fire Services ITP (for cast-in elements), include relevant mark-ups"
"7a7337ff-e381-5018-8332-54740212c24c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Basement 1","Slab","Prior to Concrete Pour","Attach Mechanical ITP (for cast-in elements), include relevant mark-ups"
"ed6cf7d8-89bc-5427-800e-56b15f83434e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Basement 1","Slab","Prior to Concrete Pour","Attach Precast ITP (for cast-in elements), including relevant mark-ups"
"236b801c-32ad-5ac7-a69d-66fe89f23160","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 1","Slab","Prior to Concrete Pour","Attach Reo Fixing ITP"
"9bf870e0-3de1-5897-b14e-4cc0be68254c","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 1","Slab","Prior to Concrete Pour","Attach Principal Structural Engineer Inspection Report, and confirm that all actions are closed out with photos sent to engineer"
"51673062-dab7-5b7c-9b79-23ccb12e6af1","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 1","Slab","Prior to Concrete Pour","Attach Post Tensioning Engineer Inspection Report, and confirm that all actions are closed out with photos sent to engineer"
"c9939d4d-b26e-53ca-b57a-d195d732cb6f","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 1","Slab","Prior to Concrete Pour","Check quantity of concrete required prior to ordering"
