"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b1b44885-769a-474b-9770-80ca3df582f0","","checklist-flat","no-status-started","9be491f1c30e7d5d091f86202fdb952c95979007c64799c168f88db500017a73","checklist-flat","FALSE","FALSE","Job Details"
"4f8771e0-804e-41ba-b293-d904103a490f","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Job Details","Site Info"
"3e97ff3c-f707-4552-ab1a-631ef5ea69af","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Job Details","Latest Drawings"
"581cf87e-7bfe-43df-962c-49b117b7734a","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Job Details","Architectural Drawings"
"c8b83231-8036-4b3c-b65a-dd4c41c5a454","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Job Details","Plans"
"1a0b026e-50e5-4956-ac12-2f2d3a611e91","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Job Details","Additional Pre Start Docs"
"28301cf4-67dc-4131-a3f4-55957d5707c1","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Job Details","Order Numbers"
"477a3bd5-cf78-427e-a0e0-925651726787","","folder-normal","fail","","step","FALSE","FALSE","Health & Safety"
"724782fb-282b-455c-8908-042726ef4b5d","","checklist-flat","no-status-started","df00e11d689b0cd5fdda29373d1dc053d0812dccb7e91a591d365a6a64c0011e","checklist-flat","FALSE","FALSE","Health & Safety","Prestart H&S Documents"
"09231a51-320a-406a-840d-cd55d011715e","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Health & Safety","Prestart H&S Documents","All  Pre-start H&S Documentation Completed, Reviewed & Attached"
"1a7aebf2-defb-43c1-9b17-0b72a0dcbf86","","folder-normal","fail","","step","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety"
"5304286b-e2f4-4b6b-b123-a20b485e59b4","","folder-normal","work-in-progress","","step","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Toolbox Talks"
"d1808901-f9e9-4165-abfa-301b58e9c7ae","","checklist-sectioned","work-in-progress","H&S - Toolbox Talk","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Toolbox Talks","Toolbox Checklist"
"e5fde7ad-a78f-5dcf-bd57-ca960d7e3517","","checkpoint-group","not-started","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Toolbox Talks","Toolbox Checklist","Details "
"a18ec68a-e3ec-5965-af88-b40dae6c689d","","checkpoint-status","pass","Z - SYS - Site Inspection Checklist (old version):5d18beae-8ab0-4197-82c7-c07a1db02059:273f5b0d-c3b1-4a54-9f56-5cce3b5d11b6","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection 27.05.22","Electrical Equipment","Leads safely placed"
"2be06896-dfc7-5cf3-94eb-07760629b0f9","","checkpoint-status","pass","Z - SYS - Site Inspection Checklist (old version):5d18beae-8ab0-4197-82c7-c07a1db02059:4d22733e-68b9-45a4-94d5-56d3cad734d1","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection 27.05.22","Electrical Equipment","Equipment in good condition"
"3c5e1444-0251-559b-b832-a12dd69e0fec","","checkpoint-status","pass","Z - SYS - Site Inspection Checklist (old version):5d18beae-8ab0-4197-82c7-c07a1db02059:0645b226-2401-437a-b674-1d24715a8c01","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection 27.05.22","Electrical Equipment","Appropriate guards on equipment"
"7ddb4821-95a4-5824-bbd1-d33ec42043bc","","checkpoint-status","not-applicable","Z - SYS - Site Inspection Checklist (old version):5d18beae-8ab0-4197-82c7-c07a1db02059:4f130c47-c956-4ca7-8e8a-46f434f9b9ad","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection 27.05.22","Electrical Equipment","Adequate temporary lighting"
"6e89d1d1-ab77-5d1b-ad64-68fbe4160fe5","","checkpoint-group","fail","Z - SYS - Site Inspection Checklist (old version):b30da7a3-07fa-4f21-9cc3-b730aa73f618","","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection 27.05.22","Chemicals"
"ec33c140-da00-5a95-88d1-0829a66a3680","","checkpoint-status","pass","Z - SYS - Site Inspection Checklist (old version):b30da7a3-07fa-4f21-9cc3-b730aa73f618:668ec579-7070-415b-904c-920377de226f","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection 27.05.22","Chemicals","Correctly stored"
"d63a1330-44e2-5af9-9725-87135f99c885","","checkpoint-status","fail","Z - SYS - Site Inspection Checklist (old version):b30da7a3-07fa-4f21-9cc3-b730aa73f618:06e990dd-7401-48a3-84e0-1bb2ae87b932","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection 27.05.22","Chemicals","Safety Data Sheet (SDS) available"
"3c4c89ad-7298-5fe9-9dc8-58a621300815","","checkpoint-status","pass","Z - SYS - Site Inspection Checklist (old version):b30da7a3-07fa-4f21-9cc3-b730aa73f618:7e19f3d0-dadc-4db7-b1f5-0e8b0a239118","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection 27.05.22","Chemicals","Operators using PPE"
"f5e66688-5407-51f8-940b-2436cd640f12","","checkpoint-group","not-applicable","Z - SYS - Site Inspection Checklist (old version):24d98e47-4485-4ad2-aa5e-6b1441dc9095","","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection 27.05.22","Tools"
"3c6c54b2-73e7-54a3-bd8c-abef4e3d955f","","checkpoint-status","not-applicable","Z - SYS - Site Inspection Checklist (old version):24d98e47-4485-4ad2-aa5e-6b1441dc9095:6e53a9af-be73-42fd-abd8-f340786977e3","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection 27.05.22","Tools","PAT tool WoF current and secure"
"3fffa5c8-ac52-5642-9f17-c86f85b0eabf","","checkpoint-status","not-applicable","Z - SYS - Site Inspection Checklist (old version):24d98e47-4485-4ad2-aa5e-6b1441dc9095:2769a72c-ed0f-49de-856c-144f188647b4","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection 27.05.22","Tools","Staff trained in tool use (SWPS)"
"c27b13b2-71d2-5051-ad01-f61aaebea4a8","","checkpoint-status","not-applicable","Z - SYS - Site Inspection Checklist (old version):24d98e47-4485-4ad2-aa5e-6b1441dc9095:ea823ec4-72bd-4197-bb52-a5826a784540","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection 27.05.22","Tools","PAT signage on site"
"416bb258-57b9-5395-bd6b-565f78173e02","","checkpoint-group","pass","Z - SYS - Site Inspection Checklist (old version):2edd1df2-34c1-4c75-901e-fe88eb4fe51c","","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection 27.05.22","Scaffolding"
"4a7c957f-f88d-50cd-9f8e-05ceedaa2a70","","checkpoint-status","pass","Z - SYS - Site Inspection Checklist (old version):2edd1df2-34c1-4c75-901e-fe88eb4fe51c:95f2e959-392b-45b4-86a8-cf9952ef5c17","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection 27.05.22","Scaffolding","Notifiable weekly Scaftag/current"
"685d0777-378e-5b87-b023-39a152b96b14","","checkpoint-status","pass","Z - SYS - Site Inspection Checklist (old version):2edd1df2-34c1-4c75-901e-fe88eb4fe51c:4c78c647-4f22-4507-9cad-fcfa77158360","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection 27.05.22","Scaffolding","Handrails/mid-rails"
"7511789f-575e-55d9-9cae-69b52771f1b0","","checkpoint-status","pass","Z - SYS - Site Inspection Checklist (old version):2edd1df2-34c1-4c75-901e-fe88eb4fe51c:efacf7bb-a5ad-4892-813f-058a47a68e18","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection 27.05.22","Scaffolding","Toe boards"
"4ee4abbf-99d9-5e62-a5b5-6e26d8ec8f99","","checkpoint-status","pass","Z - SYS - Site Inspection Checklist (old version):2edd1df2-34c1-4c75-901e-fe88eb4fe51c:5dacea56-ec70-4f3b-9962-85fa0d31fe9e","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection 27.05.22","Scaffolding","Platforms"
"78545d3d-0475-5550-8142-5c80c3982bc7","","checkpoint-status","pass","Z - SYS - Site Inspection Checklist (old version):2edd1df2-34c1-4c75-901e-fe88eb4fe51c:05968951-9802-4f24-ad97-e3bc3155fc10","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection 27.05.22","Scaffolding","Ladders/stairs"
"ea6bf15a-5ded-5862-9e9a-ac62b06b801b","","checkpoint-status","pass","Z - SYS - Site Inspection Checklist (old version):2edd1df2-34c1-4c75-901e-fe88eb4fe51c:e83ce979-05e5-4e72-b172-ff92014960b2","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection 27.05.22","Scaffolding","Base sound"
"ea3e42ce-d833-5e64-a11d-24b95e5f0fe2","","checkpoint-status","pass","Z - SYS - Site Inspection Checklist (old version):2edd1df2-34c1-4c75-901e-fe88eb4fe51c:cdc64eda-fbe4-4662-903b-1ad673942b73","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection 27.05.22","Scaffolding","Work platforms clear"
"0902c159-fadd-5cad-8b28-29a2963e9256","","checkpoint-status","pass","Z - SYS - Site Inspection Checklist (old version):2edd1df2-34c1-4c75-901e-fe88eb4fe51c:77a547f5-26b5-4de5-92a1-503cb29fffe8","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection 27.05.22","Scaffolding","Platforms trip free"
"59065e56-5c94-54da-ab9e-8b8e0786bb47","","checkpoint-status","pass","Z - SYS - Site Inspection Checklist (old version):2edd1df2-34c1-4c75-901e-fe88eb4fe51c:9c13511d-9cf1-4178-b8d6-7545d21bea27","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection 27.05.22","Scaffolding","Planks tied down"
"ba5656e2-60f0-5979-8c69-7c0a56bac62c","","checkpoint-status","pass","Z - SYS - Site Inspection Checklist (old version):2edd1df2-34c1-4c75-901e-fe88eb4fe51c:54451aa1-8f95-496c-8537-afc1666a5f5c","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection 27.05.22","Scaffolding","Headroom clear"
"1be2af23-8d30-5d60-8eba-36e0eb0ad467","","checkpoint-status","pass","Z - SYS - Site Inspection Checklist (old version):2edd1df2-34c1-4c75-901e-fe88eb4fe51c:124c759a-97e2-49a8-b848-6054a80a7920","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection 27.05.22","Scaffolding","Ties/bracing adequate"
"706db727-6ee0-57b9-b6bd-a1c6ca8fd25d","","checkpoint-group","pass","Z - SYS - Site Inspection Checklist (old version):003c3611-08c3-4dfd-be21-c2e8ba86160a","","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection 27.05.22","Ladders"
"c010ef66-612e-5ab1-b9ea-7865fad51699","","checkpoint-status","pass","Z - SYS - Site Inspection Checklist (old version):003c3611-08c3-4dfd-be21-c2e8ba86160a:8580ea74-50e9-40bf-bc38-eb7827a89cfd","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection 27.05.22","Ladders","Good condition"
"2a4f49ee-b859-5d9c-bb5c-8eb22a5ffaea","","checkpoint-status","pass","Z - SYS - Site Inspection Checklist (old version):003c3611-08c3-4dfd-be21-c2e8ba86160a:942b4f22-fab0-4c9d-8ebe-782e0f744e90","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection 27.05.22","Ladders","Secured top and bottom"
"b306bf06-9d5b-509b-9409-bd31fcaf9209","","checkpoint-status","not-applicable","Z - SYS - Site Inspection Checklist (old version):003c3611-08c3-4dfd-be21-c2e8ba86160a:3f417c61-67b1-4d84-8d48-4a7c0d5f6b57","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection 27.05.22","Ladders","Stays to step ladders"
"13cd94a9-f8bd-5d6c-b029-78fffb27f143","","checkpoint-status","pass","Z - SYS - Site Inspection Checklist (old version):003c3611-08c3-4dfd-be21-c2e8ba86160a:5292eefc-2231-471d-b85b-5bac12e77084","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection 27.05.22","Ladders","Working 2 steps down"
"85c36d6d-9fb7-5a8a-bb15-3e640d8724d9","","checkpoint-group","pass","Z - SYS - Site Inspection Checklist (old version):9cbe8a66-35bf-470e-a961-978f94f40ac4","","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection 27.05.22","Fall Hazards"
"328a17fd-d7f4-5fa2-9ab5-7fff5e04b3aa","","checkpoint-status","pass","Z - SYS - Site Inspection Checklist (old version):9cbe8a66-35bf-470e-a961-978f94f40ac4:faf95df8-3511-4259-8d24-5a90cb21d682","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection 27.05.22","Fall Hazards","Fall Hazards"
"f6a030da-9c9c-5a30-8013-23febf837878","","checkpoint-status","pass","Z - SYS - Site Inspection Checklist (old version):9cbe8a66-35bf-470e-a961-978f94f40ac4:9f204443-eeec-4c14-abea-eaeb9fb6d64c","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection 27.05.22","Fall Hazards","Floor openings"
"4cb92b39-5d01-5bdf-9c6c-b3b29ea95408","","checkpoint-status","not-applicable","Z - SYS - Site Inspection Checklist (old version):9cbe8a66-35bf-470e-a961-978f94f40ac4:34dc0597-2fb5-429a-965d-7ddc5d8f7ee9","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection 27.05.22","Fall Hazards","Lift shafts"
"1d3aae63-fe91-5e3e-a6d8-2363569249a1","","checkpoint-status","pass","Z - SYS - Site Inspection Checklist (old version):9cbe8a66-35bf-470e-a961-978f94f40ac4:73179c22-263e-43b7-ac5b-6266f9b353ed","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection 27.05.22","Fall Hazards","Stairs"
"b585c0cb-c57e-4289-ab3c-2ef1c03010c5","","checklist-sectioned","pass","e6d8916ea61761b85d4594243b10143178fdb72d59cf84f5d6e73d1ff7725deb","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22"
"0513e085-c3fb-50a6-8634-31faa66a14d4","","checkpoint-group","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","Details"
"ce5f32b8-e007-5bdf-98c0-4e80284f47bd","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","Details","Details Complete"
"609e9d62-5b29-569c-844f-ef9372cab3c8","","checkpoint-group","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","Site Control"
"e8e45a8a-0b6e-5bb1-9021-978cc792a00a","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","Site Control","Hazard Board and signage up-to-date"
"adae8f3f-8f0b-595e-8bf7-dedd4f2c4404","","checkpoint-status","not-applicable","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","Site Control","Environmental plan - issues"
"e2bdcc1f-e481-5ce2-9270-f901b8c0b86f","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","Site Control","Safety inductions for all on-site"
"f19c8954-c4fd-5993-bff9-a8922ff872cd","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","Site Control","Safety notice board current"
"8a7e6b8f-b83b-535b-845b-d0e722c325bd","","checkpoint-group","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","Site Facilities"
"edffeba3-9cd7-5993-b40e-b9d82d49628d","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","Site Facilities","Offices clean, adequate & good lighting"
"449ed979-3608-5aac-9dc1-bb9c3cfab5ab","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","Site Facilities","Smoko sheds - clean, portable water"
"a182ae52-4aff-5ef5-a367-37dddac430b8","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","Site Facilities","Toilets - clean, washing water"
"6bf69195-992c-5c67-b721-49f6b9be13ef","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","Site Facilities","Tool /equipment sheds adequate"
"e7e2cfde-b4bc-5af2-8399-2e1f4896afac","","checkpoint-group","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","General Site Tidiness and Access ways"
"c28c8c66-50fc-55d9-bd94-2e102721a846","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","General Site Tidiness and Access ways","Clear, safe access to work areas"
"876ca843-d06a-52a4-a567-c5f0e6319b75","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","General Site Tidiness and Access ways","Stairways and accessways clear"
"fc80bb82-458d-5561-b054-e22d59f7829d","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","General Site Tidiness and Access ways","Hoardings /fence and gates secure"
"e16fd2ff-7134-5fc4-9cdf-433638cf084a","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","General Site Tidiness and Access ways","Loose materials secure from wind"
"0f39f4fa-df15-5544-939d-4b348f8dd1ad","","checkpoint-group","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","Personal Safety Equipment"
"3bf501ba-34a7-5db1-b4a3-4c75c81b28fa","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","Personal Safety Equipment","Signage displayed and legible"
"e937dda4-32db-5be3-913f-fd4b62c1fd73","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","Personal Safety Equipment","Hardhats being worn"
"60475ca7-d5ec-5d8f-be79-1520d3c09ec8","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","Personal Safety Equipment","Correct footwear being worn"
"5f28ecff-0d39-541f-9a99-c6602c883c70","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","Personal Safety Equipment","Glasses /ear muffs /vests /masks used"
"bf864242-e53c-5141-8301-08246a08c5fc","","checkpoint-group","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","First Aid/Fire Prevention"
"478ed316-62d1-50c3-9df0-fbcfeb2a6bc1","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","First Aid/Fire Prevention","First Aid Box Available"
"68469bac-c586-557c-b033-a4470807b28a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","First Aid/Fire Prevention","Accident register"
"3935ffe1-c212-515f-8d97-6b1e9b5df262","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","First Aid/Fire Prevention","Fire Extinguishers"
"486bd444-5a7f-59a4-aa0f-0e41b58e8cb2","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","First Aid/Fire Prevention","Evacuation"
"6ea091a8-2b7a-5c3c-a8ec-476fcdeba687","","checkpoint-group","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","Cranes/hoist/lifting equipment"
"41547973-c679-5b64-86da-a0769633da5b","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","Cranes/hoist/lifting equipment","Proper lift assessment plan done"
"562666f2-21bc-5a7c-8239-1e35d2b777c4","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","Cranes/hoist/lifting equipment","Crane certification current"
"e03d1ea2-eb0a-5664-bbc1-6713aadcb894","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","Cranes/hoist/lifting equipment","Slings/chains certified"
"2187cba4-02ed-5992-8642-159986b3e03e","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","Cranes/hoist/lifting equipment","Operator procedures in place"
"d9e22112-b6f0-5b0b-8caf-813ee55bc425","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","Cranes/hoist/lifting equipment","Inspections being done"
"1a01c54a-c8be-582c-8023-c5a9a3f2692c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","Cranes/hoist/lifting equipment","Man cage available"
"4bce6159-2050-538e-801c-df8e148c4cff","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","Cranes/hoist/lifting equipment","Emergency plan in place"
"e2858ad9-4b08-505f-8be2-9923b7bffc73","","checkpoint-group","not-applicable","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","Compressed air equipment"
"4c88eae4-68e7-5ecd-8976-af4cbfb58ca2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","Compressed air equipment","In good condition"
"6a59407a-785e-525e-8589-e3086b2031af","","checkpoint-status","not-applicable","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","Compressed air equipment","Appropriate guards fitted"
"b1652898-b10f-5b24-a87b-0a78661ac9e0","","checkpoint-status","not-applicable","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","Compressed air equipment","Trained user"
"e4840294-50d8-5ab8-91b3-30579803df89","","checkpoint-group","not-applicable","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","Excavations"
"ff2aa4c2-3b3b-5371-83fb-ad3a208b1ac7","","checkpoint-status","not-applicable","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","Excavations","Correctly Shored"
"fd625bde-4978-5fd2-9362-044c9102542a","","checkpoint-group","not-applicable","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","Welding/gas cutting"
"3e4e483d-6fc7-5f45-a54d-d3302d3ea00f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 02.06.22","Welding/gas cutting","Hot work permits being issued"
