type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,,,
checkpoint-status,5.13 Surface Finishes,,,,,,,,,,,,,,,,,,,,
label,"REFERENCE: IFC Drawings 610.31, 610.20",,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Surface finish as per IFC drawings.,,,,,,,,,,,,,,,,,,,,
label,"○ Where surface finish is not detailed, the VicRoads class finishes will apply as per 610.31.",,,,,,,,,,,,,,,,,,,,
label,○ Construction joints shall be roughened in locations shown on the drawings - any proposed changes to construction joints shall be subject to approval from the Nominated Authority.,,,,,,,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each pile,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,"RESPONSIBILITY: Foreman, SE/PE/SPE",,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-group,Post-construction Activities,,,,,,,,,,,,,,,,,,,,
checkpoint-status,6.1 Pile Trimming,,,,,,,,,,,,,,,,,,,,
label,"REFERENCE: IFC Drawings AS2159 Clause 7.2.2 - 3, 606.06 (a & b)",,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Piles shall not be broken back until a minimum of 24 hours after completion of the placement of concrete.,,,,,,,,,,,,,,,,,,,,
label,○ Care shall be taken to ensure that the full cross-sectional area of the pile is at the required RL without any cracking or damage.,,,,,,,,,,,,,,,,,,,,
label,○ Any weak or damaged concrete shall be removed back to sound concrete.,,,,,,,,,,,,,,,,,,,,
label,"METHOD: Measure, Visual",,,,,,,,,,,,,,,,,,,,
label,"FREQUENCY: Where applicable, each pile",,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,6.2 Compressive Strength Test Results,,,,,,,,,,,,,,,,,,,,
label,"REFERENCE: IFC Drawings Table 610.05.051, 610.16 (g)",,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: 7 day compressive strength to comply with table 610.051 for early indication that the strength is tracking correctly.,,,,,,,,,,,,,,,,,,,,
label,○ 28 day compressive strength (average of the 2 no. cylinders) per sample comply with the design strength.,,,,,,,,,,,,,,,,,,,,
label,"Note: 1 of the 2 no. 28 day cylinders per sample may be as low as 90% of the required strength, so long as the average meets the required strength.",,,,,,,,,,,,,,,,,,,,
label,Attach: Compressive Strength Test Results,,,,,,,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each cylinder,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,6.3 Pile Integrity Testing,,,,,,,,,,,,,,,,,,,,
label,"REFERENCE: 606.07 (a, d & e) AS2159 Clause 8.8",,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Pile integrity testing shall be conducted after the concrete strength has reached 25MPa but not less than 7 days from casting.,,,,,,,,,,,,,,,,,,,,
label,○ Cross-sectional area = ≥95%,,,,,,,,,,,,,,,,,,,,
label,"○ If any test fails, all piles shall be tested.",,,,,,,,,,,,,,,,,,,,
label,Attach: Pile Integrity Test Report,,,,,,,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Piles #1 - #6.,,,,,,,,,,,,,,,,,,,,
label,○ Reduced to 1 test per 3 piles if the first 6 tests pass,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,"RESPONSIBILITY: Testing Consultant, SE/PE/SPE",,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,6.4 Static Load Testing,,,,,,,,,,,,,,,,,,,,
label,"REFERENCE: IFC Drawings 606.07 (b, d & e), AS2159 Clause 8.4",,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Static load testing to be conducted on the designated piles as shown on the IFC drawings after the concrete strength has reached the 28 day compressive strength.,,,,,,,,,,,,,,,,,,,,
label,i. Displacement vs Time Graph = linear or decreasing rate of creep,,,,,,,,,,,,,,,,,,,,
label,ii. Creep rate = <2mm / log cycle of time at the test load,,,,,,,,,,,,,,,,,,,,
label,iii. Maximum pile settlement and lateral displacement at the design load = < values on IFC drawings,,,,,,,,,,,,,,,,,,,,
label,Attach: Static Load Test Report,,,,,,,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,,,,,,,
label,"FREQUENCY: Where applicable, as shown on the IFC Drawings",,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,"RESPONSIBILITY: Testing Consultant, SE/PE/SPE",,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,6.5 Dynamic Pile Testing,,,,,,,,,,,,,,,,,,,,
label,"REFERENCE: 606.07 (c, d & e), AS2159 Clause 8.7",,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Dynamic pile testing shall be conducted after the concrete strength has reached the 28 day compressive strength.,,,,,,,,,,,,,,,,,,,,
label,○ Measured Ultimate capacity = ≥ values on IFC drawings,,,,,,,,,,,,,,,,,,,,
label,Attach: Dynamic Pile Test Report,,,,,,,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,,,,,,,
label,"FREQUENCY: Where applicable, 1 test per pile cap / abutment, where pile toe RL varies >2m from the test pile.",,,,,,,,,,,,,,,,,,,,
label,○ At least 1 test per 10 piles,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,"RESPONSIBILITY: Testing Consultant, SE/PE/SPE",,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,6.6 As-built Survey,,,,,,,,,,,,,,,,,,,,
label,"REFERENCE: IFC Drawings 606.08 (a - c), AS2159 Clause 7.2.2",,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: The following tolerances apply to piles:,,,,,,,,,,,,,,,,,,,,
label,i. Pile head plan location = ±75mm,,,,,,,,,,,,,,,,,,,,
label,ii. Variance from vertical or rake = 1:100,,,,,,,,,,,,,,,,,,,,
label,iii. Irregularities in straightness = 1:100,,,,,,,,,,,,,,,,,,,,
label,iv. RL = ±25mm,,,,,,,,,,,,,,,,,,,,
label,Attach: Survey As-builts / Survey Report,,,,,,,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each pile,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,"RESPONSIBILITY: Surveyor, SE/PE/SPE",,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,6.7 Non-conformance Report (NCR) Closure,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: MRPA Quality Management Plan,,,,,,,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Ensure that any NCRs pertaining to the lot / element / Work area that this ITP covers, have been closed.",,,,,,,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,,,,,,,
label,"FREQUENCY: Once, prior to closure of this lot / element / Work area",,,,,,,,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,Final Inspection,,,,,,,,,,,,,,,,,,,,
label,"On behalf of Metropolitan Roads Program Alliance, it is hereby certified that the Works represented by the item of work listed have been tested in accordance with the Project Quality Plan and conform in all respects with the requirements of the Contract.",,,,,,,,,,,,,,,,,,,,
text,Name:,,,,,,,,,,,,,,,,,,,,
text,Position:,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
holdpoint,Sign ITP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
checklist-sectioned,ITP-080-CIV-PSDS-Stormwater Drainage Supply & Installation,itp,,,,Yes,ITP-080-CIV-PSDS-Stormwater Drainage Supply & Installation Rev 0,d2268e3a-e814-48a3-9e21-a432edc88fa6,,,,,,,,,,,,,
checkpoint-group,Referenced Documentation,,,,,,,,,,,,,,,,,,,,
checkpoint-status,Referenced Documentation,,,,,,,,,,,,,,,,,,,,
label,Document Title: ITP-080-CIV-PSD-Stormwater Drainage Supply & Installation,,,,,,,,,,,,,,,,,,,,
label,ITP Description: PSD-Stormwater Drainage Supply & Installation,,,,,,,,,,,,,,,,,,,,
label,Document Number (in Teambinder): MRP-0000-MRPA-ALT-ITP-00XX,,,,,,,,,,,,,,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): 080-CIV,,,,,,,,,,,,,,,,,,,,
label,Revision Number: 0,,,,,,,,,,,,,,,,,,,,
label,Revision Date: 5/12/2023,,,,,,,,,,,,,,,,,,,,
label,ITP created by: Victor Mira,,,,,,,,,,,,,,,,,,,,
label,ITP approved for use by: Victor Mira,,,,,,,,,,,,,,,,,,,,
label,1.1 Non Dependent,,,,,,,,,,,,,,,,,,,,
label,Reference: VicRoads Section 701 (May 2020),,,,,,,,,,,,,,,,,,,,
label,1.2 Non Dependent,,,,,,,,,,,,,,,,,,,,
label,Reference: VicRoads Section 705 (June 2021),,,,,,,,,,,,,,,,,,,,
label,1.3 Non Dependent,,,,,,,,,,,,,,,,,,,,
label,Reference: IFC Drawings,,,,,,,,,,,,,,,,,,,,
label,1.4 Non Dependent,,,,,,,,,,,,,,,,,,,,
label,Reference: CHK-001-CIV-Stormwater Drainage Pipes Installation Rev 0,,,,,,,,,,,,,,,,,,,,
label,1.5 Non Dependent,,,,,,,,,,,,,,,,,,,,
label,Reference: CHK-002-CIV-Stormwater Drainage Pits Installation Rev 0,,,,,,,,,,,,,,,,,,,,
checkpoint-group,Preliminaries-Materials,,,,,,,,,,,,,,,,,,,,
checkpoint-status,2.1 Drainage Reinforced Concrete Pipes (RCP),,,,,,,,,,,,,,,,,,,,
label,"REFERENCE: Section 701.04, Section 701.05, Section 701.09",,,,,,,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Precast reinforced concrete pipes shall be manufactured, supplied and installed in accordance with AS/NZS 4058 and Sections 701.05 & 701.09",,,,,,,,,,,,,,,,,,,,
label,○ Precast reinforced concrete box culverts shall comply with the requirements of Section 701.04,,,,,,,,,,,,,,,,,,,,
label,○ Rubber ring joints shall comply with the requirements of AS 1646,,,,,,,,,,,,,,,,,,,,
text,Enter: Teambinder Material Approval number,,,,,,,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each lot,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Teambinder Material Approval,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,
checkpoint-status,2.2 Drainage Flexible Pipes,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: Section 701.08,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Flexible pipes shall be supplied in accordance with 701.08,,,,,,,,,,,,,,,,,,,,
text,Enter: Teambinder Material Approval number,,,,,,,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each lot,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Teambinder Material Approval,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,
checkpoint-status,2.3 Precast Drainage Pit,,,,,,,,,,,,,,,,,,,,
label,"REFERENCE: Section 705.07, Section 705.04, Section 705.09",,,,,,,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Precast steel reinforced concrete drainage pits shall be manufactured, supplied and installed in accordance with Section 705.07 & 705.09",,,,,,,,,,,,,,,,,,,,
label,○ All concrete shall be manufactured to the concrete mix design registered by VicRoads and comply with the requirements of Section 705.04. Concrete grades shall comply with Table 705.041,,,,,,,,,,,,,,,,,,,,
text,Enter: Teambinder Material Approval number,,,,,,,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each lot,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Teambinder Material Approval,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,
checkpoint-status,2.4 Cast in Place Drainage Pit,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: Section 705.06 IFC Drawings,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Cast in place drainage pits shall be constructed in accordance with the requirements of Section 705.06 and at the locations and to the dimensions shown on the drawings.,,,,,,,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each lot,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Teambinder Material Approval,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,
checkpoint-status,2.5 Drainage Pit - Step Irons,,,,,,,,,,,,,,,,,,,,
label,"REFERENCE: Section 705.04, Section 705.12",,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Step irons shall be manufactured by 13mm steel bar covered with polypropylene plastic in accordance with 705.04,,,,,,,,,,,,,,,,,,,,
label,○ Drainage pits greater than 1.0 m deep shall be fitted with step irons in accordance with Section 705.12,,,,,,,,,,,,,,,,,,,,
text,Enter: Teambinder Material Approval number,,,,,,,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each lot,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Teambinder Material Approval,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,
checkpoint-status,2.6 Drainage Bedding Material,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: Section 701.09,,,,,,,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Bedding Material shall be free from perishable matter, lumps and conform with the requirements of Table 701.091 and Table 701.092.",,,,,,,,,,,,,,,,,,,,
text,Enter: Teambinder Material Approval number,,,,,,,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each lot,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Teambinder Material Approval,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,
checkpoint-status,2.7 Drainage Backfill Material,,,,,,,,,,,,,,,,,,,,
label,"REFERENCE: Section 701.09, Section 701.19",,,,,,,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Ordinary and Selected Backfill Material shall be free from perishable matter, lumps and conform with the requirements of Table 701.091 and Table 701.092.",,,,,,,,,,,,,,,,,,,,
label,"Where approved by the Superintendent, culverts in trenches may be backfilled to half the pipe diameter or box culvert height with 3% cement stabilised sand in accordance with Section 701.19",,,,,,,,,,,,,,,,,,,,
text,Enter: Teambinder Material Approval number,,,,,,,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each lot,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Teambinder Material Approval,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,
checkpoint-group,Preliminaries-Documents,,,,,,,,,,,,,,,,,,,,
checkpoint-status,3.1 Subcontractor ITP (where required),,,,,,,,,,,,,,,,,,,,
label,REFERENCE: Subcontractor ITP,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Subcontractor ITP shall conform with the IFC Drawings & Relevant Standards & Specifications.,,,,,,,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Subcontractor ITP,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-group,Pre-Construction Activities,,,,,,,,,,,,,,,,,,,,
checkpoint-status,4.1 Survey Set Out - Pits & Pipes,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings Section 701.10,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Prior to commencement of excavation for the culverts the Contractor shall confirm the position of all culverts with the Superintendent.,,,,,,,,,,,,,,,,,,,,
label,"○ Survey activities undertaken to ensure and validate the plan location, height and line of pits and location, invert level, plan of pipes in accordance with design documentation and 701.10",,,,,,,,,,,,,,,,,,,,
label,METHOD: Survey,,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE,,,,,,,,,,,,,,,,,,,,
label,"VERIFYING DOCUMENTS: CHK-001-CIV-Stormwater Drainage Pipes Installation, CHK-002-CIV-Stormwater Drainage Pits Installation",,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-group,Construction / Installation Activities,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.1 Pits - Excavation,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings Section 705.05,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Excavation shall be to the depth indicated on the IFC drawings or as necessary to secure a satisfactory foundation. Precast pits shall have min of 400mm clearance from all external faces of the pit to each face of the excavation.,,,,,,,,,,,,,,,,,,,,
label,"METHOD: Visual inspection, Measure",,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: CHK-002-CIV-Stormwater Drainage Pit Installation,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.2 Pits - Placement of Bedding Material,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings Section 705.05,,,,,,,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Bedding conforming to to 701.09 shall be supplied, placed and compacted to a thickness:",,,,,,,,,,,,,,,,,,,,
label,> 80mm for clay foundations,,,,,,,,,,,,,,,,,,,,
label,> 150mm for rock foundations,,,,,,,,,,,,,,,,,,,,
label,"METHOD: Visual inspection, Measure",,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: CHK-002-CIV-Stormwater Drainage Pit Installation,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.3 Pits - Bedding Testting,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings Section 701.20,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Test a minimum of 20% of all lots for each culvert. (Lot = 1 layer of bedding). The number of tests per lot shall be three,,,,,,,,,,,,,,,,,,,,
label,○ Bedding shall be compacted to refusal using hand held mechanical equipment and material (Swell ≥ 2.5%) and mean moisture ratio of 92% between the completion of rolling and the placement of overlaying layer,,,,,,,,,,,,,,,,,,,,
label,METHOD: Compaction Test,,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: CHK-002-CIV-Stormwater Drainage Pit Installation,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.4 Pits - Placement of Precast Drainage Pit,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings Section 701.10,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Survey pick-up to verify:,,,,,,,,,,,,,,,,,,,,
label,"– Plan location of pits, other than offsets to kerb line or barriers, to be +/- 100mm",,,,,,,,,,,,,,,,,,,,
label,– Offset of entry pits required to match lines of kerbs or barriers ±20 mm,,,,,,,,,,,,,,,,,,,,
label,"METHOD: Visual inspection, Measure",,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: CHK-002-CIV-Stormwater Drainage Pit Installation,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.5 Pits - Cast in Place Drainage Pit,,,,,,,,,,,,,,,,,,,,
label,"REFERENCE: IFC Drawings Section 705.06, Section 610, Section 611",,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Cast in place drainage pits shall be constructed at the locations and to the dimensions shown on the drawings and in accordance with the requirements of Section 610 and 611.,,,,,,,,,,,,,,,,,,,,
label,○ Cast in place drainage pits shall not be constructed with fibre reinforced concrete (FRC).,,,,,,,,,,,,,,,,,,,,
label,"METHOD: Survey, Measure",,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: CHK-002-CIV-Stormwater Drainage Pit Installation,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.6 Pits - Jointing & Drainage Connections,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: Section 705.11,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: All connections to drainage pits shall be neatly made in accordance with Section 705.11.,,,,,,,,,,,,,,,,,,,,
label,○ Openings into drainage pit walls to facilitate drainage connections shall be neatly saw cut to the required size not more than 50mm greater than pipe diameter. Breaking out of holes is not permitted.,,,,,,,,,,,,,,,,,,,,
label,○ Drainage pits shall be replaced if circumferential or longitudinal cracking occurs as a result of installing holes or if the hole exceeds the pipe diameter by more than 50 mm.,,,,,,,,,,,,,,,,,,,,
label,○ Exposed reinforcement shall be coated with an approved epoxy treatment to prevent corrosion prior to rendering around the pipes.,,,,,,,,,,,,,,,,,,,,
label,"METHOD: Visual inspection, Measure",,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: CHK-002-CIV-Stormwater Drainage Pit Installation,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.7 Pits - Shaping of Floor,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: Section 705.13,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Drainage pit floors shall be smoothly shaped from the inlets to the outlet for a height of one‑third of the diameter of the outlet pipe with cementitious mortar in accordance with Section 705.13.,,,,,,,,,,,,,,,,,,,,
label,"METHOD: Visual inspection, Measure",,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: CHK-002-CIV-Stormwater Drainage Pit Installation,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.8 Pits - Step Irons,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings Section 705.12,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Drainage pits greater than 1.0m deep shall be fitted with step irons in accordance with 705.12. Ladder rungs shall not opbstruct openings and that water does not discharge on them. Step rungs do not come within 50mm of the top of the riser.,,,,,,,,,,,,,,,,,,,,
label,○ Step irons of an approved proprietary type shall be installed in accordance with the manufacturer's instructions.,,,,,,,,,,,,,,,,,,,,
label,"METHOD: Visual inspection, Measure",,,,,,,,,,,,,,,,,,,,
