"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"79cb1f43-a2b9-4387-86c6-4f448726d9fd","","folder-normal","work-in-progress","","step","TRUE","FALSE","TM-ITP"
"e81e2c4a-3698-4414-b0e6-9db508d7553f","","folder-normal","work-in-progress","","step","TRUE","FALSE","TM-ITP","Waterproofing"
"317497b4-0a92-452a-af24-38402c70ecf7","","folder-normal","work-in-progress","","step","TRUE","FALSE","TM-ITP","Waterproofing","Ground Floor"
"bbad046e-4d52-4903-a11a-364e253dbc44","","folder-normal","work-in-progress","","step","TRUE","FALSE","TM-ITP","Waterproofing","Ground Floor","North Lobby Amenities"
"8c91325f-a69c-49ab-8d98-baf4281757c6","","checklist-sectioned","work-in-progress","Waterproofing ITP","checklist","FALSE","FALSE","TM-ITP","Waterproofing","Ground Floor","North Lobby Amenities","Male"
"6844d5f6-602e-5e7d-af43-5b58e34701f3","","checkpoint-group","work-in-progress","","","FALSE","FALSE","TM-ITP","Waterproofing","Ground Floor","North Lobby Amenities","Male","Details"
"d910c706-9d2f-52ef-b752-5f2feb89b706","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Male","Details","5. 1st Coat Kera Trade WPM (Data Sheet attached) Applied to floor 150mm high and 200mm above shower rose and extending 200mm past shower screen location. Extend to vanity 150mm min. surround to side and above vanity shelf. Extend 150mm below level of vanity."
"4c8a0b63-f55a-56dc-a8f0-6aef52e33f34","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Male","Details","6. 24hr Curing (Typical*)"
"4d79cf90-4c3a-5355-8704-385a5d897dc0","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Male","Details","7. 2nd Coat Keratrade WPM applied"
"c67807f2-b36b-5d0b-8339-2f5bacdf669d","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Male","Details","8. 48hr Curing (Typical*)"
"d5066cad-56dd-5e75-9ec9-a69bba166ace","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Male","Details","9. Dry Film Thickness (DFT) Test completed min 1.13mm"
"e10c7ffa-1fbc-5361-afdd-e7d77ae8cb86","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Male","Details","10. 24hr Water Test"
"fe1c63a0-5b9f-5b60-b9b3-ab9c82c07a84","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Male","Details","11. Final Water Test Measure Completed - AS3740-2010"
"91ddc216-2f72-5fa4-a547-fc984cffadc6","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Male","Details","12. Drain Down by waterproof installer"
"5f466ce7-be00-56e8-baee-27b6bc52d166","","holdpoint","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Male","Details","13. Waterproof installer to check / provide go ahead"
"cce4a5a5-6bca-5751-9fa6-ad9e84943d98","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Male","14. RECTIFICATION ITEMS"
"45ce8917-c112-5335-80a4-26e9d89aa705","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Male","14. RECTIFICATION ITEMS","RECTIFICATION ITEMS"
"47904a21-8a1d-56db-b794-aba4c567f2d8","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Male","14. RECTIFICATION ITEMS","15. Area Handover to Tiler"
"2ec117b1-9ac1-5be8-a7ba-39a4982b6a60","","holdpoint","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Male","14. RECTIFICATION ITEMS","Verify with Tiler"
"7704139d-e31b-58fb-93a4-22e2199eca2e","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Male","17. QUALITY ASSURANCE FROM BUILDER"
"a84ee1ee-7a2a-502f-89ab-fa4d2a596898","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Male","17. QUALITY ASSURANCE FROM BUILDER","Quality Assurance from Builder"
"8dd5e781-4dff-5d69-86bb-bca58bbd1a5a","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Male","18. FINAL INSPECTION"
"43d128f2-da76-5f5d-b18a-fb9a55dc66bc","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Male","18. FINAL INSPECTION","Final Inspection (1)"
"6af43d43-f44d-5456-8dc9-e3f36c192fcd","","holdpoint","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Male","18. FINAL INSPECTION","Prepared By:"
"87faa25b-151c-5081-96a5-8b4c9d98b018","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Male","18. FINAL INSPECTION","Final Inspection (2)"
"93edc7da-8ac8-5d8c-9f59-99d93023d327","","holdpoint","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Male","18. FINAL INSPECTION","Approved By:"
"a2fff4cf-58b1-4b8d-8f03-98b60fabf302","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Female"
"ced04822-1a5d-5dfc-a00d-21b9447106fe","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Female","Details"
"2d5ee60a-544f-51a5-a456-70b5507f480d","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Female","Details","1. Waterproofer to inspect substrate to confirm acceptability. Ensure clean, dry, devoid of contamination and excess dust removed and vacuumed."
"59475475-d52b-57b0-a2f5-3fb198f9b2b3","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Female","Details","2. Polyurethane fillet to internal vertical corners in shower, at junction of concrete with puddleflange, clearout, pipework"
"73d5925b-c01b-523f-a658-aacdf3fec3a3","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Female","Details","3. Primer A Eco to be applied to porous substrate (Data Sheet attached) All concrete and wall linings"
"d9e60760-fde7-5c65-b776-7778304b9a5c","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Female","Details","4. Prime Keragrip Eco for non porous primer (Data sheet attached) Angles, puddlefalnges, threaded pipework"
"0618f5b7-5a80-5914-8495-beec902884de","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Female","Details","5. 1st Coat Kera Trade WPM (Data Sheet attached) Applied to floor 150mm high and 200mm above shower rose and extending 200mm past shower screen location. Extend to vanity 150mm min. surround to side and above vanity shelf. Extend 150mm below level of vanity."
"d675a741-33b9-5749-adbb-3bba521a06a4","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Female","Details","6. 24hr Curing (Typical*)"
"4e9f6e9b-649a-56f8-943c-567b3d68f1e2","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Female","Details","7. 2nd Coat Keratrade WPM applied"
"94037a33-f3ee-5490-bbeb-642808c08c90","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Female","Details","8. 48hr Curing (Typical*)"
"72114a53-bfa9-593f-aa6a-f59026b4b925","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Female","Details","9. Dry Film Thickness (DFT) Test completed min 1.13mm"
"f48d7002-3da8-52bd-af26-07e921c0c841","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Female","Details","10. 24hr Water Test"
"64cb78ea-7158-55cf-8553-8a757ee18472","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Female","Details","11. Final Water Test Measure Completed - AS3740-2010"
"ceea6cc9-13df-58ab-8ec8-50ffffca7976","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Female","Details","12. Drain Down by waterproof installer"
"aacd44a3-8845-5008-ad5d-f9c433b6a72b","","holdpoint","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Female","Details","13. Waterproof installer to check / provide go ahead"
"f3b3bb67-e990-5b8b-b2af-85330d0d4974","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Female","14. RECTIFICATION ITEMS"
"ea415332-29bb-521e-adbe-ccbb094d1d96","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Female","14. RECTIFICATION ITEMS","RECTIFICATION ITEMS"
"aec46bb8-8df6-5357-8157-16d5d5e02a1c","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Female","14. RECTIFICATION ITEMS","15. Area Handover to Tiler"
"375b34bb-4737-543f-9ddb-46b091263702","","holdpoint","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Female","14. RECTIFICATION ITEMS","Verify with Tiler"
"f38e30d3-6921-5b3e-93c8-5c94dc95e6b0","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Female","17. QUALITY ASSURANCE FROM BUILDER"
"2e6386b3-1603-5648-a10a-f68e789119c0","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Female","17. QUALITY ASSURANCE FROM BUILDER","Quality Assurance from Builder"
"19920525-3408-5b09-a5ec-375dbfc220e5","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Female","18. FINAL INSPECTION"
"c2989cbc-1322-5798-a638-5dcc8c71d450","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Female","18. FINAL INSPECTION","Final Inspection (1)"
"3eb115af-fecd-5744-9afc-246fd10ed35f","","holdpoint","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Female","18. FINAL INSPECTION","Prepared By:"
"d288c525-26f6-52b0-9123-39b841467bc3","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Female","18. FINAL INSPECTION","Final Inspection (2)"
"244bc741-9681-5f09-a85b-bd915b91036a","","holdpoint","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Female","18. FINAL INSPECTION","Approved By:"
"e2e57001-e1ad-44a8-b915-0d26751a17e8","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Accessible"
"f471cb1a-8c97-5be4-aa57-b60a137fb983","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Accessible","Details"
"e930ce4f-fe38-581c-8f3c-2fe137961dec","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Accessible","Details","1. Waterproofer to inspect substrate to confirm acceptability. Ensure clean, dry, devoid of contamination and excess dust removed and vacuumed."
"ee67a87f-d9f7-5edd-95d2-6decf51e877e","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Accessible","Details","2. Polyurethane fillet to internal vertical corners in shower, at junction of concrete with puddleflange, clearout, pipework"
"361beadf-7d97-5fed-a3b3-850f381e8926","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Accessible","Details","3. Primer A Eco to be applied to porous substrate (Data Sheet attached) All concrete and wall linings"
"7610386c-08e8-59aa-88d2-4c02f5fda53b","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Accessible","Details","4. Prime Keragrip Eco for non porous primer (Data sheet attached) Angles, puddlefalnges, threaded pipework"
"719400f9-8854-5aa6-8ee1-4df3f12e6bb4","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Accessible","Details","5. 1st Coat Kera Trade WPM (Data Sheet attached) Applied to floor 150mm high and 200mm above shower rose and extending 200mm past shower screen location. Extend to vanity 150mm min. surround to side and above vanity shelf. Extend 150mm below level of vanity."
"63c5b285-446f-5ee1-8b70-5630fff8787a","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Accessible","Details","6. 24hr Curing (Typical*)"
"184e8802-4f59-5401-a6e0-17a0c5e05113","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Accessible","Details","7. 2nd Coat Keratrade WPM applied"
"9331cc89-11d4-5d29-9b88-f8f3cf9e12be","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Accessible","Details","8. 48hr Curing (Typical*)"
"d4633804-4f36-5d5c-bd1d-91ac8a91459e","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Accessible","Details","9. Dry Film Thickness (DFT) Test completed min 1.13mm"
"3c5bb62d-f61c-5ecc-bfad-77e497264cfa","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Accessible","Details","10. 24hr Water Test"
"5322f48e-285a-50da-9501-a0c475a12aa2","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Accessible","Details","11. Final Water Test Measure Completed - AS3740-2010"
"5321c810-62fe-5c44-be11-33507d0f1d17","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Accessible","Details","12. Drain Down by waterproof installer"
"af82065c-ba52-5c78-b79b-a8b8c6c7cf3f","","holdpoint","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Accessible","Details","13. Waterproof installer to check / provide go ahead"
"e02e065c-1b79-5d27-ab94-e94e04146449","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Accessible","14. RECTIFICATION ITEMS"
"0bcc7d82-501a-5249-a430-35a5023df923","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Accessible","14. RECTIFICATION ITEMS","RECTIFICATION ITEMS"
"fd337fbe-0f8a-5883-a724-25795d9d48ae","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Accessible","14. RECTIFICATION ITEMS","15. Area Handover to Tiler"
"14f55eb3-75c9-5e96-9aed-2ba9a5a9e2cb","","holdpoint","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Accessible","14. RECTIFICATION ITEMS","Verify with Tiler"
"d82a133b-1281-5433-b4c5-de8a70e6c2aa","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Accessible","17. QUALITY ASSURANCE FROM BUILDER"
"32413591-a0b7-5900-bb02-67e42c292075","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Accessible","17. QUALITY ASSURANCE FROM BUILDER","Quality Assurance from Builder"
"64e9387c-c9cb-5683-9eef-66d6f3251746","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Accessible","18. FINAL INSPECTION"
"578b2cef-b945-5a3c-ba02-7285966d314b","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Accessible","18. FINAL INSPECTION","Final Inspection (1)"
"7879a7cc-79c1-571a-b824-15c53d99153a","","holdpoint","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Accessible","18. FINAL INSPECTION","Prepared By:"
"4ecff0b4-69f3-59d6-8bdc-a26b10dbea41","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Accessible","18. FINAL INSPECTION","Final Inspection (2)"
"db6114c7-98cf-5a04-961a-41caf3580884","","holdpoint","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Accessible","18. FINAL INSPECTION","Approved By:"
"6f3490ff-d171-44ef-9c3c-bdb2f252151e","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Airlock"
"60b61dc1-ef38-55f8-990e-0429a1c7787e","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Airlock","Details"
"51c1e673-62c2-5aad-89d3-1d24acbe0f5b","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Airlock","Details","1. Waterproofer to inspect substrate to confirm acceptability. Ensure clean, dry, devoid of contamination and excess dust removed and vacuumed."
"59fba387-bc09-5bbf-87cb-d331411ceffb","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Airlock","Details","2. Polyurethane fillet to internal vertical corners in shower, at junction of concrete with puddleflange, clearout, pipework"
"9203f9aa-455f-5ff0-960f-9ac07b6acad9","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Airlock","Details","3. Primer A Eco to be applied to porous substrate (Data Sheet attached) All concrete and wall linings"
"84ccb3c5-cad8-534f-87e2-aa7c11909e1c","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Airlock","Details","4. Prime Keragrip Eco for non porous primer (Data sheet attached) Angles, puddlefalnges, threaded pipework"
"a7efd3f9-988a-5c5e-8cf1-f7ffeeee73d4","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Airlock","Details","5. 1st Coat Kera Trade WPM (Data Sheet attached) Applied to floor 150mm high and 200mm above shower rose and extending 200mm past shower screen location. Extend to vanity 150mm min. surround to side and above vanity shelf. Extend 150mm below level of vanity."
"6ef4ebcc-072f-515f-ac02-35b7f48103d0","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Airlock","Details","6. 24hr Curing (Typical*)"
"78af5673-72ca-53c0-9eda-03f2655e2117","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Ground Floor","South Lobby Amenities","Airlock","Details","7. 2nd Coat Keratrade WPM applied"
