"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"5bd822eb-73dc-427f-a305-05ddaa91b3d0","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 1 - B01"
"dc902f98-0eca-46d5-86fd-315440124e08","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2"
"79585953-e2e9-432f-9c20-6d24813a7832","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area A"
"45a93894-a0ea-4356-80a1-85995ef1934e","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area A","ALS Corridor- Grid lines"
"825e8e30-62c1-4cc6-913e-1379a44f2c25","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Linen Store","Stopping"
"36169444-2365-42aa-bc52-667d83be9c50","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Linen Store","Painting"
"3bc2b1f3-360d-448d-ae6c-1ff8b656ff5a","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Dining"
"e97261a5-2271-4979-b82f-8302383c6df9","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Dining","Internal Lining - Ceilings"
"6a9f6fcb-0337-4d8e-8377-7826f73042ff","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Dining","Internal Lining - Walls"
"087bb117-886c-4568-abf6-33fa337f8a41","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Dining","Stopping"
"b70c88b2-ffc7-4ef7-a8d7-19df7d8f9f89","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Dining","Painting"
"0bd1f74f-d998-4782-8f6d-94a03602a35c","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Servery"
"0a8babc0-5dd1-4be0-ba35-f0436a756cfc","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Servery","Internal Lining - Ceilings"
"11f7f11b-b53c-4372-ab1a-1ca161062621","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Servery","Internal Lining - Walls"
"ddf41ccf-a468-4d27-9dec-aa18cfce411a","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Servery","Stopping"
"fec7c288-298a-4fbd-9517-363e86504a22","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Servery","Painting"
"5440ac40-9814-4fa2-88b3-dd469cbcfb68","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Care Hub 5/A7-155"
"df58c99c-50e7-4d5a-9a36-83ccb394531b","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Care Hub 5/A7-155","Internal Lining - Ceilings"
"535690e1-eaa3-4352-91fb-c20b09fc14a8","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Care Hub 5/A7-155","Internal Lining - Walls"
"e44fbdbd-b3d7-4955-9794-e295fdb6e9c4","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Care Hub 5/A7-155","Stopping"
"837b838f-e1ff-4621-8b8d-4afd327178ad","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Care Hub 5/A7-155","Painting"
"ef6ad444-0262-489c-b937-6e629d090c35","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Treatment 1/A7-146"
"a4e3e625-5c15-4ea7-bfc6-e5865d650734","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Treatment 1/A7-146","Internal Lining - Ceilings"
"90ac9036-358c-46e4-9342-8fc8c2a3c1fb","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Treatment 1/A7-146","Internal Lining - Walls"
"c42c3079-22d4-4944-a73f-2b543b6f5114","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Treatment 1/A7-146","Stopping"
"a842645f-ff3d-4687-8e41-ee16552b88f3","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Treatment 1/A7-146","Painting"
"887cee3b-ca5e-45b8-bba1-c16b02bcdc07","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Stair 2B"
"52ecf9c5-5f04-4db8-ae50-6b47b06d1e69","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Stair 2B","Internal Lining - Ceilings"
"948ff0c4-aa9e-4b92-8bb7-6bb1284fd215","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Stair 2B","Internal Lining - Walls"
"13ab6f56-2181-4b58-9cf1-498801c97dad","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Stair 2B","Stopping"
"67da5f83-82b4-41f7-9830-6ae9548940e3","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Stair 2B","Painting"
"6f14542d-2564-4c47-8490-7db765c9afba","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Apartment - 257"
"6d7d2b32-6c62-4789-8cdb-1aeeda6069e9","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Apartment - 257","Internal Lining - Ceilings"
"77163622-5493-4fcc-b0be-3d8ab1d84780","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Apartment - 257","Internal Lining - Walls"
"7b583dc8-6d1d-4a57-88ec-50298f16e569","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Apartment - 257","Stopping"
"cc00ece1-b1fd-40b3-a3f5-314916c1c682","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Apartment - 257","Painting"
"a6af92f5-24e7-4b1c-94f7-234af6a933b5","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Apartment - 277"
"1065ef83-16a8-4c5d-bea8-fe95fc191453","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Apartment - 277","Internal Lining - Ceilings"
"d3739f28-c9b3-4654-9e52-7719fde95845","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Apartment - 277","Internal Lining - Walls"
"494f7efe-a9b2-45a2-9873-9d74fa6822e9","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Apartment - 277","Stopping"
"c9cfbba5-b339-45c5-b028-0f72a52b7e4e","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Apartment - 277","Painting"
"bc4f466b-9f8f-443b-ac65-6ed94cd92b06","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Apartment - 278"
"d69d032a-9e1b-482d-bba3-896298747ce6","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Apartment - 278","Internal Lining - Ceilings"
"5fb1a4ca-f2f6-43cc-a53d-cd73a813c8cf","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Apartment - 278","Internal Lining - Walls"
"64048f24-0a2e-42c9-8081-5bc506d34060","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Apartment - 278","Stopping"
"eb355cc7-be46-450c-893b-e8c416522a1b","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Apartment - 278","Painting"
"5e774c5d-89ba-4333-b235-2332935dc35f","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Apartment - 237"
"49928f66-f768-4ab4-acb7-8efdc072ba94","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Apartment - 237","Internal Lining - Ceilings"
"804abb7d-e23a-4b2a-80a4-021167c406e8","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Apartment - 237","Internal Lining - Walls"
"b94a15da-62fd-4e78-91bc-d1a3f0bd06e3","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Apartment - 237","Stopping"
"7e7a8d42-97db-41d0-9b05-6c685e27cad0","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area B","Apartment - 237","Painting"
"e29b01df-96fe-4581-a0b8-bba7efe8d6dc","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area C"
"e288dd47-e955-43cf-a713-ccc06e8858fe","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Corridor"
"dacad485-4d7c-4bfc-999a-33a1de749d73","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Corridor","Internal Lining - Ceilings"
"f7e1b204-c948-483a-9fdc-17a8fa9a90c2","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Corridor","Internal Lining - Walls"
"b9a2c0a4-f1a1-4b7b-a051-cbc6164b4cbd","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Corridor","Stopping"
"b55af0ba-7ed7-4fff-a7b4-ec3caf628373","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Corridor","Painting"
"8522366f-5b6e-49c7-a3b1-9eb7399bba90","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Stairs"
"ba295d61-9411-44e3-9a7e-c1a8a7be7109","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Stairs","Internal Lining - Ceilings"
"61ead81d-a8a9-4337-b317-7bd989712024","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Stairs","Internal Lining - Walls"
"a378c873-9d4c-447f-8806-4bc3872c98fb","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Stairs","Stopping"
"07de0f94-d92d-4b59-81b0-8116c8964a74","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Stairs","Painting"
"d78d1f9f-19d6-4b81-a0bd-49c88395e0f8","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Room 1/A7-035"
"16d299ae-3ac9-4057-bc81-d12613056e5e","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Room 1/A7-035","Internal Lining - Ceilings"
"86ccd3bd-030d-4dc1-9cd7-074829efbdae","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Room 1/A7-035","Internal Lining - Walls"
"45cbaead-c886-4ca4-9f86-705be4e0d9ec","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Room 1/A7-035","Stopping"
"34d5af7c-9db5-4e98-af5f-2d0163cb0f36","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Room 1/A7-035","Painting"
"c2507ddb-5d94-4b76-85b3-d6f3a95431db","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Apartment - 251"
"7eba0ebe-19a4-4f3b-abfd-b1286fc128cd","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Apartment - 251","Internal Lining - Ceilings"
"3fc87fdf-5ffc-43f9-b69b-ee67a890596e","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Apartment - 251","Internal Lining - Walls"
"240312fa-fb06-4661-98c1-ab6af181b0eb","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Apartment - 251","Stopping"
"deaf0ae2-6b66-4286-b8df-d7154771ac35","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Apartment - 251","Painting"
"3063f537-7bec-4cf9-8d8a-e52592fc7a33","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Apartment - 252"
"321ae740-3a2c-4c86-8578-58cd6528457c","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Apartment - 252","Internal Lining - Ceilings"
"d0d72dc2-c480-47ac-92ca-b0bd7cb29174","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Apartment - 252","Internal Lining - Walls"
"b616cede-edcb-460b-8670-a9a7a74d586c","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Apartment - 252","Stopping"
"4a0963e8-3b74-47be-9cde-3a4049b0e717","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Apartment - 252","Painting"
"ac673a07-9b9f-48b1-b7c4-fbc0080a76e3","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Apartment - 253"
"50c37e8e-ae3f-4b4e-8702-2fe18bcee15f","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Apartment - 253","Internal Lining - Ceilings"
"8b948d29-9f81-412a-b55c-2edf8e534ee8","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Apartment - 253","Internal Lining - Walls"
"1ec40020-afe5-4311-814c-e6ac5e195a46","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Apartment - 253","Stopping"
"cb4a069d-5fc1-477e-a5da-1afdd5f0c100","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Apartment - 253","Painting"
"9d41630e-d33f-4517-ad35-c031783635dc","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Apartment - 254"
"910d739b-4e63-4d62-99f4-2f3eb6ce58a5","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Apartment - 254","Internal Lining - Ceilings"
"d6671891-69ab-4ad1-b580-a62af5dc7ab6","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Apartment - 254","Internal Lining - Walls"
"11ed473f-ae9c-48d6-aad8-2da3086021d5","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Apartment - 254","Stopping"
"fa41b99d-42ad-4120-965d-55d755604d10","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Apartment - 254","Painting"
"a782399f-ceae-4b70-962e-b0f5e23ced43","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Apartment - 255"
"fbf08eea-a41b-4eb7-be87-99a267c897f5","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Apartment - 255","Internal Lining - Ceilings"
"a8e73a71-79cb-441e-9011-2d9f83206e29","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Apartment - 255","Internal Lining - Walls"
"3211ab6f-7ae5-481a-babc-024c7d125f3e","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Apartment - 255","Stopping"
"080f15ab-4150-47cf-9277-c05b2c337ace","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Apartment - 255","Painting"
"c417efda-25d5-4c1a-863c-d4bb5281d3d0","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Apartment - 256"
"96d39379-8941-40d1-9284-2d8e1862226e","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Apartment - 256","Internal Lining - Ceilings"
"2053ffa3-2b11-4021-8164-961b7dbeec8e","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Apartment - 256","Internal Lining - Walls"
"32e60b30-5e9c-408d-8f6e-1edd878cad94","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Apartment - 256","Stopping"
"cdc61a0b-7978-46d2-ac9d-a28d90b76b86","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Apartment - 256","Painting"
"f1191bbe-cbe8-4568-ae4b-41e8f692cf7b","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Apartment - 257"
"7a391ee9-3553-40ba-88d7-d9257fdcad12","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Apartment - 257","Internal Lining - Ceilings"
"c450a30a-bc34-4961-9a72-ff2f92374972","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Apartment - 257","Internal Lining - Walls"
"799a1757-4ad9-4654-95d2-f1036dd287b5","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Apartment - 257","Stopping"
"27d44567-88ac-4c2c-b4ad-86a0024dcd70","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 2","Area C","Apartment - 257","Painting"
"99982225-5db4-411c-a3d3-9ea8cfcfefda","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area D"
