"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"be9c86a8-3cf4-4931-babc-1e38e82cc4ed","","work-in-progress","","folder","FALSE","FALSE","Site QA"
"2d45ec2d-2326-4294-814d-4fd8af38ebdf","","work-in-progress","","folder","TRUE","FALSE","Site QA","B1/LG/LGM/CarPark"
"81d63675-93ae-4509-97e1-33b226be90f8","","work-in-progress","","folder","TRUE","FALSE","Site QA","B1/LG/LGM/CarPark","Installation"
"fa9b8eb6-dbbc-4324-96b6-bf3971f8c616","","work-in-progress","","folder","TRUE","FALSE","Site QA","B1/LG/LGM/CarPark","Installation","Basement 1"
"60983bad-fba4-46da-a8e1-deaff899e04a","","work-in-progress","","folder","TRUE","FALSE","Site QA","B1/LG/LGM/CarPark","Installation","Basement 1","Mechanical Installation Rough In & Fit Off ITPs"
"55345caa-7975-407a-9915-3df27067112c","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building C","Installation","Ground","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50092"
"2707c238-7c55-4536-8326-9555322b712b","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building C","Installation","Ground","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50093"
"5ccc598f-e1c4-4721-a576-d51a30a2263a","","not-started","FD Drop test","checklist","FALSE","FALSE","Site QA","Building C","Installation","Ground","FD Drop test"
"a32aff7d-23a7-4510-9f66-29c7f4fedd79","","not-started","","folder","TRUE","FALSE","Site QA","Building C","Installation","L5 Roof"
"5fd1884e-b939-4827-8a3c-ea33f93cbd7b","","not-started","","folder","TRUE","FALSE","Site QA","Building C","Installation","L5 Roof","Mechanical Installation Rough In & Fit Off ITPs"
"07b2a32b-3ffb-470d-9f9a-e19a3e28a834","","not-started","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building C","Installation","L5 Roof","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50590"
"38cefb7a-3f6a-4af4-80fb-f3c16b9b5341","","not-started","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building C","Installation","L5 Roof","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50593"
"f8273807-e21a-4632-8829-804a235d8a43","","not-started","","folder","TRUE","FALSE","Site QA","Building C","Installation","Risers"
"e41b449a-3154-448d-b9c9-e1370a79aa1d","","not-started","14c61c739e691448a4bc6fd21ea42f3dc5e9a23d1089633ebbda8e5914a47db9","checklist","FALSE","FALSE","Site QA","Building C","Installation","Risers","Mechanical Installation Rough In & Fit Off ITPs"
"2cc55d91-566e-424d-9aa5-340054587281","","not-started","","folder","TRUE","FALSE","Site QA","Building C","Installation","Miscellaneous"
"bd188c71-ac4c-4f89-8f76-309072d030e3","","not-started","NFH-ITP-05 - HVCA DW143/DW144 Duct Leakage Test","checklist","FALSE","FALSE","Site QA","Building C","Installation","Miscellaneous","Duct Leakage Test ITPs"
"9dfb0412-81e6-48b8-80b5-4094e5f91df5","","not-started","NFH-ITP-02 - Piping Pressure Test","checklist","FALSE","FALSE","Site QA","Building C","Installation","Miscellaneous","Pipe Pressure Test ITPs"
"dc07c4eb-62d6-4cb2-b6a9-b48eaf4a6e43","","not-started","NFH-ITP-05 - HVCA DW143/DW144 Duct Leakage Test","checklist","FALSE","FALSE","Site QA","Building C","Installation","Miscellaneous","Pipe Flushing and Cleaning Test ITPs"
"62027b61-737f-4fe7-9d74-4612d0e975db","","not-started","","folder","TRUE","FALSE","Site QA","Building C","Commissioning"
"d13a8b4f-fa2d-415b-8695-88b8dc67ade4","","not-started","Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building C","Commissioning","Commissioning Workbook"
"500d2364-a84f-4426-be2e-b89086c84cc4","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Building C","Commissioning","FAT"
"888ce824-2a2c-4db2-91b3-d10b9eb48d8f","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building C","Commissioning","Bld E&C CCW Workbook"
"36e917a7-3be9-4cd0-aee2-96121719d408","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building C","Commissioning","Bld B&C CHW Workbook"
"82327328-fc9a-463b-9389-da578ea931d7","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building C","Commissioning","Bld B&C HHW Workbook"
"9c051051-cf3a-4de8-8c6e-1469a7b8395c","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building C","Commissioning","Bld C GF Comm. Ctr. FCUs Workbook"
"f41e2600-e39c-4001-9138-21572085ca18","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building C","Commissioning","Bld C GF Grounds FCU Workbook"
"69784554-f7f2-43e3-9a0d-ae6d0419fec6","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building C","Commissioning","Bld C GF Entry Lobby FCUs Workbook"
"3e428ae6-e775-46e3-b24b-3fbaa226324b","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building C","Commissioning","Bld C GF Indiginous Centre FCU Workbook"
"c090c008-57ca-4460-94ac-7ecc841f42e7","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building C","Commissioning","Bld C LGM Flybridge Room FCUs Workbook"
"00f1848d-bf91-41a9-a690-94c7957fea10","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building C","Commissioning","Bld C GF Male End of Trip ERV Workbook"
"a1d1ab67-9b10-40c5-b896-fb2b4abe7478","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building C","Commissioning","Bld C GF Female End of Trip ERV Workbook"
"c0ed9082-7747-40d8-8971-fbbd168b2a5a","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building C","Commissioning","Bld C West Lifts PAC Workbook"
"8b928900-7df4-4997-bf58-1fc382cafeda","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building C","Commissioning","Bld C East Lifts PAC Workbook"
"caff2067-033c-4604-b5aa-a33b6ad566a3","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building C","Commissioning","Bld C Inverter Rm. Exhaust Workbook"
"ae4cd0a2-7782-4555-920f-e6a42b804f71","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building C","Commissioning","Bld C G Store Room Exhaust Workbook"
"c214fdc4-45fe-409f-87e7-d669497765e1","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building C","Commissioning","Bld C G Shared Kitchen Exhaust Workbook"
"3d29f2ee-cc88-4599-94b6-373008895585","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building C","Commissioning","Bld C G Bin Store Room Exhaust Workbook"
"9c4fca1e-8593-40a0-929c-b182628f8d72","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building C","Commissioning","Bld C HV Room Exhaust Workbook"
"9e44c88f-3e93-4d24-94b4-54315c291382","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building C","Commissioning","Bld C LG Outside Air Workbook"
"3928426c-fd09-4029-86fc-08fb90448d83","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building C","Commissioning","Bld C G Car Park Exhaust Workbook"
"48a79dc8-5a54-4ae1-8c9d-b7298ae313ac","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building C","Commissioning","Bld C LG Car Park Exhaust Workbook"
"2f2e9e01-5a5f-48d3-b9a5-2e5325b068ad","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building C","Commissioning","Bld C LG Car Park Supply Workbook"
"16fb72ad-7a9c-4be3-b2b3-f3e065e00449","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building C","Commissioning","Bld C LGM Car Park Exhaust Workbook"
"4504b318-255c-447e-9106-b4e0e6884121","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building C","Commissioning","Bld C B1 Car Park Exhaust Workbook"
"8f9c2c36-db59-4e86-b1bc-a1d9dc9b9f8d","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building C","Commissioning","Bld C B1 Car Park Supply Workbook"
"6390017b-cf6e-4581-b42a-52552ec7cc46","","pass","","folder","TRUE","FALSE","Site QA","Building C","Sub Contractors"
"5a9d8d5a-210c-4197-942f-2973670f258a","","pass","","folder","TRUE","FALSE","Site QA","Building C","Sub Contractors","Electrical Certificates"
"dee226b2-aa85-4da2-ae60-d2cb6b4eeb21","","pass","Photo / Document Upload","checklist","FALSE","FALSE","Site QA","Building C","Sub Contractors","Electrical Certificates","Photo / Document Upload"
"63aea677-fef5-479e-a7b8-fe0eca160249","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D"
"a5ce924d-458c-46f0-900f-0b7bf806f8f7","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Installation"
"adce66c7-30ed-4f2a-84c6-9e0ea407a166","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Installation","Ground"
"ab3da994-b6dc-4961-8053-840fb81efbcb","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Installation","Ground","Mechanical Installation Rough In & Fit Off ITPs"
"16827aa4-beba-4aa9-8466-d3402f21566b","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building D","Installation","Ground","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50084"
"edf60da5-dc3f-4fc2-a8c9-a00e201075a0","","not-started","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building D","Installation","Ground","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50085"
"4100aa9d-6361-46d7-bc99-fd071b9dc038","","not-started","FD Drop test","checklist","FALSE","FALSE","Site QA","Building D","Installation","Ground","FD Drop test"
"7dc52bad-2964-4683-9f3f-a941227db88a","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Installation","Level 1"
"cc38364f-576a-4fa0-b54b-0cef1899c6ca","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Installation","Level 1","Mechanical Installation Rough In & Fit Off ITPs"
"6aef9036-0362-44dc-a24a-2acfaaf80b75","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building D","Installation","Level 1","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50184"
"575f87c6-be2c-4cb0-a4fa-a9c29615ea72","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building D","Installation","Level 1","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50185"
"e44f9fdb-dd0c-43e3-a882-98b8b2c7ff0b","","not-started","FD Drop test","checklist","FALSE","FALSE","Site QA","Building D","Installation","Level 1","FD Drop test"
"8d77d48c-9a86-43f5-802c-cc3e095ee302","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Installation","Level 2"
"0141f3f7-871f-4c6f-8763-5ab32be1ab43","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Installation","Level 2","Mechanical Installation Rough In & Fit Off ITPs"
"0902b83c-5e16-4e95-b496-5bbb3f3922b7","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building D","Installation","Level 2","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50284"
"fd9be586-d8d2-4260-9756-b45b2a29c7f0","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building D","Installation","Level 2","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50285"
"8fa6e0c4-5910-44ef-9504-0cb8ac9b2416","","not-started","FD Drop test","checklist","FALSE","FALSE","Site QA","Building D","Installation","Level 2","FD Drop test"
"d625d2a4-49cb-4ae7-9bb6-94a82074900a","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Installation","Level 3"
"45deefef-2795-4c52-b4b7-ed78360a59c8","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Installation","Level 3","Mechanical Installation Rough In & Fit Off ITPs"
"2354ef57-53ea-4231-8710-621ba4b1bce7","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building D","Installation","Level 3","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50384"
"dfa0bf0a-f6ce-44ff-aa29-048847a55a3c","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building D","Installation","Level 3","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50385"
"4f0c92d8-ab60-4c66-93c5-fc1078c4465a","","not-started","FD Drop test","checklist","FALSE","FALSE","Site QA","Building D","Installation","Level 3","FD Drop test"
"e3c56212-ac24-4b7b-98e9-9877fccf4ec7","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Installation","Level 4"
"36224176-84c1-4f8f-a954-8b61ab879639","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Installation","Level 4","Mechanical Installation Rough In & Fit Off ITPs"
"21f22889-e293-4486-ab0e-fdfa75c246aa","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building D","Installation","Level 4","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50484"
"f5d7bef6-9791-46c0-b7e5-dda9618a6630","","not-started","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building D","Installation","Level 4","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50485"
"1327a6db-5934-424c-bf8f-650bd6e1e19a","","not-started","FD Drop test","checklist","FALSE","FALSE","Site QA","Building D","Installation","Level 4","FD Drop test"
"4b5d8eb2-94d6-4204-9d78-fb844f10b14f","","not-started","","folder","TRUE","FALSE","Site QA","Building D","Installation","L5 Plantroom"
"8f1dad2b-1ab4-4f13-8938-4b58d6221c5f","","not-started","","folder","TRUE","FALSE","Site QA","Building D","Installation","L5 Plantroom","Mechanical Installation Rough In & Fit Off ITPs"
"21651488-48d0-43b3-9c2e-b5b70b33bf23","","not-started","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building D","Installation","L5 Plantroom","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50584"
"77893dc8-0513-4b1f-9d82-9dfa45a41dbc","","not-started","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building D","Installation","L5 Plantroom","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50585"
"ae36f2ba-ee1c-4970-afec-aacadf5d1c44","","not-started","FD Drop test","checklist","FALSE","FALSE","Site QA","Building D","Installation","L5 Plantroom","FD Drop test"
"7078a646-03aa-4121-8a25-18325a66a4d2","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building D","Installation","Risers"
"46197f56-ccca-49dc-900b-cabf81ae17c4","","work-in-progress","14c61c739e691448a4bc6fd21ea42f3dc5e9a23d1089633ebbda8e5914a47db9","checklist","FALSE","FALSE","Site QA","Building D","Installation","Risers","Mechanical Installation Rough In & Fit Off ITPs"
"3c63c288-1fa5-44b4-a795-0bd6dd080624","","not-started","FD Drop test","checklist","FALSE","FALSE","Site QA","Building D","Installation","Risers","FD Drop test"
"9fb96569-ab04-4400-8935-ea01306f86e5","","not-started","","folder","TRUE","FALSE","Site QA","Building D","Installation","Miscellaneous"
"27a594b5-768a-40ee-8127-dc1ef21f50ea","","not-started","NFH-ITP-05 - HVCA DW143/DW144 Duct Leakage Test","checklist","FALSE","FALSE","Site QA","Building D","Installation","Miscellaneous","Duct Leakage Test ITPs"
"659e794f-d098-4b9d-b48f-b6930947b817","","not-started","NFH-ITP-02 - Piping Pressure Test","checklist","FALSE","FALSE","Site QA","Building D","Installation","Miscellaneous","Pipe Pressure Test ITPs"
"0be6beeb-382c-4c16-a23e-7f6494024846","","not-started","NFH-ITP-05 - HVCA DW143/DW144 Duct Leakage Test","checklist","FALSE","FALSE","Site QA","Building D","Installation","Miscellaneous","Pipe Flushing and Cleaning Test ITPs"
"e9386df7-d458-4c10-b7df-4a73eea458bb","","not-started","","folder","TRUE","FALSE","Site QA","Building D","Commissioning"
"87b9c32a-f005-4304-9285-d0f6ddc79a1a","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Building D","Commissioning","FAT"
"4a4d287a-0033-4610-bae2-63f19460aa43","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building D","Commissioning","Bld D CCW Workbook"
"a0ea6af0-c479-419c-84dd-706e5cbfa764","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building D","Commissioning","Bld D CHW Workbook"
"5cfa36d8-9e78-4482-b312-b5ea07222a97","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building D","Commissioning","Bld D HHW Workbook"
"f21509af-4d2c-4fc3-b1e0-9ae5bac22a69","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building D","Commissioning","Bld D NW Zone AHU Workbook"
"9faa636a-e694-4b20-a204-3feca7502970","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building D","Commissioning","Bld D NE Zone AHU Workbook"
"e2b88d67-80b5-4a87-a523-cd320f4cc658","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building D","Commissioning","Bld D SW Zone AHU Workbook"
"3f2a2cf2-f223-4e41-b6fd-735566ef5ca7","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building D","Commissioning","Bld D SE Zone AHU Workbook"
"b15369de-b65f-44de-b68b-6f25caa1096f","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building D","Commissioning","Bld D C Zone AHU Workbook"
"b9bde62c-6d19-4b1d-a735-c128e50d56fe","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building D","Commissioning","Bld D Lifts FCU Workbook"
"17fe72bd-dca2-45cd-a8de-fb8a6a1dcee9","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building D","Commissioning","Bld D LG Water Plant Exhaust Workbook"
"53b44db4-efe3-4d7e-9817-5ede0b69eac2","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building D","Commissioning","Bld D G&LG General Exhaust Workbook"
"370f1528-5f69-4c3e-9ea3-538c088ca21c","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building D","Commissioning","Bld D Sup. Outside Air Workbook"
"d6127630-ff74-4252-81b1-b2ddfd35237b","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building D","Commissioning","Bld D Sup. Gen. Exhaust Workbook"
"2cc0e4b5-a6de-4f1f-8549-674cac805429","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building D","Commissioning","Bld D Central Toilet Exhaust Workbook"
"c734653f-c7ee-4d34-a1ff-4b5213e27ab6","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building D","Commissioning","Bld D LG MDB Exhaust Workbook"
"77728de4-d5cc-418a-a034-294b6154cd52","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building D","Commissioning","Bld D LGM Comms Exhaust Workbook"
"57b63d4f-effd-4f40-91f7-81ad97bc6453","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building D","Commissioning","Bld D G Loading Store Exh Workbook"
"0f1ab0b5-0009-471b-9bb8-513880676ca8","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building D","Commissioning","Bld D G Ten. 01 Exhaust Workbook"
"65b0f10b-f3f5-4155-a635-b5398855f5cf","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building D","Commissioning","Bld D G Ten. 02 Exhaust Workbook"
"d893d96a-3c68-44e5-ba5f-c1061b3f31ba","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building D","Commissioning","Bld D G Ten. 03 Exhaust Workbook"
"3fb6e157-c217-4c8c-8dcb-32dcf74af1ed","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building D","Commissioning","Bld D G Ten. 04 Exhaust Workbook"
"b9b133cd-b970-4dc8-a4a1-9244fee61647","","not-started","Equipment/System Commissioning Workbook","checklist","FALSE","FALSE","Site QA","Building D","Commissioning","Bld D G Ten. 05 Exhaust Workbook"
"d272a62a-4ca9-4048-9607-140b7a75cdf4","","pass","","folder","TRUE","FALSE","Site QA","Building D","Sub Contractors"
"96505145-23dc-4841-8ff6-591841351480","","pass","","folder","TRUE","FALSE","Site QA","Building D","Sub Contractors","Electrical Certificates"
"f5f9d50e-e37d-4166-8464-b1fff0222ad3","","pass","Photo / Document Upload","checklist","FALSE","FALSE","Site QA","Building D","Sub Contractors","Electrical Certificates","Photo / Document Upload"
"03cc1f8d-157d-450a-b6d3-22debe27bce3","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E"
"efe37e37-832b-4128-90d3-1d756f63b5ac","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Installation"
"ae7e7ef0-aa22-4112-bbac-f07d62978851","","not-started","","folder","TRUE","FALSE","Site QA","Building E","Installation","Ground"
"12ab375d-52ce-4159-a41f-358554a532d6","","not-started","","folder","TRUE","FALSE","Site QA","Building E","Installation","Ground","Mechanical Installation Rough In & Fit Off ITPs"
"4d85ab71-aceb-476d-83c5-1bcf2e603581","","not-started","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building E","Installation","Ground","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50080"
"43e6644e-6ba2-4b74-aaad-25d54f1c62b6","","not-started","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building E","Installation","Ground","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50081"
"a66005ed-0308-4eb7-b731-9903cb9c79e6","","not-started","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building E","Installation","Ground","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50082"
"e3d18f6c-75c9-41f6-8504-859796fb7737","","not-started","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building E","Installation","Ground","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50083"
"b725dd0f-882e-4a6e-b24b-858ce07b4e1a","","not-started","FD Drop test","checklist","FALSE","FALSE","Site QA","Building E","Installation","Ground","FD Drop test"
"3ad71d1c-bf7e-48b8-ae26-c1c8d411f76e","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Installation","Level 1"
"4bf54f43-606f-4510-a2f0-66881ad1d465","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Installation","Level 1","Mechanical Installation Rough In & Fit Off ITPs"
"f74755e3-7d3a-443e-a599-2feea0e48ad5","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building E","Installation","Level 1","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50180"
"92f711f3-361d-44f2-ba25-08f047da4d08","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building E","Installation","Level 1","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50181"
"ee3e3dbb-b4b1-4972-9d9a-ead44559707d","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building E","Installation","Level 1","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50182"
"994e63b3-eea5-4d4e-8c31-70fbd4359c58","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building E","Installation","Level 1","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50183"
"cb2c361b-58ff-49fc-9079-b23098998878","","not-started","FD Drop test","checklist","FALSE","FALSE","Site QA","Building E","Installation","Level 1","FD Drop test"
"ae59b27c-e4fa-4ad3-abbe-ec9e5507d9bb","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Installation","Level 2"
"2b229315-1dc1-4303-a6c5-1fd8a30a25d8","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Installation","Level 2","Mechanical Installation Rough In & Fit Off ITPs"
"5ef6c41d-bbd2-4f59-a1b7-36e14b105639","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building E","Installation","Level 2","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50280"
"f2a94132-63b8-4c85-b123-ed483de5fadb","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building E","Installation","Level 2","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50281"
"d7d284ef-aaa3-4c39-9858-fc1c174122b0","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building E","Installation","Level 2","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50282"
"ddcef5a4-d977-4713-819b-1bdb6d74c24d","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building E","Installation","Level 2","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50283"
"55e14369-3e85-4d9d-9518-8dc94fc4e48d","","not-started","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building E","Installation","Level 2","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50297"
"ab191860-f49c-4cd2-a11c-431e4b6013ca","","not-started","FD Drop test","checklist","FALSE","FALSE","Site QA","Building E","Installation","Level 2","FD Drop test"
"5be354a0-a213-4654-ad71-cb9757e50654","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Installation","Level 3"
"413835a0-41be-4e08-aa77-6334a4a8cfb9","","work-in-progress","","folder","TRUE","FALSE","Site QA","Building E","Installation","Level 3","Mechanical Installation Rough In & Fit Off ITPs"
"e6ac25b9-79fa-4d23-90c1-e95fca069883","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building E","Installation","Level 3","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50380"
"902ec326-3cec-439c-adec-b1f0fa32489e","","work-in-progress","NFH-ITP-01 - Mechanical Installation Rough In & Fit Off","checklist","FALSE","FALSE","Site QA","Building E","Installation","Level 3","Mechanical Installation Rough In & Fit Off ITPs","Tile - 50381"
