"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"106dbc0d-4261-4905-a639-ed95d108e71f","","checklist-flat","not-started","Job Details Checklist","checklist-flat","FALSE","FALSE","Job Details"
"0784552a-f365-568c-b74f-6231deb6262b","","checkpoint-status","not-started","Job Details Checklist:3d098030-e418-4675-b5b1-7520caf5ee77","","TRUE","TRUE","Job Details","Project details entered below"
"fd50a08e-64ed-4367-95a0-c41039a4aa02","","folder-normal","fail","","step","TRUE","FALSE","Precast Manufacture"
"8c92909c-7fcc-423f-9643-25b6fa49752e","","folder-normal","fail","","step","TRUE","FALSE","Precast Manufacture","Panels"
"18c969d6-94db-4f71-a1a7-e0bdb3de2593","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels","Ground Floor"
"105e7f84-b059-47a3-b188-4e3737b504f0","","checklist-sectioned","work-in-progress","fd6110a285293145ff82c133ce5b7d10e8418059e447f725a231f08ab6602199","checklist","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-1"
"39d5d10e-d898-50c9-b65f-6cf1aecc33a3","","checkpoint-group","pass","","","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-1","Precast Element Details"
"74b2bfdb-ed80-5409-9511-122d5ac50464","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-4","Reinforcing Yard Checks (Reo QA)","Cast in Items checked and marked on cage (Dross Ducts, Inserts Weld Plates)"
"4e0383da-c55c-5515-bfd7-19ac305a5db9","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-4","Reinforcing Yard Checks (Reo QA)","Overall cage dimensions in plan checked and there will be sufficient concrete cover to edges"
"2fd908be-4e63-5c3d-a5a1-94b987c5cafe","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-4","Reinforcing Yard Checks (Reo QA)","Overall cage thickness checked and there will be sufficient cover to MF and TF"
"e527f9ab-c183-5c97-b35c-891557c9a903","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-4","Reinforcing Yard Checks (Reo QA)","There is sufficient cover to rebates around openings or along edge forms"
"a2a13f82-92ee-5361-b178-f7e463f7f36f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-4","Reinforcing Yard Checks (Reo QA)","Weld plates can be fitted to cage in correct locations?"
"b1890262-ea09-52f6-a6d5-62a77744acf4","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-4","Reinforcing Yard Checks (Reo QA)","Reinforcing details checked/highlighted off against shop drawing (upload photo)"
"0119219d-2231-5426-811e-2b67f28efbea","","checkpoint-group","pass","","","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-4","Formwork Set Up Checks"
"ed1315f7-40cd-57c3-9ff2-a1d08af41500","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-4","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"0fc50549-68e9-5f29-8a15-f6d624412666","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-4","Formwork Set Up Checks","Mould Face Clean"
"7a1ca3f1-8dc8-5b16-8f77-11fab5a7cc89","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-4","Formwork Set Up Checks","Length/Width/Thickness/Cutouts"
"7a530106-75b9-5bd7-8a49-51c419396003","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-4","Formwork Set Up Checks","Edge Details & Rebates"
"b2ec8471-75a9-51f2-9fec-fb4ffcea89ac","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-4","Formwork Set Up Checks","MF Weld plates in correct location and siliconed to table"
"21aa7004-0271-5530-93ef-fdc4485d7ad8","","checkpoint-group","pass","","","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-4","Prepour Checks (Tables QA)"
"4c0610cd-18c2-5a97-b944-84d7787e0184","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-4","Prepour Checks (Tables QA)","Main Reinforcing"
"bb6ab655-d52d-5a06-8b2a-ccb64b1d7526","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-4","Prepour Checks (Tables QA)","Starters"
"9e84c15a-1c22-5016-a048-ecc880f91344","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-4","Prepour Checks (Tables QA)","Stirrups"
"f5aa8387-bd32-5eae-bb51-de4af543e43c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-4","Prepour Checks (Tables QA)","Lifters"
"c461be91-bf68-525a-9a2b-e5251f8b7123","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-4","Prepour Checks (Tables QA)","Mould Cleaned & Oiled"
"f55eac70-890e-59e5-9765-bc15b34cddcf","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-4","Prepour Checks (Tables QA)","Tie wire Trimmed"
"449e03bf-b13c-5f71-a37b-bd9f16274387","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-4","Prepour Checks (Tables QA)","General Photos Attached"
"a6534ac0-044c-5396-a774-5b7497389352","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-4","Prepour Checks (Tables QA)","Concrete Docket Attached"
"5d1e9869-3e52-5df0-b519-86c4a37a8ff3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-4","Prepour Checks (Tables QA)","Shop Drawing Checked Off (attach photo)"
"5c934cfc-f9e3-575f-b132-f89dfd62bc53","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-4","Loading Out"
"d747d7ec-88ac-5a4b-a7f0-c9feb68d9c50","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-4","Loading Out","Load Docket Given to Driver"
"e3c09600-dfd8-50a8-baea-711716f56aa2","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-4","Loading Out","Photo take of Panel on Truck"
"7270caea-23f5-51f8-aa0a-3648a9b62e84","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-4","Loading Out","No remedial work required on site"
"ca9444dc-6dfb-59d4-85f4-157effa21be1","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-4","Test Results, Certificates and Documentation (Reo & Yard QA)"
"22abd6df-a8d9-5939-b846-d472bf934c86","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-4","Test Results, Certificates and Documentation (Reo & Yard QA)","Upload reinforcing detail sheets"
"55fbf6e0-b773-5a9a-9b67-7ba4bd6b1961","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-4","Test Results, Certificates and Documentation (Reo & Yard QA)","Upload Photo of Reinforcing Stock Bundle Tags (Cast # Tracking)"
"388d5be2-ff4b-599c-ac3f-0e6a9ff2bea3","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-4","Test Results, Certificates and Documentation (Reo & Yard QA)","Upload Concrete test results"
"619ce857-5c29-4548-9891-b86df2c44f6b","","checklist-sectioned","work-in-progress","fd6110a285293145ff82c133ce5b7d10e8418059e447f725a231f08ab6602199","checklist","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-5"
"4b7f850c-61b1-56d3-8769-0362cc0eddbf","","checkpoint-group","pass","","","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-5","Precast Element Details"
"78d1729d-ed09-5456-82f3-5e1f238ba1c7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-5","Precast Element Details","Concrete Details Complete"
"ed455c33-4a85-5b44-b70a-8f0685cfb524","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-5","Reinforcing Yard Checks (Reo QA)"
"ffe911b7-f11c-56cd-970c-4a5ea0d81134","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-5","Reinforcing Yard Checks (Reo QA)","Operative on the reinforcing cutting line has uploaded clear photo of open stock bundle boar"
"362cbbd7-f9a0-5951-b0d1-3e31028b1327","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-5","Reinforcing Yard Checks (Reo QA)","Cut and bent bars checked off against detail sheet"
"08fe05d9-a315-59af-a78c-0aa3da304751","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-5","Reinforcing Yard Checks (Reo QA)","Perimeter bars and spacing marks confirmed"
"8a12ef7a-da9c-5235-a264-966ddc3f5c64","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-5","Reinforcing Yard Checks (Reo QA)","Cast in Items checked and marked on cage (Dross Ducts, Inserts Weld Plates)"
"1c346b16-f97b-541a-9c86-86dc6c9e308a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-5","Reinforcing Yard Checks (Reo QA)","Overall cage dimensions in plan checked and there will be sufficient concrete cover to edges"
"4a12b263-5723-56b8-a88d-ffa7520488be","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-5","Reinforcing Yard Checks (Reo QA)","Overall cage thickness checked and there will be sufficient cover to MF and TF"
"4007d161-e8b8-5f9d-a907-698b8a7ae8cf","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-5","Reinforcing Yard Checks (Reo QA)","There is sufficient cover to rebates around openings or along edge forms"
"0762e62a-5921-506f-b352-7653ea9fd1e9","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-5","Reinforcing Yard Checks (Reo QA)","Weld plates can be fitted to cage in correct locations?"
"4d1f739f-7758-56f9-8613-fbe81a766a04","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-5","Reinforcing Yard Checks (Reo QA)","Reinforcing details checked/highlighted off against shop drawing (upload photo)"
"d2a28939-6951-544d-8768-685e0825ec37","","checkpoint-group","pass","","","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-5","Formwork Set Up Checks"
"334c554a-03e1-5ad9-bc59-5bca06d65957","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-5","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"c8a6a99d-0368-524f-88cd-59e895395b27","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-5","Formwork Set Up Checks","Mould Face Clean"
"34d3cb1f-b9b9-558c-b4d2-9ed05093edd1","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-5","Formwork Set Up Checks","Length/Width/Thickness/Cutouts"
"09fad149-590a-5035-828c-63e3fba9d036","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-5","Formwork Set Up Checks","Edge Details & Rebates"
"6d1e1467-ab2d-5452-bbe8-bdb2ea36291b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-5","Formwork Set Up Checks","MF Weld plates in correct location and siliconed to table"
"e364d67c-8932-599a-a719-398c88cee6d9","","checkpoint-group","pass","","","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-5","Prepour Checks (Tables QA)"
"ef9949e7-bfe8-551c-82e8-89bca7dfa8cc","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-5","Prepour Checks (Tables QA)","Main Reinforcing"
"33263a8e-f61d-5635-b89d-22823528e733","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-5","Prepour Checks (Tables QA)","Starters"
"e481acaf-464e-5995-abe9-4a3a4dba2d4e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-5","Prepour Checks (Tables QA)","Stirrups"
"0ac14634-d8c5-59bf-a28b-89985cc0eebd","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-5","Prepour Checks (Tables QA)","Lifters"
"452ad705-1f0b-5dc7-b874-6ecdf53cdadd","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-5","Prepour Checks (Tables QA)","Mould Cleaned & Oiled"
"5c5e6041-fec8-59fc-8d78-ae26b75f9d2b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-5","Prepour Checks (Tables QA)","Tie wire Trimmed"
"e46469ec-c05b-5853-9563-797e4db8af4a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-5","Prepour Checks (Tables QA)","General Photos Attached"
"a1e60b8b-22e0-52e7-883e-45d35aa01963","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-5","Prepour Checks (Tables QA)","Concrete Docket Attached"
"4d97d128-8cdb-5ba9-ac5e-5c2ec4a81069","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-5","Prepour Checks (Tables QA)","Shop Drawing Checked Off (attach photo)"
"abe4acce-0ba3-5898-9dea-f68b5c7e49d4","","checkpoint-group","not-started","","","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-5","Loading Out"
"8280a9d4-a202-55eb-bbee-c053e7462eba","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-5","Loading Out","Load Docket Given to Driver"
"6f970124-87a5-5ab1-8026-f47793d071c7","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-5","Loading Out","Photo take of Panel on Truck"
"f0e20bf7-f227-5665-9c38-2112cfea17fc","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-5","Loading Out","No remedial work required on site"
"fb7b2854-eb52-5c8b-ae7d-39a23b2f5ccf","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-5","Test Results, Certificates and Documentation (Reo & Yard QA)"
"7a6fe31b-2584-5a84-ade3-b0b770fac92b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-5","Test Results, Certificates and Documentation (Reo & Yard QA)","Upload reinforcing detail sheets"
"bf034ede-116e-58a1-8c8c-38db968c950d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-5","Test Results, Certificates and Documentation (Reo & Yard QA)","Upload Photo of Reinforcing Stock Bundle Tags (Cast # Tracking)"
"7c833e4a-1f5c-5a29-a5ef-01861b43e618","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-5","Test Results, Certificates and Documentation (Reo & Yard QA)","Upload Concrete test results"
"89f88daa-0a55-4d91-85fd-fcfb598114a7","","checklist-sectioned","work-in-progress","fd6110a285293145ff82c133ce5b7d10e8418059e447f725a231f08ab6602199","checklist","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-6"
"158405b0-b6b6-5c1d-95e4-cf622ff4f7f0","","checkpoint-group","pass","","","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-6","Precast Element Details"
"9a708789-7d9b-5e0c-b104-99b9066df3cb","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-6","Precast Element Details","Concrete Details Complete"
"c1a5cbb8-37d5-5b3a-bbd6-90410734927d","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-6","Reinforcing Yard Checks (Reo QA)"
"82b0c13a-cb33-5a98-afed-6d4ef9e76688","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-6","Reinforcing Yard Checks (Reo QA)","Operative on the reinforcing cutting line has uploaded clear photo of open stock bundle boar"
"b79d1efc-3f45-5db2-90a2-90ae3c591ef4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-6","Reinforcing Yard Checks (Reo QA)","Cut and bent bars checked off against detail sheet"
"5def0cd7-65c5-5020-93ad-d75ebdb7ddca","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-6","Reinforcing Yard Checks (Reo QA)","Perimeter bars and spacing marks confirmed"
"e3240c18-a875-553c-ba66-976dc109233f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-6","Reinforcing Yard Checks (Reo QA)","Cast in Items checked and marked on cage (Dross Ducts, Inserts Weld Plates)"
"104d07cd-1594-54b8-9409-8a08547f80b3","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-6","Reinforcing Yard Checks (Reo QA)","Overall cage dimensions in plan checked and there will be sufficient concrete cover to edges"
"04bb9252-1f29-5aca-9a12-66e7490d257d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-6","Reinforcing Yard Checks (Reo QA)","Overall cage thickness checked and there will be sufficient cover to MF and TF"
"b46f5630-b3a9-5d0a-9a61-2e18e6268b19","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-6","Reinforcing Yard Checks (Reo QA)","There is sufficient cover to rebates around openings or along edge forms"
"58e394fa-1f23-5aa0-8d36-91034faaa6b9","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-6","Reinforcing Yard Checks (Reo QA)","Weld plates can be fitted to cage in correct locations?"
"67e3eb51-6804-51c9-becb-4a3f21966b7b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-6","Reinforcing Yard Checks (Reo QA)","Reinforcing details checked/highlighted off against shop drawing (upload photo)"
"cd9fa115-3708-5a02-a449-c9c8b9fbbf8a","","checkpoint-group","pass","","","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-6","Formwork Set Up Checks"
"e90a2132-86aa-505c-aafb-5dfe9a2f85f2","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-6","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"4c943263-55ad-545f-bd6f-9e305e5a05c3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-6","Formwork Set Up Checks","Mould Face Clean"
"187cbbed-50ee-556b-a4ce-1d6aa59a0fb0","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-6","Formwork Set Up Checks","Length/Width/Thickness/Cutouts"
"e1f22fb4-9077-502b-9f3a-f6da4d87d093","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-6","Formwork Set Up Checks","Edge Details & Rebates"
"e059532a-0363-5bdb-86ff-ee96328d92cd","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-6","Formwork Set Up Checks","MF Weld plates in correct location and siliconed to table"
"a3288682-c06d-55e1-874c-093fca1e82e6","","checkpoint-group","pass","","","FALSE","FALSE","Precast Manufacture","Panels","Ground Floor","RRG-6","Prepour Checks (Tables QA)"
"6ccae0df-a2ac-5e98-983c-8f8b38ecded4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-6","Prepour Checks (Tables QA)","Main Reinforcing"
"30b02af5-6d81-5c8f-9155-6ff401a7cb1e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-6","Prepour Checks (Tables QA)","Starters"
"385f9d9d-e541-54b8-b9e2-a23304cd2838","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-6","Prepour Checks (Tables QA)","Stirrups"
"799013b8-de94-5771-995b-222cc23d4851","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-6","Prepour Checks (Tables QA)","Lifters"
"17dcd258-69ea-5ac4-92c8-9ffe115a3fe8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-6","Prepour Checks (Tables QA)","Mould Cleaned & Oiled"
"e869b7b1-50d0-5a3c-abf6-e915919229fa","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Ground Floor","RRG-6","Prepour Checks (Tables QA)","Tie wire Trimmed"
