"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b53f8f34-bb02-4c50-9ae8-4917c4ea9743","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA"
"4ef3cfe1-228a-4721-9e9b-45bb78739a7f","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","B01"
"9eb000d2-1b2d-46b7-aced-5d129e272b93","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","B01","Fitout"
"d10dab5e-a8e8-4ea9-9038-4134e7246ab9","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Basement"
"0cc0381a-7cee-43ae-823f-23bc4da42e3f","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Basement","Area A"
"28966d3f-9950-40d7-a988-ed42747ab640","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Basement","Area A","Common area"
"be950575-57bd-458a-a299-719a35dc3c05","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Basement","Area A","Common area","Stair area"
"b3d60525-a3a4-4e37-bd1b-3ba3317ba1e0","","checklist-flat","not-started","SYS - PRE - S - Steel Stud Framing (old version)","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Basement","Area A","Common area","Stair area","PRE - S - Steel Stud Framing"
"29f3ddae-6813-5129-8cfb-5b17e5dc0861","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Lobby(Near lift 3)","PRE - S - Steel Stud Framing","Door Timber studs and lintels installed and level"
"8774ed90-cc58-5003-b91e-a4c893b32840","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Lobby(Near lift 3)","PRE - S - Steel Stud Framing","Window Timber studs, lintels and still installed and level"
"41076128-a091-5404-9a12-c4ef898a89b2","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Lobby(Near lift 3)","PRE - S - Steel Stud Framing","Inspections completed and issued to Foreman"
"059e6e26-6bfa-5eae-a7b8-8c19e68b5a33","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Lobby(Near lift 3)","PRE - S - Steel Stud Framing","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"527ea5bc-d493-469e-8654-b813df54b56d","","checklist-flat","not-started","PRE - S - Suspended ceiling grids","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Basement","Area E","Common area","Lobby(Near lift 3)","PRE - S - Suspended ceiling grids"
"f1fdc4fe-ba9b-5ca0-ba72-8d5a11dad355","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Lobby(Near lift 3)","PRE - S - Suspended ceiling grids","Ceiling Height confirmed"
"5f39cb34-c098-592e-b7ba-0ae2d58906a7","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Lobby(Near lift 3)","PRE - S - Suspended ceiling grids","Bulkheads plumb, level and square (if required)"
"01ef3b3b-e8cd-5ebd-a57d-b9529ff611ff","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Lobby(Near lift 3)","PRE - S - Suspended ceiling grids","Battens running in correct directions and orientation for critical light"
"c07ff4c6-ad8e-5546-a7a2-18093484fb40","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Lobby(Near lift 3)","PRE - S - Suspended ceiling grids","Batten joins offset"
"2ffb64ad-91c5-5e34-9060-f7b936d17dfe","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Lobby(Near lift 3)","PRE - S - Suspended ceiling grids","Batten joins flush"
"8a20fdbf-1382-5380-ab34-e2bf5fb51a35","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Lobby(Near lift 3)","PRE - S - Suspended ceiling grids","All hangers and clips installed"
"5a2628a5-868b-55cd-9f4f-255b6fdedbef","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Lobby(Near lift 3)","PRE - S - Suspended ceiling grids","Corners fixed correctly"
"456388b6-d322-567b-918f-14cf17702e16","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Lobby(Near lift 3)","PRE - S - Suspended ceiling grids","Appropriate fixings used and installed as per required specification"
"ed147bfe-b4b5-548e-b31e-050501d0814b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Lobby(Near lift 3)","PRE - S - Suspended ceiling grids","Angles correct to fix plasterboard"
"f3e6d507-4fba-5f9f-b44b-1fa821736cc3","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Lobby(Near lift 3)","PRE - S - Suspended ceiling grids","Any seismic requirements and bracing elements installed"
"6d5511fe-5ee3-5199-b2ce-ff851bdf7b68","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Lobby(Near lift 3)","PRE - S - Suspended ceiling grids","Suspended ceiling installation completed and acceptable"
"5dc85160-ed82-5ba4-8295-74f8f93ee242","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Lobby(Near lift 3)","PRE - S - Suspended ceiling grids","Inspections completed and issued to Foreman"
"421a8fbc-418c-5d4f-8616-4bbc03e228f4","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Lobby(Near lift 3)","PRE - S - Suspended ceiling grids","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"746851db-7b0c-42b0-a7a3-81f5ab407c2d","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Basement","Area E","Common area","Gardmenrs room"
"b41f45d6-8fb5-4201-bbce-76b4c9db6de2","","checklist-flat","not-started","SYS - PRE - S - Steel Stud Framing (old version)","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Basement","Area E","Common area","Gardmenrs room","PRE - S - Steel Stud Framing"
"0d314f18-6398-55f3-95ef-7f8c2cad6e84","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Gardmenrs room","PRE - S - Steel Stud Framing","Steel Stud Dimensions / locations checked & accurate (openings considered where applicable)"
"c8c29e72-edfb-5376-bfa4-6d88912761e3","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Gardmenrs room","PRE - S - Steel Stud Framing","Steel Studs have been installed square, straight and plumb"
"e091f017-53fa-5909-8a7f-044e45c0334f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Gardmenrs room","PRE - S - Steel Stud Framing","Fixings are correct to specification including any seismic/bracing requirements"
"46bd5e3d-dff9-5931-a12b-b54620d88cec","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Gardmenrs room","PRE - S - Steel Stud Framing","All Nogs (Service/Specialty) & penetrations - installed, checked & correct (consider acoustic & fire rating requirements)"
"ac24b4c4-1e18-5c00-a0f4-4eaf7e250b2c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Gardmenrs room","PRE - S - Steel Stud Framing","All Steel Stud framing completed correctly to specification & within tolerance in respective area(s)"
"c7f89a19-ed0b-5898-982a-4f183c164218","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Gardmenrs room","PRE - S - Steel Stud Framing","Door Timber studs and lintels installed and level"
"56fbe0b3-1dcc-5b50-bd9e-8b86a92f8b17","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Gardmenrs room","PRE - S - Steel Stud Framing","Window Timber studs, lintels and still installed and level"
"04854f46-2dba-5c7c-88d6-0023253bb77b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Gardmenrs room","PRE - S - Steel Stud Framing","Inspections completed and issued to Foreman"
"9d095b63-8d9d-5839-8bf7-05e0bcaa94bf","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Gardmenrs room","PRE - S - Steel Stud Framing","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"ad566f11-95e8-4115-b2d0-814ac2fb6c60","","checklist-flat","not-started","PRE - S - Suspended ceiling grids","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Basement","Area E","Common area","Gardmenrs room","PRE - S - Suspended ceiling grids"
"85848930-8efa-51db-b15f-9362f4c8203b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Gardmenrs room","PRE - S - Suspended ceiling grids","Ceiling Height confirmed"
"4b017521-202d-5792-a917-f9351815d19a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Gardmenrs room","PRE - S - Suspended ceiling grids","Bulkheads plumb, level and square (if required)"
"f7f513e5-932b-5074-850d-b7a9a35a57aa","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Gardmenrs room","PRE - S - Suspended ceiling grids","Battens running in correct directions and orientation for critical light"
"ce1f5398-673a-51b1-b690-401512e030be","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Gardmenrs room","PRE - S - Suspended ceiling grids","Batten joins offset"
"5d1424b0-4996-506c-8848-1fe7c7f5aa87","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Gardmenrs room","PRE - S - Suspended ceiling grids","Batten joins flush"
"884e0ffc-98d3-57a3-899f-49ff26937211","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Gardmenrs room","PRE - S - Suspended ceiling grids","All hangers and clips installed"
"e95ec3ea-4cf3-59ec-a83c-17dd66859653","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Gardmenrs room","PRE - S - Suspended ceiling grids","Corners fixed correctly"
"ff866684-0bd7-519d-8389-70665f6135a2","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Gardmenrs room","PRE - S - Suspended ceiling grids","Appropriate fixings used and installed as per required specification"
"d3c2fe6a-cce5-55b5-a638-44d4f3a71019","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Gardmenrs room","PRE - S - Suspended ceiling grids","Angles correct to fix plasterboard"
"980c68ec-6173-59b6-819b-08a677722532","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Gardmenrs room","PRE - S - Suspended ceiling grids","Any seismic requirements and bracing elements installed"
"bbd96ac2-f02b-598d-8a8a-ccf847c116f1","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Gardmenrs room","PRE - S - Suspended ceiling grids","Suspended ceiling installation completed and acceptable"
"75fbff15-e5e2-5bf6-8adf-5dedd78d1e36","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Gardmenrs room","PRE - S - Suspended ceiling grids","Inspections completed and issued to Foreman"
"bc18b9b3-340e-5022-8651-c6b868fc5a25","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Basement","Area E","Common area","Gardmenrs room","PRE - S - Suspended ceiling grids","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"8f9a9c4b-1068-48c6-90e1-d1130a9d4cca","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","B01","Fitout","Ground level"
"bfdcff20-d37d-4b2d-89b4-f14d44990d21","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","B01","Fitout","Ground level","Area A"
"85db7124-7276-4c02-8758-01114dc259d6","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","B01","Fitout","Ground level","Area A","Common area"
"e1b52b0b-4429-4c61-8828-a4d8da02c99a","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Ground level","Area A","Common area","Swimming pool"
"5c9bcb92-a2b8-41bd-a55c-c218074e223b","","checklist-flat","not-started","SYS - PRE - S - Steel Stud Framing (old version)","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Ground level","Area A","Common area","Swimming pool","PRE - S - Steel Stud Framing"
"78542d25-4cd1-5bd7-9d49-b1bdbdfe4f51","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area A","Common area","Swimming pool","PRE - S - Steel Stud Framing","Steel Stud Dimensions / locations checked & accurate (openings considered where applicable)"
"a54c13b9-3630-57cf-80dc-c98605fb7d3f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area A","Common area","Swimming pool","PRE - S - Steel Stud Framing","Steel Studs have been installed square, straight and plumb"
"4e12ca73-2a60-509c-9eb7-9a1b10826a34","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area A","Common area","Swimming pool","PRE - S - Steel Stud Framing","Fixings are correct to specification including any seismic/bracing requirements"
"b6e1670b-4e82-5222-8d75-4c4155074f49","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area A","Common area","Swimming pool","PRE - S - Steel Stud Framing","All Nogs (Service/Specialty) & penetrations - installed, checked & correct (consider acoustic & fire rating requirements)"
"6fd48035-bd28-56fd-88e3-fe348cbbf2ae","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area A","Common area","Swimming pool","PRE - S - Steel Stud Framing","All Steel Stud framing completed correctly to specification & within tolerance in respective area(s)"
"2a8a0c5e-e085-5483-a985-05a90e5218e9","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area A","Common area","Swimming pool","PRE - S - Steel Stud Framing","Door Timber studs and lintels installed and level"
"fdbdb479-1c47-5d3f-bbf1-ba9dbeb30899","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area A","Common area","Swimming pool","PRE - S - Steel Stud Framing","Window Timber studs, lintels and still installed and level"
"9022436d-653f-5c00-928b-f81c7929acc2","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area A","Common area","Swimming pool","PRE - S - Steel Stud Framing","Inspections completed and issued to Foreman"
"7c11f9bc-c05b-502d-9287-0ef5ec115585","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area A","Common area","Swimming pool","PRE - S - Steel Stud Framing","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"d7437f4a-1ed1-4b3d-9bd6-3484064a72bd","","checklist-flat","not-started","PRE - S - Suspended ceiling grids","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Ground level","Area A","Common area","Swimming pool","PRE - S - Suspended ceiling grids"
"79170c55-7cbe-5fd7-8938-93d408102fb5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area A","Common area","Swimming pool","PRE - S - Suspended ceiling grids","Ceiling Height confirmed"
"9ada8d64-8550-5b25-a42d-9832fd66b784","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area A","Common area","Swimming pool","PRE - S - Suspended ceiling grids","Bulkheads plumb, level and square (if required)"
"5e0aa60e-0305-5c7b-af0e-58f34a0d4e45","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area A","Common area","Swimming pool","PRE - S - Suspended ceiling grids","Battens running in correct directions and orientation for critical light"
"8169e635-9df5-5125-8339-db2ad1a8b11d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area A","Common area","Swimming pool","PRE - S - Suspended ceiling grids","Batten joins offset"
"65e95fd2-3305-50b5-8d4a-aaf36e9da636","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area A","Common area","Swimming pool","PRE - S - Suspended ceiling grids","Batten joins flush"
"dbeb3907-4c1d-5f00-abba-d15f8d0e1331","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area A","Common area","Swimming pool","PRE - S - Suspended ceiling grids","All hangers and clips installed"
"0471576a-74a9-52a0-affe-39d776370584","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area A","Common area","Swimming pool","PRE - S - Suspended ceiling grids","Corners fixed correctly"
"7b98faa5-e042-5478-a1c4-03d2fe838341","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area A","Common area","Swimming pool","PRE - S - Suspended ceiling grids","Appropriate fixings used and installed as per required specification"
"f6d7a9e3-576f-52e2-aaeb-83e50ec94470","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area A","Common area","Swimming pool","PRE - S - Suspended ceiling grids","Angles correct to fix plasterboard"
"eafb8e36-a5ff-5817-98d3-48b3ef9cbed3","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area A","Common area","Swimming pool","PRE - S - Suspended ceiling grids","Any seismic requirements and bracing elements installed"
"4e7c13b8-4c67-5765-ac54-de896b55fad1","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area A","Common area","Swimming pool","PRE - S - Suspended ceiling grids","Suspended ceiling installation completed and acceptable"
"363a7bc4-42f2-5391-865e-8356cac42ac6","","checkpoint-status","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area A","Common area","Swimming pool","PRE - S - Suspended ceiling grids","Inspections completed and issued to Foreman"
"70c6321b-0c75-52eb-bf87-982b8a3979c7","","holdpoint","not-started","","","TRUE","TRUE","QA","B01","Fitout","Ground level","Area A","Common area","Swimming pool","PRE - S - Suspended ceiling grids","CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS"
"fa254ea2-e67f-428a-a6d9-52f34720703f","","folder-normal","not-started","","step","TRUE","FALSE","QA","B01","Fitout","Ground level","Area A","Common area","Gym"
"ce9e40c5-616f-44f2-9e65-c7b3f7dd1ef9","","checklist-flat","not-started","SYS - PRE - S - Steel Stud Framing (old version)","checklist-flat","FALSE","FALSE","QA","B01","Fitout","Ground level","Area A","Common area","Gym","PRE - S - Steel Stud Framing"
