"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"091c66b8-395d-42a0-9f5e-53d77c07663d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"905efdc1-df68-4ccc-9792-59b4750cb9a5","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","In Ground Drainage Services"
"cbc5c778-eae4-4b78-a643-4fe05478290f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","In Ground Drainage Services","Stormwater (in-ground)"
"1972ece5-9e65-45c1-bb0d-d34953bbe012","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","In Ground Drainage Services","Stormwater (in-ground)","Zone 1"
"0999ec0b-2048-4acc-935b-f8135072d6fc","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","In Ground Drainage Services","Stormwater (in-ground)","Zone 2"
"de144d89-4aa4-43c4-94ee-330aa61dd02d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","In Ground Drainage Services","Stormwater (in-ground)","Zone 3"
"56b4b8c9-efe5-498a-9536-dbe61e08f94b","","folder-normal","pass","","step","TRUE","FALSE","Site QA","In Ground Drainage Services","Stormwater (in-ground)","Zone 4"
"b2e5c49d-5f14-4e1c-962a-cc56428580f3","","checklist-flat","pass","75180dba9da3255b68dedd748ee12838a79552bbe6e6fe74729584a56a5c5a49","checklist-flat","FALSE","FALSE","Site QA","In Ground Drainage Services","Stormwater (in-ground)","Zone 4","Zone 4"
"33df0953-e87a-5290-9294-e7566cc1c546","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 5"," GridTe,tf..n1,f1a e-w sewer150mm","Ensure all excess material is removed from work area & leave clean & tidy."
"0cc5d791-946f-5c45-901e-d519fe0f5fde","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 5"," GridTe,tf..n1,f1a e-w sewer150mm","Are all works completed in this zone? Please attach site foreman signature."
"1e49a4e2-d592-49f5-9ac7-e00a85f5aea0","","checklist-flat","pass","ITR 002 Sewer Drainage","checklist-flat","FALSE","FALSE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 5","Maguro Sushi "
"f91d7477-ad90-5db1-9623-df49610f9c65","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 5","Maguro Sushi ","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"bb74f0eb-8b3a-526b-8baf-9ce53e65f163","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 5","Maguro Sushi ","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"6d5c200c-f027-569f-997f-542346af1209","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 5","Maguro Sushi ","All pipework, material and fittings to be installed as per approved IFC Drawing No:"
"2cca86dd-8d6c-56cc-8341-a90a27f54ee1","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 5","Maguro Sushi ","All pipework to be checked for correct invert levels & gradients in accordance to specifications, requirements & approved IFC drawings."
"5f97144c-ab53-5e06-aaa8-2856f6a820aa","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 5","Maguro Sushi ","Notify HP Management for inspection of drainage prior to backfill."
"0960b34c-e2a7-57ce-a14f-c78f0a677eb2","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 5","Maguro Sushi ","Book inspection with VBA for in-ground drainage. HP can sign off if inspector does not attend."
"6a025495-9916-5ce7-999b-52e6ab69a27f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 5","Maguro Sushi ","Ensure all backfill is in accordance to specifications & compaction requirements."
"9f7d8eb4-f44b-5958-ac6d-0c54c17e57c1","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 5","Maguro Sushi ","Ensure all excess material is removed from work area & leave clean & tidy."
"19066d8f-2910-5a1b-be21-f96b61c5dfef","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 5","Maguro Sushi ","Are all works completed in this zone? Please attach site foreman signature."
"eed841df-f985-40b6-809a-ca7627ed8bdf","","checklist-flat","pass","ITR 002 Sewer Drainage","checklist-flat","FALSE","FALSE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 5","Grids TD - TE & 102 - 103 B/T added"
"d3cd1799-03ca-573b-b65e-86e1bbe4d607","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 5","Grids TD - TE & 102 - 103 B/T added","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"6efe47a6-2c93-5774-b6d9-c516ffcd34db","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 5","Grids TD - TE & 102 - 103 B/T added","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"05d77c60-b722-5b67-8d3c-563719a0e1f6","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 5","Grids TD - TE & 102 - 103 B/T added","All pipework, material and fittings to be installed as per approved IFC Drawing No:"
"acdebf50-5616-5019-9c9a-5a2401499394","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 5","Grids TD - TE & 102 - 103 B/T added","All pipework to be checked for correct invert levels & gradients in accordance to specifications, requirements & approved IFC drawings."
"150da26d-9d88-5954-bfad-fcd7fd393b79","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 5","Grids TD - TE & 102 - 103 B/T added","Notify HP Management for inspection of drainage prior to backfill."
"dbaa11ac-662e-58ce-a512-d90b677d7773","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 5","Grids TD - TE & 102 - 103 B/T added","Book inspection with VBA for in-ground drainage. HP can sign off if inspector does not attend."
"7626666f-f642-52bb-832a-a5e14165ef30","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 5","Grids TD - TE & 102 - 103 B/T added","Ensure all backfill is in accordance to specifications & compaction requirements."
"3ea5e309-d305-5f4d-b793-55e9f6a2aa9b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 5","Grids TD - TE & 102 - 103 B/T added","Ensure all excess material is removed from work area & leave clean & tidy."
"aad6edaa-daa7-5566-a126-a57f09964551","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 5","Grids TD - TE & 102 - 103 B/T added","Are all works completed in this zone? Please attach site foreman signature."
"51954d31-a5c0-4936-978c-33799b8fe1b6","","folder-normal","pass","","step","TRUE","FALSE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 5","Zone 5 G.I.T.S"
"89955fba-a136-476e-86c1-17032b67a8be","","checklist-flat","pass","ITR 002 Sewer Drainage","checklist-flat","FALSE","FALSE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 5","Zone 5 G.I.T.S","ITR 002 Sewer Drainage"
"7c58fb91-59cd-52b2-b74c-2aecd7c06e9d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 5","Zone 5 G.I.T.S","ITR 002 Sewer Drainage","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"a0dcea5a-bf9d-5859-8107-104c89e0b57d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 5","Zone 5 G.I.T.S","ITR 002 Sewer Drainage","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"a097cabf-404f-5207-bd26-a75c77181342","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 5","Zone 5 G.I.T.S","ITR 002 Sewer Drainage","All pipework, material and fittings to be installed as per approved IFC Drawing No:"
"b6fed2e3-13ac-52bf-b7a6-35e184606133","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 5","Zone 5 G.I.T.S","ITR 002 Sewer Drainage","All pipework to be checked for correct invert levels & gradients in accordance to specifications, requirements & approved IFC drawings."
"84d7722f-96fb-589d-be64-3899ae571ea5","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 5","Zone 5 G.I.T.S","ITR 002 Sewer Drainage","Notify HP Management for inspection of drainage prior to backfill."
"a6af9b2c-6824-58b4-9c05-4089af45ba3a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 5","Zone 5 G.I.T.S","ITR 002 Sewer Drainage","Book inspection with VBA for in-ground drainage. HP can sign off if inspector does not attend."
"b504e07e-8cf3-5da3-a2ba-aecc7c436b64","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 5","Zone 5 G.I.T.S","ITR 002 Sewer Drainage","Ensure all backfill is in accordance to specifications & compaction requirements."
"e55ced75-7231-5d86-8322-63f2adca13a3","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 5","Zone 5 G.I.T.S","ITR 002 Sewer Drainage","Ensure all excess material is removed from work area & leave clean & tidy."
"a66a2509-4b70-5b1d-839f-8894f27c9389","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 5","Zone 5 G.I.T.S","ITR 002 Sewer Drainage","Are all works completed in this zone? Please attach site foreman signature."
"95835694-d6cc-4d14-8f1d-f087f97d9994","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 6"
"932d82a9-317c-4818-912a-0f8d9f517ca0","","checklist-flat","work-in-progress","25361a247e42618d615720568a62e36c967c3c7cffdc342a744a159677926b80","checklist-flat","FALSE","FALSE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 6","Zone 6"
"5f46918c-7008-5a6a-8927-23f9667686f3","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 6","Zone 6","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"c888d157-6b39-513a-8a0e-a704e805aa5c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 6","Zone 6","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"739b3ab3-2ee4-504e-84fe-4ff4e98830b7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 6","Zone 6","All pipework, material and fittings to be installed as per approved IFC Drawing No:"
"7cb2fa45-b5d0-5bef-a553-718d31b0d485","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 6","Zone 6","All pipework to be checked for correct invert levels & gradients in accordance to specifications, requirements & approved IFC drawings."
"141b5833-466e-513a-a55e-1fb80f2d264c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 6","Zone 6","Notify HP Management for inspection of drainage prior to backfill."
"4de7b62f-6675-504a-bb23-8268cfd0acdb","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 6","Zone 6","Book inspection with VBA for in-ground drainage. HP can sign off if inspector does not attend."
"f0c85c68-80fa-589a-af79-8654951f74a5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 6","Zone 6","Ensure all backfill is in accordance to specifications & compaction requirements."
"52cb383a-480c-5672-9a5c-613498efe164","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 6","Zone 6","Ensure all excess material is removed from work area & leave clean & tidy."
"da1ff923-4b68-49f0-b25e-4790224ba451","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 7"
"bea70bff-314c-4afc-a717-c8ef82241d7c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 7","Zone 7 GIT Carpark"
"d6a8a09e-9fa3-47eb-9633-8b095bf556bd","","checklist-flat","work-in-progress","ITR 004 Greasy Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 7","ITR 004 Greasy Drainage In Ground"
"1d55bc75-5107-58a9-85f2-69119da4b51a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 7","ITR 004 Greasy Drainage In Ground","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"00afc3df-2ecc-5dc6-84a7-c91cfa002d91","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 7","ITR 004 Greasy Drainage In Ground","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"1f7a8abe-1ac1-5963-a139-c550c40ab045","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 7","ITR 004 Greasy Drainage In Ground","All pipework, material and fittings to be installed as per approved IFC Drawing No:"
"96ba9443-85a2-5676-abc5-ff09c8e5615b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 7","ITR 004 Greasy Drainage In Ground","All pipework to be checked for correct invert levels & gradients in accordance to specifications, requirements & approved IFC drawings."
"24908703-13c1-5279-b1b0-8e3e101dee16","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 7","ITR 004 Greasy Drainage In Ground","Ensure all backfill is in accordance to specifications & compaction requirements."
"a49bda18-c94f-55b5-984e-ce8c0d722508","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 7","ITR 004 Greasy Drainage In Ground","Ensure all excess material is removed from work area & leave clean & tidy."
"3946ed18-1fd0-5606-b4fa-319fb3b1c85f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 7","ITR 004 Greasy Drainage In Ground","Are all works completed in this zone? Please attach site foreman signature."
"819cfbe1-519a-48d4-a096-7e0b77e047bf","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 8"
"283010ff-473a-4882-8adc-dfdec894260a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 9"
"32b15e45-fed7-480c-b9ea-0c24f0e9e3b3","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","In Ground Drainage Services","Sewer (in-ground)","Zone 10"
"9c3a909b-ed61-4c0f-9f5c-4f7869df6695","","folder-normal","pass","","step","TRUE","FALSE","Site QA","In Ground Drainage Services","Trade Waste (in-ground)"
"ee27353c-4b89-4936-8460-214a2baff8da","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","In Ground Drainage Services","Trade Waste (in-ground)","Zone 1"
"fc5d7a03-8d24-4564-9ec1-1357924295aa","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","In Ground Drainage Services","Trade Waste (in-ground)","Zone 2"
"9fa1a94c-a9e2-4759-b4a8-7637f9a88d7e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","In Ground Drainage Services","Trade Waste (in-ground)","Zone 3"
"a2f1fe11-3f81-4105-8fe0-437057c8539e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","In Ground Drainage Services","Trade Waste (in-ground)","Zone 4"
"830f1ad5-a329-4731-8702-6e2097424028","","folder-normal","pass","","step","TRUE","FALSE","Site QA","In Ground Drainage Services","Trade Waste (in-ground)","Zone 5"
"c7d9e236-05d6-4d01-889f-eb97cdbe98b2","","checklist-flat","pass","17f89798915bcb0a96ba4ece5ea329828230a8c57b7f518b671cad91e1aea5a2","checklist-flat","FALSE","FALSE","Site QA","In Ground Drainage Services","Trade Waste (in-ground)","Zone 5","Zone 5"
"d2cb3813-6405-537f-b41b-db0a18ba20a2","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Trade Waste (in-ground)","Zone 5","Zone 5","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"6b55a0d5-cb88-5e01-a21a-999a46e77e4b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Trade Waste (in-ground)","Zone 5","Zone 5","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"5ff25626-6dce-5b6a-ac9c-d35ba147f76a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Trade Waste (in-ground)","Zone 5","Zone 5","All pipework, material and fittings to be installed as per approved IFC Drawing No:"
"036cf7ee-c83b-5da3-b8d7-ab25d023255c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Trade Waste (in-ground)","Zone 5","Zone 5","All pipework to be checked for correct invert levels & gradients in accordance to specifications, requirements & approved IFC drawings."
"ce4fc73a-b763-5234-89b2-7cb6f1244881","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Trade Waste (in-ground)","Zone 5","Zone 5","Ensure all backfill is in accordance to specifications & compaction requirements."
"0143f24e-83be-5564-9271-38e62d403517","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Trade Waste (in-ground)","Zone 5","Zone 5","Ensure all excess material is removed from work area & leave clean & tidy."
"2ac0b0bb-d535-4796-8bf1-cec38a5b921e","","checklist-flat","pass","ITR 004 Greasy Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","In Ground Drainage Services","Trade Waste (in-ground)","Zone 5","Grids N1-T1 & TB-TD"
"dae40fe0-5fb1-51c5-96cc-35e4cc7efb3c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Trade Waste (in-ground)","Zone 5","Grids N1-T1 & TB-TD","All works to be set out as per approved IFC drawings. Works set out to Drawing No."
"98e8e48b-e535-5a36-8bf7-bdf0e2b483e8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Trade Waste (in-ground)","Zone 5","Grids N1-T1 & TB-TD","All pipe work to be as per specifications & AS3500.2.2015 or alternatively approved and appropriately sized"
"884ca643-2a4f-599a-b0fb-e5e476ad06cc","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","In Ground Drainage Services","Trade Waste (in-ground)","Zone 5","Grids N1-T1 & TB-TD","All pipework, material and fittings to be installed as per approved IFC Drawing No:"
