"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"819d3d61-999a-4fcf-bb3a-aef89775fb1a","","folder-normal","work-in-progress","","step","TRUE","FALSE","External Works QA"
"76e32474-9c42-461f-9a17-0cbd323f6977","","folder-normal","work-in-progress","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor"
"0df41649-dccc-477a-a60a-b6be34af6a58","","folder-normal","work-in-progress","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 1"
"3bbddbf6-ff78-499e-9dc1-60ebab34e720","","folder-normal","work-in-progress","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 1","Grid 2"
"006d257c-d042-486a-99af-56c39398d42d","","checklist-flat","work-in-progress","8807480b571d700a79527250b46cc6afa797a57d4818a70c775a9b56db496654","checklist-flat","FALSE","FALSE","External Works QA","External Walls Ground Floor","Stage 1","Grid 2","External Framing"
"29ff5563-cc27-5f6c-b39c-ba262bdafd31","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 2","Grid 11","External Framing","Wrap shield installed into window openings with liquid flash"
"c97da405-845e-58fc-b68a-59522d7325e7","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 2","Grid 11","External Framing","Wrap shield installed to face of weatherline / interstory installed if req"
"9185b042-2862-5ab7-8a96-b1ed9eb912a7","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 2","Grid 11","External Framing","Brackets installed as per S1-03"
"9cbb6ec1-ff9f-4130-9dbd-eacee6c27c79","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 3"
"50b7cef1-595b-42e6-9fc8-2f0782f93181","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 3","Grid C ( Grid 5-8 )"
"b9831a19-eaf7-4421-bbcc-6033e49d5705","","checklist-flat","not-started","External Framing","checklist-flat","FALSE","FALSE","External Works QA","External Walls Ground Floor","Stage 3","Grid C ( Grid 5-8 )","External Framing"
"f14eed60-797a-5876-903d-9ddf54469e0a","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid C ( Grid 5-8 )","External Framing","General info/comments recorded"
"76c5a429-16a8-5f36-a6c9-2d5f57019f13","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid C ( Grid 5-8 )","External Framing","Walls in correct location off grid and walls built within building tolerances."
"d0e86f6a-2d9d-5519-b239-5db8ba9a2f8b","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid C ( Grid 5-8 )","External Framing","DPC under bottom plate against concrete"
"311ab4b9-3b64-537e-858a-18c2fba8f9a3","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid C ( Grid 5-8 )","External Framing","M16 threaded rods/epoxy installed at correct centres"
"cdc99bdb-ca78-592c-9990-2a72d5238ac1","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid C ( Grid 5-8 )","External Framing","Timber framing installed at correct centres and size of timber as per drawings"
"f961160f-93c3-5d9c-918d-ce5d9e7ee5e0","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid C ( Grid 5-8 )","External Framing","Amount of timber studs per wall type installed and at wall junctions."
"0023a6c6-d6e3-55bb-ad24-8d1e8d42b74d","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid C ( Grid 5-8 )","External Framing","All external openings ( doors and windows ) checks, correct openings and approved"
"c447ce66-6dcf-542d-8478-36c9c2ae685c","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid C ( Grid 5-8 )","External Framing","Building hardware installed on exterior walls."
"4a409b72-f2b2-5bcc-9b39-084f4891cb6b","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid C ( Grid 5-8 )","External Framing","Correct lintel sizes installed as per dwgs S1-03 / S8-10"
"304fa97b-d724-5b04-9051-4a0b54c34d14","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid C ( Grid 5-8 )","External Framing","Plywood strip installed to take steel brick edge angle"
"60d217b9-8dfd-5c56-af4b-e84b820d7696","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid C ( Grid 5-8 )","External Framing","Wrap shield installed into window openings with liquid flash"
"69442c29-6c31-5940-b59e-def19a15a886","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid C ( Grid 5-8 )","External Framing","Wrap shield installed to face of weatherline / interstory installed if req"
"566aa5e1-aec2-55ff-82b0-fabfbc03a99c","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid C ( Grid 5-8 )","External Framing","Brackets installed as per S1-03"
"3db2ac15-b034-41b1-bc54-ed8078787d6f","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 3","Grid N ( Grid 5-8 )"
"8f0fbfc4-3072-467e-9620-2719d7449b62","","checklist-flat","not-started","External Framing","checklist-flat","FALSE","FALSE","External Works QA","External Walls Ground Floor","Stage 3","Grid N ( Grid 5-8 )","External Framing"
"c30f77a5-4ed5-54c6-afbc-2155908f2a40","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid N ( Grid 5-8 )","External Framing","General info/comments recorded"
"c717ab1c-25b5-566c-a24b-65809e764925","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid N ( Grid 5-8 )","External Framing","Walls in correct location off grid and walls built within building tolerances."
"84de831b-2773-524c-b4a1-323a608275d7","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid N ( Grid 5-8 )","External Framing","DPC under bottom plate against concrete"
"fce66b09-b311-595e-a9fc-4de2c13b1fd7","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid N ( Grid 5-8 )","External Framing","M16 threaded rods/epoxy installed at correct centres"
"d898fc2f-da11-5dbb-9ddf-40de4135df96","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid N ( Grid 5-8 )","External Framing","Timber framing installed at correct centres and size of timber as per drawings"
"cae45b7d-7bfe-5647-8d03-a7ab59261152","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid N ( Grid 5-8 )","External Framing","Amount of timber studs per wall type installed and at wall junctions."
"4262de3c-0fae-503f-8391-25e0a3cca3f0","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid N ( Grid 5-8 )","External Framing","All external openings ( doors and windows ) checks, correct openings and approved"
"07f75389-3ee8-5296-b203-28b17d41e95f","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid N ( Grid 5-8 )","External Framing","Building hardware installed on exterior walls."
"e747e514-1380-59e8-a225-1de8a360d9fa","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid N ( Grid 5-8 )","External Framing","Correct lintel sizes installed as per dwgs S1-03 / S8-10"
"08d82d84-cb36-5c6a-8193-87a9c0a035b0","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid N ( Grid 5-8 )","External Framing","Plywood strip installed to take steel brick edge angle"
"7c567f75-da3c-5878-9891-96db8c526b1e","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid N ( Grid 5-8 )","External Framing","Wrap shield installed into window openings with liquid flash"
"aadff47d-adb2-5c89-b834-b19593793ef0","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid N ( Grid 5-8 )","External Framing","Wrap shield installed to face of weatherline / interstory installed if req"
"9e6a0fba-a8d5-55aa-ae65-cc0f731c6eb7","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid N ( Grid 5-8 )","External Framing","Brackets installed as per S1-03"
"0bbf0fd6-eb7a-42ba-97a4-6146583c46e5","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 3","Grid F"
"df6aa3be-1f89-408d-bd57-6cc5b3ab4baf","","checklist-flat","not-started","External Framing","checklist-flat","FALSE","FALSE","External Works QA","External Walls Ground Floor","Stage 3","Grid F","External Framing"
"11a1138f-2d8c-53dd-8592-eeb6c8565cc5","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid F","External Framing","General info/comments recorded"
"72de7e84-ee75-56fc-ade4-01895a209983","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid F","External Framing","Walls in correct location off grid and walls built within building tolerances."
"7ad6ed51-a108-5bd7-a3a5-536eeb25faf5","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid F","External Framing","DPC under bottom plate against concrete"
"ef5da97b-3e30-552d-afcd-a38c47d2e517","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid F","External Framing","M16 threaded rods/epoxy installed at correct centres"
"61d40020-ab31-5337-8fd1-6e97fa716b4a","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid F","External Framing","Timber framing installed at correct centres and size of timber as per drawings"
"beb3515e-b741-596f-bec0-2248fa86abf0","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid F","External Framing","Amount of timber studs per wall type installed and at wall junctions."
"a9e6eaa1-423e-584e-8b71-41d70d60561f","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid F","External Framing","All external openings ( doors and windows ) checks, correct openings and approved"
"9980efe2-cb4c-5516-8b60-bc121a147c02","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid F","External Framing","Building hardware installed on exterior walls."
"c0cd7b72-9b82-5cc2-a6fe-e77e8d7db045","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid F","External Framing","Correct lintel sizes installed as per dwgs S1-03 / S8-10"
"a40010aa-e179-5bee-9c7f-5c22bc5682d4","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid F","External Framing","Plywood strip installed to take steel brick edge angle"
"c17d6404-fd18-5e60-b103-250e4cf5f255","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid F","External Framing","Wrap shield installed into window openings with liquid flash"
"b357cc74-23e7-5725-a877-b5f5f210753b","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid F","External Framing","Wrap shield installed to face of weatherline / interstory installed if req"
"2ca86c92-0cb3-5159-ae83-998216c12960","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid F","External Framing","Brackets installed as per S1-03"
"d80a373d-6479-4f96-886d-d184ae8c1723","","folder-normal","not-started","","step","TRUE","FALSE","External Works QA","External Walls Ground Floor","Stage 3","Grid J"
"460db8c1-66b9-4bc6-bff4-40b5942526c5","","checklist-flat","not-started","External Framing","checklist-flat","FALSE","FALSE","External Works QA","External Walls Ground Floor","Stage 3","Grid J","External Framing"
"72d48836-58a0-5f44-b67e-fd7b558ccf80","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid J","External Framing","General info/comments recorded"
"cb8f8917-3b3f-5d22-8dc2-e218ddd27090","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid J","External Framing","Walls in correct location off grid and walls built within building tolerances."
"b1f31901-f898-54a4-8a4c-778a9ed85a0f","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid J","External Framing","DPC under bottom plate against concrete"
"ae38761c-dff3-5460-af54-420c21f768a8","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid J","External Framing","M16 threaded rods/epoxy installed at correct centres"
"e30d5924-16b2-5f05-92a8-d8425184e530","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid J","External Framing","Timber framing installed at correct centres and size of timber as per drawings"
"7d1a5357-9180-5b70-820d-8ac9487972b6","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid J","External Framing","Amount of timber studs per wall type installed and at wall junctions."
"968723bd-a4ae-588c-8e54-d9ab412b6bfb","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid J","External Framing","All external openings ( doors and windows ) checks, correct openings and approved"
"48d47e08-3f18-5329-8d97-89d6e3a2ca26","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid J","External Framing","Building hardware installed on exterior walls."
"d3a561c6-4e45-572a-8c47-0ac77c61fd14","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid J","External Framing","Correct lintel sizes installed as per dwgs S1-03 / S8-10"
"579489b2-f6a9-5e0c-8016-c24a7937c399","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid J","External Framing","Plywood strip installed to take steel brick edge angle"
"5c68644e-0ace-5133-b905-af931173388c","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid J","External Framing","Wrap shield installed into window openings with liquid flash"
"4e949bed-821c-5d3b-8d7c-7bfe299ba3b2","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid J","External Framing","Wrap shield installed to face of weatherline / interstory installed if req"
"4e37a331-6e98-53d0-adba-a654c4821d7a","","checkpoint-status","not-started","","","TRUE","TRUE","External Works QA","External Walls Ground Floor","Stage 3","Grid J","External Framing","Brackets installed as per S1-03"
"493d685a-a83a-4e47-a6d3-2dd2bc804072","","folder-normal","work-in-progress","","step","TRUE","FALSE","External Works QA","External Walls First Floor"
"18776298-30df-4e4a-9203-73ac6fa2a04e","","folder-normal","work-in-progress","","step","TRUE","FALSE","External Works QA","External Walls First Floor","Stage 1"
"91ee297c-383b-46e9-99fb-5a8212c57028","","folder-normal","work-in-progress","","step","TRUE","FALSE","External Works QA","External Walls First Floor","Stage 1","Grid 2"
