resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A101,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A102,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A103,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A104,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A105,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-2,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A201,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A202,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A203,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A204,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A205,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-3,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A301,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A302,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A303,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A304,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-4,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A401,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A402,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A403,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A404,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-5,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A501,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A502,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A503,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A504,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-6,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A601,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A602,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A603,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-7,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A701,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A702,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A703,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-8,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,SPF-C-L8.01,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,SSF-C-L8.01,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,GEF-C-L8.01,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,LSF-C-L8.01,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,BUILDING-D,,,,,,,,
,,,step,,,,,,Level-1,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A123,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A124,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A125,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-2,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A233,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A234,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A235,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A236,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A237,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-3,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A331,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A332,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A333,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A334,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A335,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-4,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A431,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A432,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A433,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A434,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A435,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-5,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A531,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A532,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A533,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A534,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A535,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-6,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A628,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A629,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A630,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A631,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A632,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-7,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A728,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A729,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A730,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A731,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A732,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-8,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A818,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A819,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A820,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A821,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Level-9,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A912,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A913,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,,A914,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,
,,,step,,,,,,Roof,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,SPF-D-R.01,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,SSF-D-R.01,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,LSF-D-R.01,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,,,GEF-D-R.01,,,,,,
,,,step,,,,Commissioning,,,,,,,,,
,,,step,,,,,BUILDING-A1,,,,,,,,
,,,step,,,,,,Level-1,,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A119,,,,,,
,,,step,,,,,,Level-2,,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A219,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A220,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A221,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A222,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A223,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A224,,,,,,
,,,step,,,,,,Level-3,,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A318,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A319,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A320,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A321,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A322,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A323,,,,,,
,,,step,,,,,,Level 4,,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A418,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A419,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A420,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A421,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A422,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A423,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A424,,,,,,
,,,step,,,,,,Level 5,,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A518,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A519,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A520,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A521,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A522,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A523,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A524,,,,,,
,,,step,,,,,,Level 6,,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A616,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A617,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A618,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A619,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A620,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A621,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A622,,,,,,
,,,step,,,,,,Level 7,,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A716,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A717,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A718,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A719,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A720,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A721,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A722,,,,,,
,,,step,,,,,,Level 8,,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A807,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A808,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A809,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A810,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A811,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A812,,,,,,
,,,step,,,,,,Level 9,,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A901,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A902,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A903,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A904,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A905,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A906,,,,,,
,,,step,,,,,,Roof,,,,,,,
Ventilation Checklist Commissioning [M],Sign Off,,folder-with-checklists,,,,,,,SPF-A1-R.01,,,,,,
Ventilation Checklist Commissioning [M],Sign Off,,folder-with-checklists,,,,,,,SPF-A1-R.02,,,,,,
Ventilation Checklist Commissioning [M],Sign Off,,folder-with-checklists,,,,,,,SSF-A1-R.01,,,,,,
Ventilation Checklist Commissioning [M],Sign Off,,folder-with-checklists,,,,,,,LSF-A1-R.01,,,,,,
Ventilation Checklist Commissioning [M],Sign Off,,folder-with-checklists,,,,,,,GEF-A1-R.01,,,,,,
Ventilation Checklist Commissioning [M],Sign Off,,folder-with-checklists,,,,,,,GEF-A1-R.02,,,,,,
,,,step,,,,,BUILDING-A2,,,,,,,,
,,,step,,,,,,Level-1,,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A120,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A121,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A122,,,,,,
,,,step,,,,,,Level-2,,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A225,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A226,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A227,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A228,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A229,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A230,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A231,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A232,,,,,,
,,,step,,,,,,Level-3,,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A325,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A326,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A327,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A328,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A329,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A330,,,,,,
,,,step,,,,,,Level-4,,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A425,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A426,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A427,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A428,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A429,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A430,,,,,,
,,,step,,,,,,Level-5,,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A525,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A526,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A527,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A528,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A529,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A530,,,,,,
,,,step,,,,,,Level-6,,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A623,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A624,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A625,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A626,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A627,,,,,,
,,,step,,,,,,Level-7,,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A723,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A724,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A725,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A726,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A727,,,,,,
,,,step,,,,,,Level-8,,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A813,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A814,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A815,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A816,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A817,,,,,,
,,,step,,,,,,Level-9,,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A907,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A908,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A909,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A910,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A911,,,,,,
,,,step,,,,,,Roof,,,,,,,
Ventilation Checklist Commissioning [M],Sign Off,,folder-with-checklists,,,,,,,SPF-A2-R.01,,,,,,
Ventilation Checklist Commissioning [M],Sign Off,,folder-with-checklists,,,,,,,SSF-A2-R.01,,,,,,
Ventilation Checklist Commissioning [M],Sign Off,,folder-with-checklists,,,,,,,GEF-A2-R.01,,,,,,
Ventilation Checklist Commissioning [M],Sign Off,,folder-with-checklists,,,,,,,GEF-A2-R.02,,,,,,
Ventilation Checklist Commissioning [M],Sign Off,,folder-with-checklists,,,,,,,LSF-A2-R.01,,,,,,
,,,step,,,,,BUILDING-B1,,,,,,,,
,,,step,,,,,,Ground Level,,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A-G06,,,,,,
,,,step,,,,,,Level-1,,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A112,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A113,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A114,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A115,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A116,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A117,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A118,,,,,,
,,,step,,,,,,Level-2,,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A212,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A213,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A214,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A215,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A216,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A217,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A218,,,,,,
,,,step,,,,,,Level-3,,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A311,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A312,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A313,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A314,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A315,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A316,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,A317,,,,,,
,,,step,,,,,,Level-4,,,,,,,
