"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f053c89d-8907-4c34-958a-c06df2b8334e","","checklist-flat","work-in-progress","c6e66142321f04d98d9e5ad1b0964b2f6448ff942b808391f4c42596010219ea","checklist-flat","FALSE","FALSE","Eve - Project Details"
"37d30fcf-8035-5c28-a029-d9c1ca2eadea","","checkpoint-status","pass","","","TRUE","TRUE","Eve - Project Details","Project details entered below"
"07ff5dfe-7144-563b-9ff7-452e0e560277","","checkpoint-status","not-started","","","TRUE","TRUE","Eve - Project Details","Grouts submitted for approval (UPLOAD TDS and SDS for each grout submitted)"
"848975a0-b829-5dd6-a45a-bb3f80f97dc0","","checkpoint-status","not-started","","","TRUE","TRUE","Eve - Project Details","Have submitted grouts been approved? (UPLOAD copy of approval)"
"e50c413c-6da4-5329-a6d6-62a57237dbe8","","checkpoint-status","not-started","","","TRUE","TRUE","Eve - Project Details","Caulking products submitted for approval (UPLOAD TDS and SDS for each caulking product submitted)"
"9cc806fa-9091-5872-8f13-c42ce87514f0","","checkpoint-status","not-started","","","TRUE","TRUE","Eve - Project Details","Have submitted caulking products been approved? (UPLOAD copy of approval)"
"8d73931a-37e7-50b6-93f1-e20b9615261f","","checkpoint-status","not-started","","","TRUE","TRUE","Eve - Project Details","Patching products submitted for approval (UPLOAD TDS and SDS for each patching product submitted)"
"9a6d6c75-f47e-5e5c-a847-0264aef014ef","","checkpoint-status","not-started","","","TRUE","TRUE","Eve - Project Details","Have patching products been approved? (UPLOAD copy of approval)"
"f5d7d255-8963-4d55-9757-3f2ccd65355d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Manufacture QA"
"c1624075-e0c9-4c04-958a-2ea044578f89","","folder-normal","pass","","step","TRUE","FALSE","Manufacture QA","Level 1"
"075baef4-ed01-4a3d-b99b-a84ad404aa5f","","folder-normal","pass","","step","TRUE","FALSE","Manufacture QA","Level 1","Column"
"12280e7c-0fe5-4ddc-9af9-5536cc334cae","","checklist-sectioned","pass","85df41a7e4119831c689ac23206fbd401ea5a52c21e6255eec5dab80a4bf7641","checklist","FALSE","FALSE","Manufacture QA","Level 1","Column","L1-C03"
"ba51723e-6a0d-55ed-9571-d6dc7a1452be","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 1","Column","L1-C03","Manufacturing Documents"
"d1230e5d-5776-5f2f-a184-ecf9cccc2c7b","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Column","L1-C10","Pre-Pour Checks","Check Minimum Cover"
"fa304d3b-6b4f-548a-91a5-f59843275c92","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Column","L1-C10","Pre-Pour Checks","ID Tag installed in non-visible face"
"e9ffc800-7eac-5314-916a-55e005798fc3","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Column","L1-C10","Pre-Pour Checks","Pre-Pour checks completed and approval given to pour Element"
"285e0a1c-740d-5939-9939-88a4ada92839","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Column","L1-C10","Pre-Pour Checks","Upload photo of signed pre-pour check of shop drawing"
"d2a0922a-44df-57c1-a6e9-7a2083fbcafd","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 1","Column","L1-C10","Concrete Pour Checks"
"7a4d7098-75b4-5216-b6a1-bcc203d9d4ab","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Column","L1-C10","Concrete Pour Checks","Concrete Strength correct as per design"
"bd28c363-e98f-56da-b61e-e527e31bcd61","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 1","Column","L1-C10","Post-Pour / Pre Delivery Checks"
"9809bb8a-4e0d-5921-9e13-b64191a81672","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Column","L1-C10","Post-Pour / Pre Delivery Checks","Visual Check"
"6483b87a-463e-5560-9f40-0e05f566973e","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Column","L1-C10","Post-Pour / Pre Delivery Checks","Any Strongbacks Installed where required"
"76c6465c-364c-5e18-b5de-7e69421f98f1","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Column","L1-C10","Post-Pour / Pre Delivery Checks","Element free from defects that will impact structural integrity or durability?"
"b06d34d7-06a9-562e-868a-399fa6f35c68","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Column","L1-C10","Post-Pour / Pre Delivery Checks","All Post Pour Works complete - Element Checked, Approved and Ready for delivery"
"7ec794e5-57d3-51fc-81e2-aeab853d4440","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 1","Column","L1-C10","Concrete Test Results"
"f105d643-0f85-5672-a9c7-a7c6587d06a0","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Column","L1-C10","Concrete Test Results","Concrete Test Result attached"
"76f616d5-3172-417e-b06d-56277ec665bd","","folder-normal","pass","","step","TRUE","FALSE","Manufacture QA","Level 1","Panel"
"f7b9415c-6e03-4d17-8a09-ff281b2b12e9","","checklist-sectioned","pass","85df41a7e4119831c689ac23206fbd401ea5a52c21e6255eec5dab80a4bf7641","checklist","FALSE","FALSE","Manufacture QA","Level 1","Panel","L1-P01"
"c146caa8-6c44-5eef-b936-8f785472a2fc","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 1","Panel","L1-P01","Manufacturing Documents"
"b5d17408-3cc9-5b2a-a787-f732e878ccc8","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P01","Manufacturing Documents","IFC Element Drawing"
"fcfb474e-a1ff-53a8-a3ba-0a28ec1c69c6","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P01","Manufacturing Documents","Euro Precast Primary Lifting and Propping Certification"
"9e570f6a-90cb-54ea-92bd-eb86dde44588","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P01","Manufacturing Documents","Secondary Lifting Certification"
"ea6626dc-b63c-55ac-b186-5b77a4c2cacd","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 1","Panel","L1-P01","Pre-Pour Checks"
"349fc23b-9b1c-502a-b236-bb1e4e441c1f","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P01","Pre-Pour Checks","Mould check"
"adcebf10-d12e-5644-9d46-94221a124fcb","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P01","Pre-Pour Checks","Reinforcing check"
"4ec7020b-792f-5260-880d-0ed101c52da0","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P01","Pre-Pour Checks","Cast in items check"
"e635aad3-04b1-5de6-ac1c-4e87397c5af9","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P01","Pre-Pour Checks","Check Minimum Cover"
"e6bf1328-9f60-53fd-b5bb-3c93b8606b8c","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P01","Pre-Pour Checks","ID Tag installed in non-visible face"
"68fcd001-dd3a-58ea-82d0-0e7cad682030","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P01","Pre-Pour Checks","Pre-Pour checks completed and approval given to pour Element"
"3fa7c65f-584a-587b-a90c-319feac8e346","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P01","Pre-Pour Checks","Upload photo of signed pre-pour check of shop drawing"
"f5a29c27-a1f5-58e8-8f72-a33d077d6a1f","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 1","Panel","L1-P01","Concrete Pour Checks"
"f1d9ccf5-f651-556c-9f96-0250b2737aad","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P01","Concrete Pour Checks","Concrete Strength correct as per design"
"e1eec692-3e87-52dc-a3f7-0ee834d4bf57","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 1","Panel","L1-P01","Post-Pour / Pre Delivery Checks"
"8ea1cf76-5b25-50bf-998d-1badb3dd9245","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P01","Post-Pour / Pre Delivery Checks","Visual Check"
"dd83cdc4-b0f5-560f-9f86-3baf2014ddc2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P01","Post-Pour / Pre Delivery Checks","Any Strongbacks Installed where required"
"e2da5b5a-636e-54ed-bc23-065e81e75750","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P01","Post-Pour / Pre Delivery Checks","Element free from defects that will impact structural integrity or durability?"
"a49f8064-dc79-575d-959a-8d6d3dffd3a0","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P01","Post-Pour / Pre Delivery Checks","All Post Pour Works complete - Element Checked, Approved and Ready for delivery"
"ea33b98a-29c0-593d-8383-e8506804bebd","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 1","Panel","L1-P01","Concrete Test Results"
"a02fa4be-43da-5610-96c5-1a976dad948c","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P01","Concrete Test Results","Concrete Test Result attached"
"2b2b6e17-d644-4d0d-a1fb-a8e7ce411eab","","checklist-sectioned","pass","85df41a7e4119831c689ac23206fbd401ea5a52c21e6255eec5dab80a4bf7641","checklist","FALSE","FALSE","Manufacture QA","Level 1","Panel","L1-P02"
"d1885e80-083c-545c-bacb-7f8bda1ecc11","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 1","Panel","L1-P02","Manufacturing Documents"
"d94d0609-2015-5d38-8892-e28a7416ab44","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P02","Manufacturing Documents","IFC Element Drawing"
"1e0f1037-ea92-5613-bc87-f618c3cd7b57","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P02","Manufacturing Documents","Euro Precast Primary Lifting and Propping Certification"
"aa9bb0f1-b994-5a8e-9e35-bc3e383fe193","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P02","Manufacturing Documents","Secondary Lifting Certification"
"a2834c2b-a187-5727-bae2-4255a9e72599","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 1","Panel","L1-P02","Pre-Pour Checks"
"0fdd0c5d-b04f-59f2-8772-6dbdf90cc1a8","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P02","Pre-Pour Checks","Mould check"
"b9379486-082c-559c-a4fe-93fe62dc408d","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P02","Pre-Pour Checks","Reinforcing check"
"969abbe8-67b8-5cb6-83a4-539f8b5278c0","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P02","Pre-Pour Checks","Cast in items check"
"aeb07266-c33b-5364-a4b3-52c345d12c6f","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P02","Pre-Pour Checks","Check Minimum Cover"
"9fa2bdae-a986-5eb2-805a-1be8ae684b3b","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P02","Pre-Pour Checks","ID Tag installed in non-visible face"
"d7b7daf7-a506-510e-b51b-362b657933ff","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P02","Pre-Pour Checks","Pre-Pour checks completed and approval given to pour Element"
"19dc327d-b774-5b27-9001-0ed69ef0d228","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P02","Pre-Pour Checks","Upload photo of signed pre-pour check of shop drawing"
"a4853f43-ad8a-5817-832d-1132d5c2434d","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 1","Panel","L1-P02","Concrete Pour Checks"
"591c3fe2-836b-5b1f-ac80-8266729611c5","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P02","Concrete Pour Checks","Concrete Strength correct as per design"
"cdac29c9-2c96-5258-9ae6-7caaac4ea5d8","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 1","Panel","L1-P02","Post-Pour / Pre Delivery Checks"
"3d71e04c-632e-5bf6-be5e-6ba3b199d759","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P02","Post-Pour / Pre Delivery Checks","Visual Check"
"a333aa78-d5e6-51c3-aca0-58ef5d904f83","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P02","Post-Pour / Pre Delivery Checks","Any Strongbacks Installed where required"
"14ec381b-2989-551d-87a4-8c68d5e86ca2","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P02","Post-Pour / Pre Delivery Checks","Element free from defects that will impact structural integrity or durability?"
"f010a8a3-5bfc-5e3a-a027-faf806fa5d87","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P02","Post-Pour / Pre Delivery Checks","All Post Pour Works complete - Element Checked, Approved and Ready for delivery"
"f20f50dd-e287-59b1-8819-4bdcc5d1b345","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 1","Panel","L1-P02","Concrete Test Results"
"71d222d7-e481-50b9-af20-7007bb1243db","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P02","Concrete Test Results","Concrete Test Result attached"
"4bbda7f2-b4f6-4037-b969-7944d49f100c","","checklist-sectioned","pass","85df41a7e4119831c689ac23206fbd401ea5a52c21e6255eec5dab80a4bf7641","checklist","FALSE","FALSE","Manufacture QA","Level 1","Panel","L1-P05"
"fc014b19-1c65-5401-bc29-350b1e431f31","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 1","Panel","L1-P05","Manufacturing Documents"
"9af8489c-a4bd-5ab2-b568-282cf3c4cc3d","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P05","Manufacturing Documents","IFC Element Drawing"
"3f7b0577-0b99-5aac-ab05-5d74f685a1ea","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P05","Manufacturing Documents","Euro Precast Primary Lifting and Propping Certification"
"03d6e491-4e7d-5934-870a-e00ea9fc9a11","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P05","Manufacturing Documents","Secondary Lifting Certification"
"8f0e00cb-58b1-52d2-9684-9a09b990264f","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 1","Panel","L1-P05","Pre-Pour Checks"
"6aa4b5b7-3613-545c-8d03-cc8a49cffc33","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P05","Pre-Pour Checks","Mould check"
"5a6f3984-5bb4-595d-a0cd-7df6d8573b30","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P05","Pre-Pour Checks","Reinforcing check"
"e351dcef-a518-5447-a289-f6b3c74c2551","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P05","Pre-Pour Checks","Cast in items check"
"6ba9baee-6599-5252-9ea8-b8d6f7b5aea5","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P05","Pre-Pour Checks","Check Minimum Cover"
"753c13f5-574c-5513-b8dc-2f006c0db3af","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P05","Pre-Pour Checks","ID Tag installed in non-visible face"
"4603ca98-bf14-5580-91d3-93c1919b24e2","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P05","Pre-Pour Checks","Pre-Pour checks completed and approval given to pour Element"
"61c978ef-edc4-597a-b1b5-a9b8a168829d","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P05","Pre-Pour Checks","Upload photo of signed pre-pour check of shop drawing"
"10e36b3c-fdb4-56c0-b969-4b283210e9e7","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 1","Panel","L1-P05","Concrete Pour Checks"
"61261ed9-6a61-5735-b10b-8d5d2f8e6ace","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P05","Concrete Pour Checks","Concrete Strength correct as per design"
"11035cba-2e66-5135-9321-a0ba115e4e5b","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 1","Panel","L1-P05","Post-Pour / Pre Delivery Checks"
"cbcbd9e4-f9ab-59ab-a103-394a0369663b","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P05","Post-Pour / Pre Delivery Checks","Visual Check"
"9ba9cfbc-8eeb-552d-832f-56e63ffb044a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P05","Post-Pour / Pre Delivery Checks","Any Strongbacks Installed where required"
"22a45819-8779-55f7-8b94-97c3379a217d","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P05","Post-Pour / Pre Delivery Checks","Element free from defects that will impact structural integrity or durability?"
"d6daaa63-f057-5f1b-a195-a04aa7863aea","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P05","Post-Pour / Pre Delivery Checks","All Post Pour Works complete - Element Checked, Approved and Ready for delivery"
"4327e4b1-b1e4-5368-a641-52cbb1f4e094","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 1","Panel","L1-P05","Concrete Test Results"
"55342718-5e31-56f3-bb04-d2c1244840c9","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P05","Concrete Test Results","Concrete Test Result attached"
"fcabdc0d-32ad-4862-9686-0cb18bc782cb","","checklist-sectioned","pass","85df41a7e4119831c689ac23206fbd401ea5a52c21e6255eec5dab80a4bf7641","checklist","FALSE","FALSE","Manufacture QA","Level 1","Panel","L1-P06"
"9b8e33be-eeea-5b53-984c-6e95816c898a","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 1","Panel","L1-P06","Manufacturing Documents"
"4a2f6cf1-4093-5461-8f20-27e953170e7e","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P06","Manufacturing Documents","IFC Element Drawing"
"a64f6d1f-e3b5-5117-a48a-47fb9bdfc222","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P06","Manufacturing Documents","Euro Precast Primary Lifting and Propping Certification"
"a6b8f448-9ebc-5467-93e5-354c070c7798","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P06","Manufacturing Documents","Secondary Lifting Certification"
"faec304d-2dd3-5939-80be-6f867d13e5d9","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 1","Panel","L1-P06","Pre-Pour Checks"
"44c8ceac-a17d-5669-b15d-23e0c3332dbb","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P06","Pre-Pour Checks","Mould check"
"31d0d2f7-2f76-54ff-8708-b0c3520dbb55","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P06","Pre-Pour Checks","Reinforcing check"
"02c6eb62-5021-5bd2-8e7c-2ce5de5a3012","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P06","Pre-Pour Checks","Cast in items check"
"c70559fb-06dc-5c9e-8b69-05c9e661c94a","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P06","Pre-Pour Checks","Check Minimum Cover"
"4777c263-6d7b-5a77-a4ef-c84302905096","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P06","Pre-Pour Checks","ID Tag installed in non-visible face"
"596d23c1-eb54-5139-bb13-f36a89f48a33","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P06","Pre-Pour Checks","Pre-Pour checks completed and approval given to pour Element"
"cbe74f94-d55a-5a2c-8f2b-121176daf405","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P06","Pre-Pour Checks","Upload photo of signed pre-pour check of shop drawing"
"99398fdd-0cc2-5e46-8aa0-5c59ada34a9b","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 1","Panel","L1-P06","Concrete Pour Checks"
"0939369c-93e0-5130-9f10-032b92669a3c","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P06","Concrete Pour Checks","Concrete Strength correct as per design"
"047eb90d-6a86-536c-a7dc-d66b26ad833e","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 1","Panel","L1-P06","Post-Pour / Pre Delivery Checks"
"45190eda-2885-5ea9-a176-644258c1976c","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P06","Post-Pour / Pre Delivery Checks","Visual Check"
"c93d3109-c68c-5de3-b4cc-f533a108a81c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P06","Post-Pour / Pre Delivery Checks","Any Strongbacks Installed where required"
"d95cc559-1adb-5f30-bef4-c9268cc342a2","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P06","Post-Pour / Pre Delivery Checks","Element free from defects that will impact structural integrity or durability?"
"86878f38-cd3f-520b-9e93-49544ce92012","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P06","Post-Pour / Pre Delivery Checks","All Post Pour Works complete - Element Checked, Approved and Ready for delivery"
"af799bef-a209-5200-9b4d-50dc32afb3f4","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 1","Panel","L1-P06","Concrete Test Results"
"f999744f-91c0-56ed-89b5-56606d40a7e1","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P06","Concrete Test Results","Concrete Test Result attached"
"ddd240f8-7686-4dee-a21e-4a54087209fc","","checklist-sectioned","pass","85df41a7e4119831c689ac23206fbd401ea5a52c21e6255eec5dab80a4bf7641","checklist","FALSE","FALSE","Manufacture QA","Level 1","Panel","L1-P07"
"f9967b12-f278-5dda-8ede-4e63421b1279","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 1","Panel","L1-P07","Manufacturing Documents"
"bf04b793-d450-5a0a-ade0-be1cbc4ed36f","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P07","Manufacturing Documents","IFC Element Drawing"
"2ab3de34-8626-5c43-bd29-41d725c0bd63","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P07","Manufacturing Documents","Euro Precast Primary Lifting and Propping Certification"
"5cbe5e71-a4ec-5803-9152-907f3f9fee59","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P07","Manufacturing Documents","Secondary Lifting Certification"
"7cff0152-0ef3-5735-a04f-abd3fe6cb9a2","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 1","Panel","L1-P07","Pre-Pour Checks"
"bcde4e37-884b-5bcf-bc48-a0623c7e87a1","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P07","Pre-Pour Checks","Mould check"
"1a1f92f7-37b3-533b-9989-ec834556dfdc","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P07","Pre-Pour Checks","Reinforcing check"
"12217c82-895e-5aea-a30d-5fae3636b8e8","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P07","Pre-Pour Checks","Cast in items check"
"11b5707f-908f-56e9-adb9-017d884fb129","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P07","Pre-Pour Checks","Check Minimum Cover"
"5bf30489-d513-5462-a414-9c41b06fa672","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P07","Pre-Pour Checks","ID Tag installed in non-visible face"
"4b3901f8-062d-5bf6-8e4a-9daef5363164","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P07","Pre-Pour Checks","Pre-Pour checks completed and approval given to pour Element"
"80a9e442-fd09-5696-b723-c18aaa1f2c9a","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P07","Pre-Pour Checks","Upload photo of signed pre-pour check of shop drawing"
"1b3327f2-621b-5f30-bc04-8a12e0cc82a7","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 1","Panel","L1-P07","Concrete Pour Checks"
"79485f65-ad38-5458-8e37-8f574fcf10b3","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P07","Concrete Pour Checks","Concrete Strength correct as per design"
"648c8ce4-6456-57c5-b064-66e5fdb837f1","","checkpoint-group","pass","","","FALSE","FALSE","Manufacture QA","Level 1","Panel","L1-P07","Post-Pour / Pre Delivery Checks"
"57a3bc7d-f210-5151-8a8a-9820db331102","","checkpoint-status","pass","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P07","Post-Pour / Pre Delivery Checks","Visual Check"
"7e0cd72e-833d-5570-91fc-98c498bdad00","","checkpoint-status","not-applicable","","","TRUE","TRUE","Manufacture QA","Level 1","Panel","L1-P07","Post-Pour / Pre Delivery Checks","Any Strongbacks Installed where required"
