"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"1dbd9579-0627-4161-a5be-97b51dc5a434","","checklist-flat","not-started","Job Details","checklist-flat","FALSE","FALSE","Job Details"
"3efc0035-5d84-5ec0-b10e-9d57fbeb8c6e","","checkpoint-status","not-started","Job Details:d77abe71-7fa7-44a9-a0b2-beddfce10d3d","","TRUE","TRUE","Job Details","Site Info"
"513eb315-5dd1-5208-8a5d-194c8f5e4313","","checkpoint-status","not-started","Job Details:4c1b1e66-3649-48be-9932-e42626eb09fe","","TRUE","TRUE","Job Details","latest drawings (attached or referenced)"
"fc4abf63-5bc7-5a67-b35c-ed6bda22648e","","checkpoint-status","not-started","Job Details:a3bf576b-4273-4550-8452-9926f64ffab4","","TRUE","TRUE","Job Details","Scope of Works Attached"
"ade8ae17-b30f-5d50-b3c2-1c20b7478560","","checkpoint-status","not-started","Job Details:1706b349-a47c-4624-b8bb-9383712c718a","","TRUE","TRUE","Job Details","Additional Pre-Start Docs (attached or referenced)"
"8571d065-619a-4b63-bc3c-214ae1c60127","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"f6d3fdc1-e2ed-485a-b5aa-7f86e3af81c5","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rough-In"
"19505227-12f5-4e00-a5cc-522ba15497f9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough-In","Ground Floor"
"e3395677-8e1c-449a-9163-575f45939eb5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough-In","Ground Floor","GEF-G"
"73a8a49c-809f-4564-89e4-5683f1d5d2df","","checklist-flat","not-started","Duct Installation Checklist [F]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Floor","GEF-G","Duct Installation Checklist [F]"
"9d42f6d1-bf5e-5e8e-87c0-fbcfd4c07c21","","checkpoint-status","not-started","Duct Installation Checklist [F]:cd1c1f74-3a64-4b6b-89ed-3b527014f12d","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","PREF-G","Duct Installation Checklist [F]","Are canvas connections to equipment sealed and aligned"
"65e64570-f9f8-563f-91e2-ad76363e0a33","","checkpoint-status","not-started","Duct Installation Checklist [F]:56d23bc4-9987-496d-aa79-512deb68aa41","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","PREF-G","Duct Installation Checklist [F]","Is ductwork fire rating complete"
"3089d196-cb60-50e0-8dd4-aedb435a5f95","","checkpoint-status","not-started","Duct Installation Checklist [F]:16ed2cac-f2b8-4b99-b4ce-afee78884daa","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","PREF-G","Duct Installation Checklist [F]","Are all spigots installed and dampers fully open"
"2fe7f73c-5999-5b8b-804a-b5c5d775a7d6","","checkpoint-status","not-started","Duct Installation Checklist [F]:5ef522b1-a875-44cd-be29-983ae4aa8a66","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","PREF-G","Duct Installation Checklist [F]","Are all access panels for fire damper access installed and closed"
"085f8c95-6ad0-5a0e-856e-40ea886f495d","","checkpoint-status","not-started","Duct Installation Checklist [F]:439828cf-d7c9-40b4-a6a0-b6c6e15ebda8","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","PREF-G","Duct Installation Checklist [F]","Are the correct fixings used for fan installation?"
"432722a4-a0b8-5527-9424-c26eb439c58d","","checkpoint-status","not-started","Duct Installation Checklist [F]:072ca561-07fe-48ae-97d4-6461bacee89c","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","PREF-G","Duct Installation Checklist [F]","Is the fan secured correctly to hanging equipment?"
"5aee073d-e713-559c-ad46-46527a588293","","checkpoint-status","not-started","Duct Installation Checklist [F]:3ee8c006-913a-4466-adee-791400170bd8","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","PREF-G","Duct Installation Checklist [F]","Is the hanging equipment correctly installed and secured?"
"9addb2a8-45d7-5505-a291-c93b92c323b7","","checkpoint-status","not-started","Duct Installation Checklist [F]:28bbd093-44d9-4f26-97df-eba275aafc83","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","PREF-G","Duct Installation Checklist [F]","Is the ductwork connected to the fan as specified in workshop drawings?"
"a9af1d9b-58c3-52cb-869f-5b5b62a1ea09","","checkpoint-status","not-started","Duct Installation Checklist [F]:7e06a07c-db95-492e-a9e8-90204f37f49b","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","PREF-G","Duct Installation Checklist [F]","Are the cables connected as per electrical drawings and manufacturer's specifications?"
"fd67657a-c875-54cf-9a04-63162e31830b","","checkpoint-status","not-started","Duct Installation Checklist [F]:0b955b59-5f5d-4b3b-903c-9b50164ac06f","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","PREF-G","Duct Installation Checklist [F]","Is ductwork installation complete"
"8ef1e0a1-e76b-468d-ba63-8ac9d80d1345","","checklist-flat","not-started","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Floor","PREF-G","Sign Off"
"5f964a69-8370-5656-baf6-3e58b8f130d3","","checkpoint-status","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","PREF-G","Sign Off","Sign-Off Completed as per below (Pass once complete)"
"8af4f4c1-64be-5aff-8513-489c6a9dc2ff","","holdpoint","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795:3cc615b6-0f02-498b-af8e-36bdfa0b95b5","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","PREF-G","Sign Off","Request Sign-Off(s) + Click to Add Signature(s)"
"217e532f-7913-413b-8825-02388a6747c8","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough-In","Ground Floor","TEF-G.1"
"1280f39f-0a23-4245-aedc-9e210cbbefe0","","checklist-flat","not-started","Duct Installation Checklist [F]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Floor","TEF-G.1","Duct Installation Checklist [F]"
"2682c966-5576-587a-8903-0c8bd003b837","","checkpoint-status","not-started","Duct Installation Checklist [F]:5a8a725d-3ffc-43ad-a53b-def64d8103fb","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.1","Duct Installation Checklist [F]","Is the installation area unobstructed?"
"84d502c5-755d-5ef3-8891-6709c9c0723b","","checkpoint-status","not-started","Duct Installation Checklist [F]:c0a25846-5667-4d77-9721-5318b4621377","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.1","Duct Installation Checklist [F]","Are drawings on site the latest issue"
"2e1149b7-4b9e-5801-84bd-d7726bf26ea6","","checkpoint-status","not-started","Duct Installation Checklist [F]:e9ff3b9e-e10b-4167-9600-373aa000f023","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.1","Duct Installation Checklist [F]","Are plant and equipment location correct"
"f5568217-2ca2-5880-b1fc-9c03b7978f23","","checkpoint-status","not-started","Duct Installation Checklist [F]:c53be47c-17b7-433e-80b5-645a4375e415","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.1","Duct Installation Checklist [F]","Duct size and location correct"
"da4e3f12-a1e7-5e7b-a9aa-6754cb37364f","","checkpoint-status","not-started","Duct Installation Checklist [F]:a6f6c6f1-65dd-4c36-9010-42ee6bb6e31d","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.1","Duct Installation Checklist [F]","Material and gauge correct"
"a806fb66-3294-5090-a50f-233bd2944fc1","","checkpoint-status","not-started","Duct Installation Checklist [F]:4f6bf302-f39b-431e-9473-95406f6f8bc6","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.1","Duct Installation Checklist [F]","Is correct support method being used - Risers are supported at each level."
"3300de5c-3b35-58a9-af79-4f583e56116b","","checkpoint-status","not-started","Duct Installation Checklist [F]:8e3368a0-68ab-415e-aeb7-71789dcc359e","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.1","Duct Installation Checklist [F]","Is correct jointing method being used"
"fa2569d5-8dcf-5eea-824b-ee1a4aa3e9e9","","checkpoint-status","not-started","Duct Installation Checklist [F]:cf7367f1-2f9f-404e-8970-b105aa9ba7ce","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.1","Duct Installation Checklist [F]","Are joints completed and cleated installed on flanges"
"5d0836f0-8666-5adb-858a-280a7730a01b","","checkpoint-status","not-started","Duct Installation Checklist [F]:b1fc48e5-237d-4035-a824-7024da8183d4","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.1","Duct Installation Checklist [F]","Is correct joint sealant being used"
"d77293fd-6dca-5781-8d5b-cca28f257cfa","","checkpoint-status","not-started","Duct Installation Checklist [F]:c2595e3b-6c85-4411-9333-a9908e238b93","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.1","Duct Installation Checklist [F]","Are fire dampers installed and break away joint complete"
"5dde1a1b-d1a2-5f7c-a753-46f7814c7407","","checkpoint-status","not-started","Duct Installation Checklist [F]:cd1c1f74-3a64-4b6b-89ed-3b527014f12d","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.1","Duct Installation Checklist [F]","Are canvas connections to equipment sealed and aligned"
"b667a740-babd-5a0d-9f1c-bb509172f473","","checkpoint-status","not-started","Duct Installation Checklist [F]:56d23bc4-9987-496d-aa79-512deb68aa41","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.1","Duct Installation Checklist [F]","Is ductwork fire rating complete"
"d96f762d-e56d-59ce-b02e-decdd4a01935","","checkpoint-status","not-started","Duct Installation Checklist [F]:16ed2cac-f2b8-4b99-b4ce-afee78884daa","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.1","Duct Installation Checklist [F]","Are all spigots installed and dampers fully open"
"8bc69e07-0b43-5033-8dc0-62e92ed615cd","","checkpoint-status","not-started","Duct Installation Checklist [F]:5ef522b1-a875-44cd-be29-983ae4aa8a66","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.1","Duct Installation Checklist [F]","Are all access panels for fire damper access installed and closed"
"4a158bf3-1f63-5cbc-b257-649b4605c7df","","checkpoint-status","not-started","Duct Installation Checklist [F]:439828cf-d7c9-40b4-a6a0-b6c6e15ebda8","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.1","Duct Installation Checklist [F]","Are the correct fixings used for fan installation?"
"24ea199f-34b3-559c-933e-b701c653234a","","checkpoint-status","not-started","Duct Installation Checklist [F]:072ca561-07fe-48ae-97d4-6461bacee89c","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.1","Duct Installation Checklist [F]","Is the fan secured correctly to hanging equipment?"
"3219d24e-7c8e-513e-84d1-7696d4c4c280","","checkpoint-status","not-started","Duct Installation Checklist [F]:3ee8c006-913a-4466-adee-791400170bd8","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.1","Duct Installation Checklist [F]","Is the hanging equipment correctly installed and secured?"
"e8d912cb-d137-5df3-afea-7087a56f714d","","checkpoint-status","not-started","Duct Installation Checklist [F]:28bbd093-44d9-4f26-97df-eba275aafc83","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.1","Duct Installation Checklist [F]","Is the ductwork connected to the fan as specified in workshop drawings?"
"fcf25cec-cd6a-5baf-99d0-ae05542ceae7","","checkpoint-status","not-started","Duct Installation Checklist [F]:7e06a07c-db95-492e-a9e8-90204f37f49b","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.1","Duct Installation Checklist [F]","Are the cables connected as per electrical drawings and manufacturer's specifications?"
"2262e884-2be0-58ad-9844-6e3228a10cdf","","checkpoint-status","not-started","Duct Installation Checklist [F]:0b955b59-5f5d-4b3b-903c-9b50164ac06f","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.1","Duct Installation Checklist [F]","Is ductwork installation complete"
"8a80cada-8278-47a0-96f3-7bdb8239d1fd","","checklist-flat","not-started","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Floor","TEF-G.1","Sign Off"
"804bd878-52ae-584c-a653-42c84e53b5c4","","checkpoint-status","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.1","Sign Off","Sign-Off Completed as per below (Pass once complete)"
"2d142eb1-a913-54ed-8b18-1c625743b450","","holdpoint","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795:3cc615b6-0f02-498b-af8e-36bdfa0b95b5","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.1","Sign Off","Request Sign-Off(s) + Click to Add Signature(s)"
"5e3d1f3e-c091-409f-950c-1af2282514a8","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough-In","Ground Floor","TEF-G.2"
"05d87cac-b90c-4d51-a4d4-3f4b0da7482f","","checklist-flat","not-started","Duct Installation Checklist [F]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Floor","TEF-G.2","Duct Installation Checklist [F]"
"fbd65e6a-c039-52ca-9058-993929a3feba","","checkpoint-status","not-started","Duct Installation Checklist [F]:5a8a725d-3ffc-43ad-a53b-def64d8103fb","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.2","Duct Installation Checklist [F]","Is the installation area unobstructed?"
"fd8188f6-7e80-589a-be92-a2b56563b0f1","","checkpoint-status","not-started","Duct Installation Checklist [F]:c0a25846-5667-4d77-9721-5318b4621377","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.2","Duct Installation Checklist [F]","Are drawings on site the latest issue"
"93abff56-ab53-52fd-b360-90d5c5842588","","checkpoint-status","not-started","Duct Installation Checklist [F]:e9ff3b9e-e10b-4167-9600-373aa000f023","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.2","Duct Installation Checklist [F]","Are plant and equipment location correct"
"b2099eac-45b8-50e4-8ecd-11ec7063daa0","","checkpoint-status","not-started","Duct Installation Checklist [F]:c53be47c-17b7-433e-80b5-645a4375e415","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.2","Duct Installation Checklist [F]","Duct size and location correct"
"1be6caaa-fbca-5c14-a3b6-96d2eef81659","","checkpoint-status","not-started","Duct Installation Checklist [F]:a6f6c6f1-65dd-4c36-9010-42ee6bb6e31d","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.2","Duct Installation Checklist [F]","Material and gauge correct"
"c8b8dd71-eb04-5f95-bbb7-626e967f809e","","checkpoint-status","not-started","Duct Installation Checklist [F]:4f6bf302-f39b-431e-9473-95406f6f8bc6","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.2","Duct Installation Checklist [F]","Is correct support method being used - Risers are supported at each level."
"c017a569-5310-5515-9ca3-61dab5dfe43b","","checkpoint-status","not-started","Duct Installation Checklist [F]:8e3368a0-68ab-415e-aeb7-71789dcc359e","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.2","Duct Installation Checklist [F]","Is correct jointing method being used"
"a96b0064-46f0-578b-be08-71aa6745b557","","checkpoint-status","not-started","Duct Installation Checklist [F]:cf7367f1-2f9f-404e-8970-b105aa9ba7ce","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.2","Duct Installation Checklist [F]","Are joints completed and cleated installed on flanges"
"93312cc9-f6a5-5fc5-b551-45d5f289f813","","checkpoint-status","not-started","Duct Installation Checklist [F]:b1fc48e5-237d-4035-a824-7024da8183d4","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.2","Duct Installation Checklist [F]","Is correct joint sealant being used"
"12209973-3efb-5113-90c9-67a6f2d96b00","","checkpoint-status","not-started","Duct Installation Checklist [F]:c2595e3b-6c85-4411-9333-a9908e238b93","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.2","Duct Installation Checklist [F]","Are fire dampers installed and break away joint complete"
"b047ffd4-ba61-5eb4-af8a-47296c2da441","","checkpoint-status","not-started","Duct Installation Checklist [F]:cd1c1f74-3a64-4b6b-89ed-3b527014f12d","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.2","Duct Installation Checklist [F]","Are canvas connections to equipment sealed and aligned"
"ddf0ce4a-b833-5037-b5f4-117bfddb6643","","checkpoint-status","not-started","Duct Installation Checklist [F]:56d23bc4-9987-496d-aa79-512deb68aa41","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.2","Duct Installation Checklist [F]","Is ductwork fire rating complete"
"5a0d22cd-f0e4-50d9-84db-f4715d4f2f52","","checkpoint-status","not-started","Duct Installation Checklist [F]:16ed2cac-f2b8-4b99-b4ce-afee78884daa","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.2","Duct Installation Checklist [F]","Are all spigots installed and dampers fully open"
"652b4433-75ca-5676-bcd5-9fc70f1fe3ca","","checkpoint-status","not-started","Duct Installation Checklist [F]:5ef522b1-a875-44cd-be29-983ae4aa8a66","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.2","Duct Installation Checklist [F]","Are all access panels for fire damper access installed and closed"
"414e63a3-3c4d-5849-b6ce-8c3e1fbcaeb8","","checkpoint-status","not-started","Duct Installation Checklist [F]:439828cf-d7c9-40b4-a6a0-b6c6e15ebda8","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.2","Duct Installation Checklist [F]","Are the correct fixings used for fan installation?"
"95640cc3-cdec-56da-8a80-78133ed129f8","","checkpoint-status","not-started","Duct Installation Checklist [F]:072ca561-07fe-48ae-97d4-6461bacee89c","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.2","Duct Installation Checklist [F]","Is the fan secured correctly to hanging equipment?"
"7981272f-b5da-5603-a7dc-6b4fbf9cb383","","checkpoint-status","not-started","Duct Installation Checklist [F]:3ee8c006-913a-4466-adee-791400170bd8","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.2","Duct Installation Checklist [F]","Is the hanging equipment correctly installed and secured?"
"d940130b-8b33-5ea1-b70f-0822b2926a2b","","checkpoint-status","not-started","Duct Installation Checklist [F]:28bbd093-44d9-4f26-97df-eba275aafc83","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.2","Duct Installation Checklist [F]","Is the ductwork connected to the fan as specified in workshop drawings?"
"a34b4ad5-1e10-5b3d-ba3e-ba305c6d9a81","","checkpoint-status","not-started","Duct Installation Checklist [F]:7e06a07c-db95-492e-a9e8-90204f37f49b","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.2","Duct Installation Checklist [F]","Are the cables connected as per electrical drawings and manufacturer's specifications?"
"870a31d7-c65c-537d-a94f-e7999284b8d3","","checkpoint-status","not-started","Duct Installation Checklist [F]:0b955b59-5f5d-4b3b-903c-9b50164ac06f","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.2","Duct Installation Checklist [F]","Is ductwork installation complete"
"581a7220-24df-43b2-9f63-6a08b1506920","","checklist-flat","not-started","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Floor","TEF-G.2","Sign Off"
"8d434dd6-2b6b-59e8-a0c5-8c4a4ef0001c","","checkpoint-status","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.2","Sign Off","Sign-Off Completed as per below (Pass once complete)"
"ff116aa6-dc6e-56cb-9481-12a1cc292634","","holdpoint","not-started","Sign Off:673beb25-e7d2-4e52-bbef-752a7f3d8795:3cc615b6-0f02-498b-af8e-36bdfa0b95b5","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","TEF-G.2","Sign Off","Request Sign-Off(s) + Click to Add Signature(s)"
"fd0456da-7fe6-4690-8dde-03de2e26b3f9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough-In","Ground Floor","OAF-G"
"19817e58-bb28-486f-8625-f20f58a51329","","checklist-flat","not-started","Duct Installation Checklist [F]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Floor","OAF-G","Duct Installation Checklist [F]"
"cd12bbe1-ce51-5273-b5b4-510d79bb8922","","checkpoint-status","not-started","Duct Installation Checklist [F]:5a8a725d-3ffc-43ad-a53b-def64d8103fb","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","OAF-G","Duct Installation Checklist [F]","Is the installation area unobstructed?"
"31ebcf41-8e8b-51c0-b109-e11d67eefc80","","checkpoint-status","not-started","Duct Installation Checklist [F]:c0a25846-5667-4d77-9721-5318b4621377","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","OAF-G","Duct Installation Checklist [F]","Are drawings on site the latest issue"
"0a5f80f3-33b4-5d8c-8d96-d6432a157843","","checkpoint-status","not-started","Duct Installation Checklist [F]:e9ff3b9e-e10b-4167-9600-373aa000f023","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","OAF-G","Duct Installation Checklist [F]","Are plant and equipment location correct"
"8a3304ec-84d2-5d20-8a72-a5a5dc94e478","","checkpoint-status","not-started","Duct Installation Checklist [F]:c53be47c-17b7-433e-80b5-645a4375e415","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","OAF-G","Duct Installation Checklist [F]","Duct size and location correct"
"d58d06e1-7101-5069-8e43-70638dd74ed4","","checkpoint-status","not-started","Duct Installation Checklist [F]:a6f6c6f1-65dd-4c36-9010-42ee6bb6e31d","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","OAF-G","Duct Installation Checklist [F]","Material and gauge correct"
"3b8b6bb9-0722-5614-be2e-1ac3f225e3e0","","checkpoint-status","not-started","Duct Installation Checklist [F]:4f6bf302-f39b-431e-9473-95406f6f8bc6","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","OAF-G","Duct Installation Checklist [F]","Is correct support method being used - Risers are supported at each level."
"b8bd2328-d8ab-5c5f-8d4e-7d00888053ef","","checkpoint-status","not-started","Duct Installation Checklist [F]:8e3368a0-68ab-415e-aeb7-71789dcc359e","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","OAF-G","Duct Installation Checklist [F]","Is correct jointing method being used"
"f0842dcb-117f-5c17-b14e-53ac34131d00","","checkpoint-status","not-started","Duct Installation Checklist [F]:cf7367f1-2f9f-404e-8970-b105aa9ba7ce","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","OAF-G","Duct Installation Checklist [F]","Are joints completed and cleated installed on flanges"
"468adae2-8384-5dab-bf34-b70a62d293b1","","checkpoint-status","not-started","Duct Installation Checklist [F]:b1fc48e5-237d-4035-a824-7024da8183d4","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","OAF-G","Duct Installation Checklist [F]","Is correct joint sealant being used"
"953ced13-fba4-58cd-959d-25a85d5f11de","","checkpoint-status","not-started","Duct Installation Checklist [F]:c2595e3b-6c85-4411-9333-a9908e238b93","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","OAF-G","Duct Installation Checklist [F]","Are fire dampers installed and break away joint complete"
"90f8f95a-5909-5bd4-af01-4c5272f6323d","","checkpoint-status","not-started","Duct Installation Checklist [F]:cd1c1f74-3a64-4b6b-89ed-3b527014f12d","","TRUE","TRUE","Site QA","Rough-In","Ground Floor","OAF-G","Duct Installation Checklist [F]","Are canvas connections to equipment sealed and aligned"
