"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d5cc41d5-36da-4f85-9bc6-488a6a1f7415","","folder-normal","work-in-progress","","step","FALSE","FALSE","MCB Plumbing QA"
"f1ad5bca-e707-4182-b2b5-5158cd3ec63c","","folder-normal","work-in-progress","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A"
"8f7e41aa-2c29-57fa-b457-a58b27785b61","","checklist-sectioned","pass","Sewer & Stormwater","checklist","FALSE","FALSE","MCB Plumbing QA","Building B01A","Sewer & Stormwater"
"c644802b-d1f0-495d-b0f5-20f04fa5a60b","","folder-normal","work-in-progress","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix"
"55d089da-a0f9-4c5e-8841-74b3ddbc50bb","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 0"
"9860a8fe-9b5a-4183-9065-4d8e8ce5d260","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 0","Common Areas"
"714903bd-ce7c-41f7-a0b4-ca4ba221a4d3","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 3","Bedrooms","Bed 308"
"aaa1f5af-96a0-480e-95be-4a7ad3cf765f","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 3","Bedrooms","Bed 309"
"797ee2a1-a22e-43e1-a35a-e93d9aae1e67","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 3","Bedrooms","Bed 310"
"75eb655f-b549-459f-8db7-c0bdb0a58492","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 3","Bedrooms","Bed 311"
"be42acc2-3dce-4e92-a66c-3216fa2c355d","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 3","Bedrooms","Bed 312"
"88b93f2e-2199-44ac-8673-47ea3dce4890","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 3","Bedrooms","Bed 313"
"6ab3cbde-cca8-4303-a02f-2854769b8931","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 3","Bedrooms","Bed 314"
"307ead2c-1107-4a76-8e41-e19116ec511d","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 3","Bedrooms","Bed 315"
"3a08c41a-1477-4dec-9eff-dc745fd9aa63","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 3","Bedrooms","Bed 316"
"d8141df7-0f58-4d4d-9624-6ecb30c340e1","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 3","Bedrooms","Bed 317"
"f10d6c1c-39d9-4988-be38-4f4a500bd5b8","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 3","Bedrooms","Bed 318"
"0208f677-3b69-4b41-93a0-dd19f93bdaf7","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 3","Bedrooms","Bed 319"
"06450a38-60ff-4ff5-b0f7-fa8ac1efb16d","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 3","Bedrooms","Bed 320"
"dfc9a155-086b-4158-b46a-862543060ebe","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 3","Bedrooms","Bed 321"
"10f9e4da-f111-4458-9fad-db415e00975a","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 3","Bedrooms","Bed 322"
"a17f4644-d64c-4fc0-ac6f-53fbea61030c","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 3","Bedrooms","Bed 323"
"145be6ae-4d68-46d6-9901-2fe48b3aaffd","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 3","Bedrooms","Bed 324"
"97d23a61-cbc4-4706-9076-6d32e673dbb4","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 3","Bedrooms","Bed 325"
"4fe794b7-24be-4069-8d38-7ee7de8a989e","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 3","Bedrooms","Bed 326"
"bc96f286-b1f0-413e-a536-9037b2c60bdd","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 3","Bedrooms","Bed 327"
"3fdabc09-6661-46ca-8b9f-cd12c7b3682c","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 3","Bedrooms","Bed 328"
"99f7d864-2f1b-4ad0-8250-9bc3fda15700","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 3","Bedrooms","Bed 329"
"db62a059-1231-4d35-868f-7aef23ca80bc","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 3","Bedrooms","Bed 330"
"5962c002-8463-42f9-b4ad-ccbcdf21fb1d","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 3","Bedrooms","Bed 331"
"434ba36e-e65c-4262-b224-3b719eb44129","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 3","Bedrooms","Bed 332"
"283cbe18-d0ea-4e14-a857-75e5b81350d3","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 3","Bedrooms","Bed 333"
"fcceac6f-5217-4b7e-8467-bab16b87b5e7","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 3","Bedrooms","Bed 334"
"ff1ba9d5-8964-4439-9ba5-fba578b92abb","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 3","Bedrooms","Bed 335"
"e1ce1539-aa64-47d0-8ee6-e116564911e3","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 3","Bedrooms","Bed 336"
"f8623d4d-4e03-45e8-8344-7507e2c0ddde","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 3","Bedrooms","Bed 337"
"dc5dd0c8-0851-48c8-80f9-0bcccd244f9b","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 3","Bedrooms","Bed 338"
"c4abca24-662a-4f4a-bbe1-2ff08bcb5edd","","folder-normal","work-in-progress","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4"
"64902463-517b-4b79-a73e-14a2b6bda38a","","folder-normal","work-in-progress","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Common Areas"
"8c69a2a2-cbca-4439-99b0-3ce5f3cc6944","","checklist-sectioned","work-in-progress","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Common Areas","Bathroom Grids 05 - A05"
"53590c2f-b00a-45fa-9530-d1a3c764b253","","checklist-sectioned","not-started","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Common Areas","Café"
"ef3945b9-ccf6-45a7-88cd-e1180ea2dd7f","","checklist-sectioned","not-started","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Common Areas","Care Hub"
"2bd9b4c7-252a-415b-b13b-5c72913cd4d3","","checklist-sectioned","not-started","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Common Areas","Dining Room"
"d8472bfb-7f4c-4161-9de6-f19bbcd12987","","checklist-sectioned","not-started","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Common Areas","Hoist 06 - A05"
"88f35ae8-9824-4fc2-b917-5875d9b76a3d","","checklist-sectioned","not-started","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Common Areas","Hoist 06 - A11"
"859e46d9-a6cc-4277-8b22-cebaf03b1955","","checklist-sectioned","not-started","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Common Areas","Lounge"
"97931352-a914-4bea-a0ce-c0b98c8f7c51","","checklist-sectioned","not-started","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Common Areas","meeting room"
"2620fd12-fe3c-4448-bf96-69bd23c54a09","","checklist-sectioned","not-started","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Common Areas","Pabx"
"39a93e48-e832-4912-92e8-9991db259ab8","","checklist-sectioned","not-started","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Common Areas","Servery"
"a25cda88-d437-43f5-928e-8a0c255bea33","","checklist-sectioned","work-in-progress","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Common Areas","Sluice 09 - A05"
"7eced2f1-bca7-46c1-926d-8a65db64da0e","","checklist-sectioned","work-in-progress","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Common Areas","Sluice 10 - A11"
"3926317b-dfac-4d32-8c65-727b9e95253b","","checklist-sectioned","work-in-progress","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Common Areas","Staff bathroom"
"88fe32d5-37be-4638-8ee1-fe39fefc811a","","checklist-sectioned","work-in-progress","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Common Areas","Staff room"
"1dc83507-ad3c-42fb-b80c-19b857fdf945","","checklist-sectioned","not-started","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Common Areas","SUB"
"c332b00e-45e6-43ed-bf96-72bc8dedb436","","checklist-sectioned","work-in-progress","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Common Areas","Treatment Room"
"21922ebc-26f7-4c7d-8948-3bd38ed580f9","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Corridors"
"dd1d7a75-5400-42d6-b162-5410d20d9ec9","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms"
"b1379826-6484-4b5b-8b8f-b951ed26f187","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms","Bed 401"
"6ea68672-dc92-4f3e-8f30-4ac188429a4e","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms","Bed 402"
"294e1df8-7662-421f-8040-18b99a78ca03","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms","Bed 403"
"f0116136-f71f-45d4-8ff3-99c7f82b9f0c","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms","Bed 404"
"2c210bf2-2e49-4f53-8dac-9fa81fa086d8","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms","Bed 405"
"94a78340-fa3f-409a-baa6-0f81840a6ac5","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms","Bed 406"
"790c3b21-7d24-41de-ac47-603c6a5c6baf","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms","Bed 407"
"4ce8a520-c4d2-4a13-9e0d-aebe25ca63ec","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms","Bed 408"
"d2fc8b17-ac50-46f6-ac8f-f7c15aefd6b7","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms","Bed 409"
"d7e427e5-800e-426f-bd5a-5dc39cebcad1","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms","Bed 410"
"c7c794dc-150d-4ea6-a925-ee5a0cbdd48e","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms","Bed 411"
"83d03b06-a158-467a-948b-ceca25f475dc","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms","Bed 412"
"8ac58c27-8688-4b4a-9087-549716a369bc","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms","Bed 413"
"8675fc40-e3a3-408e-91ad-a3d9046a9cf1","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms","Bed 414"
"ecff407a-0c0f-434a-a05e-627098b96e06","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms","Bed 415"
"44bafb03-7ed8-4353-98b1-731175508b25","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms","Bed 416"
"33c02298-623f-4f20-9046-465fdf33ec6e","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms","Bed 417"
"5e459bea-352e-45ca-a2fa-dfb3031817b4","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms","Bed 418"
"5a2e85dc-f951-4d1e-970a-caa1085fbf69","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms","Bed 419"
"83460f42-8a26-4f8d-bb7d-2dd99c5a0806","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms","Bed 420"
"153ad66a-ca76-4ac1-b16e-62990f23cd44","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms","Bed 421"
"c41dc06a-004f-49b9-a861-b8f4fc4949ea","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms","Bed 422"
"5489cb0e-0fc4-47ba-82c8-a02877906e6b","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms","Bed 423"
"9e274d5d-4050-4a73-8dcd-4ac99156dfee","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms","Bed 424"
"22d242cb-c386-402d-91d3-e5b73ef5b131","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms","Bed 425"
"8137896c-12b1-4f68-b8ae-671c9c1497b0","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms","Bed 426"
"603985a6-b450-44fb-8ed5-cdda83afc59d","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms","Bed 427"
"b1001881-1d99-41e3-b82f-2a282d904d5e","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms","Bed 428"
"56f95a6d-c64a-416a-87c2-9bfbb5865ef6","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms","Bed 429"
"8926cbaa-eb40-4983-ba64-27650b518a4a","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms","Bed 430"
"9a6e4e16-9358-4e6e-96ed-4a8beabd4123","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms","Bed 431"
"018ae90e-66a3-4205-8c28-f844f76c8a09","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms","Bed 432"
"4df91ca5-36c1-4eef-9a59-8e59aca5006c","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms","Bed 433"
"b400a4bc-6c8c-4de3-b5f0-58a5ee0e2490","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms","Bed 434"
"e9b7447d-401f-4759-beaa-26b029fad0b3","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms","Bed 435"
"bc1e40ab-0414-411a-882f-ca4752ce2107","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms","Bed 436"
"e2365b82-ffe1-4753-bf9c-f1d76dc0b8f0","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms","Bed 437"
"15109c73-22ec-473e-9216-fe641885c03f","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 4","Bedrooms","Bed 438"
"e672d7cb-cbd9-443b-91d2-a196c1fc7765","","folder-normal","work-in-progress","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 5"
"42d9906a-4d7a-4c09-87a5-ef620b6b4da3","","folder-normal","work-in-progress","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 5","Common Areas"
"f93953b3-c47c-4663-ad67-55ea45ec31da","","checklist-sectioned","work-in-progress","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 5","Common Areas","HWC"
"ee1c4031-1148-49ab-8a67-e4f622b5b203","","checklist-sectioned","not-started","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 5","Common Areas","SUB"
"8d33f8c7-a0cf-49ec-ac32-afc6030211ae","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 5","Corridors"
"a140e089-4ce1-4b77-9987-e9aa98e354a7","","folder-normal","pass","","step","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 5","ALS Apartments"
"9e2d631a-5ed9-4728-b012-f185ba39d775","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 5","ALS Apartments","ALS 562"
"4584e649-a99b-49b7-9482-4d076ba62535","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 5","ALS Apartments","ALS 563"
"5e775db7-d498-4bd3-b61e-d728d67cf5c9","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 5","ALS Apartments","ALS 564"
"a33df764-a027-4887-9861-2530b31a7f28","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 5","ALS Apartments","ALS 565"
"b1a52590-9a48-4928-adb1-53718e424d49","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 5","ALS Apartments","ALS 566"
"519b222b-cac1-45ca-b2fa-91d644e3d074","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 5","ALS Apartments","ALS 567"
"4dd4ee50-761f-4032-a98c-f46099d44c0a","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 5","ALS Apartments","ALS 568"
"84aeea77-2928-4aa8-afd6-26ae62573efa","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 5","ALS Apartments","ALS 569"
"21714a7c-97c2-4536-abc5-dac041985642","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 5","ALS Apartments","ALS 570"
"c0ed5d26-d5d3-4217-905f-a903ea0e2139","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 5","ALS Apartments","ALS 571"
"0a1367ec-cea3-4170-bf1d-5c4f668f8255","","checklist-sectioned","pass","Plumbing 1st Fix QA","checklist","TRUE","FALSE","MCB Plumbing QA","Building B01A","First Fix","Level 5","ALS Apartments","ALS 572"
