"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"11fc48af-6bcd-4c14-b839-e1803e20cfb9","","folder-normal","pass","","step","TRUE","FALSE","EVENTS STAFF MEETINGS"
"6a3ae26e-94ed-41e7-85da-e198495d8f88","","folder-normal","pass","","step","TRUE","FALSE","EVENTS STAFF MEETINGS","2023 STAFF MEETINGS"
"bf7daa53-55eb-52ec-b1ba-86f3590e11cd","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0074 TTI IMPACT SOCKET SET","Asset Description"
"ff7c42f7-a4ef-5666-866e-c3bd6901472a","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0074 TTI IMPACT SOCKET SET","Asset Serial Number"
"096143e3-12be-5e03-a51f-07b22f18ba43","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0074 TTI IMPACT SOCKET SET","Damage or Missing Parts"
"b3f02a39-5b85-5929-ae05-788bb9819826","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0074 TTI IMPACT SOCKET SET","Current Location"
"cb8b8b91-a2c6-5227-8a52-a0cf4b311151","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0074 TTI IMPACT SOCKET SET","Staff Sign Out"
"b19624e2-2509-404b-ac6d-27ef048658ff","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0075 ROTHENBERGER ROPUMP"
"6db2605b-eabb-528c-a858-9f9d90d924fa","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0075 ROTHENBERGER ROPUMP","ASSET NO#"
"618d3489-c88c-5c3c-b789-73024f2e15cf","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0075 ROTHENBERGER ROPUMP","Asset Description"
"060e6ae0-7181-5884-9b07-0fa9930a71eb","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0075 ROTHENBERGER ROPUMP","Asset Serial Number"
"acd6e8f8-c320-54f8-aa79-b71034160788","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0075 ROTHENBERGER ROPUMP","Damage or Missing Parts"
"17bc65a5-b691-5257-9956-03e98f956d1a","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0075 ROTHENBERGER ROPUMP","Current Location"
"7ccf09c5-6b43-58a5-b46c-6dc0f87ae9e7","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0075 ROTHENBERGER ROPUMP","Staff Sign Out"
"6aa3f652-4091-44e0-aa40-c3c127b57b8e","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0076 STAND PIPE "
"cb7a14f1-abea-5fc8-8370-cf7fa8de182d","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0076 STAND PIPE ","ASSET NO#"
"c41ca79b-0c3b-5278-b147-5e9910addb2c","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0076 STAND PIPE ","Asset Description"
"71cf81c7-880b-55a5-b453-3e508fef27d2","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0076 STAND PIPE ","Asset Serial Number"
"9e01e510-7390-5965-921c-34e744deb41b","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0076 STAND PIPE ","Damage or Missing Parts"
"5a2099cd-529f-51a9-ad56-3dfffe38278e","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0076 STAND PIPE ","Current Location"
"d9d5b655-0ee5-53bf-ab5a-f18a335dab7b","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0076 STAND PIPE ","Staff Sign Out"
"a7a38c6a-b25b-4a1a-a825-fbfc2ebf9e5c","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0077 TRAY TOOL BOX, CAR REGO CEN654"
"664dec0b-36ef-517a-bf06-8b7d4bbb9016","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0077 TRAY TOOL BOX, CAR REGO CEN654","ASSET NO#"
"1904a5f3-3134-563f-b4cb-754f68d2838f","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0077 TRAY TOOL BOX, CAR REGO CEN654","Asset Description"
"9b23fb5b-8599-5988-8ab2-1267c1463e21","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0077 TRAY TOOL BOX, CAR REGO CEN654","Asset Serial Number"
"f1b2b8df-b9c8-5fbd-a9d7-edfd8282b4e1","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0077 TRAY TOOL BOX, CAR REGO CEN654","Damage or Missing Parts"
"8e7a5925-e286-58bb-9331-064976dca064","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0077 TRAY TOOL BOX, CAR REGO CEN654","Current Location"
"624fd2a7-269d-5b27-986b-96b573671ea2","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0077 TRAY TOOL BOX, CAR REGO CEN654","Staff Sign Out"
"49009fd8-70b8-4a25-becd-d97f8a061341","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0078 DEWALT SHEERS ATTACHMENT "
"6645abc9-c1af-55be-9804-22ea7ceaa284","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0078 DEWALT SHEERS ATTACHMENT ","ASSET NO#"
"d8bc3964-39dd-51d3-8b15-69a26ac1f11d","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0078 DEWALT SHEERS ATTACHMENT ","Asset Description"
"7cc73498-468f-5014-96e7-ae7521211d63","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0078 DEWALT SHEERS ATTACHMENT ","Asset Serial Number"
"adab7344-2050-582e-993b-724304f9d913","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0078 DEWALT SHEERS ATTACHMENT ","Damage or Missing Parts"
"8f76570f-182f-5bca-bf45-6acd3080592c","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0078 DEWALT SHEERS ATTACHMENT ","Current Location"
"b997d1ab-1c8a-5156-8804-6962c22732b1","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0078 DEWALT SHEERS ATTACHMENT ","Staff Sign Out"
"385b3834-1a00-4e37-8630-688e203f3a7a","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0079 FLOAT PUMP "
"bb6038f3-8af9-5477-8331-06899319671e","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0079 FLOAT PUMP ","ASSET NO#"
"5d00be43-ca89-50ca-a035-4833b3b60523","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0079 FLOAT PUMP ","Asset Description"
"eb9593ab-7357-57e3-8c15-7c386c72dbd5","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0079 FLOAT PUMP ","Asset Serial Number"
"6dfbfec8-83df-5282-a016-8adb674a4ccb","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0079 FLOAT PUMP ","Damage or Missing Parts"
"49817ad7-d0f1-5b7a-918e-019fe18ac4c6","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0079 FLOAT PUMP ","Current Location"
"d61fb5af-d785-50b6-a91b-8ba3ca78aa6e","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0079 FLOAT PUMP ","Staff Sign Out"
"14059cbf-4c37-4724-8160-6b053bb1645a","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0080 OZITO WATER PUMP"
"97ef1570-130a-5101-95dd-fbcf0bef1169","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0080 OZITO WATER PUMP","ASSET NO#"
"9a7b2b9c-8c43-5b42-9879-50a85e0cc32b","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0080 OZITO WATER PUMP","Asset Description"
"e70fdc13-1ce4-5dfb-b052-ea06a347fc7c","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0080 OZITO WATER PUMP","Asset Serial Number"
"b7151907-6a64-5cd4-9883-e20e86ec939b","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0080 OZITO WATER PUMP","Damage or Missing Parts"
"de5ebfb5-f10e-5af7-9ca5-0efb34708e20","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0080 OZITO WATER PUMP","Current Location"
"23afa6f0-9dc4-5931-a403-491b4f0ac31a","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0080 OZITO WATER PUMP","Staff Sign Out"
"7a92564f-34f2-4eaf-8f1c-723f92e47887","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0081 VADA PRESSURE PUMP"
"9cd68d24-fccc-5ed0-9c35-ffcafd1bd8cf","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0081 VADA PRESSURE PUMP","ASSET NO#"
"04d63f8c-1a98-53c7-b5a4-e4ea1d30a5a9","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0081 VADA PRESSURE PUMP","Asset Description"
"992a6daf-d58f-555f-916c-8694f4986726","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0081 VADA PRESSURE PUMP","Asset Serial Number"
"36fb2672-3d43-5af4-8444-2d2f28d6d77e","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0081 VADA PRESSURE PUMP","Damage or Missing Parts"
"65c9d65f-c296-5b71-9285-d776745c16c5","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0081 VADA PRESSURE PUMP","Current Location"
"1d64b0a5-0fd1-5140-a3a9-2d1085492398","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0081 VADA PRESSURE PUMP","Staff Sign Out"
"9babd7e2-b03f-4eb1-8479-ac73bca7772b","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0082 VADA PRESSURE PUMP "
"6be744d2-bdce-51bb-97e7-499e643d232f","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0082 VADA PRESSURE PUMP ","ASSET NO#"
"383500fb-f42a-5ab3-8b66-852814901026","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0082 VADA PRESSURE PUMP ","Asset Description"
"2ce348ba-2536-51a2-81a6-253696f41064","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0082 VADA PRESSURE PUMP ","Asset Serial Number"
"14717815-6f69-54e1-9c28-8a5b8cca41e4","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0082 VADA PRESSURE PUMP ","Damage or Missing Parts"
"242a3e44-beb1-5d1a-a336-aae413c836e9","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0082 VADA PRESSURE PUMP ","Current Location"
"8b02c12a-10fe-5d5f-8faa-abf4892fc585","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0082 VADA PRESSURE PUMP ","Staff Sign Out"
"88d44434-08c8-4afa-9f70-4811151f7f59","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0083 VADA PRESSURE PUMP "
"3cf9e639-27d9-595e-a09d-2f46a048822b","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0083 VADA PRESSURE PUMP ","ASSET NO#"
"f1db4e7a-eeb4-5706-a4ff-efb7bdc37108","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0083 VADA PRESSURE PUMP ","Asset Description"
"c0ec56d0-506f-5d6d-8950-66f67de627a7","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0083 VADA PRESSURE PUMP ","Asset Serial Number"
"859e0b8b-0080-5483-9282-fdcf313756f2","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0083 VADA PRESSURE PUMP ","Damage or Missing Parts"
"425b9d16-b1a3-5268-a2b3-c66729c88671","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0083 VADA PRESSURE PUMP ","Current Location"
"dbec0772-7716-56ae-a105-48e7590cbf83","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0083 VADA PRESSURE PUMP ","Staff Sign Out"
"b24b6fab-ed37-478a-b7e8-32b9be49256d","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0084 EXTENSION LADDER"
"8af17628-261b-599d-af07-b50c9c666b8d","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0084 EXTENSION LADDER","ASSET NO#"
"edc102fe-b579-5b77-ab63-cdfa74ca8ffe","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0084 EXTENSION LADDER","Asset Description"
"abc6a48f-e2ef-5e36-ac28-22aaf90e9ae9","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0084 EXTENSION LADDER","Asset Serial Number"
"3f46f8b5-7b1f-5b7b-b405-524d276fbd33","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0084 EXTENSION LADDER","Damage or Missing Parts"
"521ad7db-e365-5350-a158-290883fdf3ca","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0084 EXTENSION LADDER","Current Location"
"7529bd1f-cdab-58be-b9f7-2f5c3f4c2b17","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0084 EXTENSION LADDER","Staff Sign Out"
"805659c9-d168-4585-8f6f-9d411b1e8248","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0085 YELLOW LOCK UP BOX"
"4f1fa1e0-cee5-5ee1-8994-cdf42ec2a935","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0085 YELLOW LOCK UP BOX","ASSET NO#"
"04ceab5a-4f05-5be3-97cb-d0d5664d97a7","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0085 YELLOW LOCK UP BOX","Asset Description"
"6854b576-8a74-5252-bcad-1436e6c02709","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0085 YELLOW LOCK UP BOX","Asset Serial Number"
"1ea463e0-713b-54e8-b96f-7e0157cd9b46","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0085 YELLOW LOCK UP BOX","Damage or Missing Parts"
"7cd1102f-703a-50c7-af54-2a5a427dfa98","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0085 YELLOW LOCK UP BOX","Current Location"
"1287337e-4334-59e1-9227-b3f1502507c0","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0085 YELLOW LOCK UP BOX","Staff Sign Out"
"a6e6ef41-a4fc-4ac7-885d-59c31b61816a","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0086 HYDRANT STAND PIPE "
"38815769-8638-5cbf-a425-3a74ec066c06","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0086 HYDRANT STAND PIPE ","ASSET NO#"
"570bdefc-0ef4-565c-94d6-576824163d6e","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0086 HYDRANT STAND PIPE ","Asset Description"
"5e5a7504-679b-5cc4-8210-54c323b21cb1","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0086 HYDRANT STAND PIPE ","Asset Serial Number"
"aab15c76-95b6-5868-9343-e4982b21cc93","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0086 HYDRANT STAND PIPE ","Damage or Missing Parts"
"036515e0-e424-59a9-8851-fa306b018c0e","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0086 HYDRANT STAND PIPE ","Current Location"
"702eaf34-5a58-50f5-835a-6322cf1bd93b","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0086 HYDRANT STAND PIPE ","Staff Sign Out"
"6b25664e-0df3-4f28-8394-26dd981b9849","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0087 TRAY TOOL BOX, CAR REGO 1I02XU"
"38285c54-6f96-58a9-841c-8640c3d012e8","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0087 TRAY TOOL BOX, CAR REGO 1I02XU","ASSET NO#"
"1cebb509-05ef-53d9-bbc5-2ffa4d9eb297","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0087 TRAY TOOL BOX, CAR REGO 1I02XU","Asset Description"
"e51e183b-ddd6-5fd4-acf1-d4f1097bafb0","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0087 TRAY TOOL BOX, CAR REGO 1I02XU","Asset Serial Number"
"2d8e2bc1-51a6-5d25-8dde-0fb661d6328d","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0087 TRAY TOOL BOX, CAR REGO 1I02XU","Damage or Missing Parts"
"8409e3c5-d21a-5b66-a178-7f75af39b6d4","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0087 TRAY TOOL BOX, CAR REGO 1I02XU","Current Location"
"c638adef-34e4-5ef3-96fc-25616bd9cb64","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0087 TRAY TOOL BOX, CAR REGO 1I02XU","Staff Sign Out"
"b528b92b-4a18-4686-9ed7-a8968171ecb3","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0088 TRAY TOOL BOX, CAR REGO 1I02XU"
"abcc7d2d-9cfd-5929-9f3d-1bcc36b695a6","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0088 TRAY TOOL BOX, CAR REGO 1I02XU","ASSET NO#"
"800d4823-ac4f-5dc2-90ec-0f1e3f131ef3","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0088 TRAY TOOL BOX, CAR REGO 1I02XU","Asset Description"
"e3954743-481c-57ed-bb5b-f464088521bc","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0088 TRAY TOOL BOX, CAR REGO 1I02XU","Asset Serial Number"
"a6bd2182-48c6-5a32-bc6d-f71a8d2e8c81","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0088 TRAY TOOL BOX, CAR REGO 1I02XU","Damage or Missing Parts"
"1539c8ea-27e6-5e0b-8fc2-abddedb61a8a","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0088 TRAY TOOL BOX, CAR REGO 1I02XU","Current Location"
"dc0c5419-dff6-535d-9b41-571e87e6bca5","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0088 TRAY TOOL BOX, CAR REGO 1I02XU","Staff Sign Out"
"8062b1eb-2717-4c8a-aebb-496dfe0c3a8a","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0089 TRAY TOOL BOX, CAR REGO 1I02XU"
"3911fe53-0286-55f6-ba80-973aec31fe66","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0089 TRAY TOOL BOX, CAR REGO 1I02XU","ASSET NO#"
"cad3e8d5-8f3c-58fe-aaa4-7bb3aa4cc29e","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0089 TRAY TOOL BOX, CAR REGO 1I02XU","Asset Description"
"cd4bec2f-be10-5faf-b94e-925daadc2e1b","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0089 TRAY TOOL BOX, CAR REGO 1I02XU","Asset Serial Number"
"547a36cb-478a-5e7f-a921-220ed4c13c73","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0089 TRAY TOOL BOX, CAR REGO 1I02XU","Damage or Missing Parts"
"e5655866-ade3-5d07-ac52-8e878b3823a0","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0089 TRAY TOOL BOX, CAR REGO 1I02XU","Current Location"
"940d2398-1511-5869-99ed-0d047749392b","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0089 TRAY TOOL BOX, CAR REGO 1I02XU","Staff Sign Out"
"e1e584fb-2c5e-4ee7-86f8-e65511e38dcc","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0090 TRAY TOOL BOX, CAR REGO 1I02XU"
"5c5c5b98-fa52-5b5d-8f74-2ef46c637418","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0090 TRAY TOOL BOX, CAR REGO 1I02XU","ASSET NO#"
"99056c2e-27bd-5702-9a60-723c049737e9","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0090 TRAY TOOL BOX, CAR REGO 1I02XU","Asset Description"
"eb2602e8-e05e-5c1c-9657-c5e0b41ba8b9","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0090 TRAY TOOL BOX, CAR REGO 1I02XU","Asset Serial Number"
"a0298719-1c1f-55e1-a152-165cce10c949","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0090 TRAY TOOL BOX, CAR REGO 1I02XU","Damage or Missing Parts"
"409628c3-4016-5cfc-b3c8-8b150e7fe10f","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0090 TRAY TOOL BOX, CAR REGO 1I02XU","Current Location"
"b7ebb887-e940-509c-b53b-a25550e263fc","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0090 TRAY TOOL BOX, CAR REGO 1I02XU","Staff Sign Out"
"0df4deef-31b3-4142-826d-129f14c3e812","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0091 EXTENSION LADDER "
"63ad3bf8-90b0-5e8a-9b85-7b0035403c1a","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0091 EXTENSION LADDER ","ASSET NO#"
"1e53f9cb-247d-579d-b947-d03c0f67cd28","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0091 EXTENSION LADDER ","Asset Description"
"7318d626-181f-513c-8a51-d5eeaf72f8e8","","checkpoint-status","not-applicable","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0091 EXTENSION LADDER ","Asset Serial Number"
"fe6e8e97-9d12-56fb-9d85-ca2eaee219fc","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0091 EXTENSION LADDER ","Damage or Missing Parts"
"645a3d40-ae98-5a75-b2bd-aaf1dfbe8e8d","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0091 EXTENSION LADDER ","Current Location"
"366474ee-a642-5390-88ad-99cf20265e5c","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0091 EXTENSION LADDER ","Staff Sign Out"
"7c65d0d6-1cda-4464-9b64-a76db562cc21","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0092 MILWAUKEE SWITCH TANK BASE"
"7a379d6f-1ebf-55f7-a678-4f85c645f9a0","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0092 MILWAUKEE SWITCH TANK BASE","ASSET NO#"
"328697cb-9923-5e6b-8aef-4123a3d8e289","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0092 MILWAUKEE SWITCH TANK BASE","Asset Description"
"1029a1a5-9e20-5499-9cef-e63103ef0699","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0092 MILWAUKEE SWITCH TANK BASE","Asset Serial Number"
"eea379f6-e55f-50ab-9999-72c53393b069","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0092 MILWAUKEE SWITCH TANK BASE","Damage or Missing Parts"
"e549cd4f-d055-5a68-925b-adcfed4b1bc2","","checkpoint-status","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0092 MILWAUKEE SWITCH TANK BASE","Current Location"
"c23e983e-0463-5baa-8f7a-a7f8a2b87c47","","holdpoint","pass","","","TRUE","TRUE","EVENTS COMPANY ASSET REGISTER","0092 MILWAUKEE SWITCH TANK BASE","Staff Sign Out"
"6d1dda22-425e-4ce1-9f7f-3b832383dadc","","checklist-flat","pass","Transplumb Events Asset I.D","checklist-flat","FALSE","FALSE","EVENTS COMPANY ASSET REGISTER","0093 BOTTLE STAND POSTS"
