"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b5d86007-1116-4929-94ff-1e251aacf238","","folder-normal","not-started","","step","TRUE","FALSE","Site QA"
"2d33d8f4-a42e-45af-a79b-37c37e5578ee","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Overall Site Acceptance"
"3d6ab796-3f82-403f-a217-6e789cbdac6c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Basement 2"
"41a901de-a31d-453f-832b-5f76338fbea7","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Basement 2","Public Areas"
"921a10d4-8eee-45a2-9788-fb43726824b4","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Basement 2","Public Areas","Lift lobby & Lift"
"dd2d515f-91b3-4638-9287-eb6a86cdbf9b","","checklist-flat","not-started","Common Area ITR","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Public Areas","Lift lobby & Lift","Common Area ITR"
"f01dd529-c44e-5f8c-bdd1-b26c23e369b3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Comms Room","Overall Acceptance Criteria","Environmental waste"
"37d1df2f-00ef-5a0d-958a-3a4b13c96a07","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Comms Room","Overall Acceptance Criteria","Extra paint"
"ea887dbb-b9b6-4ea2-a04e-db45058700b0","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Ground","Public Areas","Bicycle Store"
"e7191e4c-e0e2-4aae-9348-725c2c3cd4b1","","checklist-flat","not-started","Common Area ITR","checklist-flat","FALSE","FALSE","Site QA","Ground","Public Areas","Bicycle Store","Common Area ITR"
"e00f1cc7-3776-5995-b8b1-d1d6a6b6d843","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Bicycle Store","Common Area ITR","Check Substrate"
"8eacfc6e-0063-5add-b5bb-aeb01894be36","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Bicycle Store","Common Area ITR","Masking"
"2d7d4b2e-227d-5879-a65d-589c2d08e985","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Bicycle Store","Common Area ITR","Sealer"
"253adfcd-8a94-5a58-8d14-5282227cc231","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Bicycle Store","Common Area ITR","Ceiling 1st coat "
"89203f42-f3ac-552b-ba6f-806613466c97","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Bicycle Store","Common Area ITR","Ceiling 2nd Coat "
"c91e1793-d971-566f-81fd-545a18ef30cf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Bicycle Store","Common Area ITR","De-mask"
"5c2d26e7-fe15-532f-967a-897c30684fad","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Bicycle Store","Common Area ITR","Prep "
"17370f1d-74e2-5499-a539-12ae3a42afb5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Bicycle Store","Common Area ITR","Gloss 1st coat "
"926571d4-7bee-53a6-bd77-8fae2225630a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Bicycle Store","Common Area ITR","Gloss 2nd coat "
"35acde63-614b-555b-85b3-3d3d174ee54c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Bicycle Store","Common Area ITR","Skirtings"
"843474d3-8d7a-5cac-8671-abb271433e40","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Bicycle Store","Common Area ITR","Prep Walls "
"d1c13d56-6cb4-58e0-b48f-abf86409c430","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Bicycle Store","Common Area ITR","Walls 1st coat "
"1041e201-be54-51bf-800c-1b844402a8d7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Bicycle Store","Common Area ITR","Walls 2nd coat"
"f5a37505-8586-4d06-ad77-d8f857611031","","checklist-flat","not-started","Overall Acceptance Criteria","checklist-flat","FALSE","FALSE","Site QA","Ground","Public Areas","Bicycle Store","Overall Acceptance Criteria"
"f9e354c5-6182-5e26-9d04-ce76e153b839","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Bicycle Store","Overall Acceptance Criteria","Set out"
"cb3c29e8-651c-5462-9066-75013a436415","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Bicycle Store","Overall Acceptance Criteria","Samples / materials & components"
"81288638-0f47-555a-85d3-110be09e588e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Bicycle Store","Overall Acceptance Criteria","Standards"
"e6cd073d-4850-55e1-bb7a-2eb541286914","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Bicycle Store","Overall Acceptance Criteria","Painting"
"a1280753-11b1-5406-83f2-9c3d03759aca","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Bicycle Store","Overall Acceptance Criteria","Final inspection"
"6465d320-7522-59a6-a2af-c08e797cae7d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Bicycle Store","Overall Acceptance Criteria","Environmental waste"
"aa67dca6-63f4-5be0-9f5b-e0acf671187c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Bicycle Store","Overall Acceptance Criteria","Extra paint"
"e25d9fe5-56ac-487e-ae43-c28e085b4ad8","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Ground","Public Areas","Store"
"c516c146-f6d0-44de-b46f-8d834b813e64","","checklist-flat","not-started","Common Area ITR","checklist-flat","FALSE","FALSE","Site QA","Ground","Public Areas","Store","Common Area ITR"
"95191e0e-082b-5870-90c2-2aafc267a09f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Store","Common Area ITR","Check Substrate"
"ef24f1be-f011-5d5e-b85f-424bbe76f198","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Store","Common Area ITR","Masking"
"dc2921fd-2b24-526e-b91f-83a3663f47cb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Store","Common Area ITR","Sealer"
"2bc0b33e-d18b-5ff8-830c-ef06d1857f4b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Store","Common Area ITR","Ceiling 1st coat "
"90b4199b-3d43-5cb2-a727-279276fa25b4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Store","Common Area ITR","Ceiling 2nd Coat "
"a264ce33-e734-5372-8d4c-bbf4aefe3205","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Store","Common Area ITR","De-mask"
"fcd27030-5446-5c57-9281-849c155cf59f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Store","Common Area ITR","Prep "
"1d9ce5f5-d970-5c37-b8f1-e6e019c5af1c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Store","Common Area ITR","Gloss 1st coat "
"5676225e-18cc-5db9-8ceb-78b2cc9d4820","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Store","Common Area ITR","Gloss 2nd coat "
"b6c4272e-13d8-504a-bb86-7b663a219e92","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Store","Common Area ITR","Skirtings"
"03e14bf9-3f35-5699-9391-0b9bc180b386","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Store","Common Area ITR","Prep Walls "
"9a75d724-bf47-547e-b87d-0dcc1f9e401b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Store","Common Area ITR","Walls 1st coat "
"b544bb45-9500-57b7-9aac-5b856a4d8354","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Store","Common Area ITR","Walls 2nd coat"
"46e8071c-36d4-4f38-88f3-6881573b47f6","","checklist-flat","not-started","Overall Acceptance Criteria","checklist-flat","FALSE","FALSE","Site QA","Ground","Public Areas","Store","Overall Acceptance Criteria"
"eaa00432-1d7e-56f0-8029-85d28411a8b9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Store","Overall Acceptance Criteria","Set out"
"7d975491-3a12-5686-826e-200a155536f0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Store","Overall Acceptance Criteria","Samples / materials & components"
"580d119c-51d1-5b22-ae26-b09c97923c88","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Store","Overall Acceptance Criteria","Standards"
"3b24b721-b1b7-5fca-8aae-b26e1000b914","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Store","Overall Acceptance Criteria","Painting"
"c801ddf4-3e85-54b1-ac1f-f6cf7d9775d3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Store","Overall Acceptance Criteria","Final inspection"
"1d0dcb0a-8664-5255-8b56-abafc6c7fec5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Store","Overall Acceptance Criteria","Environmental waste"
"1c4b4436-4dd6-5b7e-8a74-7a4c83bda11c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Store","Overall Acceptance Criteria","Extra paint"
"d59273ab-75f7-4e09-9fff-5d660297a74f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Ground","Public Areas","Gas Meter Room"
"53c19637-538a-41d4-9b94-d0738c778a03","","checklist-flat","not-started","Common Area ITR","checklist-flat","FALSE","FALSE","Site QA","Ground","Public Areas","Gas Meter Room","Common Area ITR"
"3440208e-7b7c-5ff7-b8ad-27e4eb40a3fc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Gas Meter Room","Common Area ITR","Check Substrate"
"cf58ff8c-db03-5f5a-8191-8db4f97570ff","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Gas Meter Room","Common Area ITR","Masking"
"a1fc2fdf-635c-5309-8e5b-f2052668e07e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Gas Meter Room","Common Area ITR","Sealer"
"57625766-eaa9-5ba4-a631-26d9c73421dd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Gas Meter Room","Common Area ITR","Ceiling 1st coat "
"476f79df-c832-5a45-a8ea-44ac89ef147b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Gas Meter Room","Common Area ITR","Ceiling 2nd Coat "
"52cf8d29-f62b-5a79-9a49-48c2bce4960f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Gas Meter Room","Common Area ITR","De-mask"
"574130b5-2714-575a-93b0-2d8715fdd8a7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Gas Meter Room","Common Area ITR","Prep "
"ad66d194-b0ff-5304-9584-33304fb23d20","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Gas Meter Room","Common Area ITR","Gloss 1st coat "
"27f6660f-1a57-542a-851d-afbfe396065b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Gas Meter Room","Common Area ITR","Gloss 2nd coat "
"70d8a363-3ba3-5af1-a7e1-c246a1ef4d59","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Gas Meter Room","Common Area ITR","Skirtings"
"923e4833-3fcd-5df1-8d79-b2e184893dc1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Gas Meter Room","Common Area ITR","Prep Walls "
"b3a04a91-ab4b-5b5f-bc87-4c172221c238","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Gas Meter Room","Common Area ITR","Walls 1st coat "
"75db5805-f55e-5d7d-ae9b-22ef885f5f54","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Gas Meter Room","Common Area ITR","Walls 2nd coat"
"21e3b7c7-e446-42b2-9a7a-ea49251a6e27","","checklist-flat","not-started","Overall Acceptance Criteria","checklist-flat","FALSE","FALSE","Site QA","Ground","Public Areas","Gas Meter Room","Overall Acceptance Criteria"
"11f2cb7f-3ed1-5d46-9c49-257cc9188316","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Gas Meter Room","Overall Acceptance Criteria","Set out"
"46f6b4aa-c434-5f5e-96e8-1cda713d37fa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Gas Meter Room","Overall Acceptance Criteria","Samples / materials & components"
"f6925f0d-45db-50cf-8899-b34f9c1e85c1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Gas Meter Room","Overall Acceptance Criteria","Standards"
"ec902ef6-ae11-5bfa-a0f0-c2d10904b9c6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Gas Meter Room","Overall Acceptance Criteria","Painting"
"993330ec-3e1c-5664-9c88-4d48d00ececa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Gas Meter Room","Overall Acceptance Criteria","Final inspection"
"ded07648-6565-512e-903c-3d07eb231b8b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Gas Meter Room","Overall Acceptance Criteria","Environmental waste"
"29444828-40cf-5de7-878e-a4faa83cae7e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Gas Meter Room","Overall Acceptance Criteria","Extra paint"
"eaef2fed-dc2c-4a41-9d9f-b752c0504753","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Ground","Public Areas","SCV"
"7c904190-4584-4628-95f2-b0cf9ca0c80e","","checklist-flat","not-started","Common Area ITR","checklist-flat","FALSE","FALSE","Site QA","Ground","Public Areas","SCV","Common Area ITR"
"b66beb16-d293-5841-b997-27b1311270cc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","SCV","Common Area ITR","Check Substrate"
"9e7629ca-3a1a-5eb4-b515-2db160a7c049","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","SCV","Common Area ITR","Masking"
"61ed93d0-f2ec-5f1d-b511-1e23d48de7a9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","SCV","Common Area ITR","Sealer"
"ee667c76-b5a7-5a08-8df4-7769d1fa2b79","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","SCV","Common Area ITR","Ceiling 1st coat "
"189a90a3-2f41-5606-9de2-feade0616fef","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","SCV","Common Area ITR","Ceiling 2nd Coat "
"a6cef82f-63e5-5377-80ed-1beee31ff224","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","SCV","Common Area ITR","De-mask"
"d1e8b3f9-a0d1-583d-a9d3-971489dd5f04","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","SCV","Common Area ITR","Prep "
"0f89910b-dc04-5512-b95e-9c92150e25f6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","SCV","Common Area ITR","Gloss 1st coat "
"2ca18c65-1af3-5731-b8c5-8c9fc3a7dfec","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","SCV","Common Area ITR","Gloss 2nd coat "
"9c9e7b6c-4526-5de9-b6bf-76913018907b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","SCV","Common Area ITR","Skirtings"
"bbf386a8-0ffc-58e4-ba4f-d9c5571ab1c7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","SCV","Common Area ITR","Prep Walls "
"6841e968-a0b3-5dfd-b19d-f9cbd2f096bf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","SCV","Common Area ITR","Walls 1st coat "
"8f46a3ec-36e7-5dc9-a80e-099271827246","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","SCV","Common Area ITR","Walls 2nd coat"
"798156cb-53a9-49b0-9120-4544b0064b81","","checklist-flat","not-started","Overall Acceptance Criteria","checklist-flat","FALSE","FALSE","Site QA","Ground","Public Areas","SCV","Overall Acceptance Criteria"
"a2328a96-d51f-5493-a633-38c80e485fb1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","SCV","Overall Acceptance Criteria","Set out"
"1b63c0de-1183-5003-9e4c-63afbee5232b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","SCV","Overall Acceptance Criteria","Samples / materials & components"
"91692bb1-5c90-5d6f-b230-693032825848","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","SCV","Overall Acceptance Criteria","Standards"
"0be59de0-073a-507e-b110-8c3b4eff7774","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","SCV","Overall Acceptance Criteria","Painting"
"aad24eec-e2ec-5c0e-8867-825f6c919841","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","SCV","Overall Acceptance Criteria","Final inspection"
"21c7243f-af70-52ed-8979-7bdc90fe0f1a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","SCV","Overall Acceptance Criteria","Environmental waste"
"6357e8bc-ee08-53db-a08b-8aae89ba1555","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","SCV","Overall Acceptance Criteria","Extra paint"
"df51d965-ecce-4762-9668-1b9533d87d75","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Ground","Public Areas","Mech Shaft"
"bbfaa641-3260-4ade-9fec-f30607ddc82c","","checklist-flat","not-started","Common Area ITR","checklist-flat","FALSE","FALSE","Site QA","Ground","Public Areas","Mech Shaft","Common Area ITR"
"73c2e8c7-9f96-51a9-a1cc-e433a6efa053","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Mech Shaft","Common Area ITR","Check Substrate"
"0735563d-2634-58cd-b1b4-d83e9fba08ad","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Mech Shaft","Common Area ITR","Masking"
"a004599e-53da-52a2-bfd6-0ff321cbfc2a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Mech Shaft","Common Area ITR","Sealer"
"76317d4c-ed26-53ab-9a78-f52295b667da","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Mech Shaft","Common Area ITR","Ceiling 1st coat "
"02ff4921-c483-57f3-9082-6b5ac1bccb20","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Mech Shaft","Common Area ITR","Ceiling 2nd Coat "
"5279e117-f58b-5ef4-8a4e-0848e5f20a5d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Mech Shaft","Common Area ITR","De-mask"
"6f725041-9dc4-568a-82c0-d39d4d7155e1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Mech Shaft","Common Area ITR","Prep "
"a6bcaf9b-92c6-58cc-b7a2-5d5ee860f11d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Mech Shaft","Common Area ITR","Gloss 1st coat "
"c069536f-ed95-5f97-b393-49bd32353aad","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Mech Shaft","Common Area ITR","Gloss 2nd coat "
"c7121485-5a91-5bd2-8511-3a7c38947255","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Mech Shaft","Common Area ITR","Skirtings"
"b2f2c6a7-65dd-518d-b5fa-33eaa1ee1b41","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Mech Shaft","Common Area ITR","Prep Walls "
"a607b717-ddef-53ea-9335-a097c362a397","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Ground","Public Areas","Mech Shaft","Common Area ITR","Walls 1st coat "
