"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7dd9af6d-8272-4328-b9f0-ddc2814e675c","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"0d2282ae-b0d6-4f0a-921a-45f2e4df878f","","work-in-progress","","folder","TRUE","FALSE","Site QA","Stage 11"
"7db5f57e-321c-48ee-b2f0-75da061a3df6","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1101"
"8ed89402-a56a-4861-8cdd-cac844dcca72","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1101","Plumbing Services Rough-in"
"ee893557-596c-4034-aa7f-ed32dd9b774a","","pass","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1101","Plumbing Services Rough-in","Waste & Vent Installation"
"04e0270a-cdaa-5058-bdfa-8adc3b4e6cb2","","pass","","section","FALSE","FALSE","Site QA","Stage 11","Lot 1101","Plumbing Services Rough-in","Waste & Vent Installation","Details:"
"de24693c-c3af-5ee2-ad6b-0559f46f511d","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Bath & Tapware Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"969de2ae-eda1-537b-94e1-1a3aa0ea98ff","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Bath & Tapware Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"c0d6f294-a3ac-5fa5-a516-991c4f3b8a53","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Bath & Tapware Installation","Details:","Installation complies with current drawings & specifications"
"05d0c859-c013-546b-a7e5-827f8c2208cf","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Bath & Tapware Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"675d9108-fcdc-571e-a1f4-cff8632b87a7","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Bath & Tapware Installation","Details:","Check for damage or leaks"
"90aea300-a8a6-59df-b046-7be224d919c2","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Bath & Tapware Installation","Details:","Check fixing points are secure"
"4197e4ba-907e-5b6c-b365-0fd8e175a100","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Bath & Tapware Installation","Details:","Check level & alignment"
"3cbed151-26ac-50b4-b137-55250c0cf211","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Bath & Tapware Installation","Details:","Check wall plates, mixers & diversion valves"
"52acfd72-6f1e-5f07-8a4a-973981532d0c","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Bath & Tapware Installation","Details:","Check outlets, wall rails & hand showers"
"030389f5-5aaa-54b7-9610-98fa3aa6b9c4","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Bath & Tapware Installation","Details:","Check special DDA accessories (if applicable)"
"d6343640-ae25-54e1-a367-8c33aabf703a","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Bath & Tapware Installation","Details:","Check waste & trap connections"
"6e12136b-9f84-558b-8ef5-ecbdf9be98a8","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Bath & Tapware Installation","Details:","Check all functions & controls for correct operation"
"b30eef90-bed6-540a-b1b4-9f7089969604","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Bath & Tapware Installation","Details:","Check floor grate level & alignment"
"aca1a031-87cc-5d46-adaa-0037db0d3cdf","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Bath & Tapware Installation","Details:","Check trap is clear of debris"
"7b98b000-be48-5457-b856-7ee41708a7aa","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Bath & Tapware Installation","Details:","Check caulking"
"f2717c63-0bf8-4140-a124-5cb71368177e","","pass","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation"
"298adfbd-9881-56ac-8657-1fbad18d0c21","","pass","","section","FALSE","FALSE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:"
"0dc34591-33de-5a5e-ac50-f9536e75c624","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"e5277686-8b86-5f7c-a34b-03bd29e1788d","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"bf9858a7-02fb-5788-9ad0-031dbec90900","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Installation complies with current drawings & specifications"
"9334997d-ad13-508a-80c8-858f672e6cdf","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"6bcc6f36-0a01-5787-a821-ba985b3ab415","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Check for damage or leaks"
"e62b5734-beb6-571c-8980-08ee589d82ca","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Check fixing points are secure"
"a3a945c1-90d3-52c4-8af2-7f0b16dc386d","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Check level & alignment"
"afa1505b-1759-5548-a6ee-b431681287be","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Check mini stops"
"bf136191-1e5e-5087-a7e5-f8a7c74f9e0c","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Check flexible connections are not twisted or kinked"
"9cbe786f-7688-5cb1-9486-4f9a0049492e","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Check waste & trap connections"
"075b0190-0612-5693-9f69-b2a68b11fb28","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Check dishwasher waste & water connections"
"a619d857-d55d-5197-ab2c-6721bf3f0159","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Check stop valves for future connections are capped"
"92dad74e-9a7a-5230-9b2a-7e70715577c2","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Check all functions & controls for correct operation"
"8ddc8354-7120-54b6-970e-b6c15df1b32b","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Check trap is clear of debris"
"1b2d5e01-6e71-52ed-8341-1e15d343feb3","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation","Details:","Check caulking"
"a1089f5b-ef99-4b09-8ba8-13a490fa5ea9","","pass","Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Dishwasher Installation"
"f8b197c4-bb2f-503f-9753-da1072117132","","pass","","section","FALSE","FALSE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Dishwasher Installation","Details:"
"74852359-7059-543a-b26a-847d214c0bb0","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Dishwasher Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"9f43b47c-61a0-5689-93e5-8a85fbb583d0","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Dishwasher Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"71039fb0-3dd7-55ce-92c2-bc4f9958955b","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Dishwasher Installation","Details:","Installation complies with current drawings & specifications"
"5ac47f73-e79f-58d3-9a1c-f9c4c1e4e775","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Dishwasher Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"75039059-98b8-57e0-9e6b-b778a8aaacfa","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Dishwasher Installation","Details:","Check for damage or leaks"
"f83f818c-0efc-5239-a822-75411548c932","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Dishwasher Installation","Details:","Check fixing points are secure"
"115c741b-1649-5fb4-8c38-60004a71076c","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Dishwasher Installation","Details:","Check level & alignment"
"8fb4375e-3881-585c-b3bb-316a3c56d36e","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Dishwasher Installation","Details:","Check isolation valves & non-return valves"
"875e9fd4-907a-55b5-934f-e600966259cd","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Dishwasher Installation","Details:","Check pressure reduction valve (if specified)"
"4e07f193-6688-579c-ab9f-184839043f64","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Dishwasher Installation","Details:","Check flexible waste & water hoses are not twisted or kinked"
"b8ab6195-f9a7-5276-ab0b-3869acabbbf6","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Dishwasher Installation","Details:","Check flexible waste hose height under cabinet"
"10350f78-7034-553a-9f8d-e06883a2d886","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Dishwasher Installation","Details:","Check waste connection to trap"
"fe7c4d64-da74-57c6-93e8-cc1cd6c10718","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Dishwasher Installation","Details:","Check all functions & controls for correct operation"
"8f865492-b46b-443b-9a64-7a4d3c601a9d","","pass","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Laundry Trough & Tapware Installation"
"304a947c-6cf2-51ce-83e7-ea6d2d670149","","pass","","section","FALSE","FALSE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:"
"b72be322-94ce-5309-8caf-ba1486d762b5","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"35c5703b-d033-50f6-bf82-23eb0bfbd6a5","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"34a804a6-8c3d-5ed5-ace3-f0812a239f7f","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Installation complies with current drawings & specifications"
"ab269470-44f0-52de-82a4-de130680de51","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"fd04b889-15a1-53a7-a35a-42c6b78aae6a","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check for damage or leaks"
"1ba0ee01-b347-5685-afd1-825a631c58f0","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check fixing points are secure"
"801db1b2-ba49-514d-9706-8db3a1745987","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check level & alignment"
"5fec574d-7042-5ed1-9886-2840f31524bd","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check mini stops"
"c36d1d71-5780-5f98-af48-2e4c35a14468","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check flexible connections are not twisted or kinked"
"33d38966-a19e-5e6c-a0bb-584f03f2d362","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check waste & water connections"
"36fd7477-470f-5a9d-a43a-56c82a4be068","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check stop valves for future connections are capped"
"332b9113-825e-50fa-a53d-2c8471e2c120","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check all functions & controls for correct operation"
"7307bbac-9737-5521-9b9d-3ec4da4fd33b","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check trap is clear of debris"
"c413e726-edc1-5843-a483-da0ccde06bb1","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Laundry Trough & Tapware Installation","Details:","Check caulking"
"9d6e01ab-7fad-4f06-8b1f-4cac45a31f48","","pass","Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Washing Machine Stops Installation"
"6d4a6cf0-318f-5f1d-bf09-0b24f7b18b82","","pass","","section","FALSE","FALSE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Washing Machine Stops Installation","Details:"
"ed1aa329-eaf3-5661-8c16-df8fe6d70bd4","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Washing Machine Stops Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"a264b6ac-417b-563d-abc6-47b8e6395762","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Washing Machine Stops Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"74fe3a18-5fa2-5bb3-87a4-f5dcca220bea","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Washing Machine Stops Installation","Details:","Installation complies with current drawings & specifications"
"b946a062-5a18-59fb-88d0-072c2f45fcbe","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Washing Machine Stops Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"2c0a0b93-9e32-5e9b-bd63-978d74dcdb32","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Washing Machine Stops Installation","Details:","Check for damage or leaks"
"3f1873eb-520f-5d5b-a4f8-5f45fa9ed364","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Washing Machine Stops Installation","Details:","Check level & alignment"
"0870c015-506b-5d2d-a549-e6566b7bbf1f","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Washing Machine Stops Installation","Details:","Check stops hose connections are capped off"
"3e59c32a-af28-48b6-9aa3-62dabfadcdf4","","pass","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Tundish Installation"
"8985c7ae-4f9e-55d7-aff0-3708473bdae1","","pass","","section","FALSE","FALSE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Tundish Installation","Details:"
"c5a9657c-e89c-568f-8c78-900afae889ae","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Tundish Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"b4146e80-0300-58f9-b180-d31cb38bf130","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Tundish Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"68c2b464-a626-5b2f-8d2f-6bcd7d31cd67","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Tundish Installation","Details:","Installation complies with current drawings & specifications"
"12040204-4e9d-576e-a37b-00722c4ea9e8","","pass","","checkpoint","TRUE","TRUE","Site QA","Stage 11","Lot 1101","Plumbing Services Fit-off","Tundish Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
