"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7dd9af6d-8272-4328-b9f0-ddc2814e675c","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"0d2282ae-b0d6-4f0a-921a-45f2e4df878f","","work-in-progress","","folder","TRUE","FALSE","Site QA","Stage 11"
"7db5f57e-321c-48ee-b2f0-75da061a3df6","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1101"
"8ed89402-a56a-4861-8cdd-cac844dcca72","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1101","Plumbing Services Rough-in"
"cb210817-9011-41b4-8dbd-484ff63f7bb6","","pass","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1106","Plumbing Services Commissioning","Commission Fixture Group"
"57a3ef29-56d2-4aaa-a196-2c8cfbe8843c","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1107"
"7ad22770-a12b-4af6-aa7a-a0361642e314","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1107","Plumbing Services Rough-in"
"647bf546-ffe4-4d78-b8b5-5e4bf6f18bb3","","pass","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1107","Plumbing Services Rough-in","Waste & Vent Installation"
"61b8d1ae-7fb1-4645-9da9-f1726c33ff4b","","pass","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1107","Plumbing Services Rough-in","Water Service Installation (Rough-ins)"
"c1bd82ba-fb18-4c80-8369-2d722b11f73d","","pass","Installation Gas Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1107","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)"
"e75bdeff-8dba-43c9-bcbd-170189ab2e96","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1107","Plumbing Services Fit-off"
"932e6a01-5abf-4a74-8049-38a2af4b9302","","pass","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1107","Plumbing Services Fit-off","Toilet & Cistern Installation"
"509ef7ad-ee48-4121-955f-4149ff954634","","pass","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1107","Plumbing Services Fit-off","Wash Basin & Tapware Installation"
"b650b415-338a-4663-b3fe-17e68f1b92fe","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1107","Plumbing Services Fit-off","Shower & Tapware Installation"
"cc796ef1-9655-47b5-8572-1d3d9a4f7c0a","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1107","Plumbing Services Fit-off","Bath & Tapware Installation"
"1a2806f8-f880-4a30-b7dc-9a127132d216","","pass","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1107","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation"
"35b15b74-7564-4374-a426-8922c7786639","","pass","Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1107","Plumbing Services Fit-off","Dishwasher Installation"
"249b23f9-caf6-4321-8a8d-e4b0c3da087c","","pass","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1107","Plumbing Services Fit-off","Laundry Trough & Tapware Installation"
"49618da7-4064-4c16-9fa9-32aae678b009","","pass","Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1107","Plumbing Services Fit-off","Washing Machine Stops Installation"
"20ef7385-6624-4ffd-a576-ecadd5446a7b","","pass","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1107","Plumbing Services Fit-off","Tundish Installation"
"d6be5c13-5bf0-4f5a-a691-b34731158ce2","","pass","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1107","Plumbing Services Fit-off","Hose Tap Installation"
"52a01751-730b-4cf6-b85b-6426bc70b8b6","","pass","Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1107","Plumbing Services Fit-off","Gas Appliance Installation"
"ec8fc918-72cc-4bad-bf48-39b1ff405d15","","pass","Installation Hot Water Unit","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1107","Plumbing Services Fit-off","Hot Water Unit Installation"
"b283875f-a4ce-49d9-b8c7-837d3c53ac20","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1107","Plumbing Services Testing"
"2947422e-62e3-41c8-984b-aa882faf8af6","","pass","Testing Drainage Pipework (Hydrostatic Test)","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1107","Plumbing Services Testing","Testing Potable Water Pipework"
"b4816313-8779-4635-ae68-79e2a0a3dd49","","pass","Testing Gas Service","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1107","Plumbing Services Testing","Testing Gas Service"
"ea585450-e6c4-4e7b-8a63-7596188e7493","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1107","Plumbing Services Commissioning"
"bd00ce91-ddb8-48f5-9fd9-36bdd6af1916","","pass","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1107","Plumbing Services Commissioning","Commission Fixture Group"
"3298f55b-b6f8-495c-a9cf-57579a0cc895","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1108"
"fced7a2a-6522-4335-9a90-b94e3ba7d14b","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1108","Plumbing Services Rough-in"
"d6ead3f1-c40d-4aa2-b9e9-36dd50ecb3df","","pass","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1108","Plumbing Services Rough-in","Waste & Vent Installation"
"a1db80e6-6525-4679-a14b-64f652cce95a","","pass","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1108","Plumbing Services Rough-in","Water Service Installation (Rough-ins)"
"5299f5db-d952-414e-bc4a-142599596386","","pass","Installation Gas Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1108","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)"
"81fad780-5c58-4c89-b0ae-909de56b0024","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1108","Plumbing Services Fit-off"
"96b7978f-3bcd-4198-9e26-adb52092d244","","pass","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1108","Plumbing Services Fit-off","Toilet & Cistern Installation"
"5d2e55c7-022c-4209-909a-1d763549f45e","","pass","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1108","Plumbing Services Fit-off","Wash Basin & Tapware Installation"
"2c24dd8d-7655-425d-90c0-137a78001d34","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1108","Plumbing Services Fit-off","Shower & Tapware Installation"
"e33632c1-aab9-464a-80d7-a2b05f8e4318","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1108","Plumbing Services Fit-off","Bath & Tapware Installation"
"3709d2cb-f5f4-47dd-95f4-ea2c77e4b389","","pass","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1108","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation"
"db9aadea-c7d7-47b8-a1e6-393a0674f8cd","","pass","Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1108","Plumbing Services Fit-off","Dishwasher Installation"
"24c3443a-6354-4b6f-8a4a-c51905747759","","pass","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1108","Plumbing Services Fit-off","Laundry Trough & Tapware Installation"
"9f8a6e15-69e8-4391-af4f-785182a5df98","","pass","Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1108","Plumbing Services Fit-off","Washing Machine Stops Installation"
"ba8782a7-a717-41c5-b3f4-f2d8bce93308","","pass","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1108","Plumbing Services Fit-off","Tundish Installation"
"7c9fa286-1e21-4169-a53c-728f3ac08f77","","pass","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1108","Plumbing Services Fit-off","Hose Tap Installation"
"a66f3a57-d797-429a-8b35-fff674b771cd","","pass","Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1108","Plumbing Services Fit-off","Gas Appliance Installation"
"144cc5d8-655d-4a20-944e-976534236448","","pass","Installation Hot Water Unit","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1108","Plumbing Services Fit-off","Hot Water Unit Installation"
"adcd648a-a6de-45de-8307-c0f53c858240","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1108","Plumbing Services Testing"
"71cfa7e3-84f5-4d70-8ef7-7ce96ef6375a","","pass","Testing Drainage Pipework (Hydrostatic Test)","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1108","Plumbing Services Testing","Testing Potable Water Pipework"
"cb0ef7cd-aae5-4749-a88d-13d2db8b1e31","","pass","Testing Gas Service","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1108","Plumbing Services Testing","Testing Gas Service"
"b1015489-116b-455e-b1c0-c07edbddd57d","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1108","Plumbing Services Commissioning"
"aee7f4c7-96cb-4b82-86e0-f477bea1067f","","pass","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1108","Plumbing Services Commissioning","Commission Fixture Group"
"3ac058cb-daa8-4412-9023-9beaf16048c7","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1109"
"f1aa9c24-65d1-4d2e-bf4f-2d3e3c248148","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1109","Plumbing Services Rough-in"
"dec98637-2323-4e7b-bb2c-9aaec9a144f2","","pass","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1109","Plumbing Services Rough-in","Waste & Vent Installation"
"35474563-51f2-4787-8c20-dba6efea0035","","pass","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1109","Plumbing Services Rough-in","Water Service Installation (Rough-ins)"
"7e17cc5c-f850-4f65-8bde-e084dbd7f6ea","","pass","Installation Gas Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1109","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)"
"f04962b7-7316-4513-b07a-184d1c3f8165","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1109","Plumbing Services Fit-off"
"4120378b-da37-4a8b-b673-fc1ed995c28c","","pass","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1109","Plumbing Services Fit-off","Toilet & Cistern Installation"
"4f00df91-663e-42d3-92fd-e64cb3e7707e","","pass","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1109","Plumbing Services Fit-off","Wash Basin & Tapware Installation"
"7221f4f3-0006-493f-84d6-695eb5a9112e","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1109","Plumbing Services Fit-off","Shower & Tapware Installation"
"8ef9d596-8927-4445-b421-886d4040b305","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1109","Plumbing Services Fit-off","Bath & Tapware Installation"
"ed97324a-239a-4e80-beeb-5d0710e321c7","","pass","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1109","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation"
"c00c9c35-35a0-4e7a-840e-122042ee0c8c","","pass","Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1109","Plumbing Services Fit-off","Dishwasher Installation"
"934dd0ab-efcc-465c-94c3-4dbfb2f169b2","","pass","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1109","Plumbing Services Fit-off","Laundry Trough & Tapware Installation"
"55b6028b-6c5b-4a51-a9c0-0c965368e8bd","","pass","Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1109","Plumbing Services Fit-off","Washing Machine Stops Installation"
"167e628b-c371-4832-ae01-a6c12b109edf","","pass","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1109","Plumbing Services Fit-off","Tundish Installation"
"beeadee1-c43a-423d-84f3-a4be1919bc55","","pass","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1109","Plumbing Services Fit-off","Hose Tap Installation"
"ce89439b-5184-4268-bdea-8c66217b5d95","","pass","Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1109","Plumbing Services Fit-off","Gas Appliance Installation"
"a50e87c4-f3af-4f4c-a514-6eaf45bc8eca","","pass","Installation Hot Water Unit","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1109","Plumbing Services Fit-off","Hot Water Unit Installation"
"e4fbd323-4219-4019-ab2d-e7a0bdb9964c","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1109","Plumbing Services Testing"
"b26ce65f-234f-433c-9590-3a59f83f3e0f","","pass","Testing Drainage Pipework (Hydrostatic Test)","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1109","Plumbing Services Testing","Testing Potable Water Pipework"
"ad0a29d0-207c-430e-ae6f-260fb766e12f","","pass","Testing Gas Service","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1109","Plumbing Services Testing","Testing Gas Service"
"3c220863-edfb-423e-bf4b-3a4912078e86","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1109","Plumbing Services Commissioning"
"d8168648-f644-4a37-82d3-08b41554df6e","","pass","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1109","Plumbing Services Commissioning","Commission Fixture Group"
"7abe7b5a-9a8f-41b3-be95-578172555eab","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1110"
"dd8aeed1-67c9-4bae-87bf-34facae0451f","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1110","Plumbing Services Rough-in"
"8f829163-a8c3-4e49-ae29-aa17bedb375a","","pass","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1110","Plumbing Services Rough-in","Waste & Vent Installation"
"2f90f884-5ab7-4738-8f67-d596f03f8dad","","pass","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1110","Plumbing Services Rough-in","Water Service Installation (Rough-ins)"
"eb9f0e6a-9888-485d-afc3-eae75e819a1c","","pass","Installation Gas Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1110","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)"
"585ae68d-7ddf-4f4d-8701-698a4e17e365","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1110","Plumbing Services Fit-off"
"739b2e82-689c-489d-906a-345472864bc3","","pass","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1110","Plumbing Services Fit-off","Toilet & Cistern Installation"
"e15ee9c4-3d97-4ead-97c2-b578d2c0d247","","pass","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1110","Plumbing Services Fit-off","Wash Basin & Tapware Installation"
"a6d90d21-70ea-4a21-b324-a5d09dc51acf","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1110","Plumbing Services Fit-off","Shower & Tapware Installation"
"1bb38561-93b5-4efb-9dbe-6817568044c6","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1110","Plumbing Services Fit-off","Bath & Tapware Installation"
"166b0339-f2c5-4d4e-ac41-1ec50f495def","","pass","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1110","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation"
"6d6c8d47-f8d6-4b1a-8711-5e37143a29c6","","pass","Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1110","Plumbing Services Fit-off","Dishwasher Installation"
"34bbfd84-567a-439f-8474-7d589530d867","","pass","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1110","Plumbing Services Fit-off","Laundry Trough & Tapware Installation"
"1f6f167d-00e7-4810-9ea5-dd30c319ff52","","pass","Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1110","Plumbing Services Fit-off","Washing Machine Stops Installation"
"db875f87-95a6-4b20-93b5-e041e6906452","","pass","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1110","Plumbing Services Fit-off","Tundish Installation"
"07ee2778-17ec-4a97-bc74-27ee9244cedf","","pass","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1110","Plumbing Services Fit-off","Hose Tap Installation"
"be755a46-0883-44df-a732-1c15f9ef55e7","","pass","Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1110","Plumbing Services Fit-off","Gas Appliance Installation"
"e8ed0503-6fcc-4d0a-922f-89aa866a21ed","","pass","Installation Hot Water Unit","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1110","Plumbing Services Fit-off","Hot Water Unit Installation"
"e4949aa3-ac6e-4e86-96c1-8cc151fbf395","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1110","Plumbing Services Testing"
"4e6a966c-43d6-4b44-97bf-4dfea561e63f","","pass","Testing Drainage Pipework (Hydrostatic Test)","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1110","Plumbing Services Testing","Testing Potable Water Pipework"
"9bc251ff-e6a4-4c22-97e5-08c630647c68","","pass","Testing Gas Service","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1110","Plumbing Services Testing","Testing Gas Service"
"64b0b016-9ab8-445c-8e77-f56813e8e22c","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1110","Plumbing Services Commissioning"
"48852fc8-78dd-40f8-8179-e0be6e7dfbe6","","pass","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1110","Plumbing Services Commissioning","Commission Fixture Group"
"5e9d4fe1-0f87-4963-b939-ecb8d4c33765","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1111"
"065a37ef-6ced-48f4-a200-a8b04050e19a","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1111","Plumbing Services Rough-in"
"7ee591ac-7353-4076-a306-3e4e32ee2474","","pass","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1111","Plumbing Services Rough-in","Waste & Vent Installation"
"dde5cb87-bb4d-45b9-9688-275c4db81737","","pass","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1111","Plumbing Services Rough-in","Water Service Installation (Rough-ins)"
"ebe56522-8367-4225-a7f3-69267b9cf0d6","","pass","Installation Gas Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1111","Plumbing Services Rough-in","Gas Service Installation (Rough-ins)"
"5fa4d12a-ca4e-488c-ae5f-df17439ee381","","pass","","folder","TRUE","FALSE","Site QA","Stage 11","Lot 1111","Plumbing Services Fit-off"
"7f57e816-2208-4b3b-8e75-34221e10ece0","","pass","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1111","Plumbing Services Fit-off","Toilet & Cistern Installation"
"f99a2442-0ece-456b-b3ea-26bab01965a2","","pass","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1111","Plumbing Services Fit-off","Wash Basin & Tapware Installation"
"2d9ceee9-93a6-493f-b714-8cf46d3cb0ad","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1111","Plumbing Services Fit-off","Shower & Tapware Installation"
"af5e894b-3fa5-42c1-a372-eef8bd486b34","","pass","Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1111","Plumbing Services Fit-off","Bath & Tapware Installation"
"1df4bc66-b147-40f3-8d88-b92530979625","","pass","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1111","Plumbing Services Fit-off","Kitchen Sink & Tapware Installation"
"faaaffe9-6c7b-4c46-8ee4-910e001813c8","","pass","Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1111","Plumbing Services Fit-off","Dishwasher Installation"
"281e06d7-6c3f-41a0-a703-4bcfcf4e8946","","pass","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1111","Plumbing Services Fit-off","Laundry Trough & Tapware Installation"
"030bad2a-559c-4598-8ab9-5ab2908b0665","","pass","Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1111","Plumbing Services Fit-off","Washing Machine Stops Installation"
"5530cd9e-7590-4851-998c-c85cbcb16f6e","","pass","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1111","Plumbing Services Fit-off","Tundish Installation"
"ee8c4688-7fcd-4b52-b0db-927b7421d1d4","","pass","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 11","Lot 1111","Plumbing Services Fit-off","Hose Tap Installation"
