"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d6b4be16-3cc1-464f-8a0b-2d58d49f0d55","","checklist-flat","not-started","SYS - PT - Job Details","checklist-flat","FALSE","FALSE","Job Details"
"d646787a-da75-5ec3-a365-ef6f32f1005c","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"58d55353-e0af-4656-95e8-995547f30da7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture"
"ab93e1d5-55cd-4db9-b37d-1a5f33c158ef","","checklist-sectioned","pass","b4d1633d23659b113421612c76dd31fcbb3d55235db2b92c835b5f74c883a446","checklist","FALSE","FALSE","Precast Manufacture","Weld plate details"
"b05b53f4-47ea-5b3d-9cbb-34eff74cf91b","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","Weld plate detail"
"d7a74365-dc60-5cb7-9c5d-bc99de4974e7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","Weld plate detail","Edge Detail"
"a3697f4d-887c-58f2-830f-23898e980322","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","Weld plate detail","Bar Projections"
"38ba44de-5d49-58bb-8c31-8fef9356b220","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","Weld plate detail","Cast in items"
"4d85f23e-5fe9-4c9a-a238-a430f40a8e90","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels 1 - 50"
"9730e462-84bc-455e-b76b-16210fdc03ec","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 50","Panel -1"
"9c68dc5f-a750-5aea-a2ad-aa2411d78073","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -1","Pre-Pour Check"
"bf52b626-95bd-4499-8cfc-fd24b0518a65","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 50","Panel -7"
"3e1b1c30-7f36-5353-8add-5da0f952b5f6","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -7","Pre-Pour Check"
"b64fde71-5987-58d0-8175-0b8fdc7563f6","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -7","Pre-Pour Check","Dimensions"
"154059a1-9524-5993-b88e-7c2afd0b8897","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -7","Pre-Pour Check","Mould Clean"
"802e932b-36e1-5940-a73c-2df728249471","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -7","Pre-Pour Check","Mould Oiled"
"b5df675b-3a0c-55fc-a0b3-7d50ba45d862","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -7","Pre-Pour Check","Mould - Workmanship"
"21069119-38c1-516c-bbff-99477539258e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -7","Pre-Pour Check","Reinforcing"
"dc9ed4fa-19c3-5b21-96fb-c7b5356ba218","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -7","Pre-Pour Check","Cast In Items"
"ceb9e6cf-9ca7-50a7-985e-0ba12ec346f3","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -7","Pre-Pour Check","Marker Position and No."
"012b7382-b576-57b7-baa7-b36536570f73","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -7","Pre-Pour Check","Make mould to Green Status"
"ba666e54-2cc4-5d68-83f4-c501e98e6dc6","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -7","Concrete Works"
"41596ef0-a578-5d16-9318-58a6630c097a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -7","Concrete Works","Concrete Works Details"
"63f12411-f83e-5dd4-9df3-bd420f2f6f13","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -7","Concrete Works","Wilco Sample Taken"
"bef3d024-87f0-5f0f-ad92-419d1d06b561","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -7","Concrete Works","Bridgeman Sample Taken"
"b46b63e3-e113-590b-98b6-8697972b19d0","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -7","Concrete Works","Supervisor Approval"
"fa652d7e-250d-5412-bb17-9ac719b77f6c","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -7","Post Pour Check"
"e20edf05-5d3c-5025-9757-8788ae309442","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -7","Post Pour Check","Edge Detail"
"02660b3c-f115-5bdd-903b-792f2dcf91d9","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -7","Post Pour Check","Bar Projections"
"b4f82f5a-e009-5407-98ad-b3ac58b11d75","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -7","Post Pour Check","Cast in items"
"d725f4ca-98bc-5bab-affd-03ed37d7fea3","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -7","Stripping and Stacking"
"16c51270-fc67-55e0-94a9-8f5883184499","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -7","Stripping and Stacking","Stripping & Stacking"
"bc5b3c85-92de-4efe-b4fa-2acd0c098912","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 50","Panel -8"
"b23ded3a-5c13-5961-b91f-5794c2fcb96d","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -8","Pre-Pour Check"
"f347ed7c-ca1a-5aea-a686-c8bafee11b16","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -8","Pre-Pour Check","Dimensions"
"65a74422-ad6d-5efe-85ee-149b23571f05","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -8","Pre-Pour Check","Mould Clean"
"3036b03a-3d67-504f-bb16-fa2198202aff","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -8","Pre-Pour Check","Mould Oiled"
"393be937-588e-59a5-b8d0-9e2e1dbe56eb","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -8","Pre-Pour Check","Mould - Workmanship"
"3892746c-c890-5b53-9713-af324a9fe7ab","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -8","Pre-Pour Check","Reinforcing"
"5e687e5b-218a-5389-8cb6-ca76c3374844","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -8","Pre-Pour Check","Cast In Items"
"9069bbfe-c6d0-5828-9d96-9bcde9df2c77","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -8","Pre-Pour Check","Marker Position and No."
"c4880f4b-75b8-55ac-894a-d7db3c29c4df","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -8","Pre-Pour Check","Make mould to Green Status"
"b86108b3-b239-5505-a442-cfa9350f17ee","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -8","Concrete Works"
"8fb356a3-67b9-50b1-8fd0-9ee6772f2fa3","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -8","Concrete Works","Concrete Works Details"
"e65512db-4722-52b2-bcaa-aee260e6f789","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -8","Concrete Works","Wilco Sample Taken"
"e997598f-66db-5161-be0c-abbcc80ff69c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -8","Concrete Works","Bridgeman Sample Taken"
"b6b4a48f-a253-570d-8b76-77fd194c99bf","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -8","Concrete Works","Supervisor Approval"
"ca237260-e3ac-5afb-9943-d63bc5286496","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -8","Post Pour Check"
"484a56e0-5bc3-59da-9b17-585735998671","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -8","Post Pour Check","Edge Detail"
"e94d4036-6461-5dc1-a102-1249ef78574e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -8","Post Pour Check","Bar Projections"
"542f08a6-aa44-518d-890e-57dd7bd19ab4","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -8","Post Pour Check","Cast in items"
"d8aa4532-702b-50c8-ab11-1c489db35bd8","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -8","Stripping and Stacking"
"3223231b-720a-5f1f-b7f3-6ac3968cffe1","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -8","Stripping and Stacking","Stripping & Stacking"
"02eb631b-fcb9-4c58-8c06-5397162ed177","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 50","Panel -9"
"992daae0-da00-5306-8b2c-ef8f889071c3","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -9","Pre-Pour Check"
"f322edfc-6d95-530f-8c3d-656c1ffcbed2","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -9","Pre-Pour Check","Dimensions"
"47d3684a-44f2-54db-b6cb-1d667720d1b4","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -9","Pre-Pour Check","Mould Clean"
"65fc1fcb-e0c9-51e6-9d51-fdc76de8dd33","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -9","Pre-Pour Check","Mould Oiled"
"1d0d2739-9c08-579c-b00d-edf00b91081b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -9","Pre-Pour Check","Mould - Workmanship"
"0ed5b95d-2f78-5029-8a47-71e0b63edf24","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -9","Pre-Pour Check","Reinforcing"
"1f86a496-6a5c-5eaa-babf-1ff66969e4de","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -9","Pre-Pour Check","Cast In Items"
"e3aa28d6-72b0-5a00-9563-ddbe039bf5ab","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -9","Pre-Pour Check","Marker Position and No."
"ff7a2861-2886-5fe4-8c0f-8946cb2dbd43","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -9","Pre-Pour Check","Make mould to Green Status"
"9f47b443-7292-5c8b-8007-e1c66f66d8c8","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -9","Concrete Works"
"90c27016-1b10-51c4-ada8-a6a3d687e79a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -9","Concrete Works","Concrete Works Details"
"7b4750b2-35fb-5770-8d37-bac4690c1915","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -9","Concrete Works","Wilco Sample Taken"
"56efce5c-0566-5a2a-b881-67758d2c036e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -9","Concrete Works","Bridgeman Sample Taken"
"b0672535-bd90-58bf-9f6e-1268f7252e6f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -9","Concrete Works","Supervisor Approval"
"7712ff22-26e2-5a6a-9132-11f4b00eaed9","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -9","Post Pour Check"
"e7dc053a-80ae-595f-9522-6657b058d191","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -9","Post Pour Check","Edge Detail"
"a9870bd5-e51c-5254-b8b4-bc61f73afb80","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -9","Post Pour Check","Bar Projections"
"6222a39b-8725-5062-a703-bde3cfa7f820","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -9","Post Pour Check","Cast in items"
"b5d69916-ea03-59cb-8e2f-f500acd4b961","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -9","Stripping and Stacking"
"76c1d7e5-41ae-5018-8f77-a2415f7c3e81","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -9","Stripping and Stacking","Stripping & Stacking"
"1eb84ebe-3ba7-4253-b36e-83194e05bd47","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 50","Panel -10"
"4b9c9e7b-067c-5a57-b458-b671918f45bd","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -10","Pre-Pour Check"
"26446093-61ed-539d-97b1-0fc3e6fbe9a5","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -10","Pre-Pour Check","Dimensions"
"39061bc1-cfb0-5658-bce1-22b6f890d4cb","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -10","Pre-Pour Check","Mould Clean"
"af1fc3a8-07d7-5288-9ac1-cb2e50032134","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -10","Pre-Pour Check","Mould Oiled"
"4c9a309b-8f83-5ee0-9ff6-aa29ec81a24c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -10","Pre-Pour Check","Mould - Workmanship"
"1800b18e-e482-5fe0-962e-9b8e0a0c351a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -10","Pre-Pour Check","Reinforcing"
"d81bcd2d-172d-512a-8ee0-b8a920df34f4","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -10","Pre-Pour Check","Cast In Items"
"11aabf67-47f0-550a-962d-6143c6233905","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -10","Pre-Pour Check","Marker Position and No."
"8fd3ec1c-1abe-55e3-a61d-4503acc1e76d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -10","Pre-Pour Check","Make mould to Green Status"
"49a72112-ad27-5dc7-8d3f-3e23a5ae919b","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -10","Concrete Works"
"e2d9836c-aac3-5ec5-bad8-a2b9cea4bcc9","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -10","Concrete Works","Concrete Works Details"
"e12e1794-8c70-5207-9eeb-b871b19556d0","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -10","Concrete Works","Wilco Sample Taken"
"e19688d7-9edd-5a6b-ab72-00e3daf9cea3","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -10","Concrete Works","Bridgeman Sample Taken"
"66dc247b-1046-5d00-9456-34410cccfc50","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -10","Concrete Works","Supervisor Approval"
"4c26ad0c-7282-5cf4-a28e-97ccd1a5ee61","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -10","Post Pour Check"
"d6300e1c-94f2-59a1-93d4-7dc359df0d12","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -10","Post Pour Check","Edge Detail"
"91b54725-af0e-5986-a328-45edda9ac5b1","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -10","Post Pour Check","Bar Projections"
"b39a82e8-35cb-5e5d-8eed-3c2a0972a05d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -10","Post Pour Check","Cast in items"
"9da61f5c-03a0-59ae-88bf-f72f4edcf83c","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -10","Stripping and Stacking"
"a02e7c54-8f83-59b9-b41f-f0016d48f846","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -10","Stripping and Stacking","Stripping & Stacking"
"a320e760-eae5-40fe-a4be-9b1fdc2ad1b0","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 50","Panel -11"
"74267066-2753-5763-8945-0e8dcef98e48","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -11","Pre-Pour Check"
"a95ff94b-b35e-5637-8ef9-7ae4be23a4b3","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -11","Pre-Pour Check","Dimensions"
"e57b1bf4-3c99-5af7-838e-099fc1a3a26b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -11","Pre-Pour Check","Mould Clean"
"ee1b841a-9c48-5908-b973-9e539093f3ed","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -11","Pre-Pour Check","Mould Oiled"
"c4ac0e1a-2b06-5f9a-b06c-04de8df874cd","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -11","Pre-Pour Check","Mould - Workmanship"
"8193db45-43ee-53a5-b712-50dead8a6fa0","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -11","Pre-Pour Check","Reinforcing"
"2cbe687b-a6c9-52ff-a433-d6ed7da701c8","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -11","Pre-Pour Check","Cast In Items"
"f94cee15-e818-5f58-97c6-0e216b73233e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -11","Pre-Pour Check","Marker Position and No."
"270d3ad6-858f-57a9-aa3e-232058ccb40b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -11","Pre-Pour Check","Make mould to Green Status"
"c52b4c75-6f04-5b8d-8278-c322f843cc03","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -11","Concrete Works"
"55a5c8d1-236e-5449-87d9-dd1654ba2f58","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -11","Concrete Works","Concrete Works Details"
"b4f1ef90-71be-5f34-9ab6-4bab9c18e4b7","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -11","Concrete Works","Wilco Sample Taken"
"f2bdea6e-f5ce-520a-8cdb-6caf2bd6e19c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -11","Concrete Works","Bridgeman Sample Taken"
"45ceb990-129b-5d84-9ca0-95b86b4de024","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -11","Concrete Works","Supervisor Approval"
"37f78fdb-6320-58e1-ae69-0451ec6a1401","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -11","Post Pour Check"
"caea2997-775b-58cb-a816-39a4c5cdd050","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -11","Post Pour Check","Edge Detail"
"6e27fe28-9c2c-523e-8756-b9e8dff26e41","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -11","Post Pour Check","Bar Projections"
"a458d726-97f5-5111-bac7-28d3bbb5aedf","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -11","Post Pour Check","Cast in items"
"99de7e22-cf8b-5f37-a9fb-4212e3219639","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -11","Stripping and Stacking"
"caea9bcd-ea9a-5eba-b5f3-481928a7e509","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -11","Stripping and Stacking","Stripping & Stacking"
"034df17a-9719-408c-a4b1-5494588a9019","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 50","Panel -12"
"a6544d94-70a5-5894-b97a-2c050ea6bb14","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -12","Pre-Pour Check"
"b06d9846-87e3-513f-9946-1315b2fd67f5","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -12","Pre-Pour Check","Dimensions"
"3a6e6acb-469a-5c7e-8c96-6dd21411b9fe","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -12","Pre-Pour Check","Mould Clean"
"dbc44867-e041-5bad-959f-523cc0bdc3e5","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -12","Pre-Pour Check","Mould Oiled"
"0ce2b1c9-5481-5e4e-9cfc-d76cdde2d7c3","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -12","Pre-Pour Check","Mould - Workmanship"
"bd1d5d9d-72a4-5858-b783-fcd0b561743a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -12","Pre-Pour Check","Reinforcing"
"cc552a85-ecaf-5bd7-a3b9-9f4bcb3866dc","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -12","Pre-Pour Check","Cast In Items"
"4b58e1f1-5c66-5c7f-b282-4eb9be7fb453","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -12","Pre-Pour Check","Marker Position and No."
"9b650603-0121-5e26-a882-3abce39a1ab3","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -12","Pre-Pour Check","Make mould to Green Status"
"6a678f1e-ad37-58b9-8cac-6e398d545b50","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -12","Concrete Works"
"ece969e0-7546-5912-a09f-2d92169c76ee","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -12","Concrete Works","Concrete Works Details"
"97370588-b8af-5c0d-b1aa-e3b16086a278","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -12","Concrete Works","Wilco Sample Taken"
"7d65268d-133c-55dd-a738-98446e4764d0","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -12","Concrete Works","Bridgeman Sample Taken"
"30e3fffb-934f-5c59-a482-7e44d6538699","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -12","Concrete Works","Supervisor Approval"
"c4763922-0242-500b-ae5b-5bfd7c63e4ea","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -12","Post Pour Check"
"d2d76ca9-2d70-52c5-a861-6bdf90efd022","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -12","Post Pour Check","Edge Detail"
"e342936d-86b8-58a8-8efc-a9f54ce5d237","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -12","Post Pour Check","Bar Projections"
"18d1ea12-1039-5d10-8532-40c1720e5c27","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -12","Post Pour Check","Cast in items"
"56b8b8bf-fa97-5947-b697-51940070916e","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 50","Panel -12","Stripping and Stacking"
