"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"224b70eb-1944-4b92-af98-bcdbb9dfa520","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"737964f0-cfb1-41a4-8702-4054d85fb71d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rough In"
"733ff6ab-5f26-44b6-b616-af94fb1c3c3c","","checklist-sectioned","not-started","Basement Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","Basement 2"
"296da1af-0951-4248-b4b1-118a4867aa66","","checklist-sectioned","not-started","Basement Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","Basement 1"
"ca3534e0-dc1c-4bf0-9afc-31ac5e5328f8","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","Lower Ground"
"91554f26-cd76-46fb-99ff-7c310dd31471","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","Upper Ground"
"d6f107f7-055f-4e92-86b8-53b7047a70f9","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rough In","School"
"cc6ab264-13ea-41ce-bf9d-18f61b4a972f","","checklist-sectioned","not-started","Base Building ITP","checklist","FALSE","FALSE","Site QA","Rough In","School","Lower Ground"
"a705ea41-48d9-4168-8931-3be29c8ce2df","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough In","School","Level 1"
"2156426b-abf4-48d9-bc63-e5221f66cf7d","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 2","Bed B0201"
"758c9dd2-8ace-401b-970a-ff28923b6922","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 2","Bed B0202"
"f0965531-fec8-47d0-bd42-6304b3ce0033","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 2","Bed B0203"
"ec671e72-2b00-4c05-9107-5b8423514c39","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 2","Bed B0204"
"7fe45b2f-1a22-465e-80bb-a4bc095b6b6c","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 2","Bed B0205"
"e4aadd16-10d9-4a17-b4f6-ee57c7440da0","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 2","Bed B0206"
"64b86d49-b5e2-4738-bf5c-9bf4417cc4d8","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 2","Bed B0207"
"00e9c626-7ead-4ba4-b324-64b5f89c064a","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 2","Bed B0208"
"63a1698e-7ef7-4f0e-b718-3fe5b3f9b8e7","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 2","Bed B0209"
"0e541dae-f4b8-47c9-8d16-77c6a633237a","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 2","Bed B0210"
"873439bf-9396-4387-bc4a-f07342e7c9c5","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 2","Bed B0211"
"a90a9696-55c8-4a3a-94b4-3e901d312e9e","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 2","Bed B0212"
"b39de605-e4d9-400d-8901-247515a58af3","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 2","Bed B0213"
"e78550e6-511a-4ede-80b5-26a60f9a742c","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 2","Bed B0214"
"eacfe8c0-ea63-455d-a51d-b2cbd498ef53","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 2","Bed B0215"
"eeab511f-bcda-47b3-a87f-297b8343dc81","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 2","Bed B0216"
"88ae04e7-0099-40a0-9323-8b2e68c43610","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 2","Bed B0217"
"6d7cceb1-f92b-4d7d-b720-22b55c4d8c35","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 2","Bed B0218"
"6605ddcf-a969-4eea-bd6d-41955d867258","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 2","Bed B0219"
"56399a2d-715b-43a1-808b-36da39a19614","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 2","Bed B0220"
"54075171-feb8-469c-a4ef-fc3bb66e6590","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 2","Bed B0221"
"fed2c646-b86f-4452-bc16-f1e2634ce0e0","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 2","Bed B0222"
"1821ecf0-3e67-44ca-89f9-ddf704f1f46c","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 2","Bed B0223"
"0719e09a-49aa-42d6-b908-81ce8143b9fa","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 2","Bed B0224"
"805a82fd-28fe-4b37-942c-a046547ff8ea","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 2","Bed B0225"
"7376708c-6691-43fa-8fe5-37b1df9a5afe","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 2","Bed B0226"
"8ba439a1-c058-4b0d-8deb-e96160826329","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 2","Bed B0227"
"4c113631-3604-4894-9dea-66d19b3127f9","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 2","Bed B0228"
"f22a725b-7041-48f0-89d3-bb085ce9f8c7","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 2","Bed B0229"
"b4dbb744-6a4a-48ff-8bad-eedf1b15312f","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 2","Bed B0230"
"6ffe895b-ab60-434a-bce4-960c93fb24cb","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 2","Bed B0231"
"28e4e108-9b0f-40de-910f-8caebdc00e49","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 2","Bed B0232"
"041f0917-c70e-4c82-a1fe-e42a03a56cbd","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 2","Bed B0233"
"a8a45b07-66be-4e1a-9d92-831a31f41eae","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 2","Bed B0234"
"bad6126c-3653-4275-ab87-21443d199ceb","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 3"
"bbe4fe61-045f-4206-b1b1-97f33f8648a0","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 3","Bed B0301"
"422a03af-dda7-41b7-85b6-915a4a6bbe32","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 3","Bed B0302"
"dbdd1cb3-4945-44b3-973c-dd4f7276a56d","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 3","Bed B0303"
"0fb0cd92-afb6-482d-9c94-23d7d71c867e","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 3","Bed B0304"
"b5594802-1231-47fe-a9bf-71a5a3819735","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 3","Bed B0305"
"83f0b141-2a69-47a1-ad03-72f4569fc4a5","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 3","Bed B0306"
"cfa0b89f-9b1c-42ba-8667-b94022cdadab","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 3","Bed B0307"
"5ae29698-3371-4523-947b-9e264f1f8ce0","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 3","Bed B0308"
"4a21c2e6-0458-49db-9a01-3e5373dfd2c8","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 3","Bed B0309"
"6e41beea-a63a-4164-8e20-84ccc3399577","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 3","Bed B0310"
"0f8da646-6905-4a0a-bee5-03a9afd54e4c","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 3","Bed B0311"
"435df82e-7e62-4645-9c49-607ae0928cb7","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 3","Bed B0312"
"b501418b-44b3-4d18-b448-12d3e195c5b9","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 3","Bed B0313"
"8cc8c0cd-18c5-4826-bf89-17bf20dee24c","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 3","Bed B0314"
"daa230c2-1797-44d0-aafc-130ef52fb839","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 3","Bed B0315"
"3f4dc923-d949-4710-9659-62f3b4bcb7d8","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 3","Bed B0316"
"a6c57212-1262-4679-a477-bb71e956648c","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 3","Bed B0317"
"b7b8b8bc-fecd-46f9-9bbd-3df26bc5eae3","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 3","Bed B0318"
"47db6552-3655-4ca2-b236-a5ac92e0da38","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 3","Bed B0319"
"dd60a8cd-d80f-4697-b329-3699e0870a91","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 3","Bed B0320"
"93a23dd4-bced-44d3-97ab-2c0b8afd727d","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 3","Bed B0321"
"4f258679-58e6-4326-bb72-1255afbf8e3f","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 3","Bed B0322"
"a407cfb8-ebad-4b6d-8fb0-c390c4eddca9","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 3","Bed B0323"
"20084515-a13c-4790-8a40-12b3e045fb4d","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 3","Bed B0324"
"91feed79-6662-4768-955f-83520114216b","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 3","Bed B0325"
"585b8eb9-1e31-46bd-93cb-92d088d59568","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 3","Bed B0326"
"f01ebfd1-3ae3-4fd7-9cad-287c1f5ed4c7","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 3","Bed B0327"
"4efcf7e8-75ce-4fa9-afd5-0def33a4fa18","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 3","Bed B0328"
"de2b4dc8-84ce-4c5c-9c9d-86cd8eb2b524","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 3","Bed B0329"
"6375d96e-c40f-4ef0-9d1c-f232bfc3f0e3","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 3","Bed B0330"
"7adf1a5a-1715-41a1-970c-35d264db8776","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 3","Bed B0331"
"f4e85dfe-36e1-4e25-ae82-d10d8c915ddd","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 3","Bed B0332"
"f6029e14-c7e3-4e33-961b-6cb2349e3b20","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 3","Bed B0333"
"aaf6f3da-a2fb-474e-a298-764bfae818cb","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 3","Bed B0334"
"9e9c8f48-86cf-4e00-9246-7b6e6a143ab5","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 3","BOH B0338"
"4fc7c485-8763-4e0a-9837-229ca2462349","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 4"
"87f5ca50-83d6-43e0-8908-03f752e2d4f7","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 4","Bed B0401"
"cbce528a-aa08-4ed9-aba6-6cf662b9c315","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 4","Bed B0402"
"168afa38-e74a-4624-ae4f-ff47dfbe6561","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 4","Bed B0403"
"7c209879-2bcd-4878-bd52-15c5b1c24d1f","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 4","Bed B0404"
"e91a1e9b-32ec-4268-bdea-cf3962002970","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 4","Bed B0405"
"34db5429-3fea-44a1-bf42-53784ee3c69e","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 4","Bed B0406"
"18bec24e-ec5e-4bcb-b98d-679183ba9e0f","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 4","Bed B0407"
"962481fd-7e5d-4022-b507-04c5bd2ae37a","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 4","Bed B0408"
"7b810077-5607-478c-8d33-8cfaf923d0fa","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 4","Bed B0409"
"de35619b-f000-4642-9256-e9ca097f2815","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 4","Bed B0410"
"2153d09a-b7c4-45e9-b908-3b13694c072f","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 4","Bed B0411"
"56d722b2-9d84-4009-b1be-3d150e49a693","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 4","Bed B0412"
"d480b861-0470-4a55-b069-ce140ce49aff","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 4","Bed B0413"
"f09add55-75ec-4613-a167-edd11e6f514e","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 4","Bed B0414"
"0c90bce1-e7fd-46fb-b759-0c9788348932","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 4","Bed B0415"
"54d25c75-f8b9-4949-b9a7-c3e8280224fe","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 4","Bed B0416"
"1ab86996-cf31-425b-8760-ba60fa0e203f","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 4","Bed B0417"
"8042cc1d-ca5f-4c24-865f-08558ddbd8d3","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 4","Bed B0418"
"5029d38c-5ca1-4362-845a-bc125214936c","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 4","Bed B0419"
"36f96dac-b87b-487d-bf5a-9bb483876d4d","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 4","Bed B0420"
"3071a24e-e8fb-4726-a5d3-460518da5c7f","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 4","Bed B0421"
"1e6cac25-4e4c-4f7f-b133-c1a4e772b3aa","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 4","Bed B0422"
"6fc8c9dc-a770-4fd1-8044-9f2b39f0cbbd","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 4","Bed B0423"
"882cac68-6f59-4269-a12c-10999f1fd26f","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 4","Bed B0424"
"59a54f14-6501-4907-a154-8ffd89d86425","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 4","Bed B0425"
"d757bccb-a30a-45ea-8968-733f1a49a3fd","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 4","Bed B0426"
"baa57ab7-3a62-4cdf-b7ab-da75b2b63a8b","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 4","Bed B0427"
"db9c316a-d25a-47bc-955e-706105b02fa6","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 4","Bed B0428"
"c1c460ee-357b-44f8-b1de-418ba8c024de","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 4","Bed B0429"
"9e4f1ba5-f28d-4ca3-931b-b0515dd37299","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 4","Bed B0430"
"b1101ef0-f3d3-415e-9eef-6ff69f50584d","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 4","Bed B0431"
"b9ec3e51-d2e8-4553-9556-f61f4020d724","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 4","Bed B0432"
"46d17a7c-335c-41e5-981e-c8f010f85e86","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 4","Bed B0433"
"24c05bea-c2ae-452e-9700-d039c0f530a5","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RAC (Residential Aged Care)","Level 4","Bed B0434"
"d36f5c81-c074-4f55-9f3a-9e7b0a013994","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","RL (Retired Living)"
"960c09b2-e5fb-49d9-86da-9286315090a8","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 6"
"f9e1590c-1ed1-4f67-991d-3f5de7c953bc","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 6","Unit 0601"
"4579c7e2-4f70-4ca1-bebb-b7b5de79890f","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 6","Unit 0602"
"ea4ee5d7-2e93-408a-bb8e-9dc401a6edb9","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 6","Unit 0603"
"513d8df9-01c9-4d0a-91dc-5e6ed0a0df67","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 6","Unit 0604 (Communal Lounge)"
"66ba46d2-a0c1-4be4-b6bb-b3aa6b86a804","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 6","Unit 0605"
"42d56003-83fc-48e5-93cd-f7028a46f674","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 6","Unit 0606"
"f74b60b5-77f6-4054-b162-551d00fb2809","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 7"
"d675f952-67de-45cb-ac55-5efb35d4aa89","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 7","Unit 0701"
"740fddbf-ab62-4555-b07b-4a4bf5fb6536","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 7","Unit 0702"
"6514f6e0-e70f-49d9-beb2-3af105abf695","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 7","Unit 0703"
"e7ca46c2-9094-43df-8ecd-464abe639905","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 7","Unit 0704"
"122a837a-056a-469a-b573-8df8d918e24a","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 7","Unit 0705"
"91ab7d15-989a-45ca-a2e1-b7ca5964adb7","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 7","Unit 0706"
"e2cca217-1616-448f-8133-8f63df3e9354","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 7","Unit 0707"
"d4ec3e1f-1d64-47c7-8fc4-7b32e3946b52","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 7","Unit 0708"
"8b11e96d-55bf-4165-a871-d2db0be91e87","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 8"
"d5446557-11a5-40d9-b951-9d4a2b3b059c","","checklist-flat","not-started","Apartment Fit Off ITP","checklist-flat","FALSE","FALSE","Site QA","Fit Off","RL (Retired Living)","Level 8","Unit 0801"
