"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e11f1a67-64cc-4a65-b8fb-4b2d9a468816","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard"
"7395dde4-86c7-4809-87a8-d7fd1d60f00f","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Ground Floor"
"11890ad3-eaf0-4753-a401-f35574837c2f","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Ground Floor","Common Areas"
"b9bac451-1926-4b9a-a426-659e6c5d0c2e","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Ground Floor","Common Areas","Treatment Room (G-S-11)"
"228242e9-6891-411a-ac04-01c62b06d96f","","checklist-flat","","Terminated & Tested (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Cameras","Level 2","Corridor (2-C-01)","Terminated & Tested"
"e58f0447-114b-436e-b239-98fbb543612a","","checklist-flat","","Fit Off (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Cameras","Level 2","Corridor (2-C-01)","Fit off"
"8ac2b8ca-7f22-492b-99d6-b4776892e81d","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Cameras","Level 2","Stairs (2-ST-02)"
"93830753-9548-4464-b0a3-a71f293ff7c0","","checklist-flat","","Pre Wire (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Cameras","Level 2","Stairs (2-ST-02)","Pre Wire"
"7a2a4814-82dd-46c5-ba6f-189e2dcfab10","","checklist-flat","","Terminated & Tested (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Cameras","Level 2","Stairs (2-ST-02)","Terminated & Tested"
"13384dc4-79ad-4c9b-ba02-43a0ebe8c73a","","checklist-flat","","Fit Off (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Cameras","Level 2","Stairs (2-ST-02)","Fit off"
"c48e2e1e-7188-4050-b48f-b72340037c66","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 3"
"4e36fa51-034a-43d1-b910-c6abdaff287c","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 3","Common Areas"
"b3fefd09-f8d5-4b4b-a014-08c6f0c9fb17","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 3","Common Areas","Outside Lift 1 (3-L-01) and Lift 2 (3-L-02)"
"21163d31-8efb-4db1-b8d5-e8b2a223b3e5","","checklist-flat","","Pre Wire (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Common Areas","Outside Lift 1 (3-L-01) and Lift 2 (3-L-02)","Pre Wire"
"62b7aa4f-78ec-4064-b2ed-c1bdd545b890","","checklist-flat","","Terminated & Tested (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Common Areas","Outside Lift 1 (3-L-01) and Lift 2 (3-L-02)","Terminated & Tested"
"3203d3f4-0bd5-484c-8067-7e2f9031bb88","","checklist-flat","","Fit Off (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Common Areas","Outside Lift 1 (3-L-01) and Lift 2 (3-L-02)","Fit off"
"0928589f-8f56-4195-a512-ad6059bdb69e","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 3","Residential Areas"
"00adf31a-f213-4c6e-8525-c34059d81f64","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 3","Residential Areas","Living/Entry (3-A21-01)"
"a3afbe3f-7f0d-4a88-ac9a-f5021115c5e1","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","Living/Entry (3-A21-01)","Pre Wire"
"e594e353-286a-414c-ad32-f4841dec4ff8","","checklist-flat","","Terminated & Tested (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","Living/Entry (3-A21-01)","Terminated & Tested"
"dd3bf860-a837-45c9-8fec-aad5c95802ea","","checklist-flat","","Fit Off (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","Living/Entry (3-A21-01)","Fit off"
"63fc8854-fc96-4dda-96be-edccf488e7be","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Bedroom (3-A21-04)"
"4cc12d52-cee5-4321-ab08-a6ad6d7a7028","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Bedroom (3-A21-04)","Pre Wire"
"66e65eeb-5ad1-44cb-bed3-b7fc08c26414","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Bedroom (3-A21-04)","Pre-Wire Only"
"ab9a168d-33c6-4e83-8543-66bb024d79ff","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Ensuite Toilet (3-A21-05)"
"b49ae0d8-bc08-44d1-958c-606da2251931","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Ensuite Toilet (3-A21-05)","Pre Wire"
"a923eb47-a18c-43b0-862f-e2da3c255900","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Ensuite Toilet (3-A21-05)","Pre-Wire Only"
"8feb063c-87d3-4e08-a0f7-9112da6ef3cb","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Shower (3-A21-05)"
"7b78392b-593c-4aec-abc1-60b5c1ea0fb2","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Shower (3-A21-05)","Pre Wire"
"328cb43e-67bb-47f0-95e1-916fec3a923f","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Shower (3-A21-05)","Pre-Wire Only"
"a1058da9-3ee9-49e0-bc04-e5067d068c9d","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 3","Residential Areas","Entry (3-A22-09)"
"782c80df-9c42-4f75-a1b9-571bb74ddb32","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","Entry (3-A22-09)","Pre Wire"
"3bef8eda-ba15-4a26-855b-8467bffc261a","","checklist-flat","","Terminated & Tested (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","Entry (3-A22-09)","Terminated & Tested"
"34c55320-ae72-4d1f-a942-290a804ea275","","checklist-flat","","Fit Off (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","Entry (3-A22-09)","Fit off"
"e4598b15-9acb-46e3-9636-3736834ed8fb","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Bedroom 1 (3-A22-04)"
"a6b2af9d-b8b6-4699-86a4-048b8d6634b1","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Bedroom 1 (3-A22-04)","Pre Wire"
"54886aa1-e6aa-43c2-b90f-1767226af622","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Bedroom 1 (3-A22-04)","Pre-Wire Only"
"342a4d9e-e7bf-4f30-9b63-1334515a16d4","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Ensuite Toilet (3-A22-05)"
"3cf47606-8360-4485-a9d2-cce842a283db","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Ensuite Toilet (3-A22-05)","Pre Wire"
"f783f0c4-104c-4035-9c4b-499d797d2da8","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Ensuite Toilet (3-A22-05)","Pre-Wire Only"
"780f9c48-5ebc-408a-aa97-dcaddce3b12f","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Shower (3-A22-05)"
"bd7b6c6b-a439-40b2-80ba-89636ee1b34d","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Shower (3-A22-05)","Pre Wire"
"1f234621-16b7-440e-a7c3-7ea6223ca395","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Shower (3-A22-05)","Pre-Wire Only"
"f74304db-32a9-4901-89a1-621d4617c5a7","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 3","Residential Areas","Entry (3-A23-09)"
"cdd9763b-6445-4f64-aa27-09dcb51b0cca","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","Entry (3-A23-09)","Pre Wire"
"936f2c5d-b3b0-43b8-b78d-824d475295bc","","checklist-flat","","Terminated & Tested (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","Entry (3-A23-09)","Terminated & Tested"
"557d0dfc-8098-4408-9653-e3c7b0d3c425","","checklist-flat","","Fit Off (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","Entry (3-A23-09)","Fit off"
"798c8689-b959-42aa-a7c7-27d9185742d2","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Bedroom 1 (3-A23-07)"
"03d6abaf-f193-47e4-b170-556121c0b15c","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Bedroom 1 (3-A23-07)","Pre Wire"
"54881ca8-259f-4a7c-9e53-4bea850348e8","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Bedroom 1 (3-A23-07)","Pre-Wire Only"
"3a3f1a8d-8597-406a-8967-020c8e8afede","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Ensuite Toilet (3-A23-08)"
"e582cd86-eeb3-4e46-92d1-82782956c216","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Ensuite Toilet (3-A23-08)","Pre Wire"
"8c5087cb-f902-4ffd-b6b7-1fab49e8adbe","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Ensuite Toilet (3-A23-08)","Pre-Wire Only"
"04513413-7b1b-4480-b2b5-a1999203d3ea","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Shower (3-A23-08)"
"b45d8b5a-66a2-4044-89dc-b969f9975e3f","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Shower (3-A23-08)","Pre Wire"
"8d55e23d-2d0c-4756-9fa7-b2b343278e71","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Shower (3-A23-08)","Pre-Wire Only"
"b3283044-fd6c-4a7f-9c16-11d17d1aa1ba","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 3","Residential Areas","Entry (3-A24-09)"
"3968b097-4a73-421b-bcb8-d906b1df00f9","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","Entry (3-A24-09)","Pre Wire"
"9d35070a-f840-4604-8ba8-47b6d31cb52b","","checklist-flat","","Terminated & Tested (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","Entry (3-A24-09)","Terminated & Tested"
"1c510708-4c82-46ae-b7a7-8cab76b48524","","checklist-flat","","Fit Off (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","Entry (3-A24-09)","Fit off"
"cb8e6147-c667-4ea0-8dee-3115848e431f","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Bedroom 1 (3-A24-07)"
"ac0ec277-1697-4825-a557-d1432b3899cd","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Bedroom 1 (3-A24-07)","Pre Wire"
"48a966ce-e635-49fa-93c6-91a9928e45f4","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Bedroom 1 (3-A24-07)","Pre-Wire Only"
"37182a63-90bc-4e5c-afc3-d73ebc4f90c4","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Ensuite Toilet (3-A24-08)"
"bb443360-7daa-4960-9293-4f67d6be6a56","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Ensuite Toilet (3-A24-08)","Pre Wire"
"182c5225-a62d-4821-b0d4-99bfaa0c983b","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Ensuite Toilet (3-A24-08)","Pre-Wire Only"
"59ab8ef3-a414-409f-8d31-37031f331079","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Shower (3-A24-08)"
"aeaddeb7-df11-4668-bf9c-21ad70cd7c1b","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Shower (3-A24-08)","Pre Wire"
"ebd9f334-7084-4add-a84d-f1499e093f99","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Shower (3-A24-08)","Pre-Wire Only"
"2156853d-fe73-4043-971b-4611ee9ca019","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 3","Residential Areas","Living/Entry (3-A25-01)"
"79a8c552-0e7c-43b6-9c76-434e0b97dce7","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","Living/Entry (3-A25-01)","Pre Wire"
"113e58b3-41a9-499b-93c1-a3f3c52a38bd","","checklist-flat","","Terminated & Tested (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","Living/Entry (3-A25-01)","Terminated & Tested"
"7bc32dbe-e356-4639-b759-40c6ace10f87","","checklist-flat","","Fit Off (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","Living/Entry (3-A25-01)","Fit off"
"f873ca57-dbb6-4c05-a04f-4598e3eb0211","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Bedroom (3-A25-04)"
"169150a4-d2bb-4a21-831d-094012cec925","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Bedroom (3-A25-04)","Pre Wire"
"e46c870c-2dcf-4859-9244-11d5ffb0ae95","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Bedroom (3-A25-04)","Pre-Wire Only"
"4a3beb13-7adc-4951-a8d2-e394489f2618","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Ensuite Toilet (3-A25-05)"
"f09ede28-5d0a-4ec0-90d0-57149d7f5acc","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Ensuite Toilet (3-A25-05)","Pre Wire"
"e2a3cdcd-3f86-49df-99bc-e3b959e5764a","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Ensuite Toilet (3-A25-05)","Pre-Wire Only"
"415430d5-2a5b-4209-82e1-c4d8e21a32f5","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Shower (3-A25-05)"
"25e6100d-3580-4eed-8d81-2ae31c733e04","","checklist-flat","","Pre Wire (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Shower (3-A25-05)","Pre Wire"
"fe46b806-4d89-49e4-ad0c-9135d80f2d65","","checklist-flat","","Pre-Wire Only (Residential Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Residential Areas","PREWIRE - Shower (3-A25-05)","Pre-Wire Only"
"ee051f29-fa9c-4819-9c12-8d110759d4ff","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 3","Repeaters"
"219db2e6-a1e4-4329-bc7a-381284ec11ee","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Level 3","Repeaters","Corridor outside Stairs (3-ST-01)"
"de29aeab-13a1-43b0-9669-bbfec0277c98","","checklist-flat","","Pre Wire (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Repeaters","Corridor outside Stairs (3-ST-01)","Pre Wire"
"5cb66d53-cb45-48c5-95de-5d0c9193edbc","","checklist-flat","","Terminated & Tested (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Repeaters","Corridor outside Stairs (3-ST-01)","Terminated & Tested"
"77b448a8-85d1-440f-85a5-44a4615bbc2c","","checklist-flat","","Fit Off (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Level 3","Repeaters","Corridor outside Stairs (3-ST-01)","Fit off"
"959051b7-5fa2-4e72-a12e-8ccaebfc4fbe","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Cameras"
"01191f18-2178-4c06-9ebf-06da4e781dd5","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Cameras","Level 3"
"8cfd02da-b6de-4ab1-b7de-a2dfcf58f3e4","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Cameras","Level 3","Corridor (3-C-01)"
"7e658ba7-1c63-45a8-a391-b05702ed69b5","","checklist-flat","","Pre Wire (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Cameras","Level 3","Corridor (3-C-01)","Pre Wire"
"634df50f-2136-4eda-9be8-f7749e082c0d","","checklist-flat","","Terminated & Tested (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Cameras","Level 3","Corridor (3-C-01)","Terminated & Tested"
"0882c3f7-d0a8-4456-bf73-db83e53e9e6f","","checklist-flat","","Fit Off (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Cameras","Level 3","Corridor (3-C-01)","Fit off"
"50d4f5d8-d347-4c7e-80ee-3a9e2720726a","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Cameras","Level 3","Stairs (3-ST-02)"
"ed335208-0f69-4ca7-9696-93e0749895a8","","checklist-flat","","Pre Wire (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Cameras","Level 3","Stairs (3-ST-02)","Pre Wire"
"85383472-31cb-4f29-8982-fb129545e173","","checklist-flat","","Terminated & Tested (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Cameras","Level 3","Stairs (3-ST-02)","Terminated & Tested"
"8a53a59b-5d8a-4015-88b7-fb6c8e1d6788","","checklist-flat","","Fit Off (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Cameras","Level 3","Stairs (3-ST-02)","Fit off"
"989fe160-b772-4c28-964c-32a753922730","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Cameras","Reception"
"b833d22b-898c-4327-b2d5-f572a7742afb","","folder-normal","","","step","TRUE","FALSE","Building C and Courtyard","Cameras","Reception","Reception Security"
"4d57d1b2-b919-4a35-a944-a4e4eca620b4","","checklist-flat","","Pre Wire (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Cameras","Reception","Reception Security","Pre Wire"
"6caf6ccc-6021-4db8-9481-9fc52dae3f98","","checklist-flat","","Terminated & Tested (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Cameras","Reception","Reception Security","Terminated & Tested"
"19892da2-78d1-44ab-b140-c9c7a2eaa2a8","","checklist-flat","","Fit Off (Common Areas)","checklist-flat","FALSE","FALSE","Building C and Courtyard","Cameras","Reception","Reception Security","Fit off"
"e65e2f68-aeb0-420f-b79f-4f261e9a10e5","","checklist-flat","","Building Commissioning","checklist-flat","FALSE","FALSE","Building C and Courtyard","Building Commissioning"
"5fe55db6-ba7a-42e7-a57f-b6ee1844378d","","checklist-flat","","Completion Documents","checklist-flat","FALSE","FALSE","Building C and Courtyard","Completion Documents"
