"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"db9f18d4-e166-4b96-9c21-31ecaa9f3346","","folder-normal","not-started","","step","TRUE","FALSE","Basement"
"ace0b55a-601b-4272-905f-a9d3af3355a3","","folder-normal","not-started","","step","TRUE","FALSE","Basement","Common Areas"
"6e1e830e-d65c-445f-af8b-fac36db09b36","","folder-normal","not-started","","step","TRUE","FALSE","Basement","Common Areas","Stair 5 - Lobby"
"e7431c09-0293-4a31-a81a-44bc624f3d62","","checklist-flat","not-started","Rough In Checklist","checklist-flat","FALSE","FALSE","Basement","Common Areas","Stair 5 - Lobby","Apartment Rough In Checklist"
"f6ef0fe1-f8e6-54c4-831f-ab444b859f98","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","PABX","Installation","Window architraves installed"
"acbc6693-61a8-5c2a-b77f-e24ff187123a","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","PABX","Installation","Wardrobe jamb installed"
"fffa87bd-c6e6-5634-9940-8f1760b1f9bc","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","PABX","Installation","Entry door hung"
"9909bf5e-9ab5-5658-9ecd-78f653d16c4e","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","PABX","Installation","All install work 100% completed to required specifications"
"843d424d-d0c2-502f-a8c4-0566494ec822","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","PABX","Installation","Area left clean and tidy (attach photo)"
"f73f3966-4224-45b8-b082-c9bc5d02b9ce","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","Basement","Common Areas","PABX","Fit Off"
"a6181096-9e40-58a1-95d2-8eca4b2786b9","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","PABX","Fit Off","Installation of door hardware and door closes sufficiently"
"4c2ac879-2bfd-5353-a49c-d0b3d046e7ce","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","PABX","Fit Off","Bathroom and toilet vanity installed"
"e7aab5f2-d5c8-5289-af24-f897d16d433d","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","PABX","Fit Off","Handrails, toilet rolls and towel rails installed"
"eeaed3aa-e6a2-5312-aa2b-b1c90105cf72","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","PABX","Fit Off","Entry door hardware installed and closes sufficiently"
"1d1989b1-97b8-5b9e-9ff0-672f4d98169b","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","PABX","Fit Off","Fire tags installed on the door and door jamb"
"66965609-07da-55fe-86da-447e35f09ac5","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","PABX","Fit Off","Shower trays installed"
"b33574f0-14b8-51eb-8439-b0dc62ed88c7","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","PABX","Fit Off","Area left clean and tidy (attach photo)"
"24e82a44-049a-55a6-8bb9-52dcab3a1ad8","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","PABX","Fit Off","All work 100% completed to required specifications"
"3e19129b-050d-4a40-9700-e0926172dedd","","folder-normal","not-started","","step","TRUE","FALSE","Basement","Common Areas","Commercial Laundry - Dirty"
"efd59c11-8e36-44cc-b248-ab26171c30c4","","checklist-flat","not-started","Rough In Checklist","checklist-flat","FALSE","FALSE","Basement","Common Areas","Commercial Laundry - Dirty","Apartment Rough In Checklist"
"1e290ca8-c935-5c38-8cd0-3067fcb07362","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","Commercial Laundry - Dirty","Apartment Rough In Checklist","Area clear, tidy and accessible (attach photo)"
"a458ee37-e113-542f-9904-f01cb71a218c","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","Commercial Laundry - Dirty","Apartment Rough In Checklist","Previous substrate acceptable - Walls framed and timber studs installed"
"f64c02eb-c848-5e90-928e-b7ab74459064","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","Commercial Laundry - Dirty","Apartment Rough In Checklist","Cavity pockets installed"
"2713f2a0-63c6-48a9-98ae-e7c4705dde87","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","Basement","Common Areas","Commercial Laundry - Dirty","Installation"
"64ecd5f8-185c-5bba-ab7d-6686c3e0c052","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","Commercial Laundry - Dirty","Installation","Internal doors hung"
"abffa473-7fff-5fbb-9ae3-55a3823896a7","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","Commercial Laundry - Dirty","Installation","Skirting installed"
"65c50f23-685c-56a5-8422-13abcf8d7eaf","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","Commercial Laundry - Dirty","Installation","Cavity doors installed"
"a0a5baef-78bf-503c-937f-3435f26d383e","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","Commercial Laundry - Dirty","Installation","Window architraves installed"
"98f8bef2-0941-5a23-adcd-a61aab1fc0a4","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","Commercial Laundry - Dirty","Installation","Wardrobe jamb installed"
"a2876d55-7ded-5dea-88e1-04a4c88928c1","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","Commercial Laundry - Dirty","Installation","Entry door hung"
"6081b4fb-d6b1-586f-ae36-ad603f38ec5d","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","Commercial Laundry - Dirty","Installation","All install work 100% completed to required specifications"
"5d3a01bf-ef1f-5df2-bc83-a7f3df03e263","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","Commercial Laundry - Dirty","Installation","Area left clean and tidy (attach photo)"
"0db12787-b150-48e8-ae13-68f838a03ae9","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","Basement","Common Areas","Commercial Laundry - Dirty","Fit Off"
"9af37c1b-49e2-553f-a59a-39d58e12af63","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","Commercial Laundry - Dirty","Fit Off","Installation of door hardware and door closes sufficiently"
"87b1300a-76ff-5b0d-aefd-74d1a90dd742","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","Commercial Laundry - Dirty","Fit Off","Bathroom and toilet vanity installed"
"26e6230f-8053-5caa-a159-a23a6a34ada7","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","Commercial Laundry - Dirty","Fit Off","Handrails, toilet rolls and towel rails installed"
"1e27c44f-967f-5f30-986b-f505449963c5","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","Commercial Laundry - Dirty","Fit Off","Entry door hardware installed and closes sufficiently"
"a4aeef5c-c0b3-5aa0-bf47-3edf646872f6","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","Commercial Laundry - Dirty","Fit Off","Fire tags installed on the door and door jamb"
"87431f54-9e4b-575b-a9c3-e52b0e745f16","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","Commercial Laundry - Dirty","Fit Off","Shower trays installed"
"4f5af612-bef2-5787-8a2d-0302211ca6bd","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","Commercial Laundry - Dirty","Fit Off","Area left clean and tidy (attach photo)"
"004ff5d5-6e59-5587-95bd-dad17d032ff4","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","Commercial Laundry - Dirty","Fit Off","All work 100% completed to required specifications"
"a76a6165-99cf-47e1-a1c8-c1bcde3f5195","","folder-normal","not-started","","step","TRUE","FALSE","Basement","Common Areas","Commercial Laundry - Clean"
"7004faa4-3cba-4156-8075-3dbebf4872a3","","checklist-flat","not-started","Rough In Checklist","checklist-flat","FALSE","FALSE","Basement","Common Areas","Commercial Laundry - Clean","Apartment Rough In Checklist"
"5c07adbc-4993-5b1f-a90a-cc76a1c5eae0","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","Commercial Laundry - Clean","Apartment Rough In Checklist","Area clear, tidy and accessible (attach photo)"
"d79ef7f5-4a1b-5515-9c62-a65f9149572c","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","Commercial Laundry - Clean","Apartment Rough In Checklist","Previous substrate acceptable - Walls framed and timber studs installed"
"6651b2e1-b5f0-5e18-b81b-9d77f26b3e87","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","Commercial Laundry - Clean","Apartment Rough In Checklist","Cavity pockets installed"
"ba6ba5da-39de-4997-9b14-d3621e2d709c","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","Basement","Common Areas","Commercial Laundry - Clean","Installation"
"18dd731a-665b-5f9b-bfac-53038624c7e7","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","Commercial Laundry - Clean","Installation","Internal doors hung"
"79654089-2497-5c13-9ebd-f16689ee09a1","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","Commercial Laundry - Clean","Installation","Skirting installed"
"34d068d5-0413-5c26-88ba-4b1ba64fc616","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","Commercial Laundry - Clean","Installation","Cavity doors installed"
"9624df00-8152-5eba-b9c6-b8f0b38d8852","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","Commercial Laundry - Clean","Installation","Window architraves installed"
"48ab7407-9248-53ff-82bb-026541611f84","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","Commercial Laundry - Clean","Installation","Wardrobe jamb installed"
"60a3335b-768a-56ca-b4d0-9fb67a7e342b","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","Commercial Laundry - Clean","Installation","Entry door hung"
"425c7391-91a1-5361-8bc2-c538514ec466","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","Commercial Laundry - Clean","Installation","All install work 100% completed to required specifications"
"513a0c70-e300-517d-818b-b1bac6b05a2a","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","Commercial Laundry - Clean","Installation","Area left clean and tidy (attach photo)"
"2243bf36-4369-4cd9-a672-626810280402","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","Basement","Common Areas","Commercial Laundry - Clean","Fit Off"
"3377a40e-e13b-5acc-b0fe-cf30a312b463","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","Commercial Laundry - Clean","Fit Off","Installation of door hardware and door closes sufficiently"
"0fa3d38b-66f5-563c-9ab0-7d42651a7fd4","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","Commercial Laundry - Clean","Fit Off","Bathroom and toilet vanity installed"
"7d2e3e38-833c-5781-be21-93dba8760649","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","Commercial Laundry - Clean","Fit Off","Handrails, toilet rolls and towel rails installed"
"0edd3469-f7cd-544f-b4c2-0146b302a417","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","Commercial Laundry - Clean","Fit Off","Entry door hardware installed and closes sufficiently"
"59a7781f-d799-5719-a1cf-5a3183146130","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","Commercial Laundry - Clean","Fit Off","Fire tags installed on the door and door jamb"
"bbadf6fd-53ba-50c6-93eb-4233df782298","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","Commercial Laundry - Clean","Fit Off","Shower trays installed"
"763e730c-b0f2-56fc-b871-120d4081bde6","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","Commercial Laundry - Clean","Fit Off","Area left clean and tidy (attach photo)"
"45457f05-0414-584f-86be-29e519612ad2","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","Commercial Laundry - Clean","Fit Off","All work 100% completed to required specifications"
"f71b4fa7-d8e8-418e-8544-c29fb6ddb31c","","folder-normal","not-started","","step","TRUE","FALSE","Basement","Common Areas","WC Lobby"
"fe439f55-d137-458c-9964-e453025cec2d","","checklist-flat","not-started","Rough In Checklist","checklist-flat","FALSE","FALSE","Basement","Common Areas","WC Lobby","Apartment Rough In Checklist"
"66674f40-31c8-5c9c-8b9d-e1eba94d460e","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","WC Lobby","Apartment Rough In Checklist","Area clear, tidy and accessible (attach photo)"
"828a6ef2-3a8c-5c5b-87bb-6ddcd6793fa1","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","WC Lobby","Apartment Rough In Checklist","Previous substrate acceptable - Walls framed and timber studs installed"
"6680a716-203d-5d61-8456-cb50c2d1a376","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","WC Lobby","Apartment Rough In Checklist","Cavity pockets installed"
"197eb91d-ee89-4abd-b785-f6e37c321a09","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","Basement","Common Areas","WC Lobby","Installation"
"dc055156-54a9-53cd-986e-99465c18cf42","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","WC Lobby","Installation","Internal doors hung"
"34569a67-2ed0-5d67-9873-29d0eb90f644","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","WC Lobby","Installation","Skirting installed"
"6d3094a1-5c80-5907-b26f-06e62f4c8e68","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","WC Lobby","Installation","Cavity doors installed"
"8698660e-04a3-52bf-accc-f8cdbc1713ff","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","WC Lobby","Installation","Window architraves installed"
"06582f97-5354-5fe4-87d9-076dd95dbc29","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","WC Lobby","Installation","Wardrobe jamb installed"
"4ca59dee-bb54-55a5-b8eb-fb102f559e94","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","WC Lobby","Installation","Entry door hung"
"e1310da7-9467-51a5-8931-62d244fa2f30","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","WC Lobby","Installation","All install work 100% completed to required specifications"
"d29c32be-1f3f-52c0-9f82-26e60072c879","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","WC Lobby","Installation","Area left clean and tidy (attach photo)"
"de6bdeff-ba99-4079-b22b-99c559d9f35d","","checklist-flat","not-started","Fit Off","checklist-flat","FALSE","FALSE","Basement","Common Areas","WC Lobby","Fit Off"
"610f74d4-05e6-5f92-8759-49ba04ef0bd1","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","WC Lobby","Fit Off","Installation of door hardware and door closes sufficiently"
"768f1255-e6bc-5df0-a95e-4bd919256455","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","WC Lobby","Fit Off","Bathroom and toilet vanity installed"
"56b6b5c6-821a-5bb3-986d-a64712ba5c4c","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","WC Lobby","Fit Off","Handrails, toilet rolls and towel rails installed"
"69893218-1ed4-5815-94cf-505dbf067c41","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","WC Lobby","Fit Off","Entry door hardware installed and closes sufficiently"
"853f54d5-779b-50df-b596-ad6f4ea26544","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","WC Lobby","Fit Off","Fire tags installed on the door and door jamb"
"f6b5ee3a-7d9b-5940-a88e-788974fc54fa","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","WC Lobby","Fit Off","Shower trays installed"
"38bfa31d-6c8b-5655-b88b-500b758f8412","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","WC Lobby","Fit Off","Area left clean and tidy (attach photo)"
"7b86edbf-21b2-5dd3-9b30-2f1e5f0f2605","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","WC Lobby","Fit Off","All work 100% completed to required specifications"
"425657cb-f1f8-47b2-9045-24532fc34bc0","","folder-normal","not-started","","step","TRUE","FALSE","Basement","Common Areas","WC's"
"8ad2e821-dec9-4211-ac16-150f25e8a3eb","","checklist-flat","not-started","Rough In Checklist","checklist-flat","FALSE","FALSE","Basement","Common Areas","WC's","Apartment Rough In Checklist"
"fcf862db-e023-5082-a97d-3789096f9b7a","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","WC's","Apartment Rough In Checklist","Area clear, tidy and accessible (attach photo)"
"9e465e2c-d877-5df4-9431-9f15de60e4f0","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","WC's","Apartment Rough In Checklist","Previous substrate acceptable - Walls framed and timber studs installed"
"acd1de4a-ea36-501e-b548-3c77d89e6a51","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Common Areas","WC's","Apartment Rough In Checklist","Cavity pockets installed"
"724f8e22-98a9-42e3-a12a-147151ddc2da","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","Basement","Common Areas","WC's","Installation"
