"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"0263d9c4-7e44-47e1-b13b-4311d12fc2f5","","checklist-flat","no-status-started","Project Details","checklist-flat","FALSE","FALSE","Job Details"
"53773ad8-29ca-418d-9c53-61b97c62b58c","folder-normal has incorrect meta.stepType folder-progress","folder-normal","fail","","step","TRUE","FALSE","RSB Electrical QA"
"c12de540-eb4b-41e6-b63b-7e5bf0f16be9","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01"
"e0670424-0a13-42a2-bead-ed2d30d07478","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Main Switchboard"
"128fc72e-3e02-41c5-b5de-ced0789a56c8","","checklist-sectioned","not-started","Distribution Board","checklist","FALSE","FALSE","RSB Electrical QA","B01","Main Switchboard","MSB 1.05"
"1ed9c17c-6f10-4ab8-8f14-8daa3b9f08fd","","checklist-sectioned","not-started","Distribution Board","checklist","FALSE","FALSE","RSB Electrical QA","B01","Main Switchboard","MSB 1.08"
"9d87af69-804f-4b84-a002-60324d2b070a","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Distribution Boards"
"bea4ed03-7bbc-49ba-bac6-f87228e2817c","","checklist-sectioned","not-started","Distribution Board","checklist","FALSE","FALSE","RSB Electrical QA","B01","Distribution Boards","Distribution Board checklist"
"03df39c8-129f-4a57-b25f-7450f9d32fd3","","checklist-sectioned","not-started","Distribution Board","checklist","FALSE","FALSE","RSB Electrical QA","B01","Distribution Boards","Distribution Board checklist"
"3ee71edd-ab74-47e7-a24e-caf4ba85f2f1","","checklist-sectioned","not-started","Distribution Board","checklist","FALSE","FALSE","RSB Electrical QA","B01","Distribution Boards","Distribution Board checklist"
"7e69ef90-a110-4e3f-bfe5-d344d67f7d7a","","checklist-sectioned","not-started","Distribution Board","checklist","FALSE","FALSE","RSB Electrical QA","B01","Distribution Boards","Distribution Board checklist"
"27763ade-e993-4f54-b0cd-5cfd086d8ef6","","checklist-sectioned","not-started","Distribution Board","checklist","FALSE","FALSE","RSB Electrical QA","B01","Distribution Boards","Distribution Board checklist"
"9a8e4f02-ca84-4a3c-ae4f-79643c6fb4cd","","checklist-sectioned","not-started","Distribution Board","checklist","FALSE","FALSE","RSB Electrical QA","B01","Distribution Boards","Distribution Board checklist"
"46cd89cd-e19d-460d-8d69-3e08e9ebbcd0","","checklist-sectioned","not-started","Distribution Board","checklist","FALSE","FALSE","RSB Electrical QA","B01","Distribution Boards","Distribution Board checklist"
"10190676-911b-453c-9be5-829ae666024f","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Cable Ducts & Trays"
"c4af46ee-d38a-473f-9e45-75fed7f9e3c6","","checklist-flat","not-started","B03 - Cable tray checklist","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Cable Ducts & Trays","Cable tray checklist"
"4c933185-955c-48f0-8f6a-a67f7ca26ba6","","checklist-flat","not-started","B03 - Cable tray checklist","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Cable Ducts & Trays","Cable tray checklist"
"760df78b-947e-4bed-9b5e-ad0ffa1f3720","","checklist-flat","not-started","B03 - Cable tray checklist","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Cable Ducts & Trays","Cable tray checklist"
"1e0961e1-9277-46f1-9622-4bbee350afa7","","checklist-flat","not-started","B03 - Cable tray checklist","checklist-flat","FALSE","FALSE","RSB Electrical QA","B01","Cable Ducts & Trays","Cable tray checklist"
"a02df0a4-4396-4c69-a16a-0f82df93c228","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area A"
"a5dd00d8-cb8c-4520-a493-01233bf1d6e7","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area A","Power"
"c4ca7bb0-3df9-455f-9d48-0c498bc6db6a","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area A","Power","First Fix"
"4918d3eb-8e5c-4349-9e71-c1482135b9f1","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area A","Power","First Fix","Basement"
"1720aac6-1052-4138-9fc0-11637b638e4a","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Ground Level","Lobby"
"84b20156-12ab-437e-b998-18eae7169ec2","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Ground Level","Manager room"
"c7a3da13-1e64-4df3-b08d-762382f3667f","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Ground Level","Meeting room"
"6e3c2867-7181-4f35-9330-5be92f741191","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Ground Level","Office  Room"
"c033a4f3-4502-473e-95fc-a660e7358db9","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Ground Level","Print room"
"947df425-a71f-45d7-9fe8-c1d5b41cd161","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Ground Level","PABX room"
"aebb6004-bf59-4c63-a8de-611d9ac8ab95","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Ground Level","Pool changing 1"
"370d2dc3-ab95-4d1b-ad00-8d9f0ef68d80","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Ground Level","Pool changing 2"
"6b29cbbc-2087-4973-9971-316e0f00e430","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Ground Level","Sales room"
"657ed50a-6c20-4000-adc3-4e4d0185dd79","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Ground Level","Services room"
"12507d08-ed24-4c22-8b02-6e90304e6eeb","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Ground Level","Storage room"
"eba72465-3316-40cc-88a7-21b4cdbe1753","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Ground Level","Swimming pool room/spa room"
"4a392ffc-61e2-4571-aceb-063d4e9f2bf1","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Ground Level","Reception"
"e91e1d9d-74bb-44de-82bf-3e02c9601d8f","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Ground Level","Valve room"
"87805c7f-f9ac-478c-8fa5-61c5cebed158","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Ground Level","Bed G1"
"ec8c1ecc-a640-43bb-b7b4-484400ef936e","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Ground Level","Bed G2"
"10b33f5d-cfee-4bb1-87ae-f2188d9c8dcb","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Ground Level","Bed G3"
"97a92836-4790-4896-864a-8d8fe88e34ab","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Ground Level","Bed G4"
"667024ee-9891-4388-9792-b8a36460c1f8","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 1"
"fbbe55f3-d1cb-42b1-8fd1-feb76064fdc2","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 1","VC Lounge"
"380bbe55-a1b1-42c8-8dd5-b19fc965a51a","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 1","Café"
"4adba1dd-a310-49da-84ea-28dce2c82c5d","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 1","Café Dining"
"aa53c28c-c2ee-4bab-b70c-a196659302d1","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 1","Mezzanine"
"7e1488ab-4435-43d0-b2e0-49339fb56793","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 1","Hair Salon"
"70087d5b-de7e-46bd-ad0b-89b47c1f62b4","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 1","Beauty Room"
"23469f13-b613-419e-987d-9aebe7f96721","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 1","Bar"
"b569c59e-f472-41a0-b323-555f0bf7a74c","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 1","VC Lounge"
"281a2a0d-dd85-4dac-bbe9-c1e3312738e4","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 1","Entrance Void"
"0553de28-ac04-4a53-9e1f-f24dfdb0aa74","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 1","Service room"
"a6ee8b9d-f0a6-474f-98d4-ea7671b34b7c","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 2"
"b2dd7c54-a3de-4514-845c-946924a5df05","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 2","Corridor"
"bd4c8de9-0aed-4f78-9585-aa816e943199","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 2","Laundry"
"20d46bfa-831f-4bbd-8508-7dca54f0943e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 2","Lobby"
"24d0dc52-f8d3-44bb-b806-4567919fbef6","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 2","Services room"
"695c2ab5-383b-490a-b6f8-de71103bb042","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 2","ALS 251"
"3ec7f0b9-6550-40c9-93e1-83d032c6f1ea","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 2","ALS 252"
"ab959ecd-b8dc-48ad-877d-5c1a80436c22","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 2","ALS 253"
"cd835cbe-2221-4212-8b47-43ad9bc48cb6","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 2","ALS 254"
"76790a45-09e2-42fe-b660-e5f2de779b24","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 2","ALS 255"
"3dcd466b-d155-4c16-bd4c-60dbbde87417","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 2","ALS 256"
"9b500122-27ff-43ed-a842-237e595c3355","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 2","ALS 257"
"6413d735-b7ee-4ca6-a11e-3ae6e68c9e49","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 2","Bed 201"
"c1fc941d-140b-4dda-ab26-41fb5d980806","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 2","Bed 202"
"79e79f53-fcd7-4af8-ae4e-17abe885cce0","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 2","Bed 203"
"f0d7c635-f92a-4f64-a0ae-d2364655ea84","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 2","Bed 204"
"d85877bf-a62e-41d0-bdbf-fc64d2bb51a2","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 3"
"9352649e-0480-45c1-a537-604a6b17d26a","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 3","Lobby"
"af61f441-5ba0-4aeb-9446-f6f7174337bd","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 3","Corridor"
"3fc699cc-7c86-4939-a26f-cbe85bb19d51","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 3","Laundry"
"57e75b67-81d9-4c7e-82fa-336ecf8b1695","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 3","Services room"
"a8edb54a-2ebf-4de1-8633-90fcfcd744f8","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 3","ALS 351"
"a7d43b56-68d6-4cd9-ba0c-c787006c75e8","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 3","ALS 352"
"05ed9906-2a53-4dac-be4e-3d3141df9ee8","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 3","ALS 353"
"a2723b15-bec3-4aca-a5fa-74016fa84383","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 3","ALS 354"
"63a8f2c9-ebeb-4883-8a6a-c5c32b8662d9","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 3","ALS 355"
"ac08e5c7-1f1f-43cc-a867-1b9c2a6e78da","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 3","ALS 356"
"34393a5e-fbb7-48d8-9c2b-c54c9ccb35cb","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 3","ALS 357"
"4cdcfa8d-0153-40ef-ba07-eced6a378bdd","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 3","Bed 301"
"e564cfe6-7d89-4336-ad52-b93bad3b998c","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 3","Bed 302"
"8d141c0e-d968-4a33-bedf-4fbc9e43ebe3","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 3","Bed 303"
"88ab5d75-56b8-4d78-b5ba-a86145442437","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 3","Bed 304"
"e2d770a5-ee55-48fb-bb49-5b88e47e1aac","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 4"
"968d7563-6000-4c50-bb6b-2bc9417ba271","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 4","Corridor"
"10852e9e-6667-4de0-b62a-774dd0c48ba7","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 4","Lobby"
"80e31e4a-64e5-4979-ad68-f906f1c3cfc9","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 4","Rubbish"
"a46d4046-86d6-48f8-8119-202cffc56678","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 4","Servces Room"
"87e907f8-6e53-4f0f-81c9-2960de83a6a8","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 4","APT 451"
"408a3739-f769-4711-b936-9476b11aec6c","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 4","APT 452"
"ce4b689c-ad14-4bce-80a5-8ca5eb4df2f3","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 4","APT 453"
"9f65712f-22aa-4a1b-ada1-59f81e8eb771","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 4","APT 454"
"2e2dd1a4-cb02-48bc-a8ce-4aca88ebcff1","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Level 4","APT 455"
"e26347c4-29b8-49f0-a255-c2aa31e597a6","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Lift"
"15364fe9-340e-4b63-ba3f-47850e88853d","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Stairs"
"f34a2775-f92c-4941-8a50-3b9542e46652","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Stairs","Stair 1"
"cada8cfa-55f2-4d51-94f6-cc880ff7f2c3","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Stairs","Stair 5"
"e6af4085-eb6a-4e53-9b1f-ba3bc165243d","","checklist-sectioned","not-started","B03 - Second Fix","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Power","Second Fix","Stairs","Stair 8"
"256cb5c8-f42b-4d9d-8fe5-ab859edb2433","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area A","Lighting"
"b6ed3e60-6da4-4e06-a4ac-400358ba6a9f","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area A","Lighting","First Fix"
"42b3e77b-ce43-40b3-bba1-a37b9c704392","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area A","Lighting","First Fix","Basement"
"764ca824-c83b-4e17-a56e-efd0e7758d37","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Lighting","First Fix","Basement","Carpark"
"13262083-2254-4742-b8ff-a0258875708d","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Lighting","First Fix","Basement","Pool Treatment Room"
"ef1419f8-585d-40cb-bccb-306cd9cf7ede","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Lighting","First Fix","Basement","Resident workshop"
"8577aacb-474f-4bd8-b3b1-8ee7c03a0a94","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Lighting","First Fix","Basement","Lobby"
"79a72660-7964-40e1-8a60-260df2784240","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Lighting","First Fix","Basement","Spa"
"7fca992d-b4f7-4135-b2ba-008f0242d69d","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area A","Lighting","First Fix","Ground Level"
"3dc03876-2802-4641-a057-bde11d00280f","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Lighting","First Fix","Ground Level","Gym"
"9128b523-5bd4-4756-abd4-0e0917d9a741","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Lighting","First Fix","Ground Level","Foyer"
"6bd453e7-91cb-45b4-b1fa-6bcd9999d575","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Lighting","First Fix","Ground Level","Lobby"
"d6d14209-6c5c-4a86-9136-9ed0d4bbfa12","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Lighting","First Fix","Ground Level","Manager room"
"5455fe94-34f5-4941-98a4-56e91411b555","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Lighting","First Fix","Ground Level","Meeting room"
"786813b8-2eac-41b3-8e88-3bbcb1e778df","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Lighting","First Fix","Ground Level","Office  Room"
"809e4a2d-c185-4e52-aeb5-374b50f38068","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Lighting","First Fix","Ground Level","Print room"
"daf7f1f1-e82f-4163-9c0b-1e7f5ca8ee89","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Lighting","First Fix","Ground Level","PABX room"
"af204d6b-fdee-46fa-ae68-347506aa404e","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Lighting","First Fix","Ground Level","Pool changing 1"
"191c5160-8d21-446f-96cc-fe00c2ffcf09","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Lighting","First Fix","Ground Level","Pool changing 2"
"8f712a1c-337f-4c53-9ffb-9836b09c3b96","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Lighting","First Fix","Ground Level","Sales room"
"f26c56e2-50be-48b0-b33f-a7e4de51c5de","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Lighting","First Fix","Ground Level","Services room"
"f86e6df1-598e-44fc-8be9-ca5d629bab24","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Lighting","First Fix","Ground Level","Storage room"
"97cb1fad-6db1-4a87-8329-b4ff693efaa6","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Lighting","First Fix","Ground Level","Swimming pool room/spa room"
"644512f9-88f4-45f2-b0ca-cda55645762c","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Lighting","First Fix","Ground Level","Reception"
"81bd3b62-122a-43f4-b275-c6c9383598cb","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Lighting","First Fix","Ground Level","Valve room"
"b6a319dc-8389-4019-bd52-95853b173fd5","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Lighting","First Fix","Ground Level","Bed G1"
"26876240-a4c7-402d-a14c-dfeff5aedb8e","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Lighting","First Fix","Ground Level","Bed G2"
"d9657b6d-86ae-49d5-91d2-e1c06b3af763","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Lighting","First Fix","Ground Level","Bed G3"
"c6ac8086-a229-4c8c-92ae-a707860ff15b","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Lighting","First Fix","Ground Level","Bed G4"
"842c6872-4f1d-449c-9bf3-3b00a3938f6e","","folder-normal","not-started","","step","TRUE","FALSE","RSB Electrical QA","B01","Area A","Lighting","First Fix","Level 1"
"f755353d-03b8-4eac-a59c-794e407bfd8c","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Lighting","First Fix","Level 1","VC Lounge"
"0a3227e3-e386-4855-91d7-b65e5f7c2d3a","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Lighting","First Fix","Level 1","Café"
"eaa91456-6e4b-4c5b-9352-be0906f1651c","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Lighting","First Fix","Level 1","Café Dining"
"b14e35ec-1eaf-41de-b3d4-117d666ce596","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Lighting","First Fix","Level 1","Mezzanine"
"6d45851c-9fad-4224-abc4-2be7c7e51cef","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Lighting","First Fix","Level 1","Hair Salon"
"044bdd15-f574-4536-bf47-c1e90e86d237","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Lighting","First Fix","Level 1","Beauty Room"
"b754bd91-d330-45d3-8a63-3d9b85804700","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Lighting","First Fix","Level 1","Bar"
"cb95813b-3c1a-4741-93d2-b9b7d54d4fb2","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Lighting","First Fix","Level 1","VC Lounge"
"e94953f8-5a50-46d9-9642-6f557c426716","","checklist-sectioned","not-started","B01 - First Fix QA","checklist","FALSE","FALSE","RSB Electrical QA","B01","Area A","Lighting","First Fix","Level 1","Entrance Void"
