"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"38c7fe6a-c79b-4c66-830f-91fc7b7c17d7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"dd37bff1-2a7d-45fd-8ee6-5dd137925c42","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Drains"
"39136060-8093-4d55-aca7-65eeab624fa9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Drains","Ground Floor"
"4c5d9b9f-ec14-4191-a0c9-f6765d903bba","","checklist-flat","not-started","Drains","checklist-flat","FALSE","FALSE","Site QA","Drains","Ground Floor","H100-1"
"8a24abd4-873b-5a85-bdb2-06b57685f894","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","D2-0.2","FW CLEANNED, COVERED AND CLEAR OF DEBRIS"
"686c2114-fc54-5946-aeb8-c93c0db022f2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","D2-0.2","AAV REQUIRED?"
"a524a43a-a3e5-5e93-aae3-796dba9b9bcf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","D2-0.2","FIXTURE SET OUT CORRECT"
"e21a6518-0603-573e-aa3f-a47307f34380","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","D2-0.2","CLIENT VARIATION CHECKED AGAINST SCHEDULE"
"ee661b0a-840d-422f-b9d0-a28697e89de1","","checklist-flat","not-started","Rough In","checklist-flat","FALSE","FALSE","Site QA","Rough In","Ground Floor","E1-1.00"
"a2d11e86-b410-5e03-a141-985a6bd4cff9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-1.00","DRAIN COMPLETE"
"1711cccf-d44d-50fb-b18b-33877be19d41","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-1.00","LAGGING COMPLETE"
"03678baa-1821-5a12-9396-f2731bc47231","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-1.00","DOWNPIPE ON"
"eb7c5bed-6699-521c-a487-211811f733c9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-1.00","OVERFLOW EXPOSED AND CHOPPED DOWN"
"bfb3096d-959d-554f-a741-cb7e695a71d4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-1.00","UN-USED PENO'S SEALED"
"3a2742a5-aaf6-5870-898e-0632f1c8b699","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-1.00","ROUGH IN COMPLETE"
"0b5d6e15-1e1a-5a5e-ae72-b5a6f951adeb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-1.00","HEADER PIPES FIRE CAULKED"
"fc5cea70-4a74-5f3a-9101-017c3c909480","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-1.00","TMV ACCESSIBLE TO A/P"
"2323dae6-b830-5d60-847a-534a0273d8fa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-1.00","HOT WATER METERS INSTALLED"
"a2082792-3020-5d20-bab7-fb67f52ce5ef","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-1.00","CROSS CONNECTIONS"
"465cab4d-3251-5b87-b9dd-adf18881ce6d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-1.00","MIXER STRAIGHT, SET BACK CORRECT"
"653d778e-1f46-56f4-a62b-ea5e9ce29573","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-1.00","WATER PRESSURE TESTED"
"4b620c91-c189-552a-84d0-19a4bd8a0283","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-1.00","ROLL OVERS COMPLETE AND SECURE"
"406d0572-1cdf-5532-9458-30b5c2f443f7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-1.00","APARTMENT CLEAN OF MATERIALS"
"05609edc-3f41-5af2-ae0f-5839e53656f7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-1.00","D/P CLIPPED"
"fecedaf5-b60a-5023-b739-6f13dc9be0b3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-1.00","FW CLEANNED, COVERED AND CLEAR OF DEBRIS"
"09d2e3a1-911f-58b8-a4ac-b123adfc7f2e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-1.00","AAV REQUIRED?"
"efdede5c-351e-5a5c-9571-72f124fd86bb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-1.00","FIXTURE SET OUT CORRECT"
"41efb26e-47a7-5cf5-9814-8d122e2f824a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-1.00","CLIENT VARIATION CHECKED AGAINST SCHEDULE"
"d11eb066-4a07-44a5-89cf-32d23d12b451","","checklist-flat","not-started","Rough In","checklist-flat","FALSE","FALSE","Site QA","Rough In","Ground Floor","E1-2.00"
"e64eb3a9-1d37-5acb-af10-37613f20a1de","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-2.00","DRAIN COMPLETE"
"8bd5df36-b6ae-5810-a663-6075d62c21fa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-2.00","LAGGING COMPLETE"
"778c199e-e2e4-514b-bc83-bf509135e145","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-2.00","DOWNPIPE ON"
"a5ca7156-0ee1-5580-8e37-9bd5580a1b6a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-2.00","OVERFLOW EXPOSED AND CHOPPED DOWN"
"a1b623c4-a27f-50b4-a82c-90360dfcd9f5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-2.00","UN-USED PENO'S SEALED"
"c27ae639-31e2-568f-9af2-920c12460b3a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-2.00","ROUGH IN COMPLETE"
"ccb51f9b-b4ff-5f31-bbcc-029739697d45","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-2.00","HEADER PIPES FIRE CAULKED"
"f7020dc8-d962-5da0-8946-996fb227c650","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-2.00","TMV ACCESSIBLE TO A/P"
"d00b8957-8e31-5698-a2fe-62dfeee10628","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-2.00","HOT WATER METERS INSTALLED"
"de05e8dd-1a97-5fa4-a009-29d84cc4957f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-2.00","CROSS CONNECTIONS"
"9843bd68-b634-51d0-b340-4500cc2ded00","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-2.00","MIXER STRAIGHT, SET BACK CORRECT"
"d5340ce0-1fb0-53f7-884d-204c8f0e9692","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-2.00","WATER PRESSURE TESTED"
"c71d9bc6-abb5-5661-ab67-fabd159c7bdf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-2.00","ROLL OVERS COMPLETE AND SECURE"
"ef1b331b-2af9-501d-9e14-45672d98869f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-2.00","APARTMENT CLEAN OF MATERIALS"
"fdd2d37a-278e-5a49-b026-99aefa1dbf4b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-2.00","D/P CLIPPED"
"10c9055f-0687-508f-8d75-465ead8c0e19","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-2.00","FW CLEANNED, COVERED AND CLEAR OF DEBRIS"
"fc71504d-e20b-591b-a9c7-2251e788b8bb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-2.00","AAV REQUIRED?"
"703ca4f4-a6e1-5d48-8966-3e6718b8e940","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-2.00","FIXTURE SET OUT CORRECT"
"c400c696-0f4a-53c6-99ad-6ed1e14125df","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-2.00","CLIENT VARIATION CHECKED AGAINST SCHEDULE"
"8e4dc7c2-1f44-44b6-826e-2758ac55fbed","","checklist-flat","not-started","Rough In","checklist-flat","FALSE","FALSE","Site QA","Rough In","Ground Floor","E1-3.00"
"4a982725-cb2d-51cf-9760-059ccceeb1de","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-3.00","DRAIN COMPLETE"
"b723d884-f420-57ad-aa67-d15c24eb86f6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-3.00","LAGGING COMPLETE"
"ed9284b5-5068-50ad-b191-d56ff8cb8c6e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-3.00","DOWNPIPE ON"
"1c780cb6-82f5-572e-88ce-6eb1e8cc52d3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-3.00","OVERFLOW EXPOSED AND CHOPPED DOWN"
"cbed2944-d7e7-5a73-ac6e-7215298c90eb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-3.00","UN-USED PENO'S SEALED"
"221886fb-92e2-5dee-98b5-d866276e3c53","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-3.00","ROUGH IN COMPLETE"
"39ebf95f-9e3d-5071-8150-94e091eedd22","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-3.00","HEADER PIPES FIRE CAULKED"
"1ae3aa70-ae7a-533d-983b-b3ec0cb7a237","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-3.00","TMV ACCESSIBLE TO A/P"
"42eca861-d420-5ff6-9d7f-ac027a599721","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-3.00","HOT WATER METERS INSTALLED"
"0e397f53-503c-54e5-b9f3-a8ec6450b551","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-3.00","CROSS CONNECTIONS"
"fb1c4b1e-e549-5dc4-bb02-1f268810a758","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-3.00","MIXER STRAIGHT, SET BACK CORRECT"
"174a8746-da91-52e3-aa7f-595f38298c3d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-3.00","WATER PRESSURE TESTED"
"1d5d0fec-7229-50e3-b3b4-9d02991cf4fd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-3.00","ROLL OVERS COMPLETE AND SECURE"
"4d912b29-6f9e-5c1c-a0dd-8cb14c140984","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-3.00","APARTMENT CLEAN OF MATERIALS"
"550dfd7d-277a-5783-ad09-63befb9d5376","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-3.00","D/P CLIPPED"
"7e4449e5-4b5c-5387-8453-1526848ed41a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-3.00","FW CLEANNED, COVERED AND CLEAR OF DEBRIS"
"60d369a9-241a-5f67-a325-16e61be62722","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-3.00","AAV REQUIRED?"
"a205d0cb-7462-5c35-975f-7403dec0b0c9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-3.00","FIXTURE SET OUT CORRECT"
"4ad21396-4db6-5353-a106-4028bb78c31a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-3.00","CLIENT VARIATION CHECKED AGAINST SCHEDULE"
"8ea91333-10be-4e0d-af11-8d1c969891bc","","checklist-flat","not-started","Rough In","checklist-flat","FALSE","FALSE","Site QA","Rough In","Ground Floor","E1-4.00"
"fde60574-fbab-5471-9ac1-f1d9fadc6d7b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-4.00","DRAIN COMPLETE"
"8dbbaaf3-06d0-5c21-8652-f94f2c9e8843","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-4.00","LAGGING COMPLETE"
"43cd4a18-f6ff-5468-8c5d-fbe5f5cfb343","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-4.00","DOWNPIPE ON"
"b1a584bc-69a1-5233-bb17-1de74ee336db","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-4.00","OVERFLOW EXPOSED AND CHOPPED DOWN"
"f3dd22f5-a234-5065-8894-d35e91066e7d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-4.00","UN-USED PENO'S SEALED"
"05bab0a0-34d0-57a5-9b8d-85f224975105","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-4.00","ROUGH IN COMPLETE"
"5b0d10be-1d1a-5fdb-a7ef-2084f2b48693","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-4.00","HEADER PIPES FIRE CAULKED"
"e1ab55e6-974f-55ed-8ef1-3c0bfb6c10b6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-4.00","TMV ACCESSIBLE TO A/P"
"ee708571-3c4d-5125-870b-8a10ba21e271","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-4.00","HOT WATER METERS INSTALLED"
"2d80091c-6de1-5855-b48a-2b0f539a6ace","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-4.00","CROSS CONNECTIONS"
"12b9ce77-4d64-5bce-b4d6-814e60f1c724","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-4.00","MIXER STRAIGHT, SET BACK CORRECT"
"74f792e5-db45-5182-a575-fe36c27c8807","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-4.00","WATER PRESSURE TESTED"
"21809941-9f35-5b73-bfd8-01c86e2c3400","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-4.00","ROLL OVERS COMPLETE AND SECURE"
"7e5bf9e4-e23d-58ce-8e68-2fbcedccf7ae","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-4.00","APARTMENT CLEAN OF MATERIALS"
"8aa2725d-60ce-5289-88e9-8b3dc21f4ca2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-4.00","D/P CLIPPED"
"bdbf8d95-8541-532b-8eae-3977d68ad61d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-4.00","FW CLEANNED, COVERED AND CLEAR OF DEBRIS"
"aeeb540e-cb8c-573e-8edb-86c795e64c69","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-4.00","AAV REQUIRED?"
"30e75474-e21f-5226-adb7-fdde2bb5ffa5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-4.00","FIXTURE SET OUT CORRECT"
"789cacac-9bc0-572e-9475-08b0a0728d46","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-4.00","CLIENT VARIATION CHECKED AGAINST SCHEDULE"
"e72cefbe-ccd2-4b35-b9af-105c5d78b5a9","","checklist-flat","not-started","Rough In","checklist-flat","FALSE","FALSE","Site QA","Rough In","Ground Floor","E1-5.00"
"3a991adb-54b9-59ed-9f0a-0f6f71179b53","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-5.00","DRAIN COMPLETE"
"327a2170-fe0f-5290-82c4-3a6b128e1442","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-5.00","LAGGING COMPLETE"
"12b04baa-81ca-5a55-a6f5-7cfe1ef8f3c7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-5.00","DOWNPIPE ON"
"b335b5fe-8f05-5001-8b6a-2bc14465e88b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-5.00","OVERFLOW EXPOSED AND CHOPPED DOWN"
"62a8d920-234c-5578-911f-1fc5587a161e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-5.00","UN-USED PENO'S SEALED"
"d82c3fef-fcd5-5747-9e09-1b3c94a49704","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-5.00","ROUGH IN COMPLETE"
"7038ac99-8629-5570-a9f2-8cbbb39f1aef","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-5.00","HEADER PIPES FIRE CAULKED"
"9514b47f-9c28-5aad-b79e-8af4e16ef856","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-5.00","TMV ACCESSIBLE TO A/P"
"86eaf9d5-deac-50a6-8227-866cd30c1ae6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-5.00","HOT WATER METERS INSTALLED"
"39127045-2fe5-501f-abed-a547ff330c0c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-5.00","CROSS CONNECTIONS"
"0d5aa2ff-ed1b-5c04-b6e1-9e334e4f4147","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-5.00","MIXER STRAIGHT, SET BACK CORRECT"
"d22062c1-78cb-5bc8-8e32-7e2367dba743","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-5.00","WATER PRESSURE TESTED"
"4cc4bc8f-3377-5812-b43c-15ed263ca0aa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-5.00","ROLL OVERS COMPLETE AND SECURE"
"dd34af0c-83fe-54ae-85a8-765e68eb75fd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-5.00","APARTMENT CLEAN OF MATERIALS"
"6b1a5399-4fd4-501e-bc11-ae7034f4e554","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-5.00","D/P CLIPPED"
"63be7679-4d5a-5059-99eb-78778540f78b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-5.00","FW CLEANNED, COVERED AND CLEAR OF DEBRIS"
"34303a98-951c-5264-ac55-bb7552c626a8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-5.00","AAV REQUIRED?"
"7f13efbc-de20-54eb-b837-2a87a04eee71","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-5.00","FIXTURE SET OUT CORRECT"
"1835276f-4ab5-5042-b0cd-102b813237de","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-5.00","CLIENT VARIATION CHECKED AGAINST SCHEDULE"
"a44b9eea-f7b0-406c-b3bf-6d61142cee94","","checklist-flat","not-started","Rough In","checklist-flat","FALSE","FALSE","Site QA","Rough In","Ground Floor","E1-6.00"
"0317e0ed-e4c5-5c8c-a8d4-a898a9904ccb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-6.00","DRAIN COMPLETE"
"8a0c4280-6412-51cd-b60a-80ffd788c2b2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-6.00","LAGGING COMPLETE"
"04004284-d641-56e0-b034-9b4e88916d08","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-6.00","DOWNPIPE ON"
"40741433-86e0-59da-b8c4-7299f2e87dbf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-6.00","OVERFLOW EXPOSED AND CHOPPED DOWN"
"8e8bf208-d32d-53bb-a4e9-0c593032e8f4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-6.00","UN-USED PENO'S SEALED"
"71919d83-4ae1-52fb-8c59-458d18ebbc72","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-6.00","ROUGH IN COMPLETE"
"81c1c79e-e71e-5159-a561-5d0b96855d3d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-6.00","HEADER PIPES FIRE CAULKED"
"bd2c1bc7-76e3-563b-96c2-3bfb8953c79b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-6.00","TMV ACCESSIBLE TO A/P"
"1407b501-8d1f-512e-8417-b5946c363135","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-6.00","HOT WATER METERS INSTALLED"
"09b6c406-b04c-54db-8f92-d008278adade","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-6.00","CROSS CONNECTIONS"
"d9ce94b7-3b63-542b-90bf-ff6f2d82fe36","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-6.00","MIXER STRAIGHT, SET BACK CORRECT"
"0587f92d-a330-5e93-b4c7-1a56ab44479e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-6.00","WATER PRESSURE TESTED"
"90bdc8d2-8e2f-533b-951e-793a36371c1b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-6.00","ROLL OVERS COMPLETE AND SECURE"
"704ff3a5-a733-55dc-a134-c1cd98eaeddd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-6.00","APARTMENT CLEAN OF MATERIALS"
"84d431da-0810-5e2b-a0a7-1247ba6384af","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-6.00","D/P CLIPPED"
"30ffc659-3f2d-5097-97e8-5ef8fd4a46f7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-6.00","FW CLEANNED, COVERED AND CLEAR OF DEBRIS"
"8f9bcb68-2515-5f7b-8124-a7601cdb8ac6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-6.00","AAV REQUIRED?"
"7c195892-8f36-5ea4-b49d-bc8ba7564740","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-6.00","FIXTURE SET OUT CORRECT"
"1ae31d3d-52ff-58cb-8242-b44ce1462ba9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Rough In","Ground Floor","E1-6.00","CLIENT VARIATION CHECKED AGAINST SCHEDULE"
