"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"26fcea79-2069-4951-a014-3e775d3b359c","","folder-normal","fail","","step","TRUE","FALSE","Station Box"
"1f862615-ee8b-4b14-bbac-634d0b039ef4","","folder-normal","work-in-progress","","step","TRUE","FALSE","Station Box","Lift 01"
"b4f821a7-c8ad-4d7d-9080-515af3bfa2d8","","folder-normal","pass","","step","TRUE","FALSE","Station Box","Lift 01","Zone C (Western end)"
"db48e4bb-d793-4eed-ac43-6adb9ae759d6","","checklist-sectioned","pass","5e2aca4a77bdc90475ab6c3dcfe1b551cd16e8bd070cc04f94212ccd78dfde8f","checklist","FALSE","FALSE","Station Box","Lift 01","Zone C (Western end)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation - Zone C 20230223 - Rev.00"
"547de478-8cc6-5968-ab05-c20cc100d9cc","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 01","Zone C (Western end)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation - Zone C 20230223 - Rev.00","Pre-Excavation"
"6cd5bac5-8d85-5866-a42c-498b94749872","","checkpoint-status","not-started","","","TRUE","TRUE","Station Box","Lift 01","P144 to 161","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Verification & Documents","This is to confirm Delta have carried out all necessary inspections and verifies that the work has been completed and conforms to the contract specification"
"7b87b5d5-9430-5e5c-b476-3255341affee","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Station Box","Lift 01","P144 to 161","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Verification & Documents","Please attach copies / photos of the following documents ( Inspection Report, Product Details, Sample Material, Test Results / Certificates, Dockets & Other Certificates)"
"8030654b-2ed8-4b34-a26d-0767579fc13d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Station Box","Lift 01","P131 to P145 (Zone A)"
"a161e94f-cfb2-459f-87e1-8c55a8bc3cea","","checklist-sectioned","work-in-progress","N3-456 WSA SBT - ITP001 - Station Box","checklist","FALSE","FALSE","Station Box","Lift 01","P131 to P145 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation"
"443cab79-99f9-52b4-a96e-9f43809887e7","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 01","P131 to P145 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Pre-Excavation"
"ee3c1932-a640-5bf8-b5c0-78b7271cbb4d","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 01","P131 to P145 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Pre-Excavation","Structural & Architectural Drawings - Please attach"
"0df025d1-89ef-5912-908c-a316c524a4c9","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 01","P131 to P145 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Pre-Excavation","Signed off by Delta Group & CPB"
"93edda80-72db-5e4c-8bc4-3877aa2f8452","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 01","P131 to P145 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Pre-Excavation","Surveyor set out in accordance with latest drawings above:"
"f1414fff-90ce-56e4-809e-62d9b9e76b4d","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 01","P131 to P145 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Pre-Excavation","Permit to Excavate - issued by head contractor prior to works commencement"
"945a8fb9-4545-5559-94d3-0db443f01e3c","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 01","P131 to P145 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Pre-Excavation","Signed off by Delta Group & CPB"
"a0cf3e52-0eb8-5a0f-b374-b6c93bd30a25","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 01","P131 to P145 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Bulk Earthworks"
"ae512aeb-5a24-52bd-9d35-16294c056623","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 01","P131 to P145 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Bulk Earthworks","Site supervisor to set-out of RL and dimensions per works planning"
"b471155e-1599-5836-9eab-ab8b2248a13f","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 01","P131 to P145 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Detail Excavation"
"1054e345-9e64-5050-a422-b9e45529be2f","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 01","P131 to P145 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Detail Excavation","Detailed excavation of foundation shall be completed to the depth and profile shown on the drawings."
"293cbfaa-328e-51b7-b7b7-4869074b36fa","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 01","P131 to P145 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Detail Excavation","Signed off by Delta Group & CPB"
"7d13c9af-8e85-50ab-9840-27192ce7ef2c","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 01","P131 to P145 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Detail Excavation","All foundations excavations shall be free of loose water softened material and ponding water prior to placing concrete. Excess water to utilise temporary drainage systems or to be removed by other means."
"98f6d468-4d4e-58ef-968e-848f9c7f7270","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 01","P131 to P145 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Detail Excavation","Signed off by Delta Group & CPB"
"3b304ec0-e350-541a-8212-68de90913348","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 01","P131 to P145 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation"
"72f2d37e-4ffb-56b0-99bd-aa69ff4ad4af","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 01","P131 to P145 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Pile issues"
"0b7f562c-9f9b-598a-8032-1430bf73614d","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 01","P131 to P145 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Rock slippage and failures"
"d9363f2a-2c99-5ac0-b463-3e882df2c1ca","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 01","P131 to P145 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Wet wedges"
"4869c3f6-9c87-5693-bd67-54e4cd50fa9a","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 01","P131 to P145 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Concrete failures"
"63b02144-5b9b-5df9-9623-25dfcdc85be3","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 01","P131 to P145 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Surveyor to confirm construction tolerances are achieved (excluding areas where rock cleavage does not allow for):"
"68d3219b-4a75-56e3-a011-2a04cbd5b2a7","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 01","P131 to P145 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Signed off by Delta Group & CPB"
"e7bc1b87-7361-51f4-b40c-341779169443","","checkpoint-status","not-applicable","","","TRUE","TRUE","Station Box","Lift 01","P131 to P145 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Surveyor to provide As-Built survey of foundation upon completion of work area."
"0b261bbb-8777-5bd1-a421-745dc3638576","","holdpoint","not-applicable","","","TRUE","TRUE","Station Box","Lift 01","P131 to P145 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Signed off by Delta Group & CPB"
"2425f308-3c8b-52c0-a5c4-65b00b3e58f5","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Station Box","Lift 01","P131 to P145 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Verification & Documents"
"1d9fbfc8-c069-5fb0-b7d1-064d68690532","","checkpoint-status","not-started","","","TRUE","TRUE","Station Box","Lift 01","P131 to P145 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Verification & Documents","This is to confirm Delta have carried out all necessary inspections and verifies that the work has been completed and conforms to the contract specification"
"f0459449-d0b5-5539-a0d9-5578a2bdd77e","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Station Box","Lift 01","P131 to P145 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Verification & Documents","Please attach copies / photos of the following documents ( Inspection Report, Product Details, Sample Material, Test Results / Certificates, Dockets & Other Certificates)"
"2a19dd3a-3d10-4867-ab9b-337c6859540a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Station Box","Lift 01","P090 to P103 (Zone A)"
"e35d016a-380e-4fe2-a1d8-14dfdfe1723a","","checklist-sectioned","work-in-progress","N3-456 WSA SBT - ITP001 - Station Box","checklist","FALSE","FALSE","Station Box","Lift 01","P090 to P103 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation"
"f4558314-4328-5c8d-bd49-ece842ec0561","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 01","P090 to P103 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Pre-Excavation"
"17a07f55-2fb2-5e1f-8c1c-8d5983f56617","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 01","P090 to P103 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Pre-Excavation","Structural & Architectural Drawings - Please attach"
"6ebf1514-5fb0-5980-927d-510421905df1","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 01","P090 to P103 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Pre-Excavation","Signed off by Delta Group & CPB"
"b7edbfa0-596d-5d19-b56d-b5638a651253","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 01","P090 to P103 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Pre-Excavation","Surveyor set out in accordance with latest drawings above:"
"b8ef1534-7637-5d27-abd5-437bab9966d3","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 01","P090 to P103 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Pre-Excavation","Permit to Excavate - issued by head contractor prior to works commencement"
"169ddb35-fe9a-57ed-972e-2e4725ae63ea","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 01","P090 to P103 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Pre-Excavation","Signed off by Delta Group & CPB"
"7d3fb831-df86-591c-b952-c38690a6ce16","","checkpoint-group","not-started","","","FALSE","FALSE","Station Box","Lift 01","P090 to P103 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Bulk Earthworks"
"85308ace-6e43-57cd-8f05-403e6c3722e7","","checkpoint-status","not-started","","","TRUE","TRUE","Station Box","Lift 01","P090 to P103 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Bulk Earthworks","Site supervisor to set-out of RL and dimensions per works planning"
"cc4b901a-15ba-5f7d-b4a4-eb9b90df7217","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 01","P090 to P103 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Detail Excavation"
"f45bf6ed-a516-5b4f-b464-d0bfee495679","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 01","P090 to P103 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Detail Excavation","Detailed excavation of foundation shall be completed to the depth and profile shown on the drawings."
"9ec3d018-30e9-529d-9129-45570c131738","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 01","P090 to P103 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Detail Excavation","Signed off by Delta Group & CPB"
"f164f64d-2ddc-586c-b2d7-afe2f7d7175e","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 01","P090 to P103 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Detail Excavation","All foundations excavations shall be free of loose water softened material and ponding water prior to placing concrete. Excess water to utilise temporary drainage systems or to be removed by other means."
"30487111-63d9-5585-8f8a-51b79dd9b31c","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 01","P090 to P103 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Detail Excavation","Signed off by Delta Group & CPB"
"5130bcc9-7723-5628-8da5-f7b43f1ab3e1","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 01","P090 to P103 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation"
"58481a6b-de03-563e-922b-39edced8f23a","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 01","P090 to P103 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Pile issues"
"be3b5f28-597d-50b0-ac21-a9e4005576b1","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 01","P090 to P103 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Rock slippage and failures"
"ad578963-9e51-54a7-a92d-c9cb77b8df3b","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 01","P090 to P103 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Wet wedges"
"7512db7f-f3ab-5bce-911d-244ac13344a1","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 01","P090 to P103 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Concrete failures"
"47226cb5-996f-5e5c-8252-6af4e1be5b06","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 01","P090 to P103 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Surveyor to confirm construction tolerances are achieved (excluding areas where rock cleavage does not allow for):"
"30b9f306-be1d-5e8c-9b1f-fe70d05121e4","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 01","P090 to P103 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Signed off by Delta Group & CPB"
"ea324d2d-7de5-5456-9dc2-9a8fcfccced9","","checkpoint-status","not-applicable","","","TRUE","TRUE","Station Box","Lift 01","P090 to P103 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Surveyor to provide As-Built survey of foundation upon completion of work area."
"dc69cac2-42e8-51b0-a460-3bbdc12b4220","","holdpoint","not-applicable","","","TRUE","TRUE","Station Box","Lift 01","P090 to P103 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Signed off by Delta Group & CPB"
"cf676266-5270-5097-8ce1-84b6d970235c","","checkpoint-group","not-started","","","FALSE","FALSE","Station Box","Lift 01","P090 to P103 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Verification & Documents"
"0f8d0b46-765f-58f5-aa63-467654135051","","checkpoint-status","not-started","","","TRUE","TRUE","Station Box","Lift 01","P090 to P103 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Verification & Documents","This is to confirm Delta have carried out all necessary inspections and verifies that the work has been completed and conforms to the contract specification"
"b1ae4e0f-6ac6-5cf8-bdc0-8ebd3f5c1fa7","","checkpoint-status","not-started","","","TRUE","TRUE","Station Box","Lift 01","P090 to P103 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Verification & Documents","Please attach copies / photos of the following documents ( Inspection Report, Product Details, Sample Material, Test Results / Certificates, Dockets & Other Certificates)"
"ff8828cf-8d3b-4e17-8911-6983bf5b06cb","","folder-normal","work-in-progress","","step","TRUE","FALSE","Station Box","Lift 01","P116 to P130 (Zone A)"
"14691690-ccdf-40e6-9d4b-40550bed14ce","","checklist-sectioned","work-in-progress","N3-456 WSA SBT - ITP001 - Station Box","checklist","FALSE","FALSE","Station Box","Lift 01","P116 to P130 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation"
"1b08eebb-0aba-56df-9dd3-fbdb0298ffb3","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 01","P116 to P130 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Pre-Excavation"
"ed7cb651-bc0f-594b-a8a0-f281de7864e0","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 01","P116 to P130 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Pre-Excavation","Structural & Architectural Drawings - Please attach"
"8bbc0dca-b4ee-583a-a00f-0df8d1b0306e","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 01","P116 to P130 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Pre-Excavation","Signed off by Delta Group & CPB"
"50fe5013-1630-5374-8c13-daf23976c7af","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 01","P116 to P130 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Pre-Excavation","Surveyor set out in accordance with latest drawings above:"
"e0c4a341-2289-55a7-adda-619fdb988b24","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 01","P116 to P130 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Pre-Excavation","Permit to Excavate - issued by head contractor prior to works commencement"
"8441f75e-4944-52e4-835f-1dfd866ba658","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 01","P116 to P130 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Pre-Excavation","Signed off by Delta Group & CPB"
"2f85e214-f0cc-58f9-aab3-d9f24a6fc799","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 01","P116 to P130 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Bulk Earthworks"
"408d9264-7757-51f4-8dae-888bdae5ef78","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 01","P116 to P130 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Bulk Earthworks","Site supervisor to set-out of RL and dimensions per works planning"
"84fcae2c-9c11-5c97-b472-f5c491ce09ab","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 01","P116 to P130 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Detail Excavation"
"2501b9e8-bbd9-5d11-a3ba-c980686bf2b4","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 01","P116 to P130 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Detail Excavation","Detailed excavation of foundation shall be completed to the depth and profile shown on the drawings."
"42c141d9-5853-5fbb-9cee-0a75c960e7ca","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 01","P116 to P130 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Detail Excavation","Signed off by Delta Group & CPB"
"fefabc52-6e0e-593b-8b33-7b64da7bc73a","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 01","P116 to P130 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Detail Excavation","All foundations excavations shall be free of loose water softened material and ponding water prior to placing concrete. Excess water to utilise temporary drainage systems or to be removed by other means."
"e64cc47d-a12c-520b-945d-5e6dc8376212","","holdpoint","pass","","","TRUE","TRUE","Station Box","Lift 01","P116 to P130 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Detail Excavation","Signed off by Delta Group & CPB"
"7f32ff5b-5101-5f95-b489-6611e1ba8ac4","","checkpoint-group","pass","","","FALSE","FALSE","Station Box","Lift 01","P116 to P130 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation"
"a96b721c-3582-54a8-a11b-8af91b02008b","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 01","P116 to P130 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Pile issues"
"659a389e-7d10-5374-a032-0ffd58e2e6cf","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 01","P116 to P130 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Rock slippage and failures"
"a20f07ac-903b-5780-a1c4-bd5d3eef55c0","","checkpoint-status","pass","","","TRUE","TRUE","Station Box","Lift 01","P116 to P130 (Zone A)","N3-456 WSA SBT - ITP001 - Bulk & Detailed Excavation","Post Excavation","Wet wedges"
