"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b8d2f43f-c338-499e-a4f3-a470deeee484","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"32803bc0-e1a6-4dac-a383-768f55281eab","","pass","","folder","TRUE","FALSE","Site QA","Stage 1"
"723508cf-5247-416f-a7fd-236c675935c1","","pass","","folder","TRUE","FALSE","Site QA","Stage 1","02.01 - Traffic Management"
"3f1bb331-e3a0-4577-9fae-f752002b8695","","pass","02.01 - Traffic Management","checklist","FALSE","FALSE","Site QA","Stage 1","02.01 - Traffic Management","TTM-02.01-LOT-001 - Traffic Management"
"2d6c6295-5e09-5e99-8120-3efc3d844d18","","pass","02.01 - Traffic Management:8111ace1-1386-5c1f-8290-3df28e3c8d3f","section","FALSE","FALSE","Site QA","Stage 1","02.01 - Traffic Management","TTM-02.01-LOT-001 - Traffic Management","Details"
"aed0687b-4466-56f3-ab00-2c2275f2eede","","pass","04.08 - Stripping of Topsoil:8111ace1-1386-5c1f-8290-3df28e3c8d3f:5863e867-6144-5c02-b156-1f05bad37ff5","checkpoint","TRUE","TRUE","Site QA","Stage 1","04.08 - Stripping of Topsoil","STS-04.08-LOT-001 - Stripping Of Top Soil","Details","Material not to be removed from within drip lines of existing plants to be retained except where this would result in unsuitable material being left beneath embankments. Root systems of existing plants to be retained are preserved where practical."
"d5fb97e6-eccd-52d1-a5df-234ee3bd5285","","pass","04.08 - Stripping of Topsoil:8111ace1-1386-5c1f-8290-3df28e3c8d3f:7f2ebdf3-e80d-52ef-b1e0-bfc87a60a70d","checkpoint","TRUE","TRUE","Site QA","Stage 1","04.08 - Stripping of Topsoil","STS-04.08-LOT-001 - Stripping Of Top Soil","Details","Stripped material shall be stockpiled in the locations nominated by the Contractor and approved by the Administrator, as stated in Cl. 2.2 of Annexure MRTS04.1 All costs associated with undertaking necessary earthworks required for the stockpile sites shall be deemed to be included in the Contractor’s scheduled unit rate for the corresponding earthwork items"
"b56d1bee-b197-5956-ac5f-06f0cff82a10","","pass","04.08 - Stripping of Topsoil:8111ace1-1386-5c1f-8290-3df28e3c8d3f:7ca97287-9203-5a9c-946f-023dda0da5d3","checkpoint","TRUE","TRUE","Site QA","Stage 1","04.08 - Stripping of Topsoil","STS-04.08-LOT-001 - Stripping Of Top Soil","Details","All stripped areas, other than areas beneath road embankments or above road cuttings, shall be left in a neat, free-draining condition with side slopes not steeper than one in four unless otherwise specified. They shall be treated to conform with the landscape, revegetation and environmental requirements of the Contract."
"f95e26b1-1b36-5e3c-a435-c3d87a513098","","pass","04.08 - Stripping of Topsoil:8111ace1-1386-5c1f-8290-3df28e3c8d3f:2a2a04dc-f419-5d70-b77c-80ecb329a66d","checkpoint","TRUE","TRUE","Site QA","Stage 1","04.08 - Stripping of Topsoil","STS-04.08-LOT-001 - Stripping Of Top Soil","Details","Prior to any further Works over the stripped area, an As Constructed survey of the stripped area shall be undertaken as specified in MRTS56 Construction Surveying and notice of such Works provided to the Administrator."
"e4e06270-4719-51b5-8259-041ccb0d435e","","pass","04.08 - Stripping of Topsoil:8111ace1-1386-5c1f-8290-3df28e3c8d3f:421f98d1-ae52-52ac-842f-162ed2968175","checkpoint","TRUE","TRUE","Site QA","Stage 1","04.08 - Stripping of Topsoil","STS-04.08-LOT-001 - Stripping Of Top Soil","Details","Final Verification"
"1778a071-3ba5-509c-9469-d65e11014d5e","","pass","04.08 - Stripping of Topsoil:8111ace1-1386-5c1f-8290-3df28e3c8d3f:421f98d1-ae52-52ac-842f-162ed2968175:fe9ea76b-5345-51c8-ade7-e3c6547f8103","signoff","TRUE","TRUE","Site QA","Stage 1","04.08 - Stripping of Topsoil","STS-04.08-LOT-001 - Stripping Of Top Soil","Details","Sign ITP"
"8cdd492a-e814-5fc2-a20c-e06ce4b94130","","pass","04.08 - Stripping of Topsoil:14888512-b268-53b2-9251-8582a9665c2b","section","FALSE","FALSE","Site QA","Stage 1","04.08 - Stripping of Topsoil","STS-04.08-LOT-001 - Stripping Of Top Soil","Final Sign Offs (to be completed at closure of Lot)"
"9200b7f6-f597-52c8-9e58-e7986668a1ff","","pass","04.08 - Stripping of Topsoil:14888512-b268-53b2-9251-8582a9665c2b:9f44b134-6a89-50ab-b5fa-4f130357fa2e","checkpoint","TRUE","TRUE","Site QA","Stage 1","04.08 - Stripping of Topsoil","STS-04.08-LOT-001 - Stripping Of Top Soil","Final Sign Offs (to be completed at closure of Lot)","Agreed Quantities"
"642221c0-ef7b-5a6d-b5d1-61423bd63fab","","pass","04.08 - Stripping of Topsoil:14888512-b268-53b2-9251-8582a9665c2b:9f44b134-6a89-50ab-b5fa-4f130357fa2e:d544edec-1f76-5f24-89bf-14c0130de8cd","signoff","TRUE","TRUE","Site QA","Stage 1","04.08 - Stripping of Topsoil","STS-04.08-LOT-001 - Stripping Of Top Soil","Final Sign Offs (to be completed at closure of Lot)","Agreed Quantities Sign Off"
"5bdec6ef-58fb-56e8-a35a-dbe29813756c","","pass","04.08 - Stripping of Topsoil:14888512-b268-53b2-9251-8582a9665c2b:c2c5a780-35dc-55f7-80d1-af38367605c7","checkpoint","TRUE","TRUE","Site QA","Stage 1","04.08 - Stripping of Topsoil","STS-04.08-LOT-001 - Stripping Of Top Soil","Final Sign Offs (to be completed at closure of Lot)","Closure of Lot"
"f5c95971-f351-5af8-bf41-e86d541d4455","","pass","04.08 - Stripping of Topsoil:14888512-b268-53b2-9251-8582a9665c2b:c2c5a780-35dc-55f7-80d1-af38367605c7:d0980bd6-b931-530d-b84f-4d56087c0dde","signoff","TRUE","TRUE","Site QA","Stage 1","04.08 - Stripping of Topsoil","STS-04.08-LOT-001 - Stripping Of Top Soil","Final Sign Offs (to be completed at closure of Lot)","Closure of Lot Sign Off"
"5c67dfc8-6f46-48c7-8e61-6a2ae2b70245","","pass","","folder","TRUE","FALSE","Site QA","Stage 1","04.09 - Unsuitable Material"
"c67f70db-2005-4d14-b981-ea1b67b1afcd","","pass","04.09 - Unsuitable Material","checklist","FALSE","FALSE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-001 - Unsuitable Material"
"ad575a01-b130-5a30-b7cb-372d1a4be920","","pass","04.09 - Unsuitable Material:8111ace1-1386-5c1f-8290-3df28e3c8d3f","section","FALSE","FALSE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-001 - Unsuitable Material","Details"
"2bd5f738-96de-569c-907b-ebb626534cde","","pass","04.09 - Unsuitable Material:8111ace1-1386-5c1f-8290-3df28e3c8d3f:7da1b574-4063-5c22-8967-d5a5a70d69fb","checkpoint","TRUE","TRUE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-001 - Unsuitable Material","Details","The identification of unsuitable material shall include items listed in MRTS04 Cl. 9.2"
"f27dd42c-815c-5dd1-bb20-5e9ed10a8e5c","","pass","04.09 - Unsuitable Material:8111ace1-1386-5c1f-8290-3df28e3c8d3f:d35d257c-6c54-59f7-a6f1-0c2285d21e7c","checkpoint","TRUE","TRUE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-001 - Unsuitable Material","Details","Where Unsuitable Material or potentially Unsuitable Material is encountered on the Site, the Contractor shall, before proceeding to remove or cover such material, notify the Administrator and provide any test results required to justify such a claim."
"e2d5129b-f0b1-5c16-a788-38207b406974","","pass","04.09 - Unsuitable Material:8111ace1-1386-5c1f-8290-3df28e3c8d3f:d35d257c-6c54-59f7-a6f1-0c2285d21e7c:41a71747-8185-51c6-ab68-b3a7d3920565","signoff","TRUE","TRUE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-001 - Unsuitable Material","Details","HOLD POINT"
"d1922c08-b1c9-57f7-9f5c-69831cabd422","","pass","04.09 - Unsuitable Material:8111ace1-1386-5c1f-8290-3df28e3c8d3f:07389f6c-d602-5da6-a128-02adc748fc36","checkpoint","TRUE","TRUE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-001 - Unsuitable Material","Details","Excavated as per MRTS04"
"503b4614-64bb-5021-bc9b-5c1dcc7decf4","","pass","04.09 - Unsuitable Material:8111ace1-1386-5c1f-8290-3df28e3c8d3f:413da91c-fb37-5159-9cf7-387f022e3b1a","checkpoint","TRUE","TRUE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-001 - Unsuitable Material","Details","Backfilling of the excavation shall not commence until an As Constructed Survey of the excavation have been met as specified in MRTS56 and notice of such Works provided to the Administrator"
"252686a5-9db9-5a83-ac61-126b06abbfae","","pass","04.09 - Unsuitable Material:8111ace1-1386-5c1f-8290-3df28e3c8d3f:aed454b7-d279-579b-9aaf-f8fb38a1953c","checkpoint","TRUE","TRUE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-001 - Unsuitable Material","Details","Backfill as per MRTS04 Replacement fill material shall be placed uniformly in layers and compacted using compacted layer method"
"f2332e12-3927-5fdd-b022-6c4b5952de6b","","pass","04.09 - Unsuitable Material:8111ace1-1386-5c1f-8290-3df28e3c8d3f:92e2c8e8-4467-5dcd-a011-2bdff199cdd1","checkpoint","TRUE","TRUE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-001 - Unsuitable Material","Details","After backfilling of the excavated area has been completed, an As Constructed Survey shall be undertaken."
"785e04a8-7581-57bb-9a7e-0c1a5af92bfc","","pass","04.09 - Unsuitable Material:8111ace1-1386-5c1f-8290-3df28e3c8d3f:bf831347-f2b8-54a0-bc1d-3887e361ddb1","checkpoint","TRUE","TRUE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-001 - Unsuitable Material","Details","All surplus material and/or Unsuitable Material shall be disposed of off the Site"
"1c237947-35e2-53f5-9319-a3b89563d9a0","","pass","04.09 - Unsuitable Material:8111ace1-1386-5c1f-8290-3df28e3c8d3f:421f98d1-ae52-52ac-842f-162ed2968175","checkpoint","TRUE","TRUE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-001 - Unsuitable Material","Details","Final Verification"
"4004852b-8230-535d-8a7e-d21a8dccaec6","","pass","04.09 - Unsuitable Material:8111ace1-1386-5c1f-8290-3df28e3c8d3f:421f98d1-ae52-52ac-842f-162ed2968175:fe9ea76b-5345-51c8-ade7-e3c6547f8103","signoff","TRUE","TRUE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-001 - Unsuitable Material","Details","Sign ITP"
"5db9f2bc-0ef6-51cd-80ab-e689accaded4","","pass","04.09 - Unsuitable Material:14888512-b268-53b2-9251-8582a9665c2b","section","FALSE","FALSE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-001 - Unsuitable Material","Final Sign Offs (to be completed at closure of Lot)"
"9bf7be85-af44-5822-82b9-23f2dcd3038f","","pass","04.09 - Unsuitable Material:14888512-b268-53b2-9251-8582a9665c2b:9f44b134-6a89-50ab-b5fa-4f130357fa2e","checkpoint","TRUE","TRUE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-001 - Unsuitable Material","Final Sign Offs (to be completed at closure of Lot)","Agreed Quantities"
"5d40ce9f-6b2a-5fda-a834-435ab1c119a1","","pass","04.09 - Unsuitable Material:14888512-b268-53b2-9251-8582a9665c2b:9f44b134-6a89-50ab-b5fa-4f130357fa2e:d544edec-1f76-5f24-89bf-14c0130de8cd","signoff","TRUE","TRUE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-001 - Unsuitable Material","Final Sign Offs (to be completed at closure of Lot)","Agreed Quantities Sign Off"
"d8055990-788f-527d-8a11-556f0c2bf41f","","pass","04.09 - Unsuitable Material:14888512-b268-53b2-9251-8582a9665c2b:c2c5a780-35dc-55f7-80d1-af38367605c7","checkpoint","TRUE","TRUE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-001 - Unsuitable Material","Final Sign Offs (to be completed at closure of Lot)","Closure of Lot"
"3adffb53-e605-510e-a179-2211c8725a1e","","pass","04.09 - Unsuitable Material:14888512-b268-53b2-9251-8582a9665c2b:c2c5a780-35dc-55f7-80d1-af38367605c7:d0980bd6-b931-530d-b84f-4d56087c0dde","signoff","TRUE","TRUE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-001 - Unsuitable Material","Final Sign Offs (to be completed at closure of Lot)","Closure of Lot Sign Off"
"1d857430-79a6-434c-9149-fc40500129de","","pass","04.09 - Unsuitable Material","checklist","FALSE","FALSE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-002 - Unsuitable Material"
"3b1371a8-d98d-5737-907e-89f36131f304","","pass","04.09 - Unsuitable Material:8111ace1-1386-5c1f-8290-3df28e3c8d3f","section","FALSE","FALSE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-002 - Unsuitable Material","Details"
"ccddd993-dc68-50aa-b6b8-c1da14164e8d","","pass","04.09 - Unsuitable Material:8111ace1-1386-5c1f-8290-3df28e3c8d3f:7da1b574-4063-5c22-8967-d5a5a70d69fb","checkpoint","TRUE","TRUE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-002 - Unsuitable Material","Details","The identification of unsuitable material shall include items listed in MRTS04 Cl. 9.2"
"fc0c6c26-4778-5a09-a70d-246702e3a610","","pass","04.09 - Unsuitable Material:8111ace1-1386-5c1f-8290-3df28e3c8d3f:d35d257c-6c54-59f7-a6f1-0c2285d21e7c","checkpoint","TRUE","TRUE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-002 - Unsuitable Material","Details","Where Unsuitable Material or potentially Unsuitable Material is encountered on the Site, the Contractor shall, before proceeding to remove or cover such material, notify the Administrator and provide any test results required to justify such a claim."
"7240a8ae-33d4-5b4a-bd0c-9a86918cf189","","pass","04.09 - Unsuitable Material:8111ace1-1386-5c1f-8290-3df28e3c8d3f:d35d257c-6c54-59f7-a6f1-0c2285d21e7c:41a71747-8185-51c6-ab68-b3a7d3920565","signoff","TRUE","TRUE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-002 - Unsuitable Material","Details","HOLD POINT"
"131b8441-3962-53a6-9490-e96f78728a6b","","pass","04.09 - Unsuitable Material:8111ace1-1386-5c1f-8290-3df28e3c8d3f:07389f6c-d602-5da6-a128-02adc748fc36","checkpoint","TRUE","TRUE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-002 - Unsuitable Material","Details","Excavated as per MRTS04"
"c3d9f811-46eb-5a75-a203-9740a46cf58d","","pass","04.09 - Unsuitable Material:8111ace1-1386-5c1f-8290-3df28e3c8d3f:413da91c-fb37-5159-9cf7-387f022e3b1a","checkpoint","TRUE","TRUE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-002 - Unsuitable Material","Details","Backfilling of the excavation shall not commence until an As Constructed Survey of the excavation have been met as specified in MRTS56 and notice of such Works provided to the Administrator"
"53af4b69-6e65-5633-9643-c96c5f1b893a","","pass","04.09 - Unsuitable Material:8111ace1-1386-5c1f-8290-3df28e3c8d3f:aed454b7-d279-579b-9aaf-f8fb38a1953c","checkpoint","TRUE","TRUE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-002 - Unsuitable Material","Details","Backfill as per MRTS04 Replacement fill material shall be placed uniformly in layers and compacted using compacted layer method"
"5181bead-9167-5982-bd97-e60fcc88e6c8","","pass","04.09 - Unsuitable Material:8111ace1-1386-5c1f-8290-3df28e3c8d3f:92e2c8e8-4467-5dcd-a011-2bdff199cdd1","checkpoint","TRUE","TRUE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-002 - Unsuitable Material","Details","After backfilling of the excavated area has been completed, an As Constructed Survey shall be undertaken."
"ec0c3b9c-fa12-566e-a627-0b0422f34400","","pass","04.09 - Unsuitable Material:8111ace1-1386-5c1f-8290-3df28e3c8d3f:bf831347-f2b8-54a0-bc1d-3887e361ddb1","checkpoint","TRUE","TRUE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-002 - Unsuitable Material","Details","All surplus material and/or Unsuitable Material shall be disposed of off the Site"
"8bda38f0-ff3e-5143-b5d9-d6f4ccdb5557","","pass","04.09 - Unsuitable Material:8111ace1-1386-5c1f-8290-3df28e3c8d3f:421f98d1-ae52-52ac-842f-162ed2968175","checkpoint","TRUE","TRUE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-002 - Unsuitable Material","Details","Final Verification"
"7b7293a0-1a06-574c-a462-8d3816d91e9e","","pass","04.09 - Unsuitable Material:8111ace1-1386-5c1f-8290-3df28e3c8d3f:421f98d1-ae52-52ac-842f-162ed2968175:fe9ea76b-5345-51c8-ade7-e3c6547f8103","signoff","TRUE","TRUE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-002 - Unsuitable Material","Details","Sign ITP"
"e73ce5e4-acc3-516b-ab11-db466f5a60bf","","pass","04.09 - Unsuitable Material:14888512-b268-53b2-9251-8582a9665c2b","section","FALSE","FALSE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-002 - Unsuitable Material","Final Sign Offs (to be completed at closure of Lot)"
"a7bd4b07-3b4f-5b28-878b-f4a33b0ae702","","pass","04.09 - Unsuitable Material:14888512-b268-53b2-9251-8582a9665c2b:9f44b134-6a89-50ab-b5fa-4f130357fa2e","checkpoint","TRUE","TRUE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-002 - Unsuitable Material","Final Sign Offs (to be completed at closure of Lot)","Agreed Quantities"
"9302d129-97e5-5f5c-828e-2bc2bd91ab48","","pass","04.09 - Unsuitable Material:14888512-b268-53b2-9251-8582a9665c2b:9f44b134-6a89-50ab-b5fa-4f130357fa2e:d544edec-1f76-5f24-89bf-14c0130de8cd","signoff","TRUE","TRUE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-002 - Unsuitable Material","Final Sign Offs (to be completed at closure of Lot)","Agreed Quantities Sign Off"
"56eaca99-e715-58d8-97e3-af45037a9f64","","pass","04.09 - Unsuitable Material:14888512-b268-53b2-9251-8582a9665c2b:c2c5a780-35dc-55f7-80d1-af38367605c7","checkpoint","TRUE","TRUE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-002 - Unsuitable Material","Final Sign Offs (to be completed at closure of Lot)","Closure of Lot"
"cbba2043-4e99-5b69-aa12-73cd37e9d703","","pass","04.09 - Unsuitable Material:14888512-b268-53b2-9251-8582a9665c2b:c2c5a780-35dc-55f7-80d1-af38367605c7:d0980bd6-b931-530d-b84f-4d56087c0dde","signoff","TRUE","TRUE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-002 - Unsuitable Material","Final Sign Offs (to be completed at closure of Lot)","Closure of Lot Sign Off"
"58292604-8318-41d0-a9ce-62c315245196","","pass","04.09 - Unsuitable Material","checklist","FALSE","FALSE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-003 - Unsuitable Material"
"a22c4470-5588-56ae-9259-b38000400d1b","","pass","04.09 - Unsuitable Material:8111ace1-1386-5c1f-8290-3df28e3c8d3f","section","FALSE","FALSE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-003 - Unsuitable Material","Details"
"2470500d-805b-525f-b032-987c19ca14c3","","pass","04.09 - Unsuitable Material:8111ace1-1386-5c1f-8290-3df28e3c8d3f:7da1b574-4063-5c22-8967-d5a5a70d69fb","checkpoint","TRUE","TRUE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-003 - Unsuitable Material","Details","The identification of unsuitable material shall include items listed in MRTS04 Cl. 9.2"
"a39564f1-0006-504b-8cc2-1cc062381127","","pass","04.09 - Unsuitable Material:8111ace1-1386-5c1f-8290-3df28e3c8d3f:d35d257c-6c54-59f7-a6f1-0c2285d21e7c","checkpoint","TRUE","TRUE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-003 - Unsuitable Material","Details","Where Unsuitable Material or potentially Unsuitable Material is encountered on the Site, the Contractor shall, before proceeding to remove or cover such material, notify the Administrator and provide any test results required to justify such a claim."
"74a7bf04-2661-579a-9508-88bfa8b73db2","","pass","04.09 - Unsuitable Material:8111ace1-1386-5c1f-8290-3df28e3c8d3f:d35d257c-6c54-59f7-a6f1-0c2285d21e7c:41a71747-8185-51c6-ab68-b3a7d3920565","signoff","TRUE","TRUE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-003 - Unsuitable Material","Details","HOLD POINT"
"6e4817bb-144a-56bb-af30-7fcd4cf37798","","pass","04.09 - Unsuitable Material:8111ace1-1386-5c1f-8290-3df28e3c8d3f:07389f6c-d602-5da6-a128-02adc748fc36","checkpoint","TRUE","TRUE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-003 - Unsuitable Material","Details","Excavated as per MRTS04"
"15df10c9-3113-5b43-92d9-c30d3fd252ad","","pass","04.09 - Unsuitable Material:8111ace1-1386-5c1f-8290-3df28e3c8d3f:413da91c-fb37-5159-9cf7-387f022e3b1a","checkpoint","TRUE","TRUE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-003 - Unsuitable Material","Details","Backfilling of the excavation shall not commence until an As Constructed Survey of the excavation have been met as specified in MRTS56 and notice of such Works provided to the Administrator"
"2b18a758-ceb8-5b2d-9567-df8fa09cedcc","","pass","04.09 - Unsuitable Material:8111ace1-1386-5c1f-8290-3df28e3c8d3f:aed454b7-d279-579b-9aaf-f8fb38a1953c","checkpoint","TRUE","TRUE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-003 - Unsuitable Material","Details","Backfill as per MRTS04 Replacement fill material shall be placed uniformly in layers and compacted using compacted layer method"
"b49c34fa-d0bc-515b-a763-929712b38764","","pass","04.09 - Unsuitable Material:8111ace1-1386-5c1f-8290-3df28e3c8d3f:92e2c8e8-4467-5dcd-a011-2bdff199cdd1","checkpoint","TRUE","TRUE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-003 - Unsuitable Material","Details","After backfilling of the excavated area has been completed, an As Constructed Survey shall be undertaken."
"e2a48314-fad5-5cc2-b2c3-0932d7f9e75d","","pass","04.09 - Unsuitable Material:8111ace1-1386-5c1f-8290-3df28e3c8d3f:bf831347-f2b8-54a0-bc1d-3887e361ddb1","checkpoint","TRUE","TRUE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-003 - Unsuitable Material","Details","All surplus material and/or Unsuitable Material shall be disposed of off the Site"
"3edcc452-06ce-50f8-a60c-e6d898e5945b","","pass","04.09 - Unsuitable Material:8111ace1-1386-5c1f-8290-3df28e3c8d3f:421f98d1-ae52-52ac-842f-162ed2968175","checkpoint","TRUE","TRUE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-003 - Unsuitable Material","Details","Final Verification"
"ff9ba4f9-615a-5e2e-945d-9f48167096fa","","pass","04.09 - Unsuitable Material:8111ace1-1386-5c1f-8290-3df28e3c8d3f:421f98d1-ae52-52ac-842f-162ed2968175:fe9ea76b-5345-51c8-ade7-e3c6547f8103","signoff","TRUE","TRUE","Site QA","Stage 1","04.09 - Unsuitable Material","UNS-04.09-LOT-003 - Unsuitable Material","Details","Sign ITP"
