"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"790dc55a-a5ce-4033-893e-c41736572850","","folder-normal","not-started","","step","TRUE","FALSE","Site QA"
"5d73705e-6fca-4d58-a4bb-89f39eea2d7d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Byrrill Creek Road"
"dd6eefe0-8b36-4fbb-975a-f5d2ba1d2e49","","checklist-sectioned","not-started","ITP - Flood Recovery Combined","checklist","FALSE","FALSE","Site QA","Byrrill Creek Road","DM02095"
"955b53a3-02db-5449-a7cf-50317498facb","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Byrrill Creek Road","DM02095","Preliminaries - Project Management Responsibility"
"84c03a29-d6ed-5aff-9895-09bb85f9dd03","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM02870","C242 Flexible Pavements","If testing required - Layers compacted to 100% Standard compaction for full formation width. Compaction testing to be done 1 test per 500m2, minimum of 3 test taken at a time (per lot) or as directed otherwise."
"a7ec7f61-0003-5f2b-817f-39bd82a390f5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM02870","C242 Flexible Pavements","Levels of gravel marry into existing and deviation does not exceed 12mm over the length of a 3m straight edge."
"b31a56b9-5d8b-524d-a957-262def1d3d4d","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM02870","C242 Flexible Pavements","HOLD POINT – Carry out a proof roll of finished pavement where applicable"
"a9a594ab-f362-5bb1-ad40-7898dcbc23b6","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Byrrill Creek Road","DM02870","Rock Revetment"
"4e3de773-4719-5197-9830-d6000322b74f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM02870","Rock Revetment","Geotextile – A34 Geotextile separator placed prior to rock placement IF DIRECTED or WITHIN SCOPE"
"d7b4fe59-3b28-590a-852a-435f0eecb040","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM02870","Rock Revetment","Rock Placement - Rock to be placed in completed drain profile as per agreed scope. Correct Rock Size Placed:"
"ba92108a-6ab5-5275-8e07-d70ee2014c84","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Byrrill Creek Road","DM02870","Grouted Rock Pitching"
"aa9b92c1-5f91-53ad-94a9-e4ea495a2b84","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM02870","Grouted Rock Pitching","Existing rock to be grouted as per agreed scope."
"a85a3f53-85a8-5d0f-82c6-ba60025f11ca","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM02870","Grouted Rock Pitching","Rocks to be cleaned down at end of grouting for neat finish"
"f22630e0-13dc-59e8-9627-736cc70e133e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Byrrill Creek Road","DM02870","Excavation & Preparation"
"c07695ef-8e8c-5ea6-bf57-0bc4b140575d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM02870","Excavation & Preparation","Suitable subgrade material and prepared to suitable surface"
"c1019599-937f-5e2b-8d38-3acb51784f89","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Byrrill Creek Road","DM02870","Formwork & Reinforcement"
"a6af6ee5-3ecb-5055-b555-fa9a3199b33e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM02870","Formwork & Reinforcement","Dimensions and positions of forms shall be carefully checked after the forms are erected. Forms shall be aligned accurately and the location of all fittings, hold formers etc. checked prior to placing of concrete."
"46312ef3-58fd-5a16-9c6c-c540b881e548","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM02870","Formwork & Reinforcement","Placing of reinforcement as per agreed scope, with reference to Typical Construction Details. Reinforcement to maintain a 50mm vertical and horizontal cover unless directed otherwise."
"5f059192-0342-5a5c-a5d7-e304c00946dc","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM02870","Formwork & Reinforcement","HOLD POINT – PRE-POUR INSPECTION The formwork shall be inspected by the Superintendent, and the placing of reinforcement in the spaces formed, where specified, shall not commence until the formwork is approved by the Superintendent."
"308ce4a2-57e0-5189-b683-fe026c416735","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Byrrill Creek Road","DM02870","Ready Mix Concrete"
"e16e08d9-1884-5e70-9628-9d0bb78a0a84","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM02870","Ready Mix Concrete","The concrete shall be mixed and delivered in accordance with the requirements of AS 1379 relating to: -"
"3eccf82e-2b59-53e6-88f3-0ab7207fc078","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Byrrill Creek Road","DM02870","Concrete Placement"
"789341f6-8393-5613-96ac-79c45da27ac4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM02870","Concrete Placement","The freshly placed concrete compacted by continuous spading, slicing or by vibrator units. Exposed surfaces of the concrete shall be struck off and finished with a wooden float. Corners and edges should be as per the drawings."
"fff57447-bf57-5be0-8c53-92f4cbe0d5f9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM02870","Concrete Placement","Surfaces are floated, finished and cured as required to a quality finish. Broom finish as required."
"2cb324f6-7a35-59c9-9546-b624fcf51875","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Byrrill Creek Road","DM02870","Testing - Where Required"
"fddadfd3-d2a8-5545-895a-b2741db4d805","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM02870","Testing - Where Required","Two pairs of test specimens shall be moulded for each 15 cubic metres of concrete, or part thereof, one pair being intended for the 7-day test if required and the other pair for a 28-day test."
"740ef55f-12dd-557f-a974-cd9a80e04cf0","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM02870","Testing - Where Required","WITNESS POINT: Concrete test specimens to be taken in presence of Superintendent or Superintendent’s representative"
"9f51d677-07e5-5831-af9f-3ec6ed3100c0","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Byrrill Creek Road","DM02870","Stormwater Drainage"
"0405121d-71f1-57eb-91d4-953996229314","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM02870","Stormwater Drainage","Stormwater components installed as per scope of works"
"99beb083-4476-5b7a-9bcb-018c1ac66b5a","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM02870","Stormwater Drainage","HOLD POINT: Inspection prior to backfill"
"ae528447-559c-5a8e-8d56-9df242dd0455","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM02870","Stormwater Drainage","Density testing of pipeline required if within roadway:- 100% compaction to be achieved"
"ecc07818-f937-535b-b074-4c6691de3c25","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Byrrill Creek Road","DM02870","Close Out"
"2848752c-1d9b-50aa-bc00-989087ad893b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM02870","Close Out","Site Handover: All works complete, demobilised and site handed back to TSC"
"ee320309-d216-5e75-a736-a4dfeb5e4756","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM02870","Close Out","TSC Signature"
"bc1dd0c6-7e9a-5a2c-aa60-0cf3c00e94a4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM02870","Close Out","Verify conformance including close out of NCR’s"
"5ad967d7-857d-52ad-bbb5-7818716ef7b0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM02870","Close Out","Damage No. (DM) signed off and closed by PM or representative"
"d13fedbb-8d3b-5c52-80e8-f9925ad792f5","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM02870","Close Out","Signatures"
"7c214636-e1d5-4869-b9fb-878ed6c41db6","","checklist-sectioned","not-started","ITP - Flood Recovery Combined","checklist","FALSE","FALSE","Site QA","Byrrill Creek Road","DM03278"
"ee601274-e084-569a-8252-1bfb6c7dd96b","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Byrrill Creek Road","DM03278","Preliminaries - Project Management Responsibility"
"097642c2-a22b-5d58-86fd-ec0c226ecc90","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03278","Preliminaries - Project Management Responsibility","Possession of Site"
"f26951ff-4ddf-5406-84db-bad13581c7e4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03278","Preliminaries - Project Management Responsibility","Dial Before You Dig (DBYD) and Permit to Excavate completed and signed onto by personnel"
"b2999605-8551-576d-b369-a66488313317","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03278","Preliminaries - Project Management Responsibility","Confirmation of Scope and Extent of Works with Project Team, including RCC and TSC"
"631bac73-abdc-5304-9c05-f40b3e88d4da","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03278","Preliminaries - Project Management Responsibility","Testing required for the scope:"
"3c49ed25-6d18-5bfe-b092-6fd221fd9a76","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03278","Preliminaries - Project Management Responsibility","Concrete testing Density Testing"
"8976e6ae-b3fd-5596-ade3-fce033eb933d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03278","Preliminaries - Project Management Responsibility","Traffic Control – TGS approved and appropriately selected for the works"
"a2f2537b-8505-53b2-82b1-420d39cc3efc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03278","Preliminaries - Project Management Responsibility","Erosion and Sediment Control:"
"3ab29e2b-f5cb-5fe5-a735-5f0148e87527","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03278","Preliminaries - Project Management Responsibility","Silt Boom Earth Bund /Sediment Fence"
"b06ca475-d2d4-5e58-9193-5a935b503b2d","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Byrrill Creek Road","DM03278","C213 Earthworks"
"895a0606-7286-55fe-bf98-c46b3b30ba1a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03278","C213 Earthworks","Minor clearing of vegetation undertaken – where applicable."
"d9a040d5-9712-50ee-93a1-13e819ab0080","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03278","C213 Earthworks","Demolition works / Spoil Removal undertaken and spoil removed from site to Quirks Quarry."
"913c8810-987b-5d02-80c2-d8a6dbc2eea8","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03278","C213 Earthworks","HOLD POINT: If unsuitable is encountered TSC to be notified prior to works continuing"
"4c5112fb-f9d1-51a2-8b78-a1860fd39bcd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03278","C213 Earthworks","Table drains shaped to allow water to flow freely and best marry into existing surfaces."
"23b24a11-7440-5503-ae29-5598b015c97d","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Byrrill Creek Road","DM03278","C242 Flexible Pavements"
"3b10fbf0-a492-531a-b314-b04b5e1fd08c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03278","C242 Flexible Pavements","Proof roll subgrade: If foundation fails TSC to be notified and to provided direction"
"14d9e66e-89ad-5d0a-b7ae-a878ace7e73a","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03278","C242 Flexible Pavements","HOLD POINT"
"c9f5d83b-40a1-5cec-a292-0f32274dd404","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03278","C242 Flexible Pavements","Road base Material: Material source along with conforming material NATA test certificates have been submitted and approved by the Principal (Material Stockpile Lot)"
"92e16cba-bcc7-54f6-839c-8658d70013d2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03278","C242 Flexible Pavements","If testing required - Layers compacted to 100% Standard compaction for full formation width. Compaction testing to be done 1 test per 500m2, minimum of 3 test taken at a time (per lot) or as directed otherwise."
"fc22fe62-a380-5021-ba28-cb27f77886b6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03278","C242 Flexible Pavements","Levels of gravel marry into existing and deviation does not exceed 12mm over the length of a 3m straight edge."
"68d01b11-8ae5-546a-8ba3-b2a84415c87d","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03278","C242 Flexible Pavements","HOLD POINT – Carry out a proof roll of finished pavement where applicable"
"a813e534-171e-5317-b525-f120dac5d71e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Byrrill Creek Road","DM03278","Rock Revetment"
"ca516522-3252-55d8-a8a6-5dc4e654f2d3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03278","Rock Revetment","Geotextile – A34 Geotextile separator placed prior to rock placement IF DIRECTED or WITHIN SCOPE"
"a81cecf3-ab1b-5983-b65d-872eccc55b11","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03278","Rock Revetment","Rock Placement - Rock to be placed in completed drain profile as per agreed scope. Correct Rock Size Placed:"
"8f25c513-62de-571d-bbe3-fe3d1c62f54f","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Byrrill Creek Road","DM03278","Grouted Rock Pitching"
"409aec2a-9773-5f7c-ae4e-f3a663ef01b8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03278","Grouted Rock Pitching","Existing rock to be grouted as per agreed scope."
"771e0d40-a476-5868-b6cf-3d5b1a29ad15","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03278","Grouted Rock Pitching","Rocks to be cleaned down at end of grouting for neat finish"
"e520fa9f-6efe-5892-b0bb-7e802c0388f9","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Byrrill Creek Road","DM03278","Excavation & Preparation"
"dcd2474a-bc0e-57a1-ba78-563af9c95324","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03278","Excavation & Preparation","Suitable subgrade material and prepared to suitable surface"
"2109d62f-676c-5c11-abb5-c2e5618c15ac","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Byrrill Creek Road","DM03278","Formwork & Reinforcement"
"a297d77e-80c2-5b84-9e90-e9a8e48b1fcc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03278","Formwork & Reinforcement","Dimensions and positions of forms shall be carefully checked after the forms are erected. Forms shall be aligned accurately and the location of all fittings, hold formers etc. checked prior to placing of concrete."
"b4428bde-d768-5a02-bda5-0cab0d527183","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03278","Formwork & Reinforcement","Placing of reinforcement as per agreed scope, with reference to Typical Construction Details. Reinforcement to maintain a 50mm vertical and horizontal cover unless directed otherwise."
"b38c31e6-5fdc-5717-891a-084bcb660c43","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03278","Formwork & Reinforcement","HOLD POINT – PRE-POUR INSPECTION The formwork shall be inspected by the Superintendent, and the placing of reinforcement in the spaces formed, where specified, shall not commence until the formwork is approved by the Superintendent."
"b8104fa5-86bd-5fd9-b124-5ed429b5e01d","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Byrrill Creek Road","DM03278","Ready Mix Concrete"
"f6083730-f4fc-5f41-ad79-e6e9d4e5dda0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03278","Ready Mix Concrete","The concrete shall be mixed and delivered in accordance with the requirements of AS 1379 relating to: -"
"0821ee6f-6cef-53a5-ae56-c3107293130c","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Byrrill Creek Road","DM03278","Concrete Placement"
"d056c052-90bf-5659-885c-9a6b9e1438e9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Byrrill Creek Road","DM03278","Concrete Placement","The freshly placed concrete compacted by continuous spading, slicing or by vibrator units. Exposed surfaces of the concrete shall be struck off and finished with a wooden float. Corners and edges should be as per the drawings."
