"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ddc89e61-ea01-4c6d-bcd9-f000e2cbd8e2","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"574ae920-213b-40c7-95ae-dd71c3dacd6e","","pass","","folder","TRUE","FALSE","Site QA","School"
"331ef815-4814-424c-bb39-c86b7eae5d84","","pass","414ee46cc5f4a679ded2beeb100953a290c3352ba792e8405f010872a2307601","checklist","FALSE","FALSE","Site QA","School","Upper Ground"
"cb867f00-d239-5df8-acb4-9c647fef1a17","","pass","","section","FALSE","FALSE","Site QA","School","Upper Ground","Pre Pour / Post Pour"
"71b09b52-2277-531f-a0c9-f176da3f2d8a","","pass","","section","FALSE","FALSE","Site QA","School","Level 3 Pour 1","Grouting"
"1b654d41-eb34-5486-8016-a23db06e8293","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 3 Pour 1","Grouting","Safe access for grouting"
"245dfb7c-8c45-50f1-a520-1792127c8c19","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 3 Pour 1","Grouting","Anchor pockets cut and sealed"
"5dbee74b-f597-552a-ba37-493eb3212f65","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 3 Pour 1","Grouting","Grout hoses condition"
"a0c2a19b-669a-5b09-bbf5-68c3fa4428e8","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 3 Pour 1","Grouting","Grouting completed"
"1cb31b07-ed75-5cf1-880b-ed03f2c5905a","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 3 Pour 1","Grouting","TC-05 – (Interspan) Grouting (To be uploaded as reference)"
"2c4e2fd5-e704-455f-8bf4-39a46eaedc8b","","pass","414ee46cc5f4a679ded2beeb100953a290c3352ba792e8405f010872a2307601","checklist","FALSE","FALSE","Site QA","School","Level 4 Pour 1"
"ea9a12ed-f47d-5d9e-8335-aab1bbd35aa7","","pass","","section","FALSE","FALSE","Site QA","School","Level 4 Pour 1","Pre Pour / Post Pour"
"be5c57b1-8ff9-5e78-93cb-a7ad15376104","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 1","Pre Pour / Post Pour","Tendon installation as per approved drawings"
"ada9063b-e959-5fe5-bb3f-c559bb3addaf","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 1","Pre Pour / Post Pour","Anchor and dead-end setup"
"5864b0ab-c1e0-5606-bf45-dacd19ca65de","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 1","Pre Pour / Post Pour","Tendon chairing"
"57aac3e4-c68a-561c-bc89-7f8da677de65","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 1","Pre Pour / Post Pour","Grout hose installation"
"0ed6be7a-e0c3-5e46-93ac-85ab1b86f8db","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 1","Pre Pour / Post Pour","Engineer inspection mark review and closeout"
"92ef8850-1f35-57d0-a309-28da2346c0fa","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 1","Pre Pour / Post Pour","Pour completed"
"defe757c-df97-528a-a983-a6055f977a7f","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 1","Pre Pour / Post Pour","IR-01 (Interspan) Inspection Report (To be uploaded as reference)"
"38af7e7e-da89-56dc-bf3a-7305287134d1","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 1","Pre Pour / Post Pour","TC-01 (Interspan) Pre pour Inspection (To be uploaded as reference)"
"9114a56d-8a4a-54f6-83ed-11a500546e68","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 1","Pre Pour / Post Pour","TC-02 (Interspan) Watching Concrete Pour (To be uploaded as reference)"
"48203613-3baa-523c-9e63-af9c3be400c7","","pass","","section","FALSE","FALSE","Site QA","School","Level 4 Pour 1","Initial Stressing"
"95a3757c-5cdf-5987-8850-97fa85983727","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 1","Initial Stressing","Safe access for initial stressing"
"34f677ad-ad3b-5068-84cc-8bb51f729755","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 1","Initial Stressing","Concrete strength (should be more than 7 MPa)"
"27b6324a-6f21-5c86-9f44-b0afc426c6c3","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 1","Initial Stressing","Anchorage and strands condition"
"a340d034-ec5b-5488-aecc-0c86e91e6605","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 1","Initial Stressing","Jack Calibration, current"
"9041b6ed-c964-57cf-96b5-96752a3d218f","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 1","Initial Stressing","Initial stressing completed"
"106d9af2-bdb9-5f96-bc91-22b2edcf12ba","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 1","Initial Stressing","Concrete test results (RCC) Attach report"
"14cd33d2-36da-5762-8b1c-5cc983668444","","pass","","section","FALSE","FALSE","Site QA","School","Level 4 Pour 1","Final Stressing"
"7417d655-c79e-5e80-93b1-04d0d9cb8646","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 1","Final Stressing","Safe access for final stressing"
"b2e2cdbd-3cb4-5e96-b687-ac27184dfc7b","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 1","Final Stressing","Concrete strength (should be more than 22 MPa)"
"a96e2201-0302-5c6b-823f-d7f8940ace78","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 1","Final Stressing","Anchorage and strands condition"
"ea1f0edc-11b3-535d-a0a8-88eaf5a2ebfa","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 1","Final Stressing","Jack Calibration, current"
"428dcbcc-d7b9-5b7d-9646-dc9a7060f2f4","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 1","Final Stressing","Final stressing completed"
"df0c535d-8928-5783-b65d-c4c026a4ac72","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 1","Final Stressing","Concrete test results (RCC)"
"abc69f9d-e751-50bb-803d-18bc2bcde056","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 1","Final Stressing","TC-03 (Interspan) Stressing Inspection (To be uploaded as reference)"
"eb3871cc-305a-5254-96b9-a16be0b27f49","","pass","","section","FALSE","FALSE","Site QA","School","Level 4 Pour 1","Grouting"
"da0342d4-1bed-5ee0-8360-b25415a4617d","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 1","Grouting","Safe access for grouting"
"b355f76f-73bf-55f6-95ce-d4d29f498fe7","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 1","Grouting","Anchor pockets cut and sealed"
"b08a1056-aabd-5a40-b5e2-70a94c702994","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 1","Grouting","Grout hoses condition"
"494df4f8-e48d-552b-b607-ac4757e93b22","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 1","Grouting","Grouting completed"
"8c4d50e9-aea3-5258-ba3b-d2e227034642","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 1","Grouting","TC-05 – (Interspan) Grouting (To be uploaded as reference)"
"733d2067-2d81-4bb5-9100-5074e48faf98","","pass","414ee46cc5f4a679ded2beeb100953a290c3352ba792e8405f010872a2307601","checklist","FALSE","FALSE","Site QA","School","Level 4 Pour 2"
"6a688644-5795-5a0b-b9c8-30a2c52c66ca","","pass","","section","FALSE","FALSE","Site QA","School","Level 4 Pour 2","Pre Pour / Post Pour"
"9352b694-7648-5df2-8d43-f7bbd3afc443","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 2","Pre Pour / Post Pour","Tendon installation as per approved drawings"
"2413c14f-4ca4-5139-b9fc-f225424bf073","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 2","Pre Pour / Post Pour","Anchor and dead-end setup"
"00a0a0bf-bafb-561c-b50d-619d6af5daa3","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 2","Pre Pour / Post Pour","Tendon chairing"
"58f08a52-08d4-5ad6-bbf2-3c6df1ae05aa","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 2","Pre Pour / Post Pour","Grout hose installation"
"e16f4cd8-e8ca-5ebe-b9c2-e1cc129e2819","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 2","Pre Pour / Post Pour","Engineer inspection mark review and closeout"
"b5c06f40-a820-5fd4-b23f-bc7ff21cbbff","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 2","Pre Pour / Post Pour","Pour completed"
"aef86ac4-4997-552a-986b-4e0fd0c3eaf7","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 2","Pre Pour / Post Pour","IR-01 (Interspan) Inspection Report (To be uploaded as reference)"
"d0e63f8c-e47b-5dbe-be22-6defe33c89a7","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 2","Pre Pour / Post Pour","TC-01 (Interspan) Pre pour Inspection (To be uploaded as reference)"
"68c81014-39ba-5d26-aef4-73fb4b59f13c","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 2","Pre Pour / Post Pour","TC-02 (Interspan) Watching Concrete Pour (To be uploaded as reference)"
"c36f117f-62e6-5fb8-bd5f-6b6bb74bff78","","pass","","section","FALSE","FALSE","Site QA","School","Level 4 Pour 2","Initial Stressing"
"36bb08b0-14ef-57db-937e-4f1535b9b678","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 2","Initial Stressing","Safe access for initial stressing"
"13c90fac-d8bf-568e-964b-2a3091db76f6","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 2","Initial Stressing","Concrete strength (should be more than 7 MPa)"
"cbee585c-84b7-580f-b644-ded25839e8b7","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 2","Initial Stressing","Anchorage and strands condition"
"556fe8e0-57ca-5ddd-a9a1-dbfdbeb44943","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 2","Initial Stressing","Jack Calibration, current"
"e22a6818-b07e-5185-b359-8157dbd481be","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 2","Initial Stressing","Initial stressing completed"
"2ba50c4c-e9ea-56f1-b6f9-1ed157ee0dd0","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 2","Initial Stressing","Concrete test results (RCC) Attach report"
"3020ce4d-dd70-547d-8b74-5e33889ff122","","pass","","section","FALSE","FALSE","Site QA","School","Level 4 Pour 2","Final Stressing"
"c3d56591-6d61-5d44-97e2-f25a9288759e","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 2","Final Stressing","Safe access for final stressing"
"3a72cbe2-b374-507e-a9ae-82a340413deb","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 2","Final Stressing","Concrete strength (should be more than 22 MPa)"
"a562bb30-6064-5d0c-9872-9aeacc492f01","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 2","Final Stressing","Anchorage and strands condition"
"57798a44-3784-5cc8-92d4-ae0906250495","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 2","Final Stressing","Jack Calibration, current"
"62759955-e474-543a-9f99-c638e04a6233","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 2","Final Stressing","Final stressing completed"
"d2f1aaeb-5cda-5e87-87e6-a04604197e68","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 2","Final Stressing","Concrete test results (RCC)"
"b7170f43-eff1-5355-8355-12d1474dbf43","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 2","Final Stressing","TC-03 (Interspan) Stressing Inspection (To be uploaded as reference)"
"622ad514-4f9f-5662-81fe-d95ed97e0dba","","pass","","section","FALSE","FALSE","Site QA","School","Level 4 Pour 2","Grouting"
"316ef095-a59b-56b5-a15c-1a89315972e1","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 2","Grouting","Safe access for grouting"
"60dc1075-8077-5d5e-8148-160c8ee672c1","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 2","Grouting","Anchor pockets cut and sealed"
"16bee9e8-4f95-5a01-99f9-16bb0df732fa","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 2","Grouting","Grout hoses condition"
"85c01302-60e1-50e9-9868-c905d159902b","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 2","Grouting","Grouting completed"
"ebad31e4-7755-533a-9fd6-a5aa570706d2","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 4 Pour 2","Grouting","TC-05 – (Interspan) Grouting (To be uploaded as reference)"
"d56c6b49-902b-4196-9220-1e4fda5e2543","","pass","414ee46cc5f4a679ded2beeb100953a290c3352ba792e8405f010872a2307601","checklist","FALSE","FALSE","Site QA","School","Level 3 Pour 2"
"abdb164e-c9e1-597b-a0ce-f684835048ec","","pass","","section","FALSE","FALSE","Site QA","School","Level 3 Pour 2","Pre Pour / Post Pour"
"2da768e8-89ae-5340-8c4c-55c4f256a031","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 3 Pour 2","Pre Pour / Post Pour","Tendon installation as per approved drawings"
"95a41cb8-f361-56d0-8675-5160391932a6","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 3 Pour 2","Pre Pour / Post Pour","Anchor and dead-end setup"
"aed88d13-a320-5668-af74-489e2aa23f7e","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 3 Pour 2","Pre Pour / Post Pour","Tendon chairing"
"6a31368a-6241-5753-aee3-02052eda3909","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 3 Pour 2","Pre Pour / Post Pour","Grout hose installation"
"c203777b-477e-5981-ba37-dbea7a61c154","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 3 Pour 2","Pre Pour / Post Pour","Engineer inspection mark review and closeout"
"6296f126-0f32-5fa3-9ab4-d1f4e6dba1f5","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 3 Pour 2","Pre Pour / Post Pour","Pour completed"
"83816572-c47d-5537-a911-3d8529409210","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 3 Pour 2","Pre Pour / Post Pour","IR-01 (Interspan) Inspection Report (To be uploaded as reference)"
"64d6fdcc-c185-56c0-8273-2c271df1a9bc","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 3 Pour 2","Pre Pour / Post Pour","TC-01 (Interspan) Pre pour Inspection (To be uploaded as reference)"
"0c30068a-8d1b-549c-8335-6344982f7c2f","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 3 Pour 2","Pre Pour / Post Pour","TC-02 (Interspan) Watching Concrete Pour (To be uploaded as reference)"
"837ede52-2bac-51c7-8553-3dec2f2dc2a3","","pass","","section","FALSE","FALSE","Site QA","School","Level 3 Pour 2","Initial Stressing"
"cbc1583b-a1a6-5c2e-b5ee-87773b480724","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 3 Pour 2","Initial Stressing","Safe access for initial stressing"
"c188b680-0418-5f2a-aed2-6885ff2470af","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 3 Pour 2","Initial Stressing","Concrete strength (should be more than 7 MPa)"
"9f012286-4f67-536a-994d-795b0759e553","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 3 Pour 2","Initial Stressing","Anchorage and strands condition"
"9e7ab300-0c88-5163-af2d-bd3437a77a07","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 3 Pour 2","Initial Stressing","Jack Calibration, current"
"5a9f8952-bf30-532f-8b03-1ee488c624e0","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 3 Pour 2","Initial Stressing","Initial stressing completed"
"d2c36457-ce97-5407-b3ac-79f257e30e6f","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 3 Pour 2","Initial Stressing","Concrete test results (RCC) Attach report"
"f5d404d8-5d91-5fdb-a53b-154598c515a7","","pass","","section","FALSE","FALSE","Site QA","School","Level 3 Pour 2","Final Stressing"
"b2990ef1-46f0-5eba-b372-07de40714434","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 3 Pour 2","Final Stressing","Safe access for final stressing"
"970d87d0-db6a-5c12-8c30-9c31fb6aa939","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 3 Pour 2","Final Stressing","Concrete strength (should be more than 22 MPa)"
"57d385f6-6e54-5c5a-ac0b-44133c964249","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 3 Pour 2","Final Stressing","Anchorage and strands condition"
"a2b6ed3d-1fcb-5107-916c-7816b4823290","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 3 Pour 2","Final Stressing","Jack Calibration, current"
"aa9bb97d-6a25-5f40-b484-a368e2cdbb49","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 3 Pour 2","Final Stressing","Final stressing completed"
"fc5e1854-75cb-5c90-b1d3-91e0ea62b7eb","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 3 Pour 2","Final Stressing","Concrete test results (RCC)"
"56980120-6510-587a-94d9-4e80453b01d1","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 3 Pour 2","Final Stressing","TC-03 (Interspan) Stressing Inspection (To be uploaded as reference)"
"2b987da7-468b-5e35-8047-098cc7cb0b88","","pass","","section","FALSE","FALSE","Site QA","School","Level 3 Pour 2","Grouting"
"e50d34b6-87dd-5857-88b4-8aa4e0504773","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 3 Pour 2","Grouting","Safe access for grouting"
"6c5e8445-b7bc-5954-848d-aaa33ac324e8","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 3 Pour 2","Grouting","Anchor pockets cut and sealed"
"adf07154-00ab-5b69-bb20-43229346864b","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 3 Pour 2","Grouting","Grout hoses condition"
"7f6b5837-6a84-5993-bf1e-0e6cfbef8feb","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 3 Pour 2","Grouting","Grouting completed"
"5cd25f1a-b8a6-57fd-a3b4-c454429d6c80","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 3 Pour 2","Grouting","TC-05 – (Interspan) Grouting (To be uploaded as reference)"
"0f7324bf-2bdf-4fba-a794-ea768336db57","","pass","414ee46cc5f4a679ded2beeb100953a290c3352ba792e8405f010872a2307601","checklist","FALSE","FALSE","Site QA","School","Level 2 Pour C"
"1c468892-044a-584d-8e17-379f0f4622bd","","pass","","section","FALSE","FALSE","Site QA","School","Level 2 Pour C","Pre Pour / Post Pour"
"e9bc6c3d-b33a-57fe-830f-f5eea855cfed","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 2 Pour C","Pre Pour / Post Pour","Tendon installation as per approved drawings"
"38bf9d16-a6c1-5c14-afa2-28efc7122a0c","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 2 Pour C","Pre Pour / Post Pour","Anchor and dead-end setup"
"df8f6072-ffd9-5b60-966a-8ed691169e45","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 2 Pour C","Pre Pour / Post Pour","Tendon chairing"
"a623b843-bea5-5083-b5b6-10ffe23d9055","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 2 Pour C","Pre Pour / Post Pour","Grout hose installation"
"0c629ea8-afdc-54d8-8d39-b04a5bdf1e37","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 2 Pour C","Pre Pour / Post Pour","Engineer inspection mark review and closeout"
"9c86aa8e-d0b5-5ccb-b6d4-c34c40bbfa2d","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 2 Pour C","Pre Pour / Post Pour","Pour completed"
"5bb61e09-6dd4-5819-b88c-f0c8fac76fd3","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 2 Pour C","Pre Pour / Post Pour","IR-01 (Interspan) Inspection Report (To be uploaded as reference)"
"b44b6dd9-d2e3-50d2-9ddf-56435fd625fc","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 2 Pour C","Pre Pour / Post Pour","TC-01 (Interspan) Pre pour Inspection (To be uploaded as reference)"
"a3f67a2a-365c-5098-a25d-f72c84d7db1f","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 2 Pour C","Pre Pour / Post Pour","TC-02 (Interspan) Watching Concrete Pour (To be uploaded as reference)"
"380cbb37-3afd-5c89-9647-2ad2cc25e26f","","pass","","section","FALSE","FALSE","Site QA","School","Level 2 Pour C","Initial Stressing"
"61caacb3-5d6d-57f5-a143-2ec65947eca1","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 2 Pour C","Initial Stressing","Safe access for initial stressing"
"5ae5d1de-7ad5-5432-8961-f11bee029d1c","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 2 Pour C","Initial Stressing","Concrete strength (should be more than 7 MPa)"
"87d285cb-a953-5d41-8fd5-272e2cd07161","","pass","","checkpoint","TRUE","TRUE","Site QA","School","Level 2 Pour C","Initial Stressing","Anchorage and strands condition"
